#Custom ID, type, EPIC ID, RA, Dec, target name
200252344,5,,,,Asteroid.Trojan.100475
200252345,5,,,,Asteroid.Trojan.100475
200252346,5,,,,Asteroid.Trojan.100475
200252347,5,,,,Asteroid.Trojan.100475
200252348,5,,,,Asteroid.Trojan.100475
200252349,5,,,,Asteroid.Trojan.100475
200252350,5,,,,Asteroid.Trojan.100475
200252351,5,,,,Asteroid.Trojan.100475
200252352,5,,,,Asteroid.Trojan.100475
200252353,5,,,,Asteroid.Trojan.100475
200252354,5,,,,Asteroid.Trojan.100475
200252355,5,,,,Asteroid.Trojan.100475
200252356,5,,,,Asteroid.Trojan.100475
200252357,5,,,,Asteroid.Trojan.100475
200252358,5,,,,Asteroid.Trojan.100475
200252359,5,,,,Asteroid.Trojan.100475
200252360,5,,,,Asteroid.Trojan.100475
200252361,5,,,,Asteroid.Trojan.100475
200252362,5,,,,Asteroid.Trojan.100475
200252363,5,,,,Asteroid.Trojan.100475
200252364,5,,,,Asteroid.Trojan.100475
200252365,5,,,,Asteroid.Trojan.100475
200252366,5,,,,Asteroid.Trojan.100475
200252367,5,,,,Asteroid.Trojan.100475
200252368,5,,,,Asteroid.Trojan.100475
200252369,5,,,,Asteroid.Trojan.100475
200252370,5,,,,Asteroid.Trojan.100475
200252371,5,,,,Asteroid.Trojan.100475
200252372,5,,,,Asteroid.Trojan.100475
200252373,5,,,,Asteroid.Trojan.100475
200252374,5,,,,Asteroid.Trojan.100475
200252375,5,,,,Asteroid.Trojan.100475
200252376,5,,,,Asteroid.Trojan.100475
200252377,5,,,,Asteroid.Trojan.100475
200252378,5,,,,Asteroid.Trojan.100475
200252379,5,,,,Asteroid.Trojan.100475
200252380,5,,,,Asteroid.Trojan.100475
200252381,5,,,,Asteroid.Trojan.100475
200252382,5,,,,Asteroid.Trojan.100475
200252383,5,,,,Asteroid.Trojan.100475
200252384,5,,,,Asteroid.Trojan.100475
200252385,5,,,,Asteroid.Trojan.100475
200252386,5,,,,Asteroid.Trojan.100475
200252387,5,,,,Asteroid.Trojan.100475
200252388,5,,,,Asteroid.Trojan.100475
200252389,5,,,,Asteroid.Trojan.100475
200252390,5,,,,Asteroid.Trojan.100475
200252391,5,,,,Asteroid.Trojan.100475
200252392,5,,,,Asteroid.Trojan.100475
200252393,5,,,,Asteroid.Trojan.100475
200252394,5,,,,Asteroid.Trojan.100475
200252395,5,,,,Asteroid.Trojan.100475
200252396,5,,,,Asteroid.Trojan.100475
200252397,5,,,,Asteroid.Trojan.100475
200252398,5,,,,Asteroid.Trojan.100475
200252399,5,,,,Asteroid.Trojan.100475
200252400,5,,,,Asteroid.Trojan.100475
200252401,5,,,,Asteroid.Trojan.100475
200252402,5,,,,Asteroid.Trojan.100475
200252403,5,,,,Asteroid.Trojan.100475
200252404,5,,,,Asteroid.Trojan.100475
200252405,5,,,,Asteroid.Trojan.100475
200252406,5,,,,Asteroid.Trojan.100475
200252407,5,,,,Asteroid.Trojan.100475
200252408,5,,,,Asteroid.Trojan.100475
200252409,5,,,,Asteroid.Trojan.100475
200252410,5,,,,Asteroid.Trojan.100475
200252411,5,,,,Asteroid.Trojan.100475
200252412,5,,,,Asteroid.Trojan.100475
200252413,5,,,,Asteroid.Trojan.100475
200252414,5,,,,Asteroid.Trojan.100475
200252415,5,,,,Asteroid.Trojan.100475
200252416,5,,,,Asteroid.Trojan.100475
200252417,5,,,,Asteroid.Trojan.100475
200252418,5,,,,Asteroid.Trojan.100475
200252419,5,,,,Asteroid.Trojan.100475
200252420,5,,,,Asteroid.Trojan.100475
200252421,5,,,,Asteroid.Trojan.100475
200252422,5,,,,Asteroid.Trojan.100475
200252423,5,,,,Asteroid.Trojan.100475
200252424,5,,,,Asteroid.Trojan.100475
200252425,5,,,,Asteroid.Trojan.100475
200252426,5,,,,Asteroid.Trojan.100475
200252427,5,,,,Asteroid.Trojan.100475
200252428,5,,,,Asteroid.Trojan.100475
200252429,5,,,,Asteroid.Trojan.100475
200252430,5,,,,Asteroid.Trojan.100475
200252431,5,,,,Asteroid.Trojan.100475
200252432,5,,,,Asteroid.Trojan.100475
200252433,5,,,,Asteroid.Trojan.100475
200252434,5,,,,Asteroid.Trojan.100475
200252435,5,,,,Asteroid.Trojan.100475
200252436,5,,,,Asteroid.Trojan.100475
200252437,5,,,,Asteroid.Trojan.100475
200252438,5,,,,Asteroid.Trojan.100475
200252439,5,,,,Asteroid.Trojan.100475
200252440,5,,,,Asteroid.Trojan.100475
200252441,5,,,,Asteroid.Trojan.100475
200252442,5,,,,Asteroid.Trojan.100475
200252443,5,,,,Asteroid.Trojan.100475
200252444,5,,,,Asteroid.Trojan.100475
200252445,5,,,,Asteroid.Trojan.100475
200252446,5,,,,Asteroid.Trojan.100475
200252447,5,,,,Asteroid.Trojan.100475
200252448,5,,,,Asteroid.Trojan.100475
200252449,5,,,,Asteroid.Trojan.100475
200252450,5,,,,Asteroid.Trojan.100475
200252451,5,,,,Asteroid.Trojan.100475
200252452,5,,,,Asteroid.Trojan.100475
200252453,5,,,,Asteroid.Trojan.100475
200252454,5,,,,Asteroid.Trojan.100475
200252455,5,,,,Asteroid.Trojan.100475
200252456,5,,,,Asteroid.Trojan.100475
200252457,5,,,,Asteroid.Trojan.100475
200252458,5,,,,Asteroid.Trojan.100475
200252459,5,,,,Asteroid.Trojan.100475
200252460,5,,,,Asteroid.Trojan.100475
200252461,5,,,,Asteroid.Trojan.100475
200252462,5,,,,Asteroid.Trojan.100475
200252463,5,,,,Asteroid.Trojan.100475
200252464,5,,,,Asteroid.Trojan.100475
200252465,5,,,,Asteroid.Trojan.100475
200252466,5,,,,Asteroid.Trojan.100475
200252467,5,,,,Asteroid.Trojan.100475
200252468,5,,,,Asteroid.Trojan.100475
200252469,5,,,,Asteroid.Trojan.100475
200252470,5,,,,Asteroid.Trojan.100475
200252471,5,,,,Asteroid.Trojan.100475
200252472,5,,,,Asteroid.Trojan.100475
200252473,5,,,,Asteroid.Trojan.100475
200252474,5,,,,Asteroid.Trojan.100475
200252475,5,,,,Asteroid.Trojan.100475
200252476,5,,,,Asteroid.Trojan.100475
200252477,5,,,,Asteroid.Trojan.100475
200252478,5,,,,Asteroid.Trojan.100475
200252479,5,,,,Asteroid.Trojan.100475
200252480,5,,,,Asteroid.Trojan.100475
200252481,5,,,,Asteroid.Trojan.100475
200252482,5,,,,Asteroid.Trojan.100475
200252483,5,,,,Asteroid.Trojan.100475
200252484,5,,,,Asteroid.Trojan.100475
200252485,5,,,,Asteroid.Trojan.100475
200252486,5,,,,Asteroid.Trojan.100475
200252487,5,,,,Asteroid.Trojan.100475
200252488,5,,,,Asteroid.Trojan.100475
200252489,5,,,,Asteroid.Trojan.100475
200252490,5,,,,Asteroid.Trojan.100475
200252491,5,,,,Asteroid.Trojan.100475
200252492,5,,,,Asteroid.Trojan.100475
200252493,5,,,,Asteroid.Trojan.100475
200252494,5,,,,Asteroid.Trojan.100475
200252495,5,,,,Asteroid.Trojan.100475
200252496,5,,,,Asteroid.Trojan.100475
200252497,5,,,,TNO.134860
200252498,5,,,,TNO.134860
200252499,5,,,,TNO.134860
200252500,5,,,,TNO.134860
200252501,5,,,,TNO.134860
200252502,5,,,,TNO.134860
