# K2 Campaign 6
# Guide Star Information
# Time (JD), FGS Flux
# 
2457221.99482,   1.4331000000000E+04
2457221.99551,   1.3797000000000E+04
2457221.9962,   1.3595000000000E+04
2457221.99689,   1.3652000000000E+04
2457221.99758,   1.3831000000000E+04
2457221.99827,   1.3730000000000E+04
2457221.99895,   1.4165000000000E+04
2457221.99964,   1.3518000000000E+04
2457222.00033,   1.3996000000000E+04
2457222.00102,   1.3282000000000E+04
2457222.00171,   1.3955000000000E+04
2457222.0024,   1.3348000000000E+04
2457222.00309,   1.3251000000000E+04
2457222.00378,   1.3443000000000E+04
2457222.00446,   1.3147000000000E+04
2457222.00515,   1.3227000000000E+04
2457222.00584,   1.3107000000000E+04
2457222.00653,   1.3065000000000E+04
2457222.00722,   1.2916000000000E+04
2457222.00791,   1.3502000000000E+04
2457222.0086,   1.3017000000000E+04
2457222.00928,   1.2878000000000E+04
2457222.00997,   1.3012000000000E+04
2457222.01066,   1.3070000000000E+04
2457222.01135,   1.2786000000000E+04
2457222.01204,   1.2966000000000E+04
2457222.01273,   1.2698000000000E+04
2457222.01342,   1.2933000000000E+04
2457222.01411,   1.2505000000000E+04
2457222.01479,   1.2551000000000E+04
2457222.01548,   1.2391000000000E+04
2457222.01617,   1.3111000000000E+04
2457222.01686,   1.2526000000000E+04
2457222.01755,   1.2447000000000E+04
2457222.01824,   1.2375000000000E+04
2457222.01893,   1.2297000000000E+04
2457222.01961,   1.2228000000000E+04
2457222.0203,   1.2290000000000E+04
2457222.02099,   1.2514000000000E+04
2457222.02168,   1.2625000000000E+04
2457222.02237,   1.1956000000000E+04
2457222.02306,   1.2587000000000E+04
2457222.02375,   1.2052000000000E+04
2457222.02444,   1.1979000000000E+04
2457222.02512,   1.1931000000000E+04
2457222.02581,   1.2025000000000E+04
2457222.0265,   1.1797000000000E+04
2457222.02719,   1.2377000000000E+04
2457222.02788,   1.2105000000000E+04
2457222.02857,   1.1573000000000E+04
2457222.02926,   1.1571000000000E+04
2457222.02994,   1.1816000000000E+04
2457222.03063,   1.1541000000000E+04
2457222.03132,   1.2140000000000E+04
2457222.03201,   1.1512000000000E+04
2457222.0327,   1.1381000000000E+04
2457222.03339,   1.1394000000000E+04
2457222.03408,   1.1304000000000E+04
2457222.03477,   1.1682000000000E+04
2457222.03545,   1.1540000000000E+04
2457222.03614,   1.1070000000000E+04
2457222.03683,   1.1264000000000E+04
2457222.03752,   1.1268000000000E+04
2457222.03821,   1.0999000000000E+04
2457222.0389,   1.0907000000000E+04
2457222.03959,   1.0902000000000E+04
2457222.04027,   1.0933000000000E+04
2457222.04096,   1.0811000000000E+04
2457222.04165,   1.0571000000000E+04
2457222.04234,   1.0762000000000E+04
2457222.04303,   1.1130000000000E+04
2457222.04372,   1.0873000000000E+04
2457222.04441,   1.0857000000000E+04
2457222.04509,   1.0685000000000E+04
2457222.04578,   1.0684000000000E+04
2457222.04647,   1.0639000000000E+04
2457222.04716,   1.0672000000000E+04
2457222.04785,   1.0599000000000E+04
2457222.04854,   1.0915000000000E+04
2457222.04923,   1.0473000000000E+04
2457222.04992,   1.0461000000000E+04
2457222.0506,   1.0691000000000E+04
2457222.05129,   1.0753000000000E+04
2457222.05198,   1.0609000000000E+04
2457222.05267,   1.0619000000000E+04
2457222.05336,   1.0546000000000E+04
2457222.05405,   1.0532000000000E+04
2457222.05474,   1.0534000000000E+04
2457222.05542,   1.0875000000000E+04
2457222.05611,   1.0995000000000E+04
2457222.0568,   1.0939000000000E+04
2457222.05749,   1.0649000000000E+04
2457222.05818,   1.0562000000000E+04
2457222.05887,   1.0479000000000E+04
2457222.05956,   1.0517000000000E+04
2457222.06025,   1.0512000000000E+04
2457222.06093,   1.0598000000000E+04
2457222.06162,   1.0464000000000E+04
2457222.06231,   1.0875000000000E+04
2457222.063,   1.0405000000000E+04
2457222.06369,   1.0899000000000E+04
2457222.06438,   1.0697000000000E+04
2457222.06507,   1.0717000000000E+04
2457222.06575,   1.0706000000000E+04
2457222.06644,   1.0602000000000E+04
2457222.06713,   1.0441000000000E+04
2457222.06782,   1.0463000000000E+04
2457222.06851,   1.0505000000000E+04
2457222.0692,   1.0806000000000E+04
2457222.06989,   1.0371000000000E+04
2457222.07058,   1.0967000000000E+04
2457222.07126,   1.0664000000000E+04
2457222.07195,   1.0725000000000E+04
2457222.07264,   1.0499000000000E+04
2457222.07333,   1.0468000000000E+04
2457222.07402,   1.0533000000000E+04
2457222.07471,   1.0750000000000E+04
2457222.0754,   1.0543000000000E+04
2457222.07608,   1.0354000000000E+04
2457222.07677,   1.0378000000000E+04
2457222.07746,   1.0435000000000E+04
2457222.07815,   1.0774000000000E+04
2457222.07884,   1.0716000000000E+04
2457222.07953,   1.0799000000000E+04
2457222.08022,   1.0570000000000E+04
2457222.08091,   1.0602000000000E+04
2457222.08159,   1.0610000000000E+04
2457222.08228,   1.0626000000000E+04
2457222.08297,   1.0942000000000E+04
2457222.08366,   1.0977000000000E+04
2457222.08435,   1.1051000000000E+04
2457222.08504,   1.0809000000000E+04
2457222.08573,   1.0669000000000E+04
2457222.08641,   1.0657000000000E+04
2457222.0871,   1.0694000000000E+04
2457222.08779,   1.0646000000000E+04
2457222.08848,   1.0695000000000E+04
2457222.08917,   1.0707000000000E+04
2457222.08986,   1.1016000000000E+04
2457222.09055,   1.1177000000000E+04
2457222.09123,   1.1245000000000E+04
2457222.09192,   1.0906000000000E+04
2457222.09261,   1.1055000000000E+04
2457222.0933,   1.1154000000000E+04
2457222.09399,   1.1001000000000E+04
2457222.09468,   1.0942000000000E+04
2457222.09537,   1.1076000000000E+04
2457222.09606,   1.1109000000000E+04
2457222.09674,   1.1452000000000E+04
2457222.09743,   1.1033000000000E+04
2457222.09812,   1.1607000000000E+04
2457222.09881,   1.1421000000000E+04
2457222.0995,   1.1525000000000E+04
2457222.10019,   1.1540000000000E+04
2457222.10088,   1.1434000000000E+04
2457222.10156,   1.1452000000000E+04
2457222.10225,   1.1696000000000E+04
2457222.10294,   1.1766000000000E+04
2457222.10363,   1.1529000000000E+04
2457222.10432,   1.1536000000000E+04
2457222.10501,   1.1520000000000E+04
2457222.1057,   1.1868000000000E+04
2457222.10639,   1.1944000000000E+04
2457222.10707,   1.2568000000000E+04
2457222.10776,   1.1940000000000E+04
2457222.10845,   1.1964000000000E+04
2457222.10914,   1.2004000000000E+04
2457222.10983,   1.2052000000000E+04
2457222.11052,   1.2379000000000E+04
2457222.11121,   1.1901000000000E+04
2457222.11189,   1.2103000000000E+04
2457222.11258,   1.2384000000000E+04
2457222.11327,   1.2355000000000E+04
2457222.11396,   1.2425000000000E+04
2457222.11465,   1.2346000000000E+04
2457222.11534,   1.2599000000000E+04
2457222.11603,   1.2418000000000E+04
2457222.11672,   1.2566000000000E+04
2457222.1174,   1.2807000000000E+04
2457222.11809,   1.2565000000000E+04
2457222.11878,   1.2503000000000E+04
2457222.11947,   1.2882000000000E+04
2457222.12016,   1.2944000000000E+04
2457222.12085,   1.3524000000000E+04
2457222.12154,   1.2787000000000E+04
2457222.12222,   1.2933000000000E+04
2457222.12291,   1.2891000000000E+04
2457222.1236,   1.2954000000000E+04
2457222.12429,   1.3239000000000E+04
2457222.12498,   1.3413000000000E+04
2457222.12567,   1.2941000000000E+04
2457222.12636,   1.3223000000000E+04
2457222.12705,   1.3327000000000E+04
2457222.12773,   1.3243000000000E+04
2457222.12842,   1.3275000000000E+04
2457222.12911,   1.3247000000000E+04
2457222.1298,   1.3271000000000E+04
2457222.13049,   1.3284000000000E+04
2457222.13118,   1.3677000000000E+04
2457222.13187,   1.3812000000000E+04
2457222.13255,   1.3275000000000E+04
2457222.13324,   1.3619000000000E+04
2457222.13393,   1.3733000000000E+04
2457222.13462,   1.3589000000000E+04
2457222.13531,   1.3563000000000E+04
2457222.136,   1.3625000000000E+04
2457222.13669,   1.3668000000000E+04
2457222.13737,   1.3709000000000E+04
2457222.13806,   1.4243000000000E+04
2457222.13875,   1.4111000000000E+04
2457222.13944,   1.3709000000000E+04
2457222.14013,   1.3958000000000E+04
2457222.14082,   1.4108000000000E+04
2457222.14151,   1.3864000000000E+04
2457222.1422,   1.4013000000000E+04
2457222.14288,   1.3937000000000E+04
2457222.14357,   1.3902000000000E+04
2457222.14426,   1.3903000000000E+04
2457222.14495,   1.3843000000000E+04
2457222.14564,   1.3892000000000E+04
2457222.14633,   1.3962000000000E+04
2457222.14702,   1.4261000000000E+04
2457222.1477,   1.4304000000000E+04
2457222.14839,   1.4129000000000E+04
2457222.14908,   1.4225000000000E+04
2457222.14977,   1.4409000000000E+04
2457222.15046,   1.4227000000000E+04
2457222.15115,   1.4213000000000E+04
2457222.15184,   1.4265000000000E+04
2457222.15253,   1.4345000000000E+04
2457222.15321,   1.4942000000000E+04
2457222.1539,   1.4559000000000E+04
2457222.15459,   1.4603000000000E+04
2457222.15528,   1.4622000000000E+04
2457222.15597,   1.4660000000000E+04
2457222.15666,   1.4391000000000E+04
2457222.15735,   1.4491000000000E+04
2457222.15803,   1.4718000000000E+04
2457222.15872,   1.4513000000000E+04
2457222.15941,   1.4931000000000E+04
2457222.1601,   1.4415000000000E+04
2457222.16079,   1.5193000000000E+04
2457222.16148,   1.4787000000000E+04
2457222.16217,   1.4588000000000E+04
2457222.16286,   1.4719000000000E+04
2457222.16354,   1.4673000000000E+04
2457222.16423,   1.4717000000000E+04
2457222.16492,   1.4679000000000E+04
2457222.16561,   1.4695000000000E+04
2457222.1663,   1.5262000000000E+04
2457222.16699,   1.5285000000000E+04
2457222.16768,   1.4611000000000E+04
2457222.16836,   1.4955000000000E+04
2457222.16905,   1.4791000000000E+04
2457222.16974,   1.4858000000000E+04
2457222.17043,   1.4946000000000E+04
2457222.17112,   1.4900000000000E+04
2457222.17181,   1.5014000000000E+04
2457222.1725,   1.5033000000000E+04
2457222.17319,   1.5366000000000E+04
2457222.17387,   1.5586000000000E+04
2457222.17456,   1.5451000000000E+04
2457222.17525,   1.4986000000000E+04
2457222.17594,   1.5079000000000E+04
2457222.17663,   1.5103000000000E+04
2457222.17732,   1.5101000000000E+04
2457222.17801,   1.5133000000000E+04
2457222.17869,   1.5090000000000E+04
2457222.17938,   1.5082000000000E+04
2457222.18007,   1.5461000000000E+04
2457222.18076,   1.5074000000000E+04
2457222.18145,   1.4962000000000E+04
2457222.18214,   1.5310000000000E+04
2457222.18283,   1.5213000000000E+04
2457222.18352,   1.5505000000000E+04
2457222.1842,   1.5269000000000E+04
2457222.18489,   1.5256000000000E+04
2457222.18558,   1.5251000000000E+04
2457222.18627,   1.5367000000000E+04
2457222.18696,   1.5733000000000E+04
2457222.18765,   1.5103000000000E+04
2457222.18834,   1.5699000000000E+04
2457222.18902,   1.5406000000000E+04
2457222.18971,   1.5311000000000E+04
2457222.1904,   1.5301000000000E+04
2457222.19109,   1.5319000000000E+04
2457222.19178,   1.5340000000000E+04
2457222.19247,   1.5282000000000E+04
2457222.19316,   1.5354000000000E+04
2457222.19384,   1.5139000000000E+04
2457222.19453,   1.5853000000000E+04
2457222.19522,   1.5281000000000E+04
2457222.19591,   1.5546000000000E+04
2457222.1966,   1.5676000000000E+04
2457222.19729,   1.5594000000000E+04
2457222.19798,   1.5455000000000E+04
2457222.19867,   1.5486000000000E+04
2457222.19935,   1.5487000000000E+04
2457222.20004,   1.5521000000000E+04
2457222.20073,   1.5304000000000E+04
2457222.20142,   1.5342000000000E+04
2457222.20211,   1.5973000000000E+04
2457222.2028,   1.5594000000000E+04
2457222.20349,   1.5602000000000E+04
2457222.20417,   1.6248000000000E+04
2457222.20486,   1.5450000000000E+04
2457222.20555,   1.5506000000000E+04
2457222.20624,   1.5392000000000E+04
2457222.20693,   1.5596000000000E+04
2457222.20762,   1.5371000000000E+04
2457222.20831,   1.5443000000000E+04
2457222.209,   1.5871000000000E+04
2457222.20968,   1.5725000000000E+04
2457222.21037,   1.5742000000000E+04
2457222.21106,   1.5563000000000E+04
2457222.21175,   1.5522000000000E+04
2457222.21244,   1.5503000000000E+04
2457222.21313,   1.5527000000000E+04
2457222.21382,   1.5566000000000E+04
2457222.2145,   1.5925000000000E+04
2457222.21519,   1.5427000000000E+04
2457222.21588,   1.5345000000000E+04
2457222.21657,   1.5681000000000E+04
2457222.21726,   1.5607000000000E+04
2457222.21795,   1.5526000000000E+04
2457222.21864,   1.5554000000000E+04
2457222.21933,   1.5655000000000E+04
2457222.22001,   1.5481000000000E+04
2457222.2207,   1.5496000000000E+04
2457222.22139,   1.5327000000000E+04
2457222.22208,   1.5312000000000E+04
2457222.22277,   1.5942000000000E+04
2457222.22346,   1.5664000000000E+04
2457222.22415,   1.5618000000000E+04
2457222.22483,   1.5586000000000E+04
2457222.22552,   1.5417000000000E+04
2457222.22621,   1.5453000000000E+04
2457222.2269,   1.5506000000000E+04
2457222.22759,   1.5467000000000E+04
2457222.22828,   1.5682000000000E+04
2457222.22897,   1.5245000000000E+04
2457222.22966,   1.5209000000000E+04
2457222.23034,   1.5561000000000E+04
2457222.23103,   1.5646000000000E+04
2457222.23172,   1.5391000000000E+04
2457222.23241,   1.5402000000000E+04
2457222.2331,   1.5448000000000E+04
2457222.23379,   1.5330000000000E+04
2457222.23448,   1.5367000000000E+04
2457222.23516,   1.5122000000000E+04
2457222.23585,   1.5237000000000E+04
2457222.23654,   1.5710000000000E+04
2457222.23723,   1.5355000000000E+04
2457222.23792,   1.5480000000000E+04
2457222.23861,   1.5215000000000E+04
2457222.2393,   1.5297000000000E+04
2457222.23998,   1.5181000000000E+04
2457222.24067,   1.5357000000000E+04
2457222.24136,   1.5189000000000E+04
2457222.24205,   1.5540000000000E+04
2457222.24274,   1.5111000000000E+04
2457222.24343,   1.5609000000000E+04
2457222.24412,   1.5337000000000E+04
2457222.24481,   1.5220000000000E+04
2457222.24549,   1.5202000000000E+04
2457222.24618,   1.5134000000000E+04
2457222.24687,   1.5115000000000E+04
2457222.24756,   1.5147000000000E+04
2457222.24825,   1.5348000000000E+04
2457222.24894,   1.4875000000000E+04
2457222.24963,   1.5533000000000E+04
2457222.25031,   1.5490000000000E+04
2457222.251,   1.5179000000000E+04
2457222.25169,   1.5150000000000E+04
2457222.25238,   1.4995000000000E+04
2457222.25307,   1.5194000000000E+04
2457222.25376,   1.4988000000000E+04
2457222.25445,   1.4939000000000E+04
2457222.25514,   1.4945000000000E+04
2457222.25582,   1.5199000000000E+04
2457222.25651,   1.4724000000000E+04
2457222.2572,   1.4750000000000E+04
2457222.25789,   1.5122000000000E+04
2457222.25858,   1.4948000000000E+04
2457222.25927,   1.4776000000000E+04
2457222.25996,   1.4778000000000E+04
2457222.26064,   1.4804000000000E+04
2457222.26133,   1.4813000000000E+04
2457222.26202,   1.4825000000000E+04
2457222.26271,   1.4439000000000E+04
2457222.2634,   1.4575000000000E+04
2457222.26409,   1.4592000000000E+04
2457222.26478,   1.5015000000000E+04
2457222.26547,   1.4842000000000E+04
2457222.26615,   1.4620000000000E+04
2457222.26684,   1.4541000000000E+04
2457222.26753,   1.4620000000000E+04
2457222.26822,   1.4574000000000E+04
2457222.26891,   1.4469000000000E+04
2457222.2696,   1.4881000000000E+04
2457222.27029,   1.4333000000000E+04
2457222.27097,   1.4329000000000E+04
2457222.27166,   1.4596000000000E+04
2457222.27235,   1.4671000000000E+04
2457222.27304,   1.4619000000000E+04
2457222.27373,   1.4578000000000E+04
2457222.27442,   1.4383000000000E+04
2457222.27511,   1.4317000000000E+04
2457222.2758,   1.4519000000000E+04
2457222.27648,   1.4637000000000E+04
2457222.27717,   1.4165000000000E+04
2457222.27786,   1.4754000000000E+04
2457222.27855,   1.4426000000000E+04
2457222.27924,   1.4417000000000E+04
2457222.27993,   1.4156000000000E+04
2457222.28062,   1.4203000000000E+04
2457222.2813,   1.4802000000000E+04
2457222.28199,   1.4183000000000E+04
2457222.28268,   1.4115000000000E+04
2457222.28337,   1.4302000000000E+04
2457222.28406,   1.3949000000000E+04
2457222.28475,   1.3867000000000E+04
2457222.28544,   1.4244000000000E+04
2457222.28613,   1.4242000000000E+04
2457222.28681,   1.3997000000000E+04
2457222.2875,   1.3960000000000E+04
2457222.28819,   1.4190000000000E+04
2457222.28888,   1.4146000000000E+04
2457222.28957,   1.3879000000000E+04
2457222.29026,   1.4138000000000E+04
2457222.29095,   1.4282000000000E+04
2457222.29163,   1.4115000000000E+04
2457222.29232,   1.3947000000000E+04
2457222.29301,   1.3905000000000E+04
2457222.2937,   1.3760000000000E+04
2457222.29439,   1.3659000000000E+04
2457222.29508,   1.3696000000000E+04
2457222.29577,   1.3760000000000E+04
2457222.29645,   1.3603000000000E+04
2457222.29714,   1.3326000000000E+04
2457222.29783,   1.3459000000000E+04
2457222.29852,   1.3374000000000E+04
2457222.29921,   1.3641000000000E+04
2457222.2999,   1.3645000000000E+04
2457222.30059,   1.3523000000000E+04
2457222.30128,   1.3443000000000E+04
2457222.30196,   1.3447000000000E+04
2457222.30265,   1.3256000000000E+04
2457222.30334,   1.3312000000000E+04
2457222.30403,   1.3077000000000E+04
2457222.30472,   1.3584000000000E+04
2457222.30541,   1.3477000000000E+04
2457222.3061,   1.3319000000000E+04
2457222.30678,   1.3367000000000E+04
2457222.30747,   1.3744000000000E+04
2457222.30816,   1.3100000000000E+04
