EPIC,RA,Dec,Kp,InvestigationIDs
200218482,,,,GO18045|2013_AT183-LC-SSO_TILE
200218483,,,,GO18045|2013_AT183-LC-SSO_TILE
200218484,,,,GO18045|2013_AT183-LC-SSO_TILE
200218485,,,,GO18045|2013_AT183-LC-SSO_TILE
200218486,,,,GO18045|2013_AT183-LC-SSO_TILE
200218487,,,,GO18045|2013_AT183-LC-SSO_TILE
200218488,,,,GO18045|2013_AT183-LC-SSO_TILE
200218489,,,,GO18045|2013_AT183-LC-SSO_TILE
200218490,,,,GO18045|2013_AT183-LC-SSO_TILE
200218491,,,,GO18045|2013_AT183-LC-SSO_TILE
200218492,,,,GO18045|2013_AT183-LC-SSO_TILE
200218493,,,,GO18045|2013_AT183-LC-SSO_TILE
200218494,,,,GO18045|2013_AT183-LC-SSO_TILE
200218495,,,,GO18045|2013_AT183-LC-SSO_TILE
200218496,,,,GO18045|2013_AT183-LC-SSO_TILE
200218497,,,,GO18045|2013_AT183-LC-SSO_TILE
200218498,,,,GO18045|2013_AT183-LC-SSO_TILE
200218499,,,,GO18045|2013_AT183-LC-SSO_TILE
200218500,,,,GO18045|2013_AT183-LC-SSO_TILE
200218501,,,,GO18045|2013_AT183-LC-SSO_TILE
200218502,,,,GO18045|2013_AT183-LC-SSO_TILE
200218503,,,,GO18045|2013_AT183-LC-SSO_TILE
200218504,,,,GO18045|2013_AT183-LC-SSO_TILE
200218505,,,,GO18045|2013_AT183-LC-SSO_TILE
200218506,,,,GO18045|2013_AT183-LC-SSO_TILE
200218507,,,,GO18045|2013_AT183-LC-SSO_TILE
200218508,,,,GO18045|2013_AT183-LC-SSO_TILE
200218509,,,,GO18045|2013_AT183-LC-SSO_TILE
200218510,,,,GO18045|2013_AT183-LC-SSO_TILE
200218511,,,,GO18045|2013_AT183-LC-SSO_TILE
200218512,,,,GO18045|2013_AT183-LC-SSO_TILE
200218513,,,,GO18045|2013_AT183-LC-SSO_TILE
200218514,,,,GO18045|2013_AT183-LC-SSO_TILE
200218515,,,,GO18045|2013_AT183-LC-SSO_TILE
200218516,,,,GO18045|2013_AT183-LC-SSO_TILE
200218517,,,,GO18045|2013_AT183-LC-SSO_TILE
200218518,,,,GO18045|2013_AT183-LC-SSO_TILE
200218519,,,,GO18045|2013_AT183-LC-SSO_TILE
200218520,,,,GO18045|2013_AT183-LC-SSO_TILE
200218521,,,,GO18045|2013_AT183-LC-SSO_TILE
200218522,,,,GO18045|2013_AT183-LC-SSO_TILE
200218523,,,,GO18045|2013_AT183-LC-SSO_TILE
200218524,,,,GO18045|2013_AT183-LC-SSO_TILE
200218525,,,,GO18045|2013_AT183-LC-SSO_TILE
200218526,,,,GO18045|2013_AT183-LC-SSO_TILE
200218527,,,,GO18045|2013_AT183-LC-SSO_TILE
200218528,,,,GO18045|2013_AT183-LC-SSO_TILE
200218529,,,,GO18045|2013_AT183-LC-SSO_TILE
200218530,,,,GO18045|2013_AT183-LC-SSO_TILE
200218531,,,,GO18045|2013_AT183-LC-SSO_TILE
