EPIC,rafloat,decfloat,Kp,InvestigationIDs
206411043,340.65897,-6.45055,14.91800,GO19046_LC|GO19068_LC
206412131,340.72342,-6.43268,14.24600,GO19046_LC|GO19068_LC
206425337,340.75525,-6.21167,16.17500,GO19046_LC|GO19068_LC
206426035,340.49792,-6.19951,13.65200,GO19046_LC|GO19049_LC
206447049,342.08923,-5.85515,15.76000,GO19046_LC|GO19068_LC
206451330,342.15668,-5.78398,15.56200,GO19046_LC|GO19068_LC
206452609,343.55460,-5.76235,14.88600,GO19046_LC|GO19068_LC
206455382,341.04245,-5.71409,14.23000,GO19046_LC|GO19068_LC
206456836,342.33270,-5.68946,12.99000,GO19046_LC|GO19049_LC|GO19065_LC|GO19068_LC
206476394,342.26117,-5.33987,12.51300,GO19003_LC|GO19046_LC|GO19049_LC
206477241,342.01477,-5.32361,15.75500,GO19046_LC|GO19068_LC
206495893,339.90195,-4.96114,15.92400,GO19046_LC|GO19068_LC
206496209,341.00750,-4.95493,15.69800,GO19046_LC|GO19068_LC
206497336,341.46918,-4.93303,15.58500,GO19046_LC|GO19068_LC
206497338,339.49300,-4.93299,15.76000,GO19046_LC|GO19068_LC
206499541,340.32220,-4.88937,18.72700,GO19046_LC|GO19059_LC
206502787,340.09735,-4.82382,13.42500,GO19046_LC|GO19049_LC
206510189,339.62894,-4.67122,15.26200,GO19046_LC|GO19068_LC
206522510,341.21780,-4.41416,13.52000,GO19046_LC|GO19049_LC
206526406,340.69710,-4.32997,13.35200,GO19046_LC|GO19049_LC
206531300,341.53735,-4.22391,14.91500,GO19046_LC|GO19068_LC
206535195,341.13510,-4.13579,16.18900,GO19046_LC|GO19068_LC
206556866,341.13162,-3.62972,14.71600,GO19046_LC|GO19068_LC
245947712,348.83636,-10.92872,13.59500,GO19046_LC|GO19049_LC
245949460,347.29782,-10.87093,15.39100,GO19046_LC|GO19068_LC
245952479,349.28270,-10.77621,16.27300,GO19046_LC|GO19068_LC
245967225,349.70462,-10.35567,16.73200,GO19046_LC|GO19068_LC
245973127,349.31357,-10.19222,16.28400,GO19046_LC|GO19068_LC
245986786,349.90607,-9.82434,15.24600,GO19046_LC|GO19068_LC
245990500,350.10535,-9.72726,15.44600,GO19046_LC|GO19068_LC
246002708,351.53394,-9.41583,16.11000,GO19046_LC|GO19068_LC
246007992,349.78055,-9.28018,16.05200,GO19046_LC|GO19068_LC
246014050,348.64493,-9.12575,11.92600,GO19046_LC|GO19065_LC
246018211,345.76797,-9.01819,13.97200,GO19046_LC|GO19068_LC
246018347,346.10330,-9.01478,16.11300,GO19046_LC|GO19068_LC
246022236,350.85834,-8.91992,18.50800,GO19046_LC|GO19059_LC
246022289,346.61350,-8.91873,16.55700,GO19046_LC|GO19068_LC
246023566,350.73703,-8.88694,15.64100,GO19011_LC|GO19046_LC
246031179,350.28424,-8.69079,18.20200,GO19046_LC|GO19059_LC
246034582,345.44470,-8.61093,17.71600,GO19046_LC|GO19059_LC
246034859,352.56770,-8.60445,15.77000,GO19046_LC|GO19068_LC
246038136,351.89923,-8.52612,14.36900,GO19046_LC|GO19068_LC
246055543,350.06097,-8.13012,16.49900,GO19046_LC|GO19068_LC
246056017,345.76303,-8.11903,15.67000,GO19046_LC|GO19068_LC
246061731,346.04480,-7.98614,14.45300,GO19011_LC|GO19046_LC
246063476,352.12943,-7.94500,13.67100,GO19046_LC|GO19049_LC
246072361,348.44340,-7.74675,15.82500,GO19046_LC|GO19068_LC
246075528,346.25403,-7.67481,15.95500,GO19046_LC|GO19068_LC
246093074,353.09067,-7.29146,17.25700,GO19046_LC|GO19059_LC
246109027,353.76000,-6.94131,15.74200,GO19046_LC|GO19068_LC
246112292,345.34277,-6.86999,17.58200,GO19046_LC|GO19059_LC
246115287,351.74910,-6.80682,15.78300,GO19046_LC|GO19068_LC
246116351,351.93950,-6.78357,13.82900,GO19046_LC|GO19049_LC
246125603,352.44095,-6.58440,12.20600,GO19046_LC|GO19049_LC|GO19065_LC|GO19068_LC
246125898,345.60196,-6.57780,15.38300,GO19046_LC|GO19068_LC
246128099,349.12958,-6.53016,13.42700,GO19046_LC|GO19049_LC
246129335,352.25964,-6.50373,16.00400,GO19046_LC|GO19068_LC
246133711,352.64880,-6.40922,15.64300,GO19046_LC|GO19068_LC
246133928,352.63608,-6.40494,14.35200,GO19046_LC|GO19068_LC
246137065,352.14398,-6.33791,15.30500,GO19046_LC|GO19068_LC
246153356,348.30700,-5.98986,15.45100,GO19046_LC|GO19068_LC
246160287,351.02878,-5.84380,16.27800,GO19046_LC|GO19068_LC
246171366,344.98140,-5.61069,14.94700,GO19046_LC|GO19068_LC
246172585,346.82364,-5.58570,14.27000,GO19040_LC|GO19046_LC|GO19068_LC
246176156,353.21756,-5.51355,15.72600,GO19046_LC|GO19068_LC
246218739,352.24005,-4.64284,14.70700,GO19046_LC|GO19068_LC
246236860,350.01650,-4.29728,16.01400,GO19046_LC|GO19068_LC
246237342,345.12228,-4.28880,14.31400,GO19046_LC|GO19068_LC
246238643,347.48150,-4.26373,14.22200,GO19046_LC|GO19068_LC
246248338,348.11743,-4.08026,15.77800,GO19046_LC|GO19068_LC
246250703,348.25260,-4.03468,13.83100,GO19046_LC|GO19068_LC
246262465,347.12220,-3.81272,13.82900,GO19046_LC|GO19068_LC
246279698,349.87076,-3.46892,12.95400,GO19046_LC|GO19065_LC|GO19068_LC|GO19901_LC
246283855,348.84988,-3.38815,15.03000,GO19046_LC|GO19068_LC
246289131,347.57504,-3.28582,16.16000,GO19046_LC|GO19068_LC
246292415,353.84262,-3.22001,13.41600,GO19046_LC|GO19049_LC
246295355,353.31662,-3.16026,17.76500,GO19046_LC|GO19059_LC
246305666,347.02510,-2.95375,16.11900,GO19046_LC|GO19068_LC
246306492,345.10077,-2.93720,16.09900,GO19046_LC|GO19068_LC
246317587,350.21510,-2.71010,12.21400,GO19046_LC|GO19065_LC|GO19068_LC|GO19901_LC
246329018,349.90588,-2.48612,18.44400,GO19046_LC|GO19059_LC
246332246,352.67320,-2.42238,16.01400,GO19046_LC|GO19068_LC
246342821,353.49435,-2.21292,16.21600,GO19046_LC|GO19068_LC
246344660,346.44794,-2.17742,12.69400,GO19011_LC|GO19046_LC|GO19065_LC|GO19068_LC
246353533,351.87040,-2.00332,15.85200,GO19046_LC|GO19068_LC
246361555,349.53125,-1.84510,18.31300,GO19046_LC|GO19059_LC
246362105,352.27203,-1.83446,19.32400,GO19046_LC|GO19053_LC
246368762,343.99155,-1.70657,17.04200,GO19046_LC|GO19059_LC
246369802,352.59232,-1.68641,15.64100,GO19011_LC|GO19046_LC
246387422,346.01358,-1.33461,16.21300,GO19046_LC|GO19068_LC
246390379,345.36612,-1.27470,17.61100,GO19046_LC|GO19055_LC
246393580,351.64392,-1.18612,17.82700,GO19046_LC|GO19055_LC
246396832,345.20180,-1.09339,13.76300,GO19046_LC|GO19049_LC
246402431,345.32587,-0.92101,15.88000,GO19046_LC|GO19068_LC
246407559,346.18906,-0.76192,15.86500,GO19046_LC|GO19068_LC
246408196,352.89908,-0.74345,16.90000,GO19046_LC|GO19055_LC
246411167,350.76093,-0.65010,14.81800,GO19046_LC|GO19068_LC
246411471,351.85092,-0.64112,15.89100,GO19046_LC|GO19068_LC
246413124,346.06577,-0.58880,17.82600,GO19046_LC|GO19055_LC
246413927,350.47230,-0.56494,14.79900,GO19046_LC|GO19068_LC
246414691,345.83344,-0.54150,14.96400,GO19046_LC|GO19068_LC
246418547,344.26947,-0.41900,13.88100,GO19046_LC|GO19068_LC
246420417,351.18750,-0.36174,18.25600,GO19016_LC|GO19037_LC|GO19046_LC|GO19037_SC
246426375,348.07562,-0.17131,15.91300,GO19046_LC|GO19068_LC
246427626,344.84244,-0.12964,16.21000,GO19046_LC|GO19068_LC
246428294,346.69708,-0.10748,13.85700,GO19046_LC|GO19049_LC
246431685,347.41492,0.00253,16.03100,GO19046_LC|GO19068_LC
246433805,348.97050,0.06896,17.11700,GO19046_LC|GO19055_LC
246434159,344.67600,0.08021,16.87000,GO19046_LC|GO19055_LC
246441666,344.81580,0.31337,15.81400,GO19046_LC|GO19067_LC
246442882,345.04970,0.35450,16.04600,GO19046_LC|GO19067_LC|GO19068_LC
246445352,348.12775,0.43276,18.25600,GO19046_LC|GO19055_LC
246445475,345.25015,0.43667,16.16900,GO19046_LC|GO19067_LC|GO19068_LC
246445608,351.61945,0.44008,13.78000,GO19046_LC|GO19068_LC
246445655,346.83356,0.44137,15.94800,GO19046_LC|GO19068_LC
246450086,345.88046,0.57946,16.14100,GO19046_LC|GO19067_LC|GO19068_LC
246454030,347.38724,0.71074,9.73500,GO19032_LC|GO19038_LC|GO19046_LC|GO19050_LC|GO19065_LC
246454716,347.90524,0.73357,15.77300,GO19046_LC|GO19068_LC
246463686,346.58210,1.03873,16.50600,GO19046_LC|GO19067_LC
246468524,351.49915,1.21188,18.10000,GO19046_LC|GO19055_LC
246471496,348.94092,1.30042,15.26300,GO19046_LC|GO19068_LC
246474923,346.18256,1.39076,15.78800,GO19046_LC|GO19067_LC|GO19068_LC
246475179,346.18002,1.39707,16.61500,GO19046_LC|GO19067_LC
246477758,347.09500,1.46350,12.81500,GO19046_LC|GO19049_LC|GO19065_LC|GO19067_LC
