EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs
202717132, 243.812412, -28.62559, 12.944,GO2014_SC|GO2059_SC|GO2008_SC|GO2105_SC|GO2017_LC|GO2049_LC
