EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,cadence [min],Investigation IDs
202062106,94.62287083,22.99217222,11.92,30,GO0036_LC|GO0081_LC|GO0082_LC|GO0111_LC
202068686,94.370925,23.19522778,12.21,30,GO0081_LC|GO0082_LC
202068685,94.43421667,23.31085278,12.2,30,GO0081_LC|GO0082_LC
202068687,94.46968333,23.20348889,12.13,30,GO0081_LC|GO0082_LC|GO0111_LC
202068688,94.52392917,22.96171111,11.94,30,GO0081_LC|GO0082_LC
202068693,94.57772917,23.61745833,11.91,30,GO0081_LC|GO0082_LC
202068692,94.59637083,23.40019444,12.05,30,GO0081_LC|GO0082_LC
202068691,94.79559583,22.93714722,12.14,30,GO0081_LC|GO0082_LC|GO0111_LC
202068690,94.8779625,23.22860278,12.25,30,GO0081_LC|GO0082_LC|GO0111_LC
202068689,95.0949875,23.27014722,11.98,30,GO0081_LC|GO0082_LC
202068684,95.15320417,23.48903611,12.27,30,GO0081_LC|GO0082_LC
202068668,91.23958333,24.03838056,11.5,30,GO0081_LC|GO0111_LC
