EPIC,rafloat,decfloat,Kp,InvestigationIDs
206428925,340.78650,-6.15076,18.43400,GO19020_LC
206514759,340.77515,-4.57866,18.91400,GO19020_LC|GO19033_LC
246092648,346.87564,-7.30169,17.70900,GO19020_LC
246134898,349.26657,-6.38496,18.52100,GO19020_LC
246201238,346.56380,-4.99674,19.01500,GO19020_LC
246227733,351.52853,-4.47123,18.21000,GO19020_LC
246305738,353.90234,-2.95227,18.84900,GO19020_LC
246327456,354.48892,-2.51602,18.31800,GO19010_LC|GO19020_LC|GO19044_LC
246355357,345.28323,-1.96796,19.02400,GO19020_LC|GO19044_LC|GO19903_LC
246370150,351.56790,-1.67951,18.69300,GO19020_LC
246443567,351.89478,0.37610,18.54500,GO19020_LC
251688947,341.43076,-2.07932,18.96400,GO19020_LC
251701424,340.30276,-1.40983,19.26400,GO19020_LC
251721269,341.87580,0.00176,17.11000,GO19010_LC|GO19020_LC
