EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200062904, , , , GO8075_LC|1998SN165_TILE
200062905, , , , GO8075_LC|1998SN165_TILE
200062906, , , , GO8075_LC|1998SN165_TILE
200062907, , , , GO8075_LC|1998SN165_TILE
200062908, , , , GO8075_LC|1998SN165_TILE
200062909, , , , GO8075_LC|1998SN165_TILE
200062910, , , , GO8075_LC|1998SN165_TILE
200062911, , , , GO8075_LC|1998SN165_TILE
200062912, , , , GO8075_LC|1998SN165_TILE
200062913, , , , GO8075_LC|1998SN165_TILE
200062914, , , , GO8075_LC|1998SN165_TILE
200062915, , , , GO8075_LC|1998SN165_TILE
200062916, , , , GO8075_LC|1998SN165_TILE
200062917, , , , GO8075_LC|1998SN165_TILE
200062918, , , , GO8075_LC|1998SN165_TILE
200062919, , , , GO8075_LC|1998SN165_TILE
200062920, , , , GO8075_LC|1998SN165_TILE
200062921, , , , GO8075_LC|1998SN165_TILE
200062922, , , , GO8075_LC|1998SN165_TILE
200062923, , , , GO8075_LC|1998SN165_TILE
200062924, , , , GO8075_LC|1998SN165_TILE
200062925, , , , GO8075_LC|1998SN165_TILE
200062926, , , , GO8075_LC|1998SN165_TILE
200062927, , , , GO8075_LC|1998SN165_TILE
200062928, , , , GO8075_LC|1998SN165_TILE
200062929, , , , GO8075_LC|1998SN165_TILE
200062930, , , , GO8075_LC|1998SN165_TILE
200062931, , , , GO8075_LC|1998SN165_TILE
200062932, , , , GO8075_LC|1998SN165_TILE
200062933, , , , GO8075_LC|1998SN165_TILE
200062934, , , , GO8075_LC|1998SN165_TILE
200062935, , , , GO8075_LC|1998SN165_TILE
200062936, , , , GO8075_LC|1998SN165_TILE
200062937, , , , GO8075_LC|1998SN165_TILE
200062938, , , , GO8075_LC|1998SN165_TILE
200062939, , , , GO8075_LC|1998SN165_TILE
200062940, , , , GO8075_LC|1998SN165_TILE
200062941, , , , GO8075_LC|1998SN165_TILE
200062942, , , , GO8075_LC|1998SN165_TILE
200062943, , , , GO8075_LC|1998SN165_TILE
200062944, , , , GO8075_LC|1998SN165_TILE
200062945, , , , GO8075_LC|1998SN165_TILE
200062946, , , , GO8075_LC|1998SN165_TILE
200062947, , , , GO8075_LC|1998SN165_TILE
200062948, , , , GO8075_LC|1998SN165_TILE
200062949, , , , GO8075_LC|1998SN165_TILE
200062950, , , , GO8075_LC|1998SN165_TILE
200062951, , , , GO8075_LC|1998SN165_TILE
200062952, , , , GO8075_LC|1998SN165_TILE
200062953, , , , GO8075_LC|1998SN165_TILE
200062954, , , , GO8075_LC|1998SN165_TILE
200062955, , , , GO8075_LC|1998SN165_TILE
200062956, , , , GO8075_LC|1998SN165_TILE
200065548, , , , GO8075_LC|2001QT322_TILE
200065549, , , , GO8075_LC|2001QT322_TILE
200065550, , , , GO8075_LC|2001QT322_TILE
200065551, , , , GO8075_LC|2001QT322_TILE
200065552, , , , GO8075_LC|2001QT322_TILE
200065553, , , , GO8075_LC|2001QT322_TILE
200065554, , , , GO8075_LC|2001QT322_TILE
200065555, , , , GO8075_LC|2001QT322_TILE
200065556, , , , GO8075_LC|2001QT322_TILE
200065557, , , , GO8075_LC|2001QT322_TILE
200065558, , , , GO8075_LC|2001QT322_TILE
200065559, , , , GO8075_LC|2001QT322_TILE
200065560, , , , GO8075_LC|2001QT322_TILE
200065561, , , , GO8075_LC|2001QT322_TILE
