EPIC,rafloat,decfloat,Kp,InvestigationIDs
206397817,340.79175,-6.66811,14.89000,GO19054_LC|GO19063_LC|GO19068_LC
206398171,340.78952,-6.66189,11.82900,GO19049_LC|GO19054_LC|GO19065_LC
206492621,341.86722,-5.02553,15.35000,GO19054_LC|GO19063_LC|GO19068_LC
206492649,341.87060,-5.02512,18.20000,GO19054_LC
206531815,341.31027,-4.21253,12.51000,GO19054_LC
206531939,341.31342,-4.20980,11.64700,GO19049_LC|GO19054_LC|GO19065_LC
206541943,341.19397,-3.98340,10.01000,GO19054_LC|GO19065_LC
206542042,341.19913,-3.98100,10.05100,GO19003_LC|GO19054_LC
245949959,349.20450,-10.85571,11.39300,GO19049_LC|GO19054_LC|GO19065_LC
245950193,349.20673,-10.84913,15.32000,GO19054_LC|GO19063_LC|GO19068_LC
246005967,348.13928,-9.33242,16.57000,GO19054_LC
246006289,348.14468,-9.32432,14.00000,GO19054_LC|GO19068_LC
246008173,349.61804,-9.27584,11.45800,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246008393,349.61490,-9.27042,10.64400,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246033662,347.09805,-8.63232,10.34800,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246033666,347.08795,-8.63228,12.32100,GO19049_LC|GO19054_LC|GO19065_LC
246066904,350.84467,-7.86951,13.78300,GO19011_LC|GO19054_LC|GO19063_LC|GO19068_LC
246067007,350.85147,-7.86709,12.05500,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246123026,352.24753,-6.63979,9.70300,GO19003_LC|GO19032_LC|GO19049_LC|GO19054_LC|GO19065_LC
246123240,352.24370,-6.63554,10.13200,GO19003_LC|GO19049_LC|GO19054_LC|GO19065_LC
246241985,346.67460,-4.20096,9.10500,GO19003_LC|GO19011_LC|GO19049_LC|GO19054_LC
246242056,346.67065,-4.19964,10.70700,GO19011_LC|GO19054_LC|GO19065_LC
246263056,347.27768,-3.80125,15.05000,GO19054_LC|GO19063_LC|GO19068_LC
246263213,347.26830,-3.79809,12.13600,GO19003_LC|GO19049_LC|GO19054_LC|GO19065_LC
246322669,354.09490,-2.60959,16.83000,GO19054_LC|GO19063_LC|GO19068_LC
246322676,354.09827,-2.60950,16.33000,GO19054_LC|GO19063_LC|GO19068_LC
246327647,350.83597,-2.51263,15.92000,GO19054_LC|GO19063_LC|GO19068_LC
246327757,350.83398,-2.51035,17.75000,GO19054_LC
246330598,350.25052,-2.45554,13.86000,GO19054_LC
246330834,350.24220,-2.45098,13.48000,GO19049_LC|GO19054_LC|GO19068_LC
246348001,347.05807,-2.11351,12.54500,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246348192,347.05902,-2.10981,12.78000,GO19054_LC|GO19068_LC
246364180,349.85083,-1.79455,11.27600,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246364344,349.84595,-1.79148,16.70000,GO19054_LC|GO19063_LC|GO19068_LC
246373752,349.45910,-1.61003,16.21000,GO19054_LC|GO19068_LC
246373945,349.46118,-1.60648,12.75800,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246408437,349.13522,-0.73661,11.16300,GO19011_LC|GO19049_LC|GO19054_LC|GO19065_LC
246408571,349.13770,-0.73268,10.89000,GO19054_LC|GO19068_LC
246417552,350.97983,-0.45171,16.08000,GO19054_LC|GO19063_LC|GO19068_LC
246417712,350.98264,-0.44727,12.95900,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246423167,350.82147,-0.27448,17.44000,GO19054_LC
246423202,350.81363,-0.27348,15.71000,GO19054_LC|GO19068_LC
246428841,351.45920,-0.08929,16.29000,GO19054_LC|GO19063_LC|GO19068_LC
246429002,351.45960,-0.08403,16.84000,GO19054_LC|GO19063_LC|GO19068_LC
246439098,348.59363,0.23147,11.81000,GO19054_LC|GO19068_LC
246439257,346.95648,0.23652,11.20800,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246439355,346.95557,0.23994,14.20000,GO19054_LC
246444264,347.19440,0.39849,13.47200,GO19049_LC|GO19054_LC|GO19068_LC
246444323,347.19186,0.40033,13.64900,GO19049_LC|GO19054_LC|GO19068_LC
246447616,350.22308,0.50311,14.58500,GO19011_LC|GO19054_LC|GO19068_LC
246447718,350.22522,0.50576,27.19000,GO19054_LC|GO19068_LC
246458026,348.54468,0.84524,15.81000,GO19054_LC|GO19068_LC
246458130,348.54266,0.84850,14.60400,GO19011_LC|GO19054_LC|GO19068_LC
246467595,348.04938,1.17837,17.01000,GO19054_LC|GO19063_LC|GO19068_LC
246467722,348.05286,1.18265,10.79000,GO19003_LC|GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246477382,347.15356,1.45339,14.80000,GO19054_LC|GO19063_LC|GO19067_LC|GO19068_LC
246477732,347.15744,1.46292,14.77000,GO19054_LC|GO19063_LC|GO19067_LC|GO19068_LC
246491357,350.29337,1.83816,12.97500,GO19011_LC|GO19054_LC|GO19065_LC|GO19068_LC
246491480,350.29434,1.84131,10.77700,GO19049_LC|GO19054_LC|GO19065_LC|GO19068_LC
246498639,347.53018,2.04704,15.46000,GO19054_LC|GO19063_LC|GO19067_LC|GO19068_LC
251679773,341.27030,-2.66192,9.76800,GO19003_LC|GO19032_LC|GO19038_LC|GO19054_LC|GO19065_LC
251679835,341.26862,-2.65666,9.83500,GO19003_LC|GO19032_LC|GO19038_LC|GO19054_LC|GO19065_LC
251703434,340.49164,-1.29930,16.85000,GO19054_LC|GO19063_LC|GO19067_LC|GO19068_LC
251703505,340.49185,-1.29485,16.85000,GO19054_LC|GO19067_LC
251711640,340.92618,-0.70182,11.95000,GO19054_LC|GO19065_LC|GO19067_LC
251711701,340.91855,-0.69703,15.23000,GO19054_LC|GO19065_LC|GO19067_LC
251719315,341.62580,-0.14459,16.22000,GO19054_LC|GO19063_LC|GO19067_LC|GO19068_LC
251719370,341.63107,-0.14053,17.90000,GO19054_LC|GO19063_LC|GO19067_LC
251740555,343.96590,1.34708,9.60000,GO19054_LC|GO19067_LC|GO19068_LC
251741587,344.55368,1.39901,12.80000,GO19054_LC|GO19063_LC|GO19065_LC|GO19067_LC|GO19068_LC
251741688,344.56274,1.40389,10.96000,GO19054_LC|GO19065_LC|GO19067_LC
251744543,344.50840,1.54665,15.25000,GO19054_LC|GO19065_LC|GO19067_LC
251765290,346.36200,2.63515,11.04000,GO19054_LC|GO19065_LC|GO19067_LC
251765372,346.36856,2.63893,14.87000,GO19054_LC|GO19065_LC|GO19067_LC
251767552,346.39325,2.74955,15.35000,GO19054_LC|GO19067_LC|GO19068_LC
251767675,346.38834,2.75523,16.07000,GO19054_LC|GO19067_LC|GO19068_LC
