# Summary of K2 Program GO13053

Title: The Open Cluster NGC 1817: A Meeting of Asteroseismology, Stellar Pulsation, and Eclipsing Binaries

PI: Sandquist, Eric (San Diego State University)
CoIs: Arentoft, Torben; Grundahl, Frank; Stello, Dennis; Brogaard, Karsten

NGC 1817 is a rich and relatively young (~1 billion yr) open cluster in the Campaign 13 field. Thanks to its mass, the cluster has a large population of evolved stars that will impact a diverse set of fields in stellar astrophysics. For example, compared to a cluster of similar age (NGC 6811) in the main Kepler field, NGC 1817 has a factor of 5 times more red clump stars. The red clump stars are bright and cool enough to be well suited for asteroseismic analysis, including age determinations. Such a large sample will give us the new opportunity to do a statistically robust asteroseismic age determination for young core-helium burning stars. Previously this could only be done for older clusters that have a heavily populated first-ascent giant branch, and our analysis will produce a much improved calibration of these more massive giant stars.

NGC 1817 is also young enough that main sequence stars fall in the pulsational instability strip, and it is old enough that the most evolved main sequence turnoff stars are also within the strip. The cluster is already known to have a large population of delta Sct and gamma Dor pulsating stars that will benefit from uninterrupted observations, and the sensitivity of the K2 photometry will allow the detection of many additional low-amplitude pulsators that could not be detected from the ground. But the cluster also provides us with the rare opportunity to precisely measure the mass and radius of a pulsating delta Sct star, as one is already known to be part of a cluster eclipsing binary. This would provide a benchmark case for the study of delta Sct pulsators, and the evolved nature of that star will produce an independent determination of the cluster age for comparison with asteroseismic results.

We propose long cadence observations of all of the known red clump star members of the cluster (for asteroseismology), all of the known pulsating stars (with short cadence observations of 3 known to have high frequency modes), the bright eclipsing binary (again with short cadence), and all other bright main sequence members for the detection of additional pulsators and eclipsing systems.

# Targets requested by this program that have been observed (924)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
246872770, 78.438125, 16.488119, 14.636, GO13053_LC
246872897, 77.505788, 16.489435, 16.068, GO13053_LC
246873094, 78.441975, 16.491347, 15.085, GO13053_LC
246873159, 78.449899, 16.492066, 16.404, GO13053_LC
246873188, 77.748258, 16.492376, 16.006, GO13053_LC
246873207, 77.752829, 16.4925, 12.534, GO13053_LC|GO13122_LC|GO13065_LC
246873306, 78.340086, 16.49344, 13.073, GO13053_LC|GO13122_LC
246873335, 78.327169, 16.493641, 15.304, GO13053_LC
246873461, 78.507897, 16.495028, 17.282, GO13053_LC
246873957, 77.751483, 16.499415, 15.992, GO13053_LC
246874094, 77.621137, 16.50067, 15.446, GO13053_LC
246874191, 77.619442, 16.501655, 16.195, GO13053_LC
246874208, 77.741055, 16.501824, 15.819, GO13053_LC
246874211, 78.526464, 16.501842, 16.425, GO13053_LC
246874219, 77.936597, 16.501898, 16.372, GO13053_LC
246874238, 78.331123, 16.502031, 16.606, GO13053_LC
246874239, 78.31295, 16.502051, 13.752, GO13053_LC|GO13122_LC|GO13090_LC
246874260, 77.892764, 16.502186, 17.393, GO13053_LC
246874558, 78.520812, 16.504673, 15.254, GO13053_LC
246874601, 77.518124, 16.504951, 14.886, GO13053_LC
246874674, 77.713135, 16.505481, 13.186, GO13053_LC|GO13122_LC
246874863, 77.917686, 16.507153, 16.439, GO13053_LC
246874980, 78.318775, 16.508262, 14.738, GO13053_LC
246875375, 78.472262, 16.512432, 17.126, GO13053_LC
246875392, 77.994415, 16.512528, 15.855, GO13053_LC
246875766, 77.714952, 16.516057, 15.028, GO13053_LC
246875928, 78.009348, 16.517696, 15.83, GO13053_LC
246876104, 77.951522, 16.519414, 16.538, GO13053_LC
246876247, 78.005481, 16.520818, 15.58, GO13053_LC
246876253, 77.924966, 16.520905, 15.419, GO13053_LC
246876348, 77.99469, 16.521842, 15.267, GO13053_LC
246876579, 77.698894, 16.524088, 16.171, GO13053_LC
246876725, 77.96459, 16.52564, 11.385, GO13053_LC|GO13071_LC|GO13122_LC
246876767, 78.401411, 16.526114, 16.333, GO13053_LC
246876780, 78.434386, 16.52627, 16.744, GO13053_LC
246876795, 78.391161, 16.52645, 16.734, GO13053_LC
246876896, 77.836463, 16.527366, 14.873, GO13053_LC
246877062, 78.472652, 16.529007, 17.348, GO13053_LC
246877090, 78.032903, 16.529285, 16.876, GO13053_LC
246877346, 77.915231, 16.531878, 16.677, GO13053_LC
246877547, 77.899592, 16.53381, 16.337, GO13053_LC
246877566, 78.463697, 16.533987, 14.653, GO13053_LC
246877738, 77.973726, 16.535626, 15.873, GO13053_LC
246877812, 77.951973, 16.536253, 16.033, GO13053_LC
246877919, 77.992944, 16.537315, 14.976, GO13053_LC
246877939, 77.482017, 16.537489, 16.247, GO13053_LC
246878104, 78.522267, 16.539107, 16.687, GO13053_LC
246878137, 78.481835, 16.539577, 17.34, GO13053_LC
246878138, 77.938977, 16.539582, 15.622, GO13053_LC
246878231, 78.049252, 16.540592, 15.668, GO13053_LC
246878247, 77.820692, 16.540728, 12.781, GO13053_LC|GO13071_LC
246878285, 78.068137, 16.541071, 14.826, GO13053_LC
246878291, 78.505067, 16.541143, 16.286, GO13053_LC
246878313, 78.455546, 16.54145, 15.352, GO13053_LC
246878509, 77.6991, 16.543408, 15.554, GO13053_LC
246878523, 77.887467, 16.543571, 16.988, GO13053_LC
246878568, 78.428659, 16.54398, 16.741, GO13053_LC
246878703, 78.076902, 16.545323, 13.01, GO13053_LC|GO13123_LC|GO13090_LC
246878716, 77.966064, 16.545452, 15.586, GO13053_LC
246878837, 77.86411, 16.546411, 15.893, GO13053_LC|GO13019_LC
246878848, 77.875377, 16.54652, 14.882, GO13053_LC
246878852, 77.876979, 16.546543, 16.229, GO13053_LC
246878908, 77.940214, 16.547036, 13.561, GO13053_LC|GO13122_LC
246879093, 77.937283, 16.548868, 15.455, GO13053_LC
246879354, 78.015853, 16.551602, 15.187, GO13053_LC
246879457, 78.025072, 16.552616, 16.075, GO13053_LC
246879501, 77.887747, 16.553098, 15.673, GO13053_LC
246879546, 77.920849, 16.553577, 16.529, GO13053_LC
246879679, 78.044979, 16.554834, 16.163, GO13053_LC
246879861, 77.716565, 16.556497, 16.503, GO13053_LC
246880163, 77.762293, 16.559794, 12.351, GO13053_LC|GO13071_LC|GO13122_LC
246880340, 78.144427, 16.561453, 13.942, GO13053_LC
246880530, 77.952985, 16.563333, 12.372, GO13053_LC|GO13071_LC|GO13122_LC
246880813, 77.767103, 16.5661, 13.83, GO13053_LC
246880856, 77.46255, 16.566411, 15.792, GO13053_LC
246880858, 78.026825, 16.566436, 14.108, GO13053_LC|GO13090_LC
246880900, 78.096011, 16.566914, 12.091, GO13053_LC|GO13123_LC
246880914, 78.161455, 16.56708, 17.242, GO13053_LC
246881136, 78.586927, 16.569168, 14.568, GO13053_LC
246881214, 78.135618, 16.570063, 17.395, GO13053_LC
246881600, 78.149639, 16.573635, 16.802, GO13053_LC
246881724, 78.174943, 16.575083, 13.546, GO13053_LC|GO13122_LC|GO13090_LC
246881730, 78.097048, 16.575163, 16.841, GO13053_LC
246882007, 78.156922, 16.577877, 15.754, GO13053_LC
246882058, 77.80013, 16.578354, 17.309, GO13053_LC
246882283, 78.136656, 16.580639, 14.177, GO13053_LC
246882381, 78.160214, 16.581666, 13.38, GO13053_LC|GO13122_LC|GO13090_LC
246882405, 78.059464, 16.581993, 16.214, GO13053_LC
246882440, 77.611434, 16.582369, 16.591, GO13053_LC
246882504, 78.171526, 16.582991, 12.183, GO13053_LC|GO13071_LC|GO13053_SC
246882599, 77.992531, 16.583822, 15.781, GO13053_LC
246882625, 78.013587, 16.584149, 15.773, GO13053_LC
246882646, 78.049695, 16.584394, 15.014, GO13053_LC
246882666, 78.171772, 16.584636, 12.139, GO13053_LC|GO13049_LC|GO13090_LC
246882727, 78.005345, 16.58527, 13.578, GO13053_LC|GO13122_LC|GO13090_LC
246882879, 78.104244, 16.586648, 16.161, GO13053_LC
246882921, 78.115804, 16.58701, 15.104, GO13053_LC
246882974, 78.101879, 16.587537, 15.82, GO13053_LC
246883000, 78.188436, 16.587833, 13.129, GO13053_LC|GO13122_LC|GO13090_LC
246883009, 77.822504, 16.587959, 16.663, GO13053_LC
246883074, 77.686972, 16.588687, 14.386, GO13053_LC
246883076, 77.729014, 16.588707, 14.96, GO13053_LC
246883324, 77.809645, 16.590949, 16.181, GO13053_LC
246883342, 78.071362, 16.591061, 17.369, GO13053_LC
246883480, 78.033413, 16.592408, 16.151, GO13053_LC
246883547, 77.892269, 16.593082, 16.586, GO13053_LC
246883940, 78.102706, 16.596911, 11.735, GO13053_LC|GO13123_LC|GO13002_LC|GO13036_LC|GO13090_LC
246883960, 78.184963, 16.597052, 17.004, GO13053_LC
246884109, 77.981406, 16.598524, 17.3, GO13053_LC
246884115, 78.12217, 16.598577, 12.582, GO13053_LC|GO13123_LC
246884139, 77.703735, 16.598763, 16.317, GO13053_LC
246884141, 78.109259, 16.598801, 11.795, GO13053_LC|GO13123_LC|GO13090_LC
246884149, 78.029596, 16.598905, 12.297, GO13053_LC|GO13071_LC|GO13122_LC
246884181, 78.025875, 16.599249, 17.154, GO13053_LC
246884183, 77.7559, 16.599293, 16.463, GO13053_LC
246884298, 78.045126, 16.600469, 15.663, GO13053_LC|GO13019_LC
246884325, 78.208009, 16.600789, 15.786, GO13053_LC
246884332, 78.220309, 16.600851, 14.218, GO13053_LC
246884334, 78.105127, 16.600853, 16.579, GO13053_LC
246884409, 78.081822, 16.601494, 15.261, GO13053_LC
246884455, 77.775612, 16.602101, 15.203, GO13053_LC
246884614, 77.977484, 16.603472, 16.315, GO13053_LC
246884704, 78.238752, 16.604445, 15.002, GO13053_LC
246884792, 77.866722, 16.605473, 14.227, GO13053_LC
246884852, 77.822901, 16.606093, 16.193, GO13053_LC
246884933, 78.018699, 16.607008, 16.922, GO13053_LC
246885020, 78.210677, 16.607807, 15.226, GO13053_LC
246885243, 77.972882, 16.610073, 15.029, GO13053_LC
246885312, 78.086467, 16.610748, 13.193, GO13053_LC|GO13122_LC|GO13090_LC
246885313, 78.032077, 16.610765, 11.507, GO13053_LC|GO13123_LC|GO13002_LC|GO13090_LC
246885323, 78.073387, 16.610836, 16.252, GO13053_LC
246885371, 78.002894, 16.611345, 17.15, GO13053_LC
246885610, 78.227191, 16.613915, 17.006, GO13053_LC
246885682, 78.221321, 16.614563, 15.737, GO13053_LC
246885840, 78.228396, 16.616042, 12.047, GO13053_LC|GO13123_LC|GO13090_LC
246885935, 77.836145, 16.617123, 16.985, GO13053_LC
246885959, 77.679273, 16.617389, 15.467, GO13053_LC
246886077, 77.963107, 16.618461, 16.188, GO13053_LC
246886103, 78.187614, 16.618699, 16.35, GO13053_LC
246886111, 77.873814, 16.618763, 15.164, GO13053_LC
246886144, 78.043515, 16.619033, 16.495, GO13053_LC
246886162, 78.150144, 16.619158, 17.356, GO13053_LC
246886246, 78.183394, 16.61995, 12.357, GO13053_LC|GO13049_LC|GO13071_LC
246886254, 77.873049, 16.620026, 15.632, GO13053_LC
246886268, 78.150965, 16.620157, 14.773, GO13053_LC
246886305, 78.182579, 16.620694, 13.892, GO13053_LC
246886500, 78.220065, 16.622532, 14.34, GO13053_LC
246886617, 77.837527, 16.623524, 16.048, GO13053_LC
246886747, 78.124878, 16.624905, 14.113, GO13053_LC|GO13002_LC
246886785, 78.093525, 16.625284, 16.65, GO13053_LC
246886811, 78.022686, 16.625637, 15.108, GO13053_LC|GO13019_LC
246886822, 77.947824, 16.625751, 16.232, GO13053_LC
246886828, 77.784991, 16.625814, 15.956, GO13053_LC
246886880, 77.981468, 16.626289, 13.535, GO13053_LC|GO13019_LC|GO13090_LC
246886881, 78.09995, 16.626289, 14.471, GO13053_LC|GO13090_LC
246886913, 78.269182, 16.626627, 15.12, GO13053_LC
246886914, 78.150692, 16.62663, 16.791, GO13053_LC
246886931, 77.652989, 16.626826, 15.279, GO13053_LC
246887060, 78.081562, 16.62813, 14.689, GO13053_LC
246887076, 78.028247, 16.628249, 13.13, GO13053_LC|GO13122_LC
246887105, 77.979122, 16.628569, 13.586, GO13053_LC
246887132, 78.187564, 16.628887, 13.171, GO13053_LC|GO13123_LC
246887148, 77.982295, 16.62907, 15.573, GO13053_LC
246887150, 78.092085, 16.629106, 15.865, GO13053_LC|GO13019_LC
246887180, 77.751829, 16.629414, 16.617, GO13053_LC
246887224, 78.266626, 16.629868, 17.141, GO13053_LC
246887558, 78.354023, 16.632959, 15.739, GO13053_LC
246887592, 78.218584, 16.633286, 13.336, GO13053_LC
246887610, 78.056454, 16.633482, 14.284, GO13053_LC
246887733, 78.216353, 16.63464, 11.89, GO13053_LC|GO13071_LC|GO13122_LC|GO13090_LC
246887834, 78.094103, 16.635723, 12.405, GO13053_LC|GO13123_LC|GO13048_LC|GO13090_LC
246887985, 78.148367, 16.637213, 12.198, GO13053_LC|GO13122_LC|GO13090_LC
246887993, 77.606243, 16.637253, 14.146, GO13053_LC
246888013, 77.913207, 16.637478, 16.678, GO13053_LC
246888025, 78.02611, 16.637589, 11.832, GO13053_LC
246888027, 78.185857, 16.637598, 16.036, GO13053_LC
246888048, 78.022352, 16.637793, 16.299, GO13053_LC
246888064, 77.983181, 16.637932, 15.287, GO13053_LC
246888145, 78.359157, 16.638714, 16.508, GO13053_LC
246888148, 78.278188, 16.638752, 15.817, GO13053_LC
246888175, 78.267173, 16.639022, 15.284, GO13053_LC
246888223, 78.355161, 16.639456, 14.221, GO13053_LC
246888228, 78.127559, 16.639479, 15.39, GO13053_LC
246888251, 77.68783, 16.639694, 16.254, GO13053_LC
246888253, 77.867684, 16.639724, 14.754, GO13053_LC
246888285, 77.800157, 16.640126, 16.571, GO13053_LC
246888297, 78.215852, 16.64023, 16.375, GO13053_LC
246888446, 78.370757, 16.641559, 15.496, GO13053_LC
246888503, 78.38265, 16.641941, 17.157, GO13053_LC
246888506, 78.028832, 16.64196, 12.529, GO13053_LC|GO13090_LC
246888508, 78.044476, 16.641973, 12.168, GO13053_LC|GO13123_LC|GO13090_LC
246888527, 78.239556, 16.64217, 17.18, GO13053_LC
246888549, 78.171717, 16.642371, 16.077, GO13053_LC
246888602, 78.079742, 16.642879, 13.173, GO13053_LC|GO13122_LC|GO13090_LC
246888694, 78.245944, 16.643716, 15.459, GO13053_LC
246888761, 78.195149, 16.644329, 12.851, GO13053_LC|GO13122_LC|GO13090_LC
246888796, 78.381455, 16.644756, 17.051, GO13053_LC
246888894, 78.073147, 16.645581, 10.79, GO13053_LC|GO13123_LC|GO13002_LC|GO13098_LC|GO13090_LC
246888903, 78.382675, 16.645701, 14.0, GO13053_LC
246888905, 77.995526, 16.645729, 16.743, GO13053_LC
246888938, 78.181557, 16.646001, 16.286, GO13053_LC
246889051, 77.645682, 16.647107, 16.163, GO13053_LC
246889168, 77.641835, 16.648253, 15.598, GO13053_LC
246889237, 78.138457, 16.64883, 15.476, GO13053_LC
246889335, 78.06013, 16.649756, 16.617, GO13053_LC
246889429, 77.707148, 16.650799, 14.236, GO13053_LC
246889455, 78.02527, 16.651023, 9.007, GO13053_LC|GO13123_LC|GO13002_LC|GO13090_LC
246889537, 77.611997, 16.651735, 16.295, GO13053_LC
246889607, 78.25042, 16.652392, 16.583, GO13053_LC
246889722, 78.148725, 16.653493, 16.707, GO13053_LC
246889824, 78.415312, 16.654502, 12.186, GO13053_LC|GO13123_LC
246889908, 78.259367, 16.655325, 12.0, GO13053_LC|GO13123_LC
246889963, 78.01685, 16.655951, 14.338, GO13053_LC|GO13019_LC
246889974, 78.082185, 16.656008, 17.102, GO13053_LC
246889985, 78.171153, 16.656179, 14.966, GO13053_LC
246890034, 78.004976, 16.656687, 15.781, GO13053_LC
246890098, 77.939122, 16.657232, 16.164, GO13053_LC
246890120, 78.038533, 16.657493, 12.734, GO13053_LC|GO13071_LC|GO13122_LC|GO13090_LC
246890135, 78.116349, 16.657607, 15.887, GO13053_LC
246890167, 78.417901, 16.657903, 16.278, GO13053_LC
246890238, 78.033808, 16.658533, 16.873, GO13053_LC
246890265, 78.024082, 16.658916, 14.256, GO13053_LC|GO13019_LC|GO13090_LC
246890269, 78.383405, 16.658937, 14.59, GO13053_LC
246890314, 78.227587, 16.659337, 15.528, GO13053_LC
246890338, 78.280351, 16.659556, 14.979, GO13053_LC
246890349, 77.724926, 16.659662, 16.078, GO13053_LC
246890414, 78.134674, 16.660334, 13.283, GO13053_LC|GO13122_LC|GO13090_LC
246890441, 78.330786, 16.660638, 16.84, GO13053_LC
246890447, 78.200352, 16.660719, 15.785, GO13053_LC
246890505, 78.12283, 16.661261, 16.848, GO13053_LC
246890600, 77.723937, 16.662332, 16.329, GO13053_LC
246890695, 77.772389, 16.663242, 16.801, GO13053_LC
246890755, 77.891778, 16.663935, 15.691, GO13053_LC
246890760, 77.924459, 16.66398, 17.355, GO13053_LC
246890819, 78.01099, 16.664555, 13.276, GO13053_LC|GO13122_LC|GO13090_LC
246890877, 78.301148, 16.665189, 16.84, GO13053_LC
246890962, 78.135648, 16.666016, 12.152, GO13053_LC|GO13123_LC
246891066, 78.03286, 16.666919, 15.732, GO13053_LC
246891091, 77.959547, 16.667163, 15.928, GO13053_LC
246891107, 78.164724, 16.667343, 16.048, GO13053_LC
246891114, 78.038468, 16.667393, 17.211, GO13053_LC
246891151, 78.263668, 16.667758, 15.162, GO13053_LC
246891195, 78.018598, 16.668123, 16.133, GO13053_LC
246891203, 78.373795, 16.668235, 16.294, GO13053_LC
246891220, 78.116107, 16.668385, 14.684, GO13053_LC|GO13002_LC
246891231, 78.102773, 16.668474, 17.076, GO13053_LC
246891310, 77.913813, 16.669273, 12.16, GO13053_LC|GO13123_LC|GO13090_LC
246891390, 78.288941, 16.670097, 15.502, GO13053_LC
246891453, 77.81923, 16.67063, 13.228, GO13053_LC|GO13122_LC|GO13090_LC
246891459, 78.31472, 16.67066, 16.827, GO13053_LC
246891469, 77.891819, 16.670734, 15.979, GO13053_LC
246891480, 78.26517, 16.670921, 14.381, GO13053_LC
246891489, 78.082154, 16.671012, 13.88, GO13053_LC|GO13122_LC|GO13090_LC
246891555, 77.996611, 16.671731, 15.208, GO13053_LC
246891579, 77.807958, 16.67199, 13.733, GO13053_LC|GO13122_LC
246891587, 78.168971, 16.672092, 16.932, GO13053_LC
246891589, 78.469544, 16.672194, 16.555, GO13053_LC
246891654, 77.963682, 16.672857, 15.838, GO13053_LC
246891697, 78.310825, 16.673291, 15.49, GO13053_LC
246891757, 78.336589, 16.673876, 16.621, GO13053_LC
246891777, 78.482895, 16.674013, 15.623, GO13053_LC
246891778, 77.796347, 16.674029, 16.389, GO13053_LC
246891792, 77.98267, 16.67421, 17.347, GO13053_LC
246891836, 78.398714, 16.674574, 16.603, GO13053_LC
246891883, 78.139291, 16.675072, 17.122, GO13053_LC
246891975, 78.109894, 16.67588, 16.703, GO13053_LC
246892013, 78.485403, 16.676174, 17.324, GO13053_LC
246892019, 78.426397, 16.67627, 14.758, GO13053_LC
246892119, 77.827607, 16.677229, 12.865, GO13053_LC|GO13071_LC|GO13122_LC|GO13090_LC
246892237, 78.166841, 16.67839, 16.686, GO13053_LC
246892262, 78.429716, 16.678672, 14.46, GO13053_LC|GO13019_LC
246892285, 78.287371, 16.678854, 17.319, GO13053_LC
246892290, 78.070277, 16.6789, 14.891, GO13053_LC
246892343, 77.966387, 16.679357, 12.207, GO13053_LC|GO13123_LC|GO13048_LC|GO13002_LC|GO13090_LC
246892394, 78.198851, 16.679823, 16.05, GO13053_LC
246892400, 78.092684, 16.679876, 12.855, GO13053_LC|GO13071_LC|GO13122_LC|GO13090_LC
246892407, 78.076722, 16.679993, 15.374, GO13053_LC
246892423, 78.022856, 16.680133, 14.45, GO13053_LC
246892429, 78.080785, 16.680186, 11.774, GO13053_LC|GO13123_LC
246892436, 78.249042, 16.680248, 13.531, GO13053_LC|GO13090_LC
246892442, 78.149042, 16.68029, 17.341, GO13053_LC
246892448, 77.693397, 16.680346, 14.303, GO13053_LC|GO13019_LC
246892450, 78.247128, 16.680366, 13.867, GO13053_LC|GO13122_LC
246892463, 78.418495, 16.680465, 16.676, GO13053_LC
246892465, 78.208744, 16.680484, 11.939, GO13053_LC|GO13123_LC|GO13090_LC
246892470, 78.399217, 16.680539, 12.805, GO13053_LC|GO13071_LC|GO13122_LC
246892492, 77.997294, 16.680707, 16.096, GO13053_LC
246892503, 78.15745, 16.68085, 15.69, GO13053_LC
246892566, 78.431245, 16.681427, 14.46, GO13053_LC|GO13019_LC
246892567, 77.757733, 16.68144, 14.216, GO13053_LC
246892594, 78.190018, 16.681753, 16.661, GO13053_LC
246892614, 78.090312, 16.68195, 15.031, GO13053_LC
246892616, 78.421602, 16.681965, 13.337, GO13053_LC|GO13122_LC|GO13090_LC
246892620, 78.360526, 16.681994, 13.214, GO13053_LC|GO13122_LC
246892723, 77.907391, 16.682935, 15.648, GO13053_LC
246892728, 78.144926, 16.682947, 15.668, GO13053_LC
246892794, 78.167309, 16.683643, 15.462, GO13053_LC|GO13019_LC
246892830, 77.703874, 16.683928, 16.981, GO13053_LC
246892887, 78.156205, 16.684511, 16.038, GO13053_LC
246892892, 78.162547, 16.684575, 12.766, GO13053_LC|GO13122_LC|GO13090_LC
246893002, 78.164227, 16.685932, 16.285, GO13053_LC
246893128, 78.02764, 16.687094, 16.528, GO13053_LC
246893162, 78.257542, 16.687319, 11.509, GO13053_LC|GO13123_LC|GO13090_LC
246893222, 77.73981, 16.687827, 15.253, GO13053_LC
246893300, 78.316983, 16.688558, 15.811, GO13053_LC|GO13019_LC
246893336, 77.960422, 16.688938, 16.227, GO13053_LC
246893364, 78.245605, 16.689284, 16.501, GO13053_LC
246893378, 77.926223, 16.689407, 16.795, GO13053_LC
246893380, 77.641333, 16.689426, 16.622, GO13053_LC
246893429, 78.355522, 16.690002, 17.234, GO13053_LC
246893501, 78.513197, 16.690723, 12.737, GO13053_LC|GO13071_LC|GO13122_LC
246893551, 78.126523, 16.691247, 14.283, GO13053_LC|GO13002_LC|GO13090_LC
246893583, 78.391262, 16.691632, 14.169, GO13053_LC
246893663, 78.191872, 16.692422, 14.683, GO13053_LC|GO13090_LC
246893713, 77.823672, 16.69288, 16.096, GO13053_LC
246893719, 77.912261, 16.692926, 16.666, GO13053_LC
246893815, 77.977545, 16.693903, 15.779, GO13053_LC
246893947, 77.7736, 16.695224, 13.248, GO13053_LC|GO13122_LC
246893961, 78.178433, 16.69535, 13.511, GO13053_LC|GO13122_LC
246893980, 77.699381, 16.695497, 15.932, GO13053_LC
246893990, 78.509545, 16.695629, 16.226, GO13053_LC
246894007, 78.104781, 16.695826, 12.277, GO13053_LC|GO13071_LC|GO13122_LC
246894016, 77.846368, 16.695929, 16.474, GO13053_LC
246894024, 78.077211, 16.695986, 12.288, GO13053_LC|GO13123_LC|GO13090_LC
246894025, 78.159076, 16.695986, 15.903, GO13053_LC
246894055, 77.96115, 16.696363, 16.421, GO13053_LC
246894058, 78.281268, 16.696385, 16.91, GO13053_LC
246894086, 77.667079, 16.696579, 11.85, GO13053_LC|GO13071_LC|GO13122_LC
246894097, 78.505539, 16.696685, 10.044, GO13053_LC|GO13123_LC
246894100, 78.021467, 16.696739, 16.956, GO13053_LC
246894137, 78.31382, 16.697216, 14.409, GO13053_LC
246894145, 78.137824, 16.6973, 12.918, GO13053_LC|GO13071_LC|GO13122_LC|GO13002_LC
246894165, 78.396448, 16.697479, 15.676, GO13053_LC
246894198, 78.478585, 16.697756, 16.169, GO13053_LC
246894357, 78.098325, 16.699192, 15.875, GO13053_LC
246894362, 78.124437, 16.699241, 13.721, GO13053_LC|GO13122_LC|GO13090_LC
246894398, 78.359666, 16.699719, 16.562, GO13053_LC
246894416, 78.140448, 16.699863, 15.428, GO13053_LC
246894443, 78.170045, 16.700087, 12.805, GO13053_LC
246894670, 78.146552, 16.70237, 15.958, GO13053_LC
246894673, 77.686983, 16.702392, 13.571, GO13053_LC|GO13122_LC
246894747, 77.897035, 16.703125, 15.999, GO13053_LC
246894889, 78.18101, 16.704542, 14.873, GO13053_LC
246895037, 78.242403, 16.70592, 14.781, GO13053_LC
246895059, 78.118667, 16.706121, 14.711, GO13053_LC
246895089, 78.443023, 16.706394, 16.778, GO13053_LC
246895092, 78.160145, 16.706436, 12.029, GO13053_LC
246895096, 78.158385, 16.706464, 15.693, GO13053_LC
246895118, 78.032348, 16.706783, 16.283, GO13053_LC
246895148, 78.152199, 16.707063, 14.639, GO13053_LC
246895169, 78.241012, 16.707326, 13.739, GO13053_LC
246895228, 78.031951, 16.707844, 16.435, GO13053_LC
246895234, 78.209404, 16.707894, 15.576, GO13053_LC
246895236, 78.011733, 16.707915, 13.768, GO13053_LC|GO13122_LC
246895311, 78.225113, 16.708517, 16.918, GO13053_LC
246895317, 78.155825, 16.708581, 14.281, GO13053_LC|GO13053_SC
246895323, 77.819887, 16.708603, 13.663, GO13053_LC|GO13122_LC|GO13090_LC
246895392, 77.903852, 16.709356, 14.391, GO13053_LC
246895448, 77.854522, 16.709965, 15.328, GO13053_LC
246895451, 78.056825, 16.70997, 14.298, GO13053_LC|GO13090_LC
246895476, 77.696473, 16.710186, 15.174, GO13053_LC
246895582, 78.169781, 16.711143, 16.184, GO13053_LC
246895681, 78.040265, 16.712021, 15.171, GO13053_LC
246895710, 77.998097, 16.712371, 13.328, GO13053_LC|GO13122_LC|GO13090_LC
246895769, 78.147438, 16.712941, 12.72, GO13053_LC|GO13071_LC|GO13122_LC
246895827, 78.153487, 16.713513, 15.164, GO13053_LC
246895834, 78.101468, 16.713554, 17.113, GO13053_LC
246895872, 78.318226, 16.713934, 13.367, GO13053_LC|GO13122_LC|GO13090_LC
246895927, 78.027497, 16.714388, 14.968, GO13053_LC
246895958, 78.246416, 16.714667, 14.734, GO13053_LC
246896008, 78.304763, 16.715241, 13.698, GO13053_LC|GO13122_LC
246896099, 77.596282, 16.715973, 15.859, GO13053_LC
246896231, 78.197609, 16.717385, 16.646, GO13053_LC
246896246, 78.253754, 16.717528, 15.365, GO13053_LC
246896275, 78.01999, 16.717816, 13.08, GO13053_LC|GO13122_LC
246896312, 77.922882, 16.718222, 15.166, GO13053_LC
246896373, 78.096539, 16.718742, 17.039, GO13053_LC
246896524, 78.495439, 16.720121, 13.436, GO13053_LC|GO13122_LC
246896532, 78.010864, 16.720186, 15.224, GO13053_LC
246896541, 78.419757, 16.720263, 16.282, GO13053_LC
246896618, 77.971104, 16.720996, 15.836, GO13053_LC
246896628, 78.071041, 16.721132, 13.568, GO13053_LC|GO13122_LC|GO13090_LC
246896726, 78.267033, 16.722254, 14.799, GO13053_LC
246896788, 78.140439, 16.722787, 14.237, GO13053_LC|GO13002_LC|GO13053_SC
246896821, 78.231902, 16.72305, 16.778, GO13053_LC
246896840, 78.019616, 16.723258, 15.16, GO13053_LC|GO13019_LC
246896846, 78.279937, 16.723301, 17.265, GO13053_LC
246896909, 78.325354, 16.723941, 16.598, GO13053_LC
246896917, 78.409399, 16.723983, 15.573, GO13053_LC
246896978, 78.149848, 16.724502, 11.926, GO13053_LC|GO13123_LC|GO13090_LC
246897011, 78.424054, 16.724735, 11.865, GO13053_LC|GO13123_LC|GO13048_LC|GO13090_LC
246897057, 78.227893, 16.725311, 13.973, GO13053_LC
246897103, 78.102502, 16.725672, 13.059, GO13053_LC|GO13122_LC|GO13002_LC|GO13090_LC
246897147, 78.167503, 16.726124, 16.141, GO13053_LC
246897294, 78.142484, 16.727719, 13.676, GO13053_LC|GO13123_LC
246897324, 77.790743, 16.728046, 17.103, GO13053_LC
246897327, 78.188999, 16.728083, 11.765, GO13053_LC|GO13123_LC
246897365, 78.272672, 16.728413, 15.412, GO13053_LC
246897425, 78.194125, 16.729091, 13.298, GO13053_LC
246897469, 78.07172, 16.729576, 15.873, GO13053_LC
246897486, 78.074125, 16.729697, 13.957, GO13053_LC
246897495, 78.156439, 16.72974, 11.74, GO13053_LC|GO13122_LC|GO13038_LC|GO13090_LC
