EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,cadence [min],Investigation IDs
202059697,91.85875,24.43995,14.6,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059720,91.87813,24.40822,15.4,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059766,91.90175,24.47028,15.0,30,GO0012_LC|GO0082_LC|GO0102_LC
202059635,92.00220999999999,23.91978,14.9,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059600,92.25986999999999,23.92136,15.2,30,GO0012_LC|GO0082_LC|GO0102_LC
202059638,92.34446,23.969,15.7,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059586,92.36891999999999,23.97958,14.6,30,GO0012_LC|GO0082_LC|GO0102_LC
202059606,92.44196,24.00558,15.5,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059653,92.51708,23.98517,15.7,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059645,92.4848,23.99308,16.5,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
