# Summary of K2 Program GO12071

Title: Characterizing Small K2 Planets with the HARPS-N Spectrograph

PI: Charbonneau, David (Harvard University Dept of Astronomy)
CoIs: Haywood, Raphaelle Dawn; Latham, David W.; Johnson, John Asher; Sasselov, Dimitar; Dressing, Courtney D; Vanderburg, Andrew

Follow-up studies of the small planets detected by Kepler have revealed a remarkable diversity of planet densities, indicating that predicting planetary properties from a radius measurement alone could lead to significant errors in our estimate of the frequency of rocky (and possibly habitable) worlds. We propose to study the relationship between the masses, radii, insolation, and metallicities of small planets by targeting moderately bright stars with K2, conducting reconnaissance spectroscopy, and ultimately gathering high-precision radial velocity (RV) measurements with HARPS-N. Our goal is to obtain a mass precision of 15%, the minimum value required to distinguish between compositional models. 

This project requires new K2 data for two reasons. First, most transiting small planets detected by Kepler orbit stars too faint for RV observations, and some of the bright Kepler host stars are not amenable to RV observations because of the variability of the host star or the presence of nearby stars. Second, the anticipated number of small planets orbiting quiet, bright stars detected in K2 campaigns to date is small. 
206366911, 344.730547, -7.168801, 10.6, GO12050_LC|GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
206388180, 344.466161, -6.822684, 11.923, GO12050_LC|GO12122_LC|GO12071_LC|GO12049_LC
206389192, 344.436453, -6.806323, 12.917, GO12050_LC|GO12122_LC|GO12071_LC
206398398, 344.458089, -6.658283, 11.852, GO12050_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
206400704, 344.452831, -6.62087, 11.627, GO12050_LC|GO12122_LC|GO12071_LC|GO12049_LC
206402840, 344.431856, -6.585854, 8.791, GO12052_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12904_LC
206404497, 344.288793, -6.55958, 12.782, GO12050_LC|GO12122_LC|GO12071_LC
206406253, 344.221913, -6.530811, 12.267, GO12050_LC|GO12122_LC|GO12071_LC|GO12049_LC
206406531, 344.337, -6.526343, 11.496, GO12050_LC|GO12036_LC|GO12002_LC|GO12122_LC|GO12071_LC|GO12049_LC
206408960, 344.255183, -6.485105, 12.85, GO12050_LC|GO12122_LC|GO12071_LC|GO12123_LC
206414483, 344.325613, -6.393352, 11.757, GO12122_LC|GO12071_LC
206415929, 344.196445, -6.369343, 12.635, GO12050_LC|GO12122_LC|GO12071_LC|GO12049_LC
206416383, 344.311547, -6.361468, 12.466, GO12050_LC|GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
206416999, 344.105096, -6.350672, 11.68, GO12024_LC|GO12048_LC|GO12122_LC|GO12071_LC
206417713, 344.115393, -6.338672, 11.394, GO12050_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
206417811, 344.194407, -6.337066, 12.723, GO12050_LC|GO12122_LC|GO12071_LC
206419413, 344.176515, -6.309874, 11.401, GO12050_LC|GO12122_LC|GO12071_LC|GO12049_LC
206426184, 344.164941, -6.197033, 11.046, GO12050_LC|GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
206426809, 343.972689, -6.18659, 12.577, GO12050_LC|GO12122_LC|GO12071_LC|GO12049_LC
206429345, 344.138767, -6.14353, 12.808, GO12122_LC|GO12071_LC
206437883, 343.977067, -6.003651, 12.216, GO12050_LC|GO12122_LC|GO12071_LC|GO12049_LC
245909680, 352.596172, -12.924947, 12.39, GO12122_LC|GO12071_LC
245910056, 352.525077, -12.895221, 12.632, GO12122_LC|GO12071_LC
245912052, 352.337249, -12.753331, 11.184, GO12024_LC|GO12122_LC|GO12071_LC
245912234, 352.509753, -12.740253, 11.644, GO12122_LC|GO12071_LC
245912429, 352.416104, -12.727989, 10.879, GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245912771, 352.815601, -12.70539, 11.633, GO12122_LC|GO12071_LC
245913829, 352.35261, -12.639346, 12.009, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245914106, 352.583695, -12.621161, 11.511, GO12122_LC|GO12071_LC|GO12049_LC
245915110, 352.745931, -12.555498, 12.72, GO12122_LC|GO12071_LC
245915119, 352.871437, -12.554864, 12.885, GO12122_LC|GO12071_LC
245915388, 353.14215, -12.538572, 12.671, GO12019_LC|GO12122_LC|GO12071_LC
245915584, 352.650972, -12.526408, 12.983, GO12122_LC|GO12071_LC
245915841, 353.159965, -12.510489, 12.096, GO12019_LC|GO12122_LC|GO12071_LC
245916203, 352.366762, -12.485242, 12.648, GO12122_LC|GO12071_LC
245917146, 352.302235, -12.425292, 11.29, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245917175, 352.217571, -12.423485, 11.152, GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12123_LC
245917331, 353.314025, -12.413779, 12.666, GO12019_LC|GO12018_LC|GO12071_LC|GO12123_LC
245917389, 353.208642, -12.410318, 10.679, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
245917627, 353.304196, -12.394283, 10.423, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
245917943, 352.475455, -12.375889, 12.907, GO12019_LC|GO12006_LC|GO12002_LC|GO12018_LC|GO12071_LC|GO12014_LC
245918757, 352.413019, -12.326996, 12.523, GO12122_LC|GO12071_LC
245919290, 351.9929, -12.294967, 11.586, GO12122_LC|GO12071_LC|GO12049_LC
245919487, 348.566349, -12.283376, 12.4, GO12071_LC
245920332, 353.384892, -12.231264, 11.205, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
245920400, 348.604877, -12.227626, 11.617, GO12122_LC|GO12071_LC
245920535, 348.375856, -12.21962, 12.305, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245920559, 353.262577, -12.218117, 11.814, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
245921172, 352.584619, -12.181606, 12.869, GO12122_LC|GO12071_LC|GO12049_LC
245921519, 352.724408, -12.162408, 12.247, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245921548, 352.725276, -12.160777, 12.247, GO12071_LC|GO12123_LC
245921647, 352.771051, -12.15482, 11.907, GO12122_LC|GO12071_LC|GO12049_LC
245921759, 353.486693, -12.147996, 12.759, GO12122_LC|GO12071_LC
245921813, 353.28315, -12.144846, 12.358, GO12018_LC|GO12071_LC|GO12123_LC|GO12049_LC
245921989, 352.40776, -12.134526, 12.945, GO12122_LC|GO12071_LC
245922178, 351.86981, -12.122344, 11.545, GO12122_LC|GO12071_LC|GO12049_LC
245922276, 353.267298, -12.116883, 12.479, GO12122_LC|GO12018_LC|GO12071_LC|GO12123_LC|GO12049_LC
245922302, 352.831651, -12.115273, 12.866, GO12122_LC|GO12071_LC|GO12049_LC
245922405, 353.538711, -12.11036, 12.94, GO12122_LC|GO12071_LC
245922457, 352.088131, -12.106685, 12.953, GO12122_LC|GO12071_LC
245922992, 348.76514, -12.075279, 11.31, GO12024_LC|GO12048_LC|GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245923442, 348.836194, -12.046454, 12.109, GO12122_LC|GO12071_LC
245923476, 353.252059, -12.044644, 12.326, GO12122_LC|GO12071_LC|GO12049_LC
245923478, 352.604886, -12.044524, 12.093, GO12048_LC|GO12122_LC|GO12071_LC|GO12123_LC
245923659, 353.391309, -12.032101, 12.438, GO12122_LC|GO12071_LC
245923666, 352.193492, -12.031609, 11.87, GO12122_LC|GO12071_LC|GO12049_LC
245924000, 353.31608, -12.012439, 10.89, GO12122_LC|GO12071_LC|GO12049_LC
245924028, 348.962426, -12.011325, 11.879, GO12122_LC|GO12071_LC|GO12049_LC
245924040, 348.263118, -12.010766, 12.093, GO12083_LC|GO12122_LC|GO12071_LC
245924192, 352.973332, -12.001612, 12.731, GO12122_LC|GO12071_LC|GO12049_LC
245924321, 353.496484, -11.995271, 10.67, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245924375, 348.893662, -11.99263, 12.301, GO12122_LC|GO12071_LC|GO12049_LC
245924403, 353.515571, -11.990997, 11.801, GO12122_LC|GO12071_LC|GO12049_LC
245924453, 348.161112, -11.988667, 12.97, GO12122_LC|GO12071_LC
245924680, 348.598424, -11.978012, 11.948, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245924774, 353.040883, -11.97295, 9.543, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245925172, 351.816944, -11.953083, 12.977, GO12122_LC|GO12071_LC
245925235, 351.858946, -11.949632, 12.293, GO12122_LC|GO12071_LC|GO12049_LC
245925591, 352.415522, -11.933149, 12.968, GO12122_LC|GO12071_LC
245925615, 348.286888, -11.932072, 12.934, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245925830, 353.092461, -11.920811, 11.563, GO12122_LC|GO12071_LC
245925924, 353.011668, -11.916299, 12.962, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245926077, 353.849592, -11.908601, 12.805, GO12122_LC|GO12071_LC
245926081, 352.507737, -11.908404, 9.708, GO12052_LC|GO12024_LC|GO12002_LC|GO12122_LC|GO12071_LC|GO12097_LC|GO12049_LC|GO12097_SC
245926162, 353.579765, -11.904966, 12.516, GO12122_LC|GO12071_LC
245926241, 352.851567, -11.900487, 12.875, GO12048_LC|GO12122_LC|GO12071_LC|GO12123_LC
245926633, 353.872683, -11.881041, 11.775, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245926847, 351.711948, -11.870756, 10.153, GO12024_LC|GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245926954, 349.061387, -11.866275, 9.722, GO12052_LC|GO12024_LC|GO12122_LC|GO12071_LC
245927255, 348.630872, -11.852752, 12.766, GO12122_LC|GO12071_LC
245927318, 348.096238, -11.849437, 12.277, GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC
245927331, 354.100212, -11.848713, 12.326, GO12122_LC|GO12071_LC
245927763, 352.613641, -11.826411, 12.328, GO12065_LC|GO12122_LC|GO12071_LC
245927774, 353.748622, -11.825703, 12.858, GO12122_LC|GO12071_LC
245927962, 352.855, -11.81702, 11.868, GO12122_LC|GO12071_LC|GO12049_LC
245928280, 353.113041, -11.801263, 10.736, GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245928720, 354.151277, -11.78012, 11.889, GO12122_LC|GO12071_LC|GO12049_LC
245928899, 352.653692, -11.772012, 11.068, GO12006_LC|GO12002_LC|GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC|GO12904_LC
245929040, 349.235362, -11.765045, 12.968, GO12122_LC|GO12071_LC
245929151, 349.294844, -11.759262, 10.959, GO12098_LC|GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC
245929167, 352.438628, -11.758767, 11.175, GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC
245929335, 354.108119, -11.74994, 12.663, GO12122_LC|GO12071_LC
245929351, 352.990888, -11.749162, 12.721, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245929407, 352.486584, -11.745786, 11.647, GO12122_LC|GO12071_LC|GO12049_LC
245929558, 349.263816, -11.738675, 10.055, GO12052_LC|GO12024_LC|GO12098_LC|GO12122_LC|GO12071_LC|GO12049_LC
245929662, 352.921447, -11.734188, 12.188, GO12122_LC|GO12071_LC|GO12049_LC
245929774, 348.804165, -11.728718, 12.754, GO12122_LC|GO12071_LC
245929842, 351.705517, -11.7254, 10.371, GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245930022, 348.63594, -11.716032, 10.269, GO12024_LC|GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC|GO12904_LC
245930232, 351.633457, -11.705402, 12.766, GO12122_LC|GO12071_LC
245930255, 354.289923, -11.703772, 11.771, GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
245930478, 353.096252, -11.69322, 10.033, GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245930518, 354.076041, -11.691228, 12.2, GO12122_LC|GO12071_LC|GO12049_LC
245930749, 352.786572, -11.679844, 12.816, GO12122_LC|GO12071_LC
245930870, 353.667302, -11.674015, 11.24, GO12065_LC|GO12071_LC
245931021, 351.79494, -11.666197, 11.485, GO12122_LC|GO12071_LC
245931076, 352.266127, -11.66313, 12.442, GO12122_LC|GO12071_LC|GO12049_LC
245931449, 351.675765, -11.644101, 12.058, GO12006_LC|GO12122_LC|GO12071_LC|GO12049_LC
245931511, 354.007164, -11.640683, 9.984, GO12052_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245931522, 351.563987, -11.64009, 11.195, GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC
245931657, 351.571555, -11.631953, 10.18, GO12024_LC|GO12002_LC|GO12122_LC|GO12071_LC|GO12049_LC
245931711, 348.516775, -11.629405, 9.944, GO12052_LC|GO12024_LC|GO12122_LC|GO12071_LC
245931913, 349.495247, -11.619768, 12.885, GO12122_LC|GO12071_LC
245932247, 348.134981, -11.603136, 11.404, GO12122_LC|GO12071_LC
245932366, 347.924563, -11.597785, 12.53, GO12122_LC|GO12071_LC
245932429, 352.600419, -11.593997, 12.944, GO12122_LC|GO12018_LC|GO12071_LC|GO12123_LC|GO12049_LC
245932711, 349.610702, -11.582166, 12.901, GO12122_LC|GO12071_LC
245932798, 352.736775, -11.578768, 11.66, GO12122_LC|GO12071_LC|GO12049_LC
245932827, 353.800169, -11.577066, 9.633, GO12019_LC|GO12071_LC
245933022, 348.312041, -11.567101, 12.959, GO12122_LC|GO12071_LC
245933030, 348.275732, -11.566588, 11.128, GO12098_LC|GO12122_LC|GO12071_LC|GO12049_LC
245933051, 348.836968, -11.565492, 8.593, GO12052_LC|GO12122_LC|GO12071_LC
245933125, 351.595671, -11.561505, 11.696, GO12122_LC|GO12071_LC|GO12049_LC
245933223, 354.022946, -11.55656, 11.642, GO12122_LC|GO12071_LC
245933263, 354.353072, -11.554495, 9.614, GO12002_LC|GO12122_LC|GO12071_LC|GO12049_LC
245933386, 351.541581, -11.54843, 12.587, GO12122_LC|GO12071_LC|GO12049_LC
245933515, 348.537021, -11.541908, 12.174, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245933554, 353.651302, -11.540239, 12.906, GO12122_LC|GO12071_LC
245933789, 354.000555, -11.527491, 12.87, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245933918, 352.169544, -11.521086, 11.886, GO12122_LC|GO12071_LC
245933951, 354.081617, -11.519702, 11.862, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245934066, 348.266499, -11.514465, 10.819, GO12024_LC|GO12098_LC|GO12122_LC|GO12071_LC|GO12049_LC
245934539, 347.971606, -11.489543, 12.797, GO12122_LC|GO12071_LC
245934571, 348.873797, -11.488548, 12.668, GO12122_LC|GO12071_LC|GO12049_LC
245934612, 348.221216, -11.487077, 12.931, GO12122_LC|GO12071_LC
245934673, 352.095752, -11.484408, 12.142, GO12122_LC|GO12071_LC|GO12049_LC
245934709, 352.973582, -11.482677, 12.338, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245934824, 348.117089, -11.477097, 11.182, GO12024_LC|GO12122_LC|GO12071_LC
245935023, 349.075795, -11.46836, 12.675, GO12122_LC|GO12071_LC
245935393, 348.106564, -11.450255, 12.066, GO12122_LC|GO12071_LC
245935419, 352.274332, -11.449037, 12.307, GO12018_LC|GO12071_LC|GO12123_LC|GO12049_LC
245935464, 347.850629, -11.446516, 12.703, GO12122_LC|GO12071_LC
245935809, 354.071556, -11.430509, 12.699, GO12015_LC|GO12122_LC|GO12071_LC
245935908, 353.157574, -11.42563, 11.782, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245936014, 352.448486, -11.419948, 12.691, GO12122_LC|GO12071_LC
245936084, 354.010392, -11.416514, 12.849, GO12122_LC|GO12071_LC
245936457, 348.259943, -11.39679, 12.887, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245936884, 348.518934, -11.375449, 12.474, GO12122_LC|GO12071_LC|GO12049_LC
245936967, 353.908142, -11.371698, 11.593, GO12122_LC|GO12071_LC
245937355, 348.310622, -11.352554, 11.897, GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC
245937443, 352.236468, -11.347784, 10.981, GO12122_LC|GO12071_LC|GO12049_LC
245937447, 351.791082, -11.347594, 12.525, GO12122_LC|GO12071_LC
245937548, 354.064197, -11.342677, 11.875, GO12122_LC|GO12071_LC|GO12049_LC
245937572, 352.066634, -11.341599, 12.324, GO12122_LC|GO12071_LC
245937792, 349.699089, -11.33106, 11.972, GO12122_LC|GO12071_LC|GO12049_LC
245937834, 353.164002, -11.32918, 9.106, GO12019_LC|GO12036_LC|GO12024_LC|GO12002_LC|GO12122_LC|GO12071_LC|GO12049_LC
245937955, 348.374391, -11.323396, 11.241, GO12122_LC|GO12071_LC|GO12049_LC
245937963, 351.794083, -11.323127, 12.275, GO12122_LC|GO12071_LC|GO12049_LC
245937966, 349.541575, -11.322993, 12.687, GO12122_LC|GO12071_LC
245938146, 349.321712, -11.313993, 11.955, GO12122_LC|GO12071_LC|GO12049_LC
245938152, 348.851412, -11.313663, 12.788, GO12122_LC|GO12071_LC
245938346, 352.756884, -11.304449, 10.671, GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
245938659, 348.671145, -11.2887, 11.0, GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
245938719, 353.058626, -11.285352, 11.044, GO12122_LC|GO12071_LC|GO12049_LC
245938727, 349.784947, -11.285074, 12.003, GO12083_LC|GO12065_LC|GO12122_LC|GO12071_LC
245938744, 353.171144, -11.284508, 11.725, GO12122_LC|GO12071_LC
245938760, 349.996055, -11.283236, 12.556, GO12122_LC|GO12071_LC
245938870, 349.743062, -11.277162, 10.81, GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245938912, 348.396314, -11.275059, 11.876, GO12122_LC|GO12071_LC|GO12049_LC
245938918, 353.417334, -11.274807, 11.231, GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245938984, 348.388147, -11.271862, 12.019, GO12122_LC|GO12071_LC|GO12049_LC
245939167, 349.474905, -11.263799, 8.794, GO12052_LC|GO12039_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC|GO12012_LC|GO12012_SC
245939392, 352.26313, -11.253427, 11.609, GO12083_LC|GO12122_LC|GO12071_LC|GO12049_LC
245939501, 351.314795, -11.248295, 12.685, GO12122_LC|GO12071_LC
245939516, 348.248262, -11.247569, 11.983, GO12122_LC|GO12071_LC|GO12049_LC
245939654, 351.310776, -11.240374, 11.16, GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC
245939660, 348.67706, -11.240069, 11.706, GO12122_LC|GO12071_LC|GO12049_LC
245939754, 348.780975, -11.235131, 12.831, GO12122_LC|GO12071_LC
245939802, 348.055535, -11.232903, 12.777, GO12122_LC|GO12071_LC
245939849, 347.718405, -11.230733, 12.467, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245939942, 348.246302, -11.226722, 12.829, GO12048_LC|GO12122_LC|GO12071_LC|GO12123_LC
245940032, 349.597872, -11.223005, 12.985, GO12122_LC|GO12071_LC
245940149, 349.26068, -11.217874, 11.438, GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
245940204, 348.707521, -11.214759, 11.959, GO12122_LC|GO12071_LC|GO12049_LC
245940220, 353.251387, -11.214031, 12.785, GO12122_LC|GO12071_LC
245940377, 348.797595, -11.206555, 12.581, GO12122_LC|GO12071_LC
245940603, 351.540095, -11.196198, 12.706, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245940666, 352.890641, -11.193151, 12.989, GO12122_LC|GO12071_LC
245940872, 352.061641, -11.182763, 12.833, GO12122_LC|GO12071_LC
245940875, 348.058904, -11.182569, 12.452, GO12122_LC|GO12071_LC|GO12049_LC
245940998, 352.161588, -11.17701, 12.675, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245941027, 353.658405, -11.175586, 11.267, GO12065_LC|GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC
245941028, 350.121227, -11.175545, 12.547, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245941034, 353.566986, -11.175399, 12.713, GO12071_LC
245941037, 352.163481, -11.175174, 12.675, GO12071_LC|GO12123_LC
245941043, 352.209353, -11.175027, 9.765, GO12052_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245941077, 353.566423, -11.174046, 12.713, GO12122_LC|GO12071_LC
245941119, 347.947011, -11.17224, 11.321, GO12098_LC|GO12122_LC|GO12071_LC|GO12049_LC
245941143, 353.455641, -11.171251, 11.926, GO12122_LC|GO12071_LC|GO12049_LC
245941234, 354.939157, -11.166855, 12.31, GO12122_LC|GO12071_LC
245941322, 349.309142, -11.162578, 12.87, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245941325, 353.656311, -11.162431, 11.573, GO12024_LC|GO12048_LC|GO12122_LC|GO12071_LC
245941455, 351.669623, -11.156474, 12.612, GO12122_LC|GO12071_LC|GO12049_LC
245941470, 347.963292, -11.156028, 11.896, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245941491, 348.675811, -11.1554, 11.461, GO12122_LC|GO12071_LC|GO12049_LC
245941768, 349.200817, -11.144054, 12.79, GO12122_LC|GO12071_LC
245941804, 349.677374, -11.141854, 11.921, GO12122_LC|GO12071_LC|GO12049_LC
245942037, 349.184439, -11.131276, 12.443, GO12122_LC|GO12071_LC
245942107, 354.907802, -11.128946, 12.45, GO12122_LC|GO12071_LC
245942110, 351.74304, -11.128779, 12.602, GO12122_LC|GO12071_LC
245942121, 349.943917, -11.128305, 12.929, GO12019_LC|GO12122_LC|GO12071_LC|GO12123_LC
245942315, 350.064648, -11.121073, 12.914, GO12122_LC|GO12071_LC
245942625, 347.948806, -11.108758, 10.948, GO12098_LC|GO12048_LC|GO12122_LC|GO12071_LC|GO12049_LC
245942686, 350.225626, -11.105963, 12.953, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245942703, 348.636881, -11.105454, 12.737, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245942836, 349.023977, -11.100251, 11.165, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245942914, 347.637265, -11.097062, 11.451, GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
245942927, 348.811797, -11.096648, 11.014, GO12122_LC|GO12071_LC|GO12049_LC
245943382, 355.073031, -11.079888, 12.335, GO12122_LC|GO12071_LC
245943417, 347.561983, -11.078873, 12.672, GO12122_LC|GO12071_LC
245943455, 352.713935, -11.077262, 12.614, GO12122_LC|GO12071_LC|GO12049_LC
245943476, 349.828033, -11.076506, 12.833, GO12122_LC|GO12071_LC
245943510, 352.802445, -11.075089, 12.798, GO12122_LC|GO12071_LC
245943582, 355.196518, -11.071922, 12.236, GO12122_LC|GO12071_LC|GO12049_LC
245943620, 349.331357, -11.070503, 12.335, GO12122_LC|GO12071_LC|GO12049_LC
245943734, 349.75498, -11.066209, 12.862, GO12122_LC|GO12018_LC|GO12071_LC|GO12123_LC|GO12049_LC
245943939, 350.122195, -11.059766, 12.619, GO12122_LC|GO12071_LC
245944060, 348.997562, -11.055746, 12.55, GO12122_LC|GO12071_LC|GO12049_LC
245944231, 347.921963, -11.049152, 12.717, GO12122_LC|GO12071_LC|GO12049_LC
245944404, 348.206541, -11.042465, 11.221, GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC
245944520, 349.14224, -11.038241, 12.525, GO12122_LC|GO12071_LC
245944682, 352.647773, -11.032595, 12.929, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245944983, 355.128368, -11.021615, 12.738, GO12015_LC|GO12071_LC|GO12049_LC
245945069, 352.616758, -11.018607, 12.882, GO12122_LC|GO12071_LC
245945118, 352.677802, -11.017226, 12.962, GO12122_LC|GO12071_LC|GO12123_LC
245945412, 353.655763, -11.006575, 11.928, GO12083_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245945499, 349.121225, -11.00317, 12.784, GO12122_LC|GO12071_LC
245945585, 353.792556, -10.999922, 10.799, GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC
245945769, 347.756067, -10.993757, 10.209, GO12052_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245945781, 349.449685, -10.993252, 11.845, GO12122_LC|GO12071_LC|GO12049_LC
245945935, 354.981335, -10.988494, 12.583, GO12048_LC|GO12122_LC|GO12071_LC|GO12123_LC
245946030, 355.226135, -10.985331, 11.703, GO12122_LC|GO12071_LC|GO12049_LC
245946089, 354.789866, -10.982957, 11.113, GO12122_LC|GO12071_LC|GO12049_LC
245946104, 353.761568, -10.982655, 12.457, GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245946137, 348.159118, -10.981078, 12.86, GO12122_LC|GO12071_LC
