EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
228724232, 188.386868, -10.146149, 11.243, GO10056_LC|GO10060_LC|GO10032_LC|GO10077_LC|GO10042_LC|GO10060_SC
