epic,ra,dec,kp,programs
212217433,132.148668,24.853117,11.055,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16083_LC|GO16041_LC|GO16074_LC
211457180,129.472123,12.508591000000001,9.890999800000001,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC
211814413,130.14141999999998,17.520818,12.914000000000001,GO16009_LC|GO16052_LC|GO16056_LC
211672521,130.285291,15.542860000000001,11.013,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16083_LC
211427097,133.04246799999999,12.048243,11.725,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16014_LC|GO16056_LC
211805179,136.440463,17.390411,8.741000199999998,GO16009_LC
212114276,133.51315300000002,22.303637,8.928000500000001,GO16009_LC|GO16004_LC|GO16021_LC|GO16034_LC
211464572,132.738833,12.622294,9.6359997,GO16009_LC|GO16028_LC|GO16021_LC
251316270,140.799527,18.197169,10.579,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC
251404834,137.968538,25.067178,9.1899996,GO16009_LC|GO16021_LC
251338623,139.251707,20.14375,11.056,GO16009_LC|GO16028_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16083_LC
211954631,130.19661200000002,19.54373,10.1,GO16009_LC
251306690,140.715935,17.290796,9.234000199999999,GO16009_LC|GO16028_LC|GO16004_LC|GO16021_LC|GO16020_LC
212053807,134.732211,21.166286,8.2749996,GO16009_LC|GO16037_LC|GO16028_LC|GO16010_LC|GO16021_LC|GO16025_LC|GO16068_LC|GO16063_LC|GO16034_LC
251394626,136.13354099999998,24.457674,10.640999999999998,GO16009_LC|GO16052_LC|GO16004_LC|GO16021_LC
251341358,140.946194,20.364455,8.2720003,GO16009_LC|GO16028_LC|GO16010_LC|GO16021_LC|GO16063_LC|GO16077_LC
211428113,136.103828,12.064062,9.8190002,GO16009_LC|GO16028_LC|GO16004_LC|GO16021_LC|GO16020_LC
212112083,136.878961,22.259496,10.767000000000001,GO16009_LC
212154899,135.701752,23.140525,11.365,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16083_LC|GO16041_LC
211800702,135.493991,17.32666,8.816,GO16009_LC|GO16028_LC|GO16021_LC|GO16063_LC|GO16034_LC
251343059,139.23978400000001,20.49987,9.5240002,GO16009_LC
211562770,130.361722,14.021092000000001,10.577,GO16009_LC|GO16028_LC|GO16052_LC|GO16021_LC|GO16020_LC
251406241,134.95126499999998,25.146616,10.405,GO16009_LC|GO16028_LC|GO16052_LC|GO16004_LC|GO16083_LC
211432176,132.86446899999999,12.127994000000001,9.866000199999998,GO16009_LC
251397560,136.870816,24.639417,10.197000000000001,GO16009_LC|GO16021_LC|GO16020_LC
211515464,137.37927,13.356941,8.743,GO16009_LC|GO16028_LC|GO16063_LC
212003277,128.474326,20.309096,11.247,GO16009_LC
211394406,136.204178,11.555242999999999,9.2840004,GO16009_LC|GO16028_LC|GO16021_LC
251327508,140.772478,19.157679,11.42,GO16009_LC|GO16028_LC|GO16052_LC|GO16005_LC|GO16021_LC|GO16020_LC|GO16083_LC|GO16041_LC|GO16031_LC
251288512,139.77133899999998,15.366657,10.716,GO16009_LC|GO16028_LC|GO16052_LC|GO16004_LC|GO16021_LC|GO16020_LC|GO16083_LC
211529184,130.611416,13.551620999999999,9.838999699999999,GO16009_LC|GO16028_LC|GO16052_LC|GO16021_LC|GO16041_LC|GO16041_LC
212055842,133.836506,21.202028,10.770999999999999,GO16009_LC|GO16021_LC
211873268,133.905948,18.340062,11.005999999999998,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16083_LC
212090916,126.690546,21.845779,10.884,GO16009_LC|GO16021_LC
211499522,132.740771,13.133749,11.673,GO16009_LC|GO16052_LC|GO16020_LC|GO16083_LC
212066009,136.707776,21.383832,10.312999999999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
212082754,136.15721100000002,21.691968,10.404000000000002,GO16009_LC|GO16021_LC
212004790,136.690767,20.334709,9.609000199999999,GO16009_LC|GO16021_LC|GO16020_LC
251322682,140.446311,18.746338,8.4359999,GO16009_LC|GO16028_LC|GO16021_LC|GO16063_LC
251317129,139.95296100000002,18.270408,9.840000199999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC
212122727,135.125035,22.468902,8.597000099999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16063_LC
251295586,139.433813,16.145673000000002,9.7910004,GO16009_LC|GO16028_LC|GO16021_LC
211412092,129.738438,11.822828,10.015,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC|GO16041_LC
211549228,135.674949,13.831488,10.78,GO16009_LC|GO16021_LC
211422893,132.904857,11.984003,10.812000000000001,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC|GO16083_LC
211452088,134.137944,12.431913,8.562999699999999,GO16009_LC|GO16028_LC|GO16010_LC|GO16021_LC|GO16063_LC|GO16034_LC
211640495,134.186924,15.104513,9.222000099999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16034_LC
211523232,129.85690300000002,13.466989000000002,10.519,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC
251408000,137.469221,25.248279,8.6809998,GO16009_LC
211895870,130.583754,18.665936,10.539000000000001,GO16009_LC|GO16052_LC|GO16021_LC
211808261,138.693575,17.43304,9.276,GO16009_LC|GO16028_LC|GO16021_LC
211884315,131.328325,18.498348999999997,11.024000000000001,GO16009_LC|GO16021_LC
212164712,134.26542,23.363132999999998,9.3760004,GO16009_LC|GO16028_LC|GO16021_LC|GO16034_LC
211464171,130.321791,12.61625,10.021,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211669707,129.648606,15.504282,9.9320002,GO16009_LC|GO16028_LC|GO16004_LC|GO16021_LC|GO16020_LC
212042623,136.383188,20.970206,10.111,GO16009_LC|GO16021_LC|GO16020_LC
212108613,136.835666,22.190992,10.895,GO16009_LC|GO16052_LC|GO16021_LC
211395494,136.239922,11.572482,8.861000099999998,GO16009_LC|GO16028_LC|GO16010_LC|GO16021_LC|GO16025_LC|GO16068_LC|GO16063_LC
211890122,134.29575,18.581687,10.575999999999999,GO16009_LC|GO16021_LC|GO16020_LC
251343054,139.239931,20.499670000000002,9.5240002,GO16009_LC|GO16021_LC
211622424,133.845772,14.848913,11.042,GO16009_LC|GO16052_LC|GO16004_LC|GO16021_LC|GO16020_LC|GO16083_LC
212181661,135.205252,23.780045,8.9499998,GO16009_LC|GO16028_LC|GO16010_LC|GO16021_LC|GO16041_LC|GO16063_LC|GO16034_LC
211418016,129.76603,11.911908,11.739,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16039_LC
212020330,133.891061,20.592075,10.232000000000001,GO16009_LC|GO16021_LC
211660206,136.20216200000002,15.374457000000001,9.472000099999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16034_LC
212210492,129.904671,24.62044,9.218999900000002,GO16009_LC|GO16028_LC|GO16021_LC|GO16063_LC
212221768,130.526134,25.012071,9.687999699999999,GO16009_LC
211622479,136.105866,14.849653,11.252,GO16009_LC|GO16052_LC|GO16020_LC
211851329,131.58508700000002,18.036202,9.7880001,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC
212051886,133.257817,21.133342000000003,9.373000099999999,GO16009_LC
212118357,133.14834399999998,22.384266,9.541999800000001,GO16009_LC|GO16028_LC|GO16021_LC
251282639,140.287087,14.720168,10.595999999999998,GO16009_LC|GO16021_LC|GO16083_LC
251338291,139.254908,20.114459,10.399000000000001,GO16009_LC|GO16004_LC|GO16021_LC|GO16083_LC
251312901,139.484446,17.897545,9.965000199999999,GO16009_LC|GO16021_LC|GO16020_LC
212099230,128.073571,22.006010999999997,10.513,GO16009_LC|GO16011_LC|GO16021_LC|GO16077_LC
251292219,139.643015,15.777263,10.328,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211945363,134.314257,19.404908,12.349,GO16009_LC|GO16052_LC|GO16014_LC|GO16056_LC
212093841,136.99263200000001,21.903031,12.019,GO16009_LC|GO16052_LC|GO16005_LC|GO16020_LC|GO16083_LC|GO16014_LC|GO16056_LC
251363715,138.25315,22.209548,10.898,GO16009_LC|GO16021_LC|GO16083_LC
211430750,134.534725,12.105397,9.9090004,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC
211691816,131.87324099999998,15.805532999999999,10.355,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211486053,132.598782,12.937421,10.544,GO16009_LC|GO16028_LC|GO16021_LC
212169952,134.680048,23.48595,10.931,GO16009_LC|GO16021_LC
211435509,134.25703700000003,12.177764999999999,10.722000000000001,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
212193121,133.483804,24.088925,9.208000199999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16034_LC
251376244,136.959789,23.16984,10.862,GO16009_LC|GO16021_LC|GO16083_LC
212223367,129.947595,25.077934,10.561,GO16009_LC|GO16021_LC|GO16083_LC
212066409,127.84768600000001,21.39087,9.7799997,GO16009_LC|GO16028_LC|GO16021_LC
211831290,136.78807700000002,17.760676,11.032,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
251294001,139.295574,15.975972,10.421,GO16009_LC|GO16021_LC|GO16083_LC
251397875,136.353058,24.659035,10.822000000000001,GO16009_LC|GO16021_LC|GO16083_LC
211826254,132.653639,17.689322,9.220999699999998,GO16009_LC|GO16037_LC|GO16028_LC|GO16010_LC|GO16021_LC|GO16063_LC
211653481,132.695852,15.281267000000001,11.017999999999999,GO16009_LC|GO16021_LC
211864473,129.872278,18.219317999999998,10.315,GO16009_LC|GO16028_LC|GO16004_LC|GO16021_LC|GO16083_LC
212222762,133.26915400000001,25.053736999999998,9.715000199999999,GO16009_LC|GO16028_LC|GO16021_LC
211812553,138.957209,17.494245000000003,8.838000300000001,GO16009_LC|GO16028_LC|GO16021_LC
211648701,136.69075,15.216272,8.465000199999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16063_LC
212220644,132.921775,24.967406,9.923000300000002,GO16009_LC
212005630,136.562915,20.34846,10.837,GO16009_LC|GO16021_LC|GO16020_LC
211896453,134.64431299999998,18.675131,10.557,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
212154486,132.612338,23.131206,9.2159996,GO16009_LC
251284141,138.998404,14.884382999999998,8.897999800000001,GO16009_LC|GO16028_LC|GO16021_LC
211846706,134.713181,17.972647,9.3190002,GO16009_LC|GO16028_LC|GO16021_LC
211840869,136.269285,17.893604,10.687999999999999,GO16009_LC|GO16021_LC|GO16083_LC
212121208,135.91894299999998,22.438931,10.323,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
211481688,136.910721,12.874814,11.806,GO16009_LC|GO16052_LC|GO16005_LC|GO16020_LC|GO16014_LC|GO16056_LC
211646961,135.37413600000002,15.192768,8.6899996,GO16009_LC|GO16028_LC|GO16021_LC|GO16063_LC
212206615,134.452698,24.493407,9.491000199999998,GO16009_LC|GO16028_LC|GO16021_LC
211755413,136.245123,16.683325,10.911,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
251305454,139.758804,17.166654,9.612999900000002,GO16009_LC|GO16028_LC|GO16021_LC|GO16034_LC
211962210,130.199922,19.65894,10.845999999999998,GO16009_LC|GO16060_LC|GO16021_LC|GO16020_LC|GO16083_LC|GO16022_LC|GO16031_LC
212176303,132.953248,23.640941,10.547,GO16009_LC|GO16028_LC|GO16021_LC
251295364,139.97205300000002,16.12294,9.562000300000001,GO16009_LC|GO16028_LC|GO16021_LC
211720173,130.720092,16.187672,11.270999999999999,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC
212214897,129.80494099999999,24.766754000000002,9.8599997,GO16009_LC|GO16028_LC|GO16021_LC
212108728,134.15301599999998,22.193413,11.055,GO16009_LC|GO16004_LC|GO16021_LC
211487148,131.297211,12.953317,11.002,GO16009_LC|GO16021_LC|GO16020_LC
212080431,135.973366,21.648863000000002,10.952,GO16009_LC|GO16021_LC|GO16083_LC
251286441,140.573796,15.13083,9.868,GO16009_LC|GO16028_LC|GO16004_LC|GO16021_LC
211818901,131.28675,17.584632,9.783,GO16009_LC|GO16028_LC|GO16021_LC|GO16034_LC
211744596,131.41839,16.5319,10.887,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211750200,133.672957,16.611210999999997,8.453000099999999,GO16009_LC|GO16063_LC
211533230,136.518007,13.607543,10.984000000000002,GO16009_LC|GO16028_LC|GO16021_LC
212195541,130.012872,24.158178,10.376,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251345222,140.81229299999998,20.673712,11.165999999999999,GO16009_LC|GO16052_LC|GO16004_LC|GO16021_LC|GO16020_LC|GO16083_LC
211667775,131.285207,15.478270000000002,10.557,GO16009_LC|GO16021_LC|GO16083_LC
211713629,129.49633400000002,16.097956,10.525,GO16009_LC|GO16028_LC|GO16021_LC
212034471,134.45530300000001,20.828151000000002,8.8900003,GO16009_LC|GO16028_LC|GO16021_LC|GO16041_LC
211818581,134.23585,17.579565,12.968,GO16009_LC|GO16052_LC|GO16005_LC|GO16056_LC
211794176,137.22648600000002,17.234256,8.6859999,GO16009_LC|GO16028_LC|GO16021_LC
251346559,140.641999,20.787835,11.015999999999998,GO16009_LC|GO16021_LC|GO16020_LC
212057184,127.77829799999999,21.224697,10.081,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251394527,135.194563,24.451342,10.554,GO16009_LC|GO16028_LC|GO16083_LC
212104224,134.37498,22.102698,10.360999999999999,GO16009_LC|GO16028_LC|GO16021_LC
211822220,136.73560700000002,17.632202,9.548000300000002,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC
211948935,131.904989,19.457134,10.603,GO16009_LC|GO16021_LC|GO16083_LC
251384002,136.519496,23.741073999999998,8.5080004,GO16009_LC|GO16028_LC|GO16021_LC
211733882,135.54934,16.380879,10.855,GO16009_LC|GO16021_LC|GO16083_LC
211644744,134.647737,15.162381,10.655999999999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211938860,130.02650400000002,19.307367000000003,10.802,GO16009_LC|GO16060_LC|GO16021_LC|GO16020_LC|GO16022_LC|GO16031_LC
211737522,138.515822,16.43163,10.804,GO16009_LC|GO16021_LC|GO16083_LC
212181826,133.888676,23.784633,11.042,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211914045,129.797676,18.934938,11.132,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC
251282032,140.056321,14.6506,9.895999900000001,GO16009_LC|GO16028_LC|GO16021_LC
211731963,130.93703200000002,16.353629,10.964,GO16009_LC|GO16021_LC|GO16020_LC
211822585,137.63426299999998,17.637113,9.609000199999999,GO16009_LC|GO16028_LC|GO16021_LC
211511844,130.918098,13.30597,10.334000000000001,GO16009_LC|GO16021_LC|GO16056_LC
251323145,139.570493,18.780994,8.545999499999999,GO16009_LC|GO16021_LC
211515489,137.584358,13.357289000000002,9.934,GO16009_LC|GO16028_LC|GO16021_LC
211555160,130.257328,13.913489000000002,10.919,GO16009_LC|GO16021_LC
251400751,137.74743600000002,24.82934,10.544,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211706755,138.740879,16.004604999999998,8.6960001,GO16009_LC|GO16028_LC|GO16021_LC
212089829,126.440895,21.823666,10.943,GO16009_LC|GO16021_LC
211751234,135.654157,16.625325,10.758,GO16009_LC|GO16021_LC|GO16071_LC
212112704,134.917892,22.271871,9.7299995,GO16009_LC|GO16028_LC|GO16021_LC|GO16034_LC
212192898,130.173674,24.082473999999998,10.727,GO16009_LC|GO16021_LC|GO16083_LC
251339286,140.294988,20.199962,10.544,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211964030,131.30459,19.686897000000002,10.718,GO16009_LC|GO16028_LC|GO16060_LC|GO16021_LC|GO16083_LC|GO16022_LC|GO16068_LC|GO16031_LC
211737558,133.910067,16.432183,10.605,GO16009_LC|GO16028_LC|GO16021_LC
212214058,131.488248,24.739139,10.923,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
211962868,130.166327,19.669220000000003,10.713,GO16009_LC|GO16060_LC|GO16021_LC|GO16020_LC|GO16083_LC|GO16065_LC|GO16022_LC|GO16031_LC
211699781,134.115252,15.912904000000001,11.022,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC
251286937,139.03506000000002,15.183678,10.866,GO16009_LC|GO16021_LC|GO16083_LC
212192610,132.868166,24.074137,9.6660004,GO16009_LC|GO16028_LC|GO16021_LC
211921217,136.404323,19.042797,10.956,GO16009_LC|GO16028_LC|GO16021_LC
212215268,129.838101,24.779745000000002,9.928000500000001,GO16009_LC|GO16028_LC|GO16021_LC
251356636,138.76771000000002,21.626542999999998,11.056,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251305080,140.159131,17.127341,8.3409996,GO16009_LC|GO16021_LC
212209886,133.429542,24.601085,11.13,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
211812664,131.62286699999999,17.495883,8.3719997,GO16009_LC|GO16021_LC
211494107,136.646953,13.055719999999999,9.8859997,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC|GO16034_LC
211422285,130.442473,11.974886999999999,9.371999699999998,GO16009_LC|GO16028_LC|GO16021_LC
251282755,139.163972,14.732494,11.112,GO16009_LC|GO16052_LC|GO16004_LC|GO16021_LC|GO16020_LC|GO16083_LC
212119255,137.15316,22.401991,9.779000300000002,GO16009_LC|GO16028_LC|GO16021_LC
211414452,136.853874,11.858738,11.065,GO16009_LC|GO16052_LC|GO16021_LC|GO16083_LC
211545368,136.834683,13.777637,11.277000000000001,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC|GO16041_LC
211615278,138.777591,14.747060000000001,10.515999999999998,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251322300,140.178403,18.713883,11.068,GO16009_LC|GO16021_LC|GO16083_LC
211404563,134.705488,11.711397,10.91,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
211445280,130.597988,12.327794,10.853,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC|GO16083_LC
212087708,132.853454,21.782460999999998,10.112,GO16009_LC|GO16028_LC|GO16021_LC
211736551,137.205327,16.417652,9.276,GO16009_LC|GO16028_LC|GO16021_LC|GO16063_LC
211633632,138.97088,15.008652,8.4350004,GO16009_LC|GO16021_LC
212217183,132.641202,24.844713,10.482999999999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251306021,140.25811000000002,17.221189000000003,10.618,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
212206443,129.605516,24.488101,10.62,GO16009_LC|GO16021_LC|GO16083_LC
211688551,135.47699599999999,15.760857000000001,10.675999999999998,GO16009_LC|GO16021_LC|GO16083_LC
211963943,131.479783,19.685615,10.815999999999999,GO16009_LC|GO16028_LC|GO16004_LC|GO16021_LC|GO16083_LC
211925724,134.79815,19.109561,10.774000000000001,GO16009_LC|GO16004_LC|GO16021_LC|GO16083_LC
211665793,138.372825,15.452157999999999,10.629000000000001,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC|GO16083_LC
211412749,129.672799,11.832908999999999,10.98,GO16009_LC|GO16021_LC|GO16020_LC
211690326,131.69721299999998,15.784923000000001,10.873,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
211675749,129.3945,15.586974,10.619000000000002,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251289623,139.1809,15.48784,10.784,GO16009_LC|GO16021_LC|GO16083_LC
211912465,137.25999299999998,18.912409,10.825,GO16009_LC|GO16021_LC
251365973,137.57076,22.37904,12.005999999999998,GO16009_LC
251307363,140.49987099999998,17.360794,11.220999999999998,GO16009_LC|GO16052_LC|GO16004_LC|GO16021_LC|GO16020_LC|GO16083_LC
211609919,131.04001,14.673687,11.054,GO16009_LC|GO16052_LC|GO16021_LC|GO16020_LC
212033825,137.540533,20.817462,9.9849997,GO16009_LC|GO16028_LC|GO16004_LC|GO16021_LC|GO16034_LC
211677335,138.805505,15.608363,11.012,GO16009_LC|GO16021_LC|GO16083_LC
212228563,131.534799,25.317259,9.781000099999998,GO16009_LC|GO16021_LC
211942703,129.559429,19.365397,10.727,GO16009_LC|GO16060_LC|GO16021_LC|GO16020_LC|GO16022_LC|GO16031_LC
212157911,134.828608,23.207507999999997,10.31,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211453859,136.474252,12.458495,9.9729996,GO16009_LC|GO16021_LC
251403358,136.627598,24.983169,10.078,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251279430,140.339251,14.367923000000001,9.437999699999999,GO16009_LC|GO16028_LC|GO16021_LC
251317631,139.334467,18.313479,10.173,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC|GO16083_LC
212110594,127.080956,22.230211999999998,9.9320002,GO16009_LC|GO16028_LC|GO16021_LC
211741029,133.12416499999998,16.481139000000002,9.270999900000001,GO16009_LC|GO16028_LC|GO16021_LC
211893848,130.28866299999999,18.636263,10.512,GO16009_LC|GO16028_LC|GO16021_LC
251403762,134.192441,25.006678,8.696999499999999,GO16009_LC|GO16021_LC|GO16034_LC
211629744,138.482548,14.953222,10.612,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211750366,130.253244,16.613310000000002,11.077,GO16009_LC|GO16021_LC|GO16020_LC|GO16022_LC|GO16031_LC
211454580,131.097373,12.469669999999999,10.950999999999999,GO16009_LC|GO16021_LC|GO16020_LC|GO16083_LC
211621033,133.47809099999998,14.828531,8.9700003,GO16009_LC|GO16028_LC|GO16021_LC
211772063,129.59520600000002,16.919967,10.443,GO16009_LC|GO16028_LC|GO16021_LC
211669226,135.85308999999998,15.497507,10.088,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251349755,139.133267,21.058223,9.5190001,GO16009_LC|GO16028_LC|GO16021_LC
211662432,132.477077,15.404910000000001,10.989,GO16009_LC|GO16021_LC|GO16083_LC
212084830,136.352689,21.730255,10.794,GO16009_LC|GO16021_LC|GO16083_LC
211451249,130.860286,12.419062,10.815,GO16009_LC|GO16028_LC|GO16021_LC|GO16020_LC|GO16083_LC
211640605,136.710779,15.106114000000002,9.581000300000001,GO16009_LC|GO16028_LC|GO16021_LC
211680460,130.32169199999998,15.652671,10.502,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
251377230,137.162575,23.247819,9.911999699999999,GO16009_LC|GO16028_LC|GO16021_LC
251305395,140.49893400000002,17.159848999999998,10.058,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211642018,136.641853,15.125304999999999,9.8570004,GO16009_LC|GO16028_LC|GO16021_LC
212181693,134.05644099999998,23.780888,10.620999999999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
212163070,131.696898,23.323728,10.673,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
211670142,132.74633500000002,15.5104,10.402999999999999,GO16009_LC|GO16028_LC|GO16021_LC|GO16083_LC
