MORC to RA, DEC conversion for the 4 Seasons of Kepler	
Jeffrey Van Cleve & Steve Bryson, Kepler Science Office	
07/08/09                                                                    Spring                            Summer                           Fall                         Winter                         Spring, again
      mod             out              row              column        RA              DEC              RA             DEC             RA              DEC              RA             DEC               RA              DEC     
   1.9000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9473388e+02   4.2948012e+01   2.9285265e+02   4.7456022e+01   2.8638869e+02   4.5899918e+01   2.8869307e+02   4.1506336e+01   2.9473388e+02   4.2948013e+01
   1.9000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9581655e+02   4.2694683e+01   2.9319949e+02   4.8256375e+01   2.8521154e+02   4.6059712e+01   2.8844268e+02   4.0694474e+01   2.9581655e+02   4.2694684e+01
   1.9000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9686459e+02   4.2450121e+01   2.9352968e+02   4.9036013e+01   2.8405911e+02   4.6191668e+01   2.8822025e+02   3.9902867e+01   2.9686458e+02   4.2450123e+01
   1.9000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9606794e+02   4.3502622e+01   2.9197429e+02   4.8407910e+01   2.8510322e+02   4.5234722e+01   2.8952381e+02   4.0579063e+01   2.9606794e+02   4.3502623e+01
   1.9000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9388593e+02   4.3995305e+01   2.9133748e+02   4.6813364e+01   2.8739664e+02   4.4912756e+01   2.9004712e+02   4.2183018e+01   2.9388593e+02   4.3995305e+01
   1.9000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9472554e+02   4.2958519e+01   2.9283731e+02   4.7449689e+01   2.8639895e+02   4.5890087e+01   2.8870647e+02   4.1513187e+01   2.9472553e+02   4.2958520e+01
   1.9000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9497233e+02   4.3772515e+01   2.9162421e+02   4.7603774e+01   2.8626518e+02   4.5061920e+01   2.8980611e+02   4.1389047e+01   2.9497233e+02   4.3772515e+01
   1.9000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9523465e+02   4.4559956e+01   2.9044231e+02   4.7752731e+01   2.8612257e+02   4.4258755e+01   2.9086729e+02   4.1246888e+01   2.9523465e+02   4.4559956e+01
   1.9000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9605975e+02   4.3513230e+01   2.9195877e+02   4.8401456e+01   2.8511359e+02   4.5225003e+01   2.8953712e+02   4.0585822e+01   2.9605975e+02   4.3513231e+01
   1.9000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9673356e+02   4.5154507e+01   2.8943297e+02   4.8768009e+01   2.8476643e+02   4.3532674e+01   2.9173157e+02   4.0220543e+01   2.9673356e+02   4.5154507e+01
   1.9000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9754004e+02   4.4097774e+01   2.9096640e+02   4.9429834e+01   2.8374803e+02   4.4486306e+01   2.9041378e+02   3.9569522e+01   2.9754003e+02   4.4097775e+01
   1.9000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9643937e+02   4.4367678e+01   2.9064660e+02   4.8623133e+01   2.8489706e+02   4.4341236e+01   2.9068408e+02   4.0376878e+01   2.9643937e+02   4.4367678e+01
   1.9000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9535579e+02   4.4608379e+01   2.9036266e+02   4.7835949e+01   2.8601055e+02   4.4200930e+01   2.9093773e+02   4.1163343e+01   2.9535579e+02   4.4608379e+01
   1.9000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9617902e+02   4.3560609e+01   2.9188089e+02   4.8485426e+01   2.8500108e+02   4.5166405e+01   2.8960826e+02   4.0503373e+01   2.9617902e+02   4.3560609e+01
   1.9000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9832504e+02   4.3024495e+01   2.9255777e+02   5.0076635e+01   2.8268588e+02   4.5440499e+01   2.8910735e+02   3.8897650e+01   2.9832503e+02   4.3024497e+01
   1.9000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9754803e+02   4.4087064e+01   2.9098211e+02   4.9436415e+01   2.8373757e+02   4.4495899e+01   2.9040059e+02   3.9562870e+01   2.9754803e+02   4.4087065e+01
   1.9000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9726509e+02   4.3279026e+01   2.9224168e+02   4.9288689e+01   2.8383347e+02   4.5326600e+01   2.8933166e+02   3.9692979e+01   2.9726509e+02   4.3279027e+01
   1.9000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9698189e+02   4.2496446e+01   2.9345383e+02   4.9120650e+01   2.8394627e+02   4.6132313e+01   2.8829192e+02   3.9821595e+01   2.9698189e+02   4.2496448e+01
   1.9000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9618719e+02   4.3549990e+01   2.9189643e+02   4.8491887e+01   2.8499071e+02   4.5176116e+01   2.8959496e+02   4.0496626e+01   2.9618719e+02   4.3549991e+01
   2.0000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9580931e+02   4.1463389e+01   2.9504897e+02   4.8273046e+01   2.8498478e+02   4.7281045e+01   2.8682715e+02   4.0580031e+01   2.9580931e+02   4.1463390e+01
   2.0000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9721936e+02   4.2046710e+01   2.9413180e+02   4.9313032e+01   2.8358942e+02   4.6547534e+01   2.8773543e+02   3.9598314e+01   2.9721936e+02   4.2046712e+01
   2.0000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9685906e+02   4.1257694e+01   2.9534857e+02   4.9062923e+01   2.8379067e+02   4.7369749e+01   2.8667646e+02   3.9773935e+01   2.9685906e+02   4.1257696e+01
   2.0000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9653202e+02   4.0486621e+01   2.9652409e+02   4.8819017e+01   2.8397486e+02   4.8169920e+01   2.8563996e+02   3.9923714e+01   2.9653202e+02   4.0486623e+01
   2.0000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9792828e+02   4.1061047e+01   2.9562843e+02   4.9871345e+01   2.8256923e+02   4.7424133e+01   2.8655625e+02   3.8950537e+01   2.9792828e+02   4.1061050e+01
   2.0000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9867015e+02   4.2617585e+01   2.9316608e+02   5.0356131e+01   2.8221765e+02   4.5790285e+01   2.8862645e+02   3.8599383e+01   2.9867015e+02   4.2617587e+01
   2.0000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9723375e+02   4.2052514e+01   2.9412234e+02   4.9323506e+01   2.8357551e+02   4.6540038e+01   2.8774448e+02   3.9588356e+01   2.9723374e+02   4.2052515e+01
   2.0000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9831966e+02   4.1845732e+01   2.9439317e+02   5.0138566e+01   2.8236588e+02   4.6598039e+01   2.8760432e+02   3.8761823e+01   2.9831965e+02   4.1845734e+01
   2.0000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9936326e+02   4.1623851e+01   2.9468338e+02   5.0927000e+01   2.8118968e+02   4.6653877e+01   2.8745650e+02   3.7960439e+01   2.9936325e+02   4.1623854e+01
   2.0000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9794251e+02   4.1066766e+01   2.9561918e+02   4.9881944e+01   2.8255523e+02   4.7416509e+01   2.8656538e+02   3.8940666e+01   2.9794251e+02   4.1066768e+01
   2.0000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   3.0009184e+02   4.0538461e+01   2.9637573e+02   5.1523957e+01   2.8003539e+02   4.7582588e+01   2.8620691e+02   3.7253620e+01   3.0009184e+02   4.0538465e+01
   2.0000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9868859e+02   3.9990697e+01   2.9728496e+02   5.0466122e+01   2.8140788e+02   4.8358489e+01   2.8530829e+02   3.8223912e+01   2.9868859e+02   3.9990701e+01
   2.0000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9906437e+02   4.0773701e+01   2.9604281e+02   5.0737055e+01   2.8123951e+02   4.7532540e+01   2.8634761e+02   3.8060126e+01   2.9906436e+02   4.0773704e+01
   2.0000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9942312e+02   4.1537079e+01   2.9481729e+02   5.0976164e+01   2.8109805e+02   4.6728592e+01   2.8735560e+02   3.7903862e+01   2.9942312e+02   4.1537082e+01
   2.0000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9800333e+02   4.0981316e+01   2.9575023e+02   4.9929723e+01   2.8246482e+02   4.7491800e+01   2.8646450e+02   3.8883704e+01   2.9800333e+02   4.0981319e+01
   2.0000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9729374e+02   3.9421116e+01   2.9816191e+02   4.9390404e+01   2.8283753e+02   4.9124594e+01   2.8437674e+02   3.9197287e+01   2.9729374e+02   3.9421119e+01
   2.0000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9867452e+02   3.9985079e+01   2.9729394e+02   5.0455395e+01   2.8142196e+02   4.8366243e+01   2.8529909e+02   3.8233685e+01   2.9867452e+02   3.9985082e+01
   2.0000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9762014e+02   4.0195739e+01   2.9697209e+02   4.9647764e+01   2.8267400e+02   4.8317650e+01   2.8541186e+02   3.9062668e+01   2.9762014e+02   4.0195742e+01
   2.0000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9659363e+02   4.0402585e+01   2.9665218e+02   4.8865423e+01   2.8388591e+02   4.8245720e+01   2.8553922e+02   3.9866396e+01   2.9659364e+02   4.0402587e+01
   2.0000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9798911e+02   4.0975611e+01   2.9575945e+02   4.9919110e+01   2.8247884e+02   4.7499429e+01   2.8645537e+02   3.8893572e+01   2.9798910e+02   4.0975614e+01
   2.2000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9505768e+02   4.8275075e+01   2.8498070e+02   4.7286553e+01   2.8682011e+02   4.0577749e+01   2.9581157e+02   4.1457839e+01   2.9505768e+02   4.8275073e+01
   2.2000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9413953e+02   4.9314537e+01   2.8358625e+02   4.6552337e+01   2.8772928e+02   3.9596815e+01   2.9722064e+02   4.2041843e+01   2.9413953e+02   4.9314535e+01
   2.2000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9535649e+02   4.9064934e+01   2.8378658e+02   4.7374603e+01   2.8667032e+02   3.9771769e+01   2.9686116e+02   4.1252760e+01   2.9535649e+02   4.9064931e+01
   2.2000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9653222e+02   4.8821552e+01   2.8396979e+02   4.8174817e+01   2.8563386e+02   3.9920866e+01   2.9653495e+02   4.0481628e+01   2.9653222e+02   4.8821550e+01
   2.2000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9563556e+02   4.9873427e+01   2.8256503e+02   4.7428329e+01   2.8655099e+02   3.8948410e+01   2.9793034e+02   4.1056716e+01   2.9563556e+02   4.9873424e+01
   2.2000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9317293e+02   5.0357143e+01   2.8221532e+02   4.5794481e+01   2.8862108e+02   3.8598603e+01   2.9867051e+02   4.2613340e+01   2.9317293e+02   5.0357141e+01
   2.2000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9413006e+02   4.9325006e+01   2.8357235e+02   4.6544834e+01   2.8773834e+02   3.9586864e+01   2.9723502e+02   4.2047654e+01   2.9413006e+02   4.9325004e+01
   2.2000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9440004e+02   5.0140122e+01   2.8236263e+02   4.6602170e+01   2.8759907e+02   3.8760368e+01   2.9832089e+02   4.1841502e+01   2.9440005e+02   5.0140120e+01
   2.2000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9468946e+02   5.0928610e+01   2.8118637e+02   4.6657394e+01   2.8745206e+02   3.7959024e+01   2.9936446e+02   4.1620203e+01   2.9468947e+02   5.0928606e+01
   2.2000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9562630e+02   4.9884021e+01   2.8255104e+02   4.7420699e+01   2.8656012e+02   3.8938545e+01   2.9794457e+02   4.1062441e+01   2.9562630e+02   4.9884018e+01
   2.2000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9637621e+02   5.1525204e+01   2.8003344e+02   4.7582631e+01   2.8620705e+02   3.7252936e+01   3.0009275e+02   4.0538482e+01   2.9637621e+02   5.1525200e+01
   2.2000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9728728e+02   5.0467987e+01   2.8140463e+02   4.8359571e+01   2.8530718e+02   3.8222367e+01   2.9869040e+02   3.9989606e+01   2.9728728e+02   5.0467983e+01
   2.2000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9604466e+02   5.0738007e+01   2.8123775e+02   4.7533526e+01   2.8634659e+02   3.8059565e+01   2.9906493e+02   4.0772837e+01   2.9604466e+02   5.0738003e+01
   2.2000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9481877e+02   5.0976257e+01   2.8109763e+02   4.6729504e+01   2.8735467e+02   3.7904217e+01   2.9942250e+02   4.1536417e+01   2.9481877e+02   5.0976253e+01
   2.2000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9575350e+02   4.9930525e+01   2.8246309e+02   4.7493751e+01   2.8646224e+02   3.8883125e+01   2.9800377e+02   4.0979508e+01   2.9575350e+02   4.9930522e+01
   2.2000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9816619e+02   4.9392916e+01   2.8283289e+02   4.9126858e+01   2.8437421e+02   3.9194782e+01   2.9729657e+02   3.9418812e+01   2.9816619e+02   4.9392912e+01
   2.2000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9729627e+02   5.0457266e+01   2.8141871e+02   4.8367337e+01   2.8529796e+02   3.8232130e+01   2.9867635e+02   3.9983976e+01   2.9729627e+02   5.0457262e+01
   2.2000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9697579e+02   4.9649452e+01   2.8267080e+02   4.8319714e+01   2.8540950e+02   3.9061105e+01   2.9762182e+02   4.0193718e+01   2.9697578e+02   4.9649449e+01
   2.2000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9665721e+02   4.8866913e+01   2.8388287e+02   4.8248764e+01   2.8553559e+02   3.9864851e+01   2.9659517e+02   4.0399634e+01   2.9665721e+02   4.8866910e+01
   2.2000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9576274e+02   4.9919919e+01   2.8247709e+02   4.7501391e+01   2.8645310e+02   3.8892983e+01   2.9798956e+02   4.0973791e+01   2.9576274e+02   4.9919916e+01
   2.3000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9709279e+02   4.5788014e+01   2.8843688e+02   4.8955990e+01   2.8455441e+02   4.2868727e+01   2.9257806e+02   4.0006831e+01   2.9709278e+02   4.5788013e+01
   2.3000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9625594e+02   4.6842730e+01   2.8694985e+02   4.8263343e+01   2.8553143e+02   4.1906682e+01   2.9392644e+02   4.0630891e+01   2.9625594e+02   4.6842729e+01
   2.3000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9740614e+02   4.6572819e+01   2.8720963e+02   4.9079079e+01   2.8442916e+02   4.2059813e+01   2.9361491e+02   3.9831962e+01   2.9740614e+02   4.6572818e+01
   2.3000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9851794e+02   4.6310789e+01   2.8745241e+02   4.9873225e+01   2.8335109e+02   4.2186801e+01   2.9333374e+02   3.9051963e+01   2.9851794e+02   4.6310789e+01
   2.3000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9770141e+02   4.7376548e+01   2.8595083e+02   4.9167895e+01   2.8433560e+02   4.1234243e+01   2.9467106e+02   3.9667198e+01   2.9770141e+02   4.7376546e+01
   2.3000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9537744e+02   4.7901945e+01   2.8548819e+02   4.7545217e+01   2.8648815e+02   4.0926428e+01   2.9531431e+02   4.1244545e+01   2.9537744e+02   4.7901943e+01
   2.3000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9624732e+02   4.6853359e+01   2.8693503e+02   4.8256249e+01   2.8554115e+02   4.1896917e+01   2.9394019e+02   4.0637115e+01   2.9624732e+02   4.6853357e+01
   2.3000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9653614e+02   4.7663596e+01   2.8568954e+02   4.8348179e+01   2.8542580e+02   4.1067866e+01   2.9501301e+02   4.0462883e+01   2.9653614e+02   4.7663595e+01
   2.3000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9684256e+02   4.8446958e+01   2.8447744e+02   4.8436255e+01   2.8530120e+02   4.0263778e+01   2.9604599e+02   4.0272779e+01   2.9684255e+02   4.8446956e+01
   2.3000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9769299e+02   4.7387288e+01   2.8593588e+02   4.9160669e+01   2.8434540e+02   4.1224574e+01   2.9468469e+02   3.9673336e+01   2.9769299e+02   4.7387287e+01
   2.3000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9847169e+02   4.9016503e+01   2.8333974e+02   4.9395375e+01   2.8403608e+02   3.9531169e+01   2.9681612e+02   3.9210621e+01   2.9847169e+02   4.9016500e+01
   2.3000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9929729e+02   4.7945535e+01   2.8480946e+02   5.0133726e+01   2.8307328e+02   4.0481087e+01   2.9546932e+02   3.8620503e+01   2.9929728e+02   4.7945532e+01
   2.3000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9812684e+02   4.8234847e+01   2.8458327e+02   4.9313069e+01   2.8415231e+02   4.0340418e+01   2.9579723e+02   3.9414195e+01   2.9812684e+02   4.8234845e+01
   2.3000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9697185e+02   4.8493210e+01   2.8438820e+02   4.8513624e+01   2.8519869e+02   4.0205799e+01   2.9610828e+02   4.0187783e+01   2.9697184e+02   4.8493207e+01
   2.3000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9781963e+02   4.7432316e+01   2.8584816e+02   4.9238683e+01   2.8424287e+02   4.1166107e+01   2.9474774e+02   3.9589585e+01   2.9781963e+02   4.7432314e+01
   2.3000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   3.0009632e+02   4.6857716e+01   2.8634076e+02   5.0859628e+01   2.8207344e+02   4.1432639e+01   2.9413112e+02   3.8009530e+01   3.0009632e+02   4.6857715e+01
   2.3000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9930545e+02   4.7934681e+01   2.8482455e+02   5.0141089e+01   2.8306342e+02   4.0490648e+01   2.9545583e+02   3.8614464e+01   2.9930545e+02   4.7934678e+01
   2.3000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9897233e+02   4.7131978e+01   2.8611760e+02   5.0057942e+01   2.8314831e+02   4.1321720e+01   2.9441252e+02   3.8793270e+01   2.9897232e+02   4.7131976e+01
   2.3000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9864185e+02   4.6354599e+01   2.8736648e+02   4.9951817e+01   2.8324866e+02   4.2127872e+01   2.9339737e+02   3.8969536e+01   2.9864185e+02   4.6354598e+01
   2.3000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9782802e+02   4.7421563e+01   2.8586313e+02   4.9245915e+01   2.8423307e+02   4.1175771e+01   2.9473411e+02   3.9583460e+01   2.9782802e+02   4.7421562e+01
   2.4000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9895301e+02   4.3267958e+01   2.9212407e+02   5.0515292e+01   2.8211576e+02   4.5111557e+01   2.8948307e+02   3.8469675e+01   2.9895301e+02   4.3267959e+01
   2.4000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9818449e+02   4.4335135e+01   2.9053937e+02   4.9869396e+01   2.8317045e+02   4.4171782e+01   2.9077243e+02   3.9130504e+01   2.9818449e+02   4.4335136e+01
   2.4000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9927598e+02   4.4047941e+01   2.9086676e+02   5.0676313e+01   2.8202089e+02   4.4300194e+01   2.9050504e+02   3.8323425e+01   2.9927597e+02   4.4047942e+01
   2.4000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   3.0033168e+02   4.3770132e+01   2.9117742e+02   5.1462113e+01   2.8089764e+02   4.4402167e+01   2.9026537e+02   3.7536122e+01   3.0033168e+02   4.3770134e+01
   2.4000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9958212e+02   4.4847226e+01   2.8957290e+02   5.0803322e+01   2.8195886e+02   4.3472847e+01   2.9154611e+02   3.8188306e+01   2.9958211e+02   4.4847226e+01
   2.4000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9738010e+02   4.5407961e+01   2.8898127e+02   4.9196138e+01   2.8420138e+02   4.3212600e+01   2.9209978e+02   3.9782801e+01   2.9738010e+02   4.5407961e+01
   2.4000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9817658e+02   4.4345895e+01   2.9052358e+02   4.9862762e+01   2.8318093e+02   4.4162234e+01   2.9078559e+02   3.9137107e+01   2.9817658e+02   4.4345896e+01
   2.4000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9847837e+02   4.5151508e+01   2.8924438e+02   4.9992273e+01   2.8309507e+02   4.3330979e+01   2.9184310e+02   3.8993146e+01   2.9847837e+02   4.5151508e+01
   2.4000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9879607e+02   4.5930048e+01   2.8799815e+02   5.0116186e+01   2.8299799e+02   4.2524460e+01   2.9286304e+02   3.8832680e+01   2.9879607e+02   4.5930048e+01
   2.4000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9957440e+02   4.4858085e+01   2.8955692e+02   5.0796554e+01   2.8196941e+02   4.3463405e+01   2.9155917e+02   3.8194826e+01   2.9957440e+02   4.4858086e+01
   2.4000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   3.0036636e+02   4.6476281e+01   2.8688737e+02   5.1107420e+01   2.8171854e+02   4.1763347e+01   2.9366865e+02   3.7793555e+01   3.0036635e+02   4.6476280e+01
   2.4000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   3.0112205e+02   4.5394399e+01   2.8846270e+02   5.1802427e+01   2.8068368e+02   4.2690291e+01   2.9237672e+02   3.7164708e+01   3.0112205e+02   4.5394400e+01
   2.4000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   3.0001419e+02   4.5699544e+01   2.8816878e+02   5.0989173e+01   2.8180588e+02   4.2574933e+01   2.9266087e+02   3.7967376e+01   3.0001418e+02   4.5699544e+01
   2.4000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9892092e+02   4.5974484e+01   2.8791102e+02   5.0196132e+01   2.8289414e+02   4.2464097e+01   2.9292831e+02   3.8749493e+01   2.9892091e+02   4.5974483e+01
   2.4000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9969708e+02   4.4901422e+01   2.8947166e+02   5.0877392e+01   2.8186532e+02   4.3402426e+01   2.9162499e+02   3.8112638e+01   2.9969707e+02   4.4901422e+01
   2.4000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   3.0185564e+02   4.4296430e+01   2.9010384e+02   5.2481851e+01   2.7960739e+02   4.3617300e+01   2.9109316e+02   3.6516082e+01   3.0185563e+02   4.4296432e+01
   2.4000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   3.0112954e+02   4.5383439e+01   2.8847887e+02   5.1809339e+01   2.8067306e+02   4.2699613e+01   2.9236377e+02   3.7158284e+01   3.0112953e+02   4.5383439e+01
   2.4000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   3.0078934e+02   4.4585209e+01   2.8981105e+02   5.1687779e+01   2.8072507e+02   4.3532384e+01   2.9133354e+02   3.7307267e+01   3.0078934e+02   4.4585210e+01
   2.4000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   3.0045211e+02   4.3812365e+01   2.9109436e+02   5.1543762e+01   2.8079343e+02   4.4340595e+01   2.9033160e+02   3.7455012e+01   3.0045210e+02   4.3812367e+01
   2.4000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9970477e+02   4.4890550e+01   2.8948767e+02   5.0884169e+01   2.8185476e+02   4.3411861e+01   2.9161193e+02   3.8106129e+01   2.9970477e+02   4.4890551e+01
