MORC to RA, DEC conversion for the 4 Seasons of Kepler	
Jeffrey Van Cleve & Steve Bryson, Kepler Science Office	
07/08/09                                                                    Spring                            Summer                           Fall                         Winter                         Spring, again
      mod             out              row              column        RA              DEC              RA             DEC             RA              DEC              RA             DEC               RA              DEC     
   8.0000000e+00   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.8647772e+02   4.3910052e+01   2.9135094e+02   4.1481421e+01   2.9492941e+02   4.4933964e+01   2.8990766e+02   4.7514037e+01   2.8647772e+02   4.3910052e+01
   8.0000000e+00   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.8744105e+02   4.2931299e+01   2.9271884e+02   4.2119846e+01   2.9406472e+02   4.5972886e+01   2.8844128e+02   4.6840289e+01   2.8744105e+02   4.2931299e+01
   8.0000000e+00   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.8963349e+02   4.2563315e+01   2.9333951e+02   4.3707501e+01   2.9177057e+02   4.6426573e+01   2.8792321e+02   4.5228493e+01   2.8963349e+02   4.2563314e+01
   8.0000000e+00   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.8871230e+02   4.3559982e+01   2.9193041e+02   4.3076812e+01   2.9268371e+02   4.5405539e+01   2.8934002e+02   4.5908554e+01   2.8871230e+02   4.3559982e+01
   8.0000000e+00   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.8855132e+02   4.2734753e+01   2.9305001e+02   4.2921042e+01   2.9291232e+02   4.6223644e+01   2.8815292e+02   4.6026663e+01   2.8855132e+02   4.2734753e+01
   8.0000000e+00   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.8838339e+02   4.1934697e+01   2.9412848e+02   4.2747880e+01   2.9315785e+02   4.7015448e+01   2.8699742e+02   4.6141214e+01   2.8838339e+02   4.1934696e+01
   8.0000000e+00   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.8745063e+02   4.2921368e+01   2.9273280e+02   4.2126215e+01   2.9405582e+02   4.5983351e+01   2.8842665e+02   4.6833386e+01   2.8745063e+02   4.2921367e+01
   8.0000000e+00   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.8705278e+02   4.1237437e+01   2.9495733e+02   4.1699164e+01   2.9469992e+02   4.7635029e+01   2.8595741e+02   4.7124349e+01   2.8705278e+02   4.1237436e+01
   8.0000000e+00   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.8611025e+02   4.2212750e+01   2.9357696e+02   4.1087899e+01   2.9557799e+02   4.6591597e+01   2.8739899e+02   4.7829074e+01   2.8611025e+02   4.2212749e+01
   8.0000000e+00   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.8721056e+02   4.2042915e+01   2.9389484e+02   4.1886654e+01   2.9441923e+02   4.6843653e+01   2.8714153e+02   4.7013989e+01   2.8721056e+02   4.2042914e+01
   8.0000000e+00   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.8827691e+02   4.1879457e+01   2.9419592e+02   4.2664973e+01   2.9327876e+02   4.7065846e+01   2.8691558e+02   4.6219435e+01   2.8827691e+02   4.1879456e+01
   8.0000000e+00   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.8734399e+02   4.2865568e+01   2.9280104e+02   4.2044652e+01   2.9417451e+02   4.6032544e+01   2.8834629e+02   4.6912117e+01   2.8734398e+02   4.2865568e+01
   8.0000000e+00   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.8512905e+02   4.3190240e+01   2.9220835e+02   4.0454623e+01   2.9643031e+02   4.5530738e+01   2.8889546e+02   4.8521534e+01   2.8512905e+02   4.3190240e+01
   8.0000000e+00   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.8610058e+02   4.2222569e+01   2.9356314e+02   4.1081641e+01   2.9558668e+02   4.6581017e+01   2.8741376e+02   4.7836100e+01   2.8610058e+02   4.2222568e+01
   8.0000000e+00   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.8622786e+02   4.3050817e+01   2.9247693e+02   4.1242889e+01   2.9531677e+02   4.5768787e+01   2.8864310e+02   4.7725131e+01   2.8622785e+02   4.3050817e+01
   8.0000000e+00   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.8637103e+02   4.3853717e+01   2.9141979e+02   4.1401278e+01   2.9504580e+02   4.4981949e+01   2.8982900e+02   4.7593206e+01   2.8637103e+02   4.3853717e+01
   8.0000000e+00   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.8733441e+02   4.2875495e+01   2.9278708e+02   4.2038297e+01   2.9418339e+02   4.6022066e+01   2.8836094e+02   4.6919026e+01   2.8733441e+02   4.2875495e+01
   9.0000000e+00   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.8737733e+02   4.0824721e+01   2.9553979e+02   4.1903448e+01   2.9439173e+02   4.8068004e+01   2.8536024e+02   4.6870628e+01   2.8737733e+02   4.0824720e+01
   9.0000000e+00   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.8869067e+02   4.1509434e+01   2.9472916e+02   4.2946579e+01   2.9285487e+02   4.7452585e+01   2.8639306e+02   4.5901802e+01   2.8869067e+02   4.1509433e+01
   9.0000000e+00   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.8843905e+02   4.0697711e+01   2.9581143e+02   4.2692386e+01   2.9320310e+02   4.8252663e+01   2.8521605e+02   4.6062593e+01   2.8843905e+02   4.0697710e+01
   9.0000000e+00   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.8821544e+02   3.9906226e+01   2.9685906e+02   4.2446978e+01   2.9353469e+02   4.9032036e+01   2.8406368e+02   4.6195530e+01   2.8821544e+02   3.9906224e+01
   9.0000000e+00   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.8952015e+02   4.0581379e+01   2.9606403e+02   4.3500124e+01   2.9197825e+02   4.8405176e+01   2.8510629e+02   4.5237627e+01   2.8952015e+02   4.0581378e+01
   9.0000000e+00   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9004593e+02   4.2185057e+01   2.9388278e+02   4.3994563e+01   2.9133866e+02   4.6811111e+01   2.8739949e+02   4.4913706e+01   2.9004593e+02   4.2185057e+01
   9.0000000e+00   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.8870408e+02   4.1516274e+01   2.9472083e+02   4.2957093e+01   2.9283952e+02   4.7446264e+01   2.8640331e+02   4.5891963e+01   2.8870408e+02   4.1516273e+01
   9.0000000e+00   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.8980368e+02   4.1391192e+01   2.9496886e+02   4.3770894e+01   2.9162676e+02   4.7601321e+01   2.8626810e+02   4.5063836e+01   2.8980368e+02   4.1391192e+01
   9.0000000e+00   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9086477e+02   4.1248131e+01   2.9523240e+02   4.4558135e+01   2.9044515e+02   4.7751216e+01   2.8612416e+02   4.4260719e+01   2.9086477e+02   4.1248131e+01
   9.0000000e+00   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.8953347e+02   4.0588126e+01   2.9605585e+02   4.3510738e+01   2.9196272e+02   4.8398735e+01   2.8511665e+02   4.5227898e+01   2.8953347e+02   4.0588126e+01
   9.0000000e+00   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9172793e+02   4.0226161e+01   2.9672486e+02   4.5152041e+01   2.8943754e+02   4.8762103e+01   2.8477383e+02   4.3535918e+01   2.9172793e+02   4.0226161e+01
   9.0000000e+00   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9041020e+02   3.9574841e+01   2.9753177e+02   4.4095538e+01   2.9097055e+02   4.9424071e+01   2.8375515e+02   4.4489490e+01   2.9041020e+02   3.9574841e+01
   9.0000000e+00   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9068029e+02   4.0382301e+01   2.9643105e+02   4.4365205e+01   2.9065096e+02   4.8617356e+01   2.8490434e+02   4.4344497e+01   2.9068030e+02   4.0382301e+01
   9.0000000e+00   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9093371e+02   4.1168867e+01   2.9534744e+02   4.4605654e+01   2.9036725e+02   4.7830159e+01   2.8601799e+02   4.4204285e+01   2.9093371e+02   4.1168867e+01
   9.0000000e+00   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.8960426e+02   4.0508602e+01   2.9617106e+02   4.3558083e+01   2.9188514e+02   4.8479772e+01   2.8500825e+02   4.5169737e+01   2.8960426e+02   4.0508602e+01
   9.0000000e+00   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.8910381e+02   3.8902721e+01   2.9831713e+02   4.3022459e+01   2.9256154e+02   5.0070975e+01   2.8269277e+02   4.5443653e+01   2.8910381e+02   3.8902719e+01
   9.0000000e+00   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9039701e+02   3.9568186e+01   2.9753977e+02   4.4084830e+01   2.9098626e+02   4.9430654e+01   2.8374469e+02   4.4499082e+01   2.9039701e+02   3.9568186e+01
   9.0000000e+00   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.8932788e+02   3.9698095e+01   2.9725719e+02   4.3276738e+01   2.9224570e+02   4.9283062e+01   2.8384045e+02   4.5329848e+01   2.8932788e+02   3.9698094e+01
   9.0000000e+00   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.8828796e+02   3.9826532e+01   2.9697431e+02   4.2494115e+01   2.9345772e+02   4.9115137e+01   2.8395315e+02   4.6135618e+01   2.8828796e+02   3.9826530e+01
   9.0000000e+00   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.8959096e+02   4.0501852e+01   2.9617923e+02   4.3547466e+01   2.9190067e+02   4.8486234e+01   2.8499787e+02   4.5179448e+01   2.8959096e+02   4.0501851e+01
   1.0000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.8947937e+02   3.8475603e+01   2.9894382e+02   4.3265884e+01   2.9212817e+02   5.0508759e+01   2.8212375e+02   4.5114979e+01   2.8947937e+02   3.8475601e+01
   1.0000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9076980e+02   3.9135351e+01   2.9817688e+02   4.4333581e+01   2.9054257e+02   4.9864093e+01   2.8317692e+02   4.4174259e+01   2.9076981e+02   3.9135350e+01
   1.0000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9050126e+02   3.8328478e+01   2.9926786e+02   4.4045600e+01   2.9087138e+02   5.0670717e+01   2.8202749e+02   4.4303664e+01   2.9050126e+02   3.8328477e+01
   1.0000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9026049e+02   3.7541358e+01   3.0032306e+02   4.3767024e+01   2.9118349e+02   5.1456236e+01   2.8090430e+02   4.4406612e+01   2.9026049e+02   3.7541357e+01
   1.0000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9154223e+02   3.8192468e+01   2.9957512e+02   4.4844614e+01   2.8957798e+02   5.0798693e+01   2.8196408e+02   4.3476350e+01   2.9154224e+02   3.8192468e+01
   1.0000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9209820e+02   3.9786546e+01   2.9737411e+02   4.5406944e+01   2.8898350e+02   4.9192037e+01   2.8420634e+02   4.3214161e+01   2.9209820e+02   3.9786546e+01
   1.0000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9078297e+02   3.9141943e+01   2.9816899e+02   4.4344346e+01   2.9052676e+02   4.9857472e+01   2.8318738e+02   4.4164702e+01   2.9078297e+02   3.9141942e+01
   1.0000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9184037e+02   3.8997075e+01   2.9847193e+02   4.5149692e+01   2.8924800e+02   4.9987940e+01   2.8310014e+02   4.3333499e+01   2.9184037e+02   3.8997075e+01
   1.0000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9286017e+02   3.8835737e+01   2.9879077e+02   4.5927960e+01   2.8800217e+02   5.0112784e+01   2.8300176e+02   4.2527040e+01   2.9286017e+02   3.8835738e+01
   1.0000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9155530e+02   3.8198976e+01   2.9956742e+02   4.4855479e+01   2.8956198e+02   5.0791937e+01   2.8197462e+02   4.3466899e+01   2.9155531e+02   3.8198976e+01
   1.0000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9366494e+02   3.7799099e+01   3.0035715e+02   4.6473724e+01   2.8689311e+02   5.1101573e+01   2.8172536e+02   4.1767023e+01   2.9366494e+02   3.7799101e+01
   1.0000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9237234e+02   3.7171097e+01   3.0111161e+02   4.5391603e+01   2.8846904e+02   5.1795586e+01   2.8069163e+02   4.2694633e+01   2.9237234e+02   3.7171097e+01
   1.0000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9265728e+02   3.7973543e+01   3.0000425e+02   4.5697237e+01   2.8817405e+02   5.0982614e+01   2.8181370e+02   4.2578535e+01   2.9265728e+02   3.7973544e+01
   1.0000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9292552e+02   3.8755444e+01   2.9891145e+02   4.5972675e+01   2.8791525e+02   5.0189836e+01   2.8290180e+02   4.2466968e+01   2.9292552e+02   3.8755445e+01
   1.0000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9162152e+02   3.8119436e+01   2.9968641e+02   4.4899388e+01   2.8947638e+02   5.0870119e+01   2.8187418e+02   4.3405930e+01   2.9162152e+02   3.8119436e+01
   1.0000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9108810e+02   3.6523277e+01   3.0184403e+02   4.4293421e+01   2.9011070e+02   5.2474020e+01   2.7961646e+02   4.3622316e+01   2.9108811e+02   3.6523277e+01
   1.0000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9235938e+02   3.7164682e+01   3.0111908e+02   4.5380641e+01   2.8848522e+02   5.1802488e+01   2.8068103e+02   4.2703962e+01   2.9235939e+02   3.7164682e+01
   1.0000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9132927e+02   3.7314301e+01   3.0077816e+02   4.4582691e+01   2.8981682e+02   5.1680193e+01   2.8073410e+02   4.3536648e+01   2.9132927e+02   3.7314300e+01
   1.0000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9032744e+02   3.7462649e+01   3.0044026e+02   4.3810119e+01   2.9109951e+02   5.1535490e+01   2.8080351e+02   4.4344764e+01   2.9032744e+02   3.7462647e+01
   1.0000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9160846e+02   3.8112936e+01   2.9969409e+02   4.4888515e+01   2.8949239e+02   5.0876886e+01   2.8186363e+02   4.3415372e+01   2.9160846e+02   3.8112936e+01
   1.1000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.8844255e+02   4.8956792e+01   2.8455306e+02   4.2872402e+01   2.9257300e+02   4.0006577e+01   2.9709282e+02   4.5784134e+01   2.8844255e+02   4.8956792e+01
   1.1000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.8695504e+02   4.8264723e+01   2.8552948e+02   4.1910102e+01   2.9392150e+02   4.0630121e+01   2.9625688e+02   4.6838959e+01   2.8695504e+02   4.8264724e+01
   1.1000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.8721552e+02   4.9080321e+01   2.8442730e+02   4.2063615e+01   2.9360956e+02   3.9831400e+01   2.9740664e+02   4.6568684e+01   2.8721552e+02   4.9080322e+01
   1.1000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.8745897e+02   4.9874336e+01   2.8334929e+02   4.2190961e+01   2.9332801e+02   3.9051594e+01   2.9851802e+02   4.6306323e+01   2.8745897e+02   4.9874337e+01
   1.1000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.8595681e+02   4.9169599e+01   2.8433322e+02   4.1238108e+01   2.9466547e+02   3.9666308e+01   2.9770244e+02   4.7372213e+01   2.8595681e+02   4.9169600e+01
   1.1000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.8549282e+02   4.7547211e+01   2.8648555e+02   4.0929564e+01   2.9530952e+02   4.1243204e+01   2.9537940e+02   4.7898326e+01   2.8549282e+02   4.7547213e+01
   1.1000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.8694021e+02   4.8257635e+01   2.8553920e+02   4.1900333e+01   2.9393526e+02   4.0636339e+01   2.9624827e+02   4.6849589e+01   2.8694021e+02   4.8257636e+01
   1.1000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.8569481e+02   4.8350014e+01   2.8542334e+02   4.1071358e+01   2.9500783e+02   4.0461785e+01   2.9653762e+02   4.7659624e+01   2.8569482e+02   4.8350015e+01
   1.1000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.8448281e+02   4.8438545e+01   2.8529825e+02   4.0267351e+01   2.9604054e+02   4.0271357e+01   2.9684458e+02   4.8442773e+01   2.8448281e+02   4.8438547e+01
   1.1000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.8594185e+02   4.9162378e+01   2.8434302e+02   4.1228436e+01   2.9467911e+02   3.9672441e+01   2.9769403e+02   4.7382955e+01   2.8594185e+02   4.9162380e+01
   1.1000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.8334481e+02   4.9397710e+01   2.8403309e+02   3.9534481e+01   2.9681097e+02   3.9209289e+01   2.9847352e+02   4.9012467e+01   2.8334481e+02   4.9397713e+01
   1.1000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.8481462e+02   5.0136110e+01   2.8307005e+02   4.0484338e+01   2.9546438e+02   3.8619042e+01   2.9929913e+02   4.7941592e+01   2.8481462e+02   5.0136113e+01
   1.1000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.8458853e+02   4.9315450e+01   2.8414916e+02   4.0343825e+01   2.9579204e+02   3.9412716e+01   2.9812883e+02   4.8230777e+01   2.8458853e+02   4.9315452e+01
   1.1000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.8439350e+02   4.8516001e+01   2.8519563e+02   4.0209323e+01   2.9610288e+02   4.0186281e+01   2.9697399e+02   4.8489052e+01   2.8439350e+02   4.8516003e+01
   1.1000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.8585345e+02   4.9241119e+01   2.8423953e+02   4.1169508e+01   2.9474263e+02   3.9587933e+01   2.9782180e+02   4.7428311e+01   2.8585345e+02   4.9241121e+01
   1.1000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.8634592e+02   5.0862139e+01   2.8206985e+02   4.1435761e+01   2.9412645e+02   3.8007861e+01   3.0009831e+02   4.6853913e+01   2.8634592e+02   5.0862140e+01
   1.1000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.8482970e+02   5.0143475e+01   2.8306018e+02   4.0493897e+01   2.9545088e+02   3.8613001e+01   2.9930729e+02   4.7930740e+01   2.8482970e+02   5.0143477e+01
   1.1000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.8612281e+02   5.0060369e+01   2.8314490e+02   4.1324974e+01   2.9440766e+02   3.8791652e+01   2.9897434e+02   4.7128091e+01   2.8612281e+02   5.0060371e+01
   1.1000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.8737176e+02   4.9954316e+01   2.8324505e+02   4.2131140e+01   2.9339257e+02   3.8967736e+01   2.9864406e+02   4.6350752e+01   2.8737177e+02   4.9954317e+01
   1.1000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.8586842e+02   4.9248352e+01   2.8422973e+02   4.1179171e+01   2.9472900e+02   3.9581806e+01   2.9783020e+02   4.7417560e+01   2.8586842e+02   4.9248354e+01
   1.2000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9080166e+02   4.6581923e+01   2.8774434e+02   4.4555566e+01   2.9054100e+02   4.2418102e+01   2.9357971e+02   4.4370126e+01   2.9080166e+02   4.6581923e+01
   1.2000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.8935013e+02   4.5919500e+01   2.8869728e+02   4.3567015e+01   2.9192020e+02   4.3066217e+01   2.9269887e+02   4.5398055e+01   2.8935013e+02   4.5919500e+01
   1.2000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.8963516e+02   4.6729490e+01   2.8757347e+02   4.3750738e+01   2.9162194e+02   4.2262097e+01   2.9383570e+02   4.5163689e+01   2.8963516e+02   4.6729490e+01
   1.2000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.8990337e+02   4.7518293e+01   2.8647232e+02   4.3907038e+01   2.9135465e+02   4.1477376e+01   2.9493566e+02   4.4936589e+01   2.8990337e+02   4.7518292e+01
   1.2000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.8843679e+02   4.6844509e+01   2.8743559e+02   4.2928312e+01   2.9272251e+02   4.2115678e+01   2.9407108e+02   4.5975653e+01   2.8843679e+02   4.6844510e+01
   1.2000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.8791865e+02   4.5232684e+01   2.8962779e+02   4.2560353e+01   2.9334332e+02   4.3703177e+01   2.9177687e+02   4.6429577e+01   2.8791865e+02   4.5232684e+01
   1.2000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.8933564e+02   4.5912715e+01   2.8870675e+02   4.3556983e+01   2.9193429e+02   4.3072680e+01   2.9268981e+02   4.5408410e+01   2.8933564e+02   4.5912715e+01
   1.2000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.8814838e+02   4.6030824e+01   2.8854579e+02   4.2731769e+01   2.9305376e+02   4.2916838e+01   2.9291860e+02   4.6226543e+01   2.8814838e+02   4.6030824e+01
   1.2000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.8699274e+02   4.6145401e+01   2.8837785e+02   4.1931737e+01   2.9413210e+02   4.2743581e+01   2.9316434e+02   4.7018360e+01   2.8699273e+02   4.6145401e+01
   1.2000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.8842216e+02   4.6837606e+01   2.8744517e+02   4.2918380e+01   2.9273647e+02   4.2122045e+01   2.9406218e+02   4.5986120e+01   2.8842216e+02   4.6837606e+01
   1.2000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.8595310e+02   4.7127141e+01   2.8704927e+02   4.1234818e+01   2.9496047e+02   4.1696312e+01   2.9470451e+02   4.7637632e+01   2.8595310e+02   4.7127142e+01
   1.2000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.8739475e+02   4.7832129e+01   2.8610653e+02   4.2210055e+01   2.9358019e+02   4.1084934e+01   2.9558282e+02   4.6594113e+01   2.8739475e+02   4.7832130e+01
   1.2000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.8713752e+02   4.7016930e+01   2.8720686e+02   4.2040390e+01   2.9389791e+02   4.1883727e+01   2.9442387e+02   4.6846106e+01   2.8713752e+02   4.7016930e+01
   1.2000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.8691175e+02   4.6222270e+01   2.8827323e+02   4.1877072e+01   2.9419888e+02   4.2662076e+01   2.9328321e+02   4.7068259e+01   2.8691175e+02   4.6222271e+01
   1.2000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.8834247e+02   4.6915216e+01   2.8734006e+02   4.2863063e+01   2.9280414e+02   4.2041628e+01   2.9417923e+02   4.6034918e+01   2.8834247e+02   4.6915216e+01
   1.2000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.8889125e+02   4.8524919e+01   2.8512502e+02   4.3187423e+01   2.9221170e+02   4.0451479e+01   2.9643548e+02   4.5533195e+01   2.8889125e+02   4.8524919e+01
   1.2000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.8740952e+02   4.7839158e+01   2.8609686e+02   4.2219872e+01   2.9356637e+02   4.1078675e+01   2.9559152e+02   4.6583532e+01   2.8740952e+02   4.7839159e+01
   1.2000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.8863908e+02   4.7728340e+01   2.8622392e+02   4.3048149e+01   2.9248018e+02   4.1239840e+01   2.9532166e+02   4.5771214e+01   2.8863908e+02   4.7728340e+01
   1.2000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.8982522e+02   4.7596580e+01   2.8636685e+02   4.3851087e+01   2.9142304e+02   4.1398125e+01   2.9505078e+02   4.4984278e+01   2.8982522e+02   4.7596579e+01
   1.2000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.8835712e+02   4.6922127e+01   2.8733048e+02   4.2872988e+01   2.9279018e+02   4.2035273e+01   2.9418811e+02   4.6024440e+01   2.8835712e+02   4.6922127e+01
   1.3000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9296586e+02   4.4160566e+01   2.9112312e+02   4.6148254e+01   2.8834261e+02   4.4792771e+01   2.9023533e+02   4.2850034e+01   2.9296586e+02   4.4160566e+01
   1.3000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9155101e+02   4.3524279e+01   2.9204485e+02   4.5132992e+01   2.8975240e+02   4.5468585e+01   2.8931846e+02   4.3850796e+01   2.9155101e+02   4.3524279e+01
   1.3000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9185394e+02   4.4328762e+01   2.9090154e+02   4.5349006e+01   2.8947275e+02   4.4658855e+01   2.9043854e+02   4.3650530e+01   2.9185394e+02   4.4328762e+01
   1.3000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9214011e+02   4.5112432e+01   2.8977897e+02   4.5536361e+01   2.8922443e+02   4.3869076e+01   2.9152325e+02   4.3457008e+01   2.9214011e+02   4.5112431e+01
   1.3000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9071035e+02   4.4465982e+01   2.9071437e+02   4.4531164e+01   2.9062294e+02   4.4533999e+01   2.9061901e+02   4.4468816e+01   2.9071035e+02   4.4465982e+01
   1.3000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9015176e+02   4.2864774e+01   2.9294228e+02   4.4099870e+01   2.9121122e+02   4.6132643e+01   2.8836143e+02   4.4854346e+01   2.9015176e+02   4.2864774e+01
   1.3000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9153687e+02   4.3517763e+01   2.9205400e+02   4.5122693e+01   2.8976682e+02   4.5475322e+01   2.8930904e+02   4.3860874e+01   2.9153687e+02   4.3517763e+01
   1.3000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9040250e+02   4.3658131e+01   2.9184259e+02   4.4302835e+01   2.9093855e+02   4.5341172e+01   2.8948302e+02   4.4685019e+01   2.9040250e+02   4.3658131e+01
   1.3000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.8929834e+02   4.3795319e+01   2.9162686e+02   4.3508309e+01   2.9206796e+02   4.5187891e+01   2.8967339e+02   4.5483366e+01   2.8929834e+02   4.3795319e+01
   1.3000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9069606e+02   4.4459358e+01   2.9072366e+02   4.4520967e+01   2.9063723e+02   4.4540631e+01   2.9060971e+02   4.4479005e+01   2.9069606e+02   4.4459358e+01
   1.3000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.8834211e+02   4.4798279e+01   2.9022784e+02   4.2849937e+01   2.9296554e+02   4.4155108e+01   2.9113104e+02   4.6148279e+01   2.8834211e+02   4.4798279e+01
   1.3000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.8975222e+02   4.5474062e+01   2.8931097e+02   4.3850693e+01   2.9155088e+02   4.3518964e+01   2.9205250e+02   4.5132910e+01   2.8975222e+02   4.5474062e+01
