#Custom ID, type, EPIC ID, RA, Dec, target name
200195031,5,,,,Asteroid.Hilda.2000 SS223
200195032,5,,,,Asteroid.Hilda.2000 SS223
200195033,5,,,,Asteroid.Hilda.2000 SS223
200195034,5,,,,Asteroid.Hilda.2000 SS223
200195035,5,,,,Asteroid.Hilda.2000 SS223
200195036,5,,,,Asteroid.Hilda.2000 SS223
200195037,5,,,,Asteroid.Hilda.2000 SS223
200195038,5,,,,Asteroid.Hilda.2000 SS223
200195039,5,,,,Asteroid.Hilda.2000 SS223
200195040,5,,,,Asteroid.Hilda.2000 SS223
200195041,5,,,,Asteroid.Hilda.2000 SS223
200195042,5,,,,Asteroid.Hilda.2000 SS223
200195043,5,,,,Asteroid.Hilda.2000 SS223
200195044,5,,,,Asteroid.Hilda.2000 SS223
200195045,5,,,,Asteroid.Hilda.2000 SS223
200195046,5,,,,Asteroid.Hilda.2000 SS223
200195047,5,,,,Asteroid.Hilda.2000 SS223
200195048,5,,,,Asteroid.Hilda.2000 SS223
200195049,5,,,,Asteroid.Hilda.2000 SS223
200195050,5,,,,Asteroid.Hilda.2000 SS223
200195051,5,,,,Asteroid.Hilda.2000 SS223
200195052,5,,,,Asteroid.Hilda.2000 SS223
200195053,5,,,,Asteroid.Hilda.2000 SS223
200195054,5,,,,Asteroid.Hilda.2000 SS223
200195055,5,,,,Asteroid.Hilda.2000 SS223
200195056,5,,,,Asteroid.Hilda.2000 SS223
200195057,5,,,,Asteroid.Hilda.2000 SS223
200195058,5,,,,Asteroid.Hilda.2000 SS223
200195059,5,,,,Asteroid.Hilda.2000 SS223
200195060,5,,,,Asteroid.Hilda.2000 SS223
200195061,5,,,,Asteroid.Hilda.2000 SS223
200195062,5,,,,Asteroid.Hilda.2000 SS223
200195063,5,,,,Asteroid.Hilda.2000 SS223
200195064,5,,,,Asteroid.Hilda.2000 SS223
200195065,5,,,,Asteroid.Hilda.2000 SS223
200195066,5,,,,Asteroid.Hilda.2000 SS223
200195067,5,,,,Asteroid.Hilda.2000 SS223
200195068,5,,,,Asteroid.Hilda.2000 SS223
200195069,5,,,,Asteroid.Hilda.2000 SS223
200195070,5,,,,Asteroid.Hilda.2000 SS223
200195071,5,,,,Asteroid.Hilda.2000 SS223
200195072,5,,,,Asteroid.Hilda.2000 SS223
200195073,5,,,,Asteroid.Hilda.2000 SS223
200195074,5,,,,Asteroid.Hilda.2000 SS223
200195075,5,,,,Asteroid.Hilda.2000 SS223
200195076,5,,,,Asteroid.Hilda.2000 SS223
200195077,5,,,,Asteroid.Hilda.2000 SS223
200195078,5,,,,Asteroid.Hilda.2000 SS223
200195079,5,,,,Asteroid.Hilda.2000 SS223
200195080,5,,,,Asteroid.Hilda.2000 SS223
200195081,5,,,,Asteroid.Hilda.2000 SS223
200195082,5,,,,Asteroid.Hilda.2000 SS223
200195083,5,,,,Asteroid.Hilda.2000 SS223
200195084,5,,,,Asteroid.Hilda.2000 SS223
200195085,5,,,,Asteroid.Hilda.2000 SS223
200195086,5,,,,Asteroid.Hilda.2000 SS223
200195087,5,,,,Asteroid.Hilda.2000 SS223
200195088,5,,,,Asteroid.Hilda.2000 SS223
200195089,5,,,,Asteroid.Hilda.2000 SS223
200195090,5,,,,Asteroid.Hilda.2000 SS223
200195091,5,,,,Asteroid.Hilda.2000 SS223
200195092,5,,,,Asteroid.Hilda.2000 SS223
200195093,5,,,,Asteroid.Hilda.2000 SS223
200195094,5,,,,Asteroid.Hilda.2000 SS223
200195095,5,,,,Asteroid.Hilda.2000 SS223
200195096,5,,,,Asteroid.Hilda.2000 SS223
