EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200183159, , , , GO15086_LC|130P-LC-SSO_TILE
200183160, , , , GO15086_LC|130P-LC-SSO_TILE
200183161, , , , GO15086_LC|130P-LC-SSO_TILE
200183162, , , , GO15086_LC|130P-LC-SSO_TILE
200183163, , , , GO15086_LC|130P-LC-SSO_TILE
200183164, , , , GO15086_LC|130P-LC-SSO_TILE
200183165, , , , GO15086_LC|130P-LC-SSO_TILE
200183166, , , , GO15086_LC|130P-LC-SSO_TILE
200183167, , , , GO15086_LC|130P-LC-SSO_TILE
200183168, , , , GO15086_LC|130P-LC-SSO_TILE
200183169, , , , GO15086_LC|130P-LC-SSO_TILE
200183170, , , , GO15086_LC|130P-LC-SSO_TILE
200183171, , , , GO15086_LC|130P-LC-SSO_TILE
200183172, , , , GO15086_LC|130P-LC-SSO_TILE
200183173, , , , GO15086_LC|130P-LC-SSO_TILE
200183174, , , , GO15086_LC|130P-LC-SSO_TILE
200183175, , , , GO15086_LC|130P-LC-SSO_TILE
200183176, , , , GO15086_LC|130P-LC-SSO_TILE
200183177, , , , GO15086_LC|130P-LC-SSO_TILE
200183178, , , , GO15086_LC|130P-LC-SSO_TILE
200183179, , , , GO15086_LC|130P-LC-SSO_TILE
200183180, , , , GO15086_LC|130P-LC-SSO_TILE
200183181, , , , GO15086_LC|130P-LC-SSO_TILE
200183182, , , , GO15086_LC|130P-LC-SSO_TILE
200183183, , , , GO15086_LC|130P-LC-SSO_TILE
200183184, , , , GO15086_LC|130P-LC-SSO_TILE
200183185, , , , GO15086_LC|130P-LC-SSO_TILE
200183186, , , , GO15086_LC|130P-LC-SSO_TILE
200183187, , , , GO15086_LC|130P-LC-SSO_TILE
200183188, , , , GO15086_LC|130P-LC-SSO_TILE
200183189, , , , GO15086_LC|130P-LC-SSO_TILE
200183190, , , , GO15086_LC|130P-LC-SSO_TILE
200183191, , , , GO15086_LC|130P-LC-SSO_TILE
200183192, , , , GO15086_LC|130P-LC-SSO_TILE
200183193, , , , GO15086_LC|130P-LC-SSO_TILE
200183194, , , , GO15086_LC|130P-LC-SSO_TILE
200183195, , , , GO15086_LC|130P-LC-SSO_TILE
200183196, , , , GO15086_LC|130P-LC-SSO_TILE
200183197, , , , GO15086_LC|130P-LC-SSO_TILE
200183198, , , , GO15086_LC|130P-LC-SSO_TILE
200183199, , , , GO15086_LC|130P-LC-SSO_TILE
200183200, , , , GO15086_LC|130P-LC-SSO_TILE
200183201, , , , GO15086_LC|130P-LC-SSO_TILE
200183202, , , , GO15086_LC|130P-LC-SSO_TILE
200183203, , , , GO15086_LC|130P-LC-SSO_TILE
200183204, , , , GO15086_LC|130P-LC-SSO_TILE
200183205, , , , GO15086_LC|130P-LC-SSO_TILE
200183206, , , , GO15086_LC|130P-LC-SSO_TILE
200183207, , , , GO15086_LC|130P-LC-SSO_TILE
200183208, , , , GO15086_LC|130P-LC-SSO_TILE
200183209, , , , GO15086_LC|130P-LC-SSO_TILE
200183210, , , , GO15086_LC|130P-LC-SSO_TILE
200183211, , , , GO15086_LC|130P-LC-SSO_TILE
200183212, , , , GO15086_LC|130P-LC-SSO_TILE
200183213, , , , GO15086_LC|130P-LC-SSO_TILE
200183214, , , , GO15086_LC|130P-LC-SSO_TILE
200183215, , , , GO15086_LC|130P-LC-SSO_TILE
200183216, , , , GO15086_LC|130P-LC-SSO_TILE
200183217, , , , GO15086_LC|130P-LC-SSO_TILE
200183218, , , , GO15086_LC|130P-LC-SSO_TILE
200183219, , , , GO15086_LC|130P-LC-SSO_TILE
200183220, , , , GO15086_LC|130P-LC-SSO_TILE
200183221, , , , GO15086_LC|130P-LC-SSO_TILE
200183222, , , , GO15086_LC|130P-LC-SSO_TILE
200183223, , , , GO15086_LC|130P-LC-SSO_TILE
200183224, , , , GO15086_LC|130P-LC-SSO_TILE
200183225, , , , GO15086_LC|130P-LC-SSO_TILE
200183226, , , , GO15086_LC|130P-LC-SSO_TILE
200183227, , , , GO15086_LC|130P-LC-SSO_TILE
200183228, , , , GO15086_LC|130P-LC-SSO_TILE
200183229, , , , GO15086_LC|130P-LC-SSO_TILE
200183230, , , , GO15086_LC|130P-LC-SSO_TILE
200183231, , , , GO15086_LC|130P-LC-SSO_TILE
200183232, , , , GO15086_LC|130P-LC-SSO_TILE
200183233, , , , GO15086_LC|130P-LC-SSO_TILE
200183234, , , , GO15086_LC|130P-LC-SSO_TILE
200183235, , , , GO15086_LC|130P-LC-SSO_TILE
200183236, , , , GO15086_LC|130P-LC-SSO_TILE
200183237, , , , GO15086_LC|130P-LC-SSO_TILE
200183238, , , , GO15086_LC|130P-LC-SSO_TILE
200183239, , , , GO15086_LC|130P-LC-SSO_TILE
200183240, , , , GO15086_LC|130P-LC-SSO_TILE
200183241, , , , GO15086_LC|130P-LC-SSO_TILE
200183242, , , , GO15086_LC|130P-LC-SSO_TILE
200183243, , , , GO15086_LC|130P-LC-SSO_TILE
200183244, , , , GO15086_LC|130P-LC-SSO_TILE
200183245, , , , GO15086_LC|130P-LC-SSO_TILE
200183246, , , , GO15086_LC|130P-LC-SSO_TILE
200183247, , , , GO15086_LC|130P-LC-SSO_TILE
200183248, , , , GO15086_LC|130P-LC-SSO_TILE
200183249, , , , GO15086_LC|130P-LC-SSO_TILE
200183250, , , , GO15086_LC|130P-LC-SSO_TILE
200183251, , , , GO15086_LC|130P-LC-SSO_TILE
200183252, , , , GO15086_LC|130P-LC-SSO_TILE
200183253, , , , GO15086_LC|130P-LC-SSO_TILE
200183254, , , , GO15086_LC|130P-LC-SSO_TILE
200183255, , , , GO15086_LC|130P-LC-SSO_TILE
200183256, , , , GO15086_LC|130P-LC-SSO_TILE
200183257, , , , GO15086_LC|130P-LC-SSO_TILE
200183258, , , , GO15086_LC|130P-LC-SSO_TILE
200183259, , , , GO15086_LC|130P-LC-SSO_TILE
200183260, , , , GO15086_LC|130P-LC-SSO_TILE
200183261, , , , GO15086_LC|130P-LC-SSO_TILE
200183262, , , , GO15086_LC|130P-LC-SSO_TILE
200183263, , , , GO15086_LC|130P-LC-SSO_TILE
200183264, , , , GO15086_LC|130P-LC-SSO_TILE
200183265, , , , GO15086_LC|130P-LC-SSO_TILE
200183266, , , , GO15086_LC|130P-LC-SSO_TILE
200183267, , , , GO15086_LC|130P-LC-SSO_TILE
200183268, , , , GO15086_LC|130P-LC-SSO_TILE
200183269, , , , GO15086_LC|130P-LC-SSO_TILE
200183270, , , , GO15086_LC|130P-LC-SSO_TILE
200183271, , , , GO15086_LC|130P-LC-SSO_TILE
200183272, , , , GO15086_LC|130P-LC-SSO_TILE
200183273, , , , GO15086_LC|130P-LC-SSO_TILE
200183274, , , , GO15086_LC|130P-LC-SSO_TILE
200183275, , , , GO15086_LC|130P-LC-SSO_TILE
200183276, , , , GO15086_LC|130P-LC-SSO_TILE
200183277, , , , GO15086_LC|130P-LC-SSO_TILE
200183278, , , , GO15086_LC|130P-LC-SSO_TILE
200183279, , , , GO15086_LC|130P-LC-SSO_TILE
200183280, , , , GO15086_LC|130P-LC-SSO_TILE
200183281, , , , GO15086_LC|130P-LC-SSO_TILE
200183282, , , , GO15086_LC|130P-LC-SSO_TILE
200183283, , , , GO15086_LC|130P-LC-SSO_TILE
200183284, , , , GO15086_LC|130P-LC-SSO_TILE
200183285, , , , GO15086_LC|130P-LC-SSO_TILE
200183286, , , , GO15086_LC|130P-LC-SSO_TILE
200183287, , , , GO15086_LC|130P-LC-SSO_TILE
200183288, , , , GO15086_LC|130P-LC-SSO_TILE
200183289, , , , GO15086_LC|130P-LC-SSO_TILE
200183290, , , , GO15086_LC|130P-LC-SSO_TILE
200183291, , , , GO15086_LC|130P-LC-SSO_TILE
200183292, , , , GO15086_LC|130P-LC-SSO_TILE
200183293, , , , GO15086_LC|130P-LC-SSO_TILE
200183294, , , , GO15086_LC|130P-LC-SSO_TILE
200183295, , , , GO15086_LC|130P-LC-SSO_TILE
200183296, , , , GO15086_LC|130P-LC-SSO_TILE
200183297, , , , GO15086_LC|130P-LC-SSO_TILE
200183298, , , , GO15086_LC|130P-LC-SSO_TILE
200183299, , , , GO15086_LC|130P-LC-SSO_TILE
200183300, , , , GO15086_LC|130P-LC-SSO_TILE
200183301, , , , GO15086_LC|130P-LC-SSO_TILE
200183302, , , , GO15086_LC|130P-LC-SSO_TILE
200183303, , , , GO15086_LC|130P-LC-SSO_TILE
200183304, , , , GO15086_LC|130P-LC-SSO_TILE
200183305, , , , GO15086_LC|130P-LC-SSO_TILE
200183306, , , , GO15086_LC|130P-LC-SSO_TILE
200183307, , , , GO15086_LC|130P-LC-SSO_TILE
200183308, , , , GO15086_LC|130P-LC-SSO_TILE
200183309, , , , GO15086_LC|130P-LC-SSO_TILE
200183310, , , , GO15086_LC|130P-LC-SSO_TILE
200183311, , , , GO15086_LC|130P-LC-SSO_TILE
200183312, , , , GO15086_LC|130P-LC-SSO_TILE
200183313, , , , GO15086_LC|130P-LC-SSO_TILE
200183314, , , , GO15086_LC|130P-LC-SSO_TILE
200183315, , , , GO15086_LC|130P-LC-SSO_TILE
200183316, , , , GO15086_LC|130P-LC-SSO_TILE
200183317, , , , GO15086_LC|130P-LC-SSO_TILE
200183318, , , , GO15086_LC|130P-LC-SSO_TILE
200183319, , , , GO15086_LC|130P-LC-SSO_TILE
200183320, , , , GO15086_LC|130P-LC-SSO_TILE
200183321, , , , GO15086_LC|130P-LC-SSO_TILE
200183322, , , , GO15086_LC|130P-LC-SSO_TILE
200183323, , , , GO15086_LC|130P-LC-SSO_TILE
200183324, , , , GO15086_LC|130P-LC-SSO_TILE
200183325, , , , GO15086_LC|130P-LC-SSO_TILE
200183326, , , , GO15086_LC|130P-LC-SSO_TILE
200183327, , , , GO15086_LC|130P-LC-SSO_TILE
200183328, , , , GO15086_LC|130P-LC-SSO_TILE
200183329, , , , GO15086_LC|130P-LC-SSO_TILE
200183330, , , , GO15086_LC|130P-LC-SSO_TILE
200183331, , , , GO15086_LC|130P-LC-SSO_TILE
200183332, , , , GO15086_LC|130P-LC-SSO_TILE
200183333, , , , GO15086_LC|130P-LC-SSO_TILE
200183334, , , , GO15086_LC|130P-LC-SSO_TILE
200183335, , , , GO15086_LC|130P-LC-SSO_TILE
200183336, , , , GO15086_LC|130P-LC-SSO_TILE
200183337, , , , GO15086_LC|130P-LC-SSO_TILE
200183338, , , , GO15086_LC|130P-LC-SSO_TILE
200183339, , , , GO15086_LC|130P-LC-SSO_TILE
200183340, , , , GO15086_LC|130P-LC-SSO_TILE
200183341, , , , GO15086_LC|130P-LC-SSO_TILE
200183342, , , , GO15086_LC|130P-LC-SSO_TILE
200183343, , , , GO15086_LC|130P-LC-SSO_TILE
200183344, , , , GO15086_LC|130P-LC-SSO_TILE
200183345, , , , GO15086_LC|130P-LC-SSO_TILE
200183346, , , , GO15086_LC|130P-LC-SSO_TILE
200183347, , , , GO15086_LC|130P-LC-SSO_TILE
200183348, , , , GO15086_LC|130P-LC-SSO_TILE
200183349, , , , GO15086_LC|130P-LC-SSO_TILE
200183350, , , , GO15086_LC|130P-LC-SSO_TILE
200183351, , , , GO15086_LC|130P-LC-SSO_TILE
200183352, , , , GO15086_LC|130P-LC-SSO_TILE
200183353, , , , GO15086_LC|130P-LC-SSO_TILE
200183354, , , , GO15086_LC|130P-LC-SSO_TILE
200183355, , , , GO15086_LC|130P-LC-SSO_TILE
200183356, , , , GO15086_LC|130P-LC-SSO_TILE
200183357, , , , GO15086_LC|130P-LC-SSO_TILE
200183358, , , , GO15086_LC|130P-LC-SSO_TILE
200183359, , , , GO15086_LC|130P-LC-SSO_TILE
