#Custom ID, type, EPIC ID, RA, Dec, target name
200217220,5,,,,Asteroid.Trojan.11273
200217221,5,,,,Asteroid.Trojan.11273
200217222,5,,,,Asteroid.Trojan.11273
200217223,5,,,,Asteroid.Trojan.11273
200217224,5,,,,Asteroid.Trojan.11273
200217225,5,,,,Asteroid.Trojan.11273
200217226,5,,,,Asteroid.Trojan.11273
200217227,5,,,,Asteroid.Trojan.11273
200217228,5,,,,Asteroid.Trojan.11273
200217229,5,,,,Asteroid.Trojan.11273
200217230,5,,,,Asteroid.Trojan.11273
200217231,5,,,,Asteroid.Trojan.11273
200217232,5,,,,Asteroid.Trojan.11273
200217233,5,,,,Asteroid.Trojan.11273
200217234,5,,,,Asteroid.Trojan.11273
200217235,5,,,,Asteroid.Trojan.11273
200217236,5,,,,Asteroid.Trojan.11273
200217237,5,,,,Asteroid.Trojan.11273
200217238,5,,,,Asteroid.Trojan.11273
200217239,5,,,,Asteroid.Trojan.11273
200217240,5,,,,Asteroid.Trojan.11273
200217241,5,,,,Asteroid.Trojan.11273
200217242,5,,,,Asteroid.Trojan.11273
200217243,5,,,,Asteroid.Trojan.11273
200217244,5,,,,Asteroid.Trojan.11273
200217245,5,,,,Asteroid.Trojan.11273
200217246,5,,,,Asteroid.Trojan.11273
200217247,5,,,,Asteroid.Trojan.11273
200217248,5,,,,Asteroid.Trojan.11273
200217249,5,,,,Asteroid.Trojan.11273
200217250,5,,,,Asteroid.Trojan.11273
200217251,5,,,,Asteroid.Trojan.11273
200217252,5,,,,Asteroid.Trojan.11273
200217253,5,,,,Asteroid.Trojan.11273
200217254,5,,,,Asteroid.Trojan.11273
200217255,5,,,,Asteroid.Trojan.11273
200217256,5,,,,Asteroid.Trojan.11273
200217257,5,,,,Asteroid.Trojan.11273
200217258,5,,,,Asteroid.Trojan.11273
200217259,5,,,,Asteroid.Trojan.11273
200217260,5,,,,Asteroid.Trojan.11273
200217261,5,,,,Asteroid.Trojan.11273
200217262,5,,,,Asteroid.Trojan.11273
200217263,5,,,,Asteroid.Trojan.11273
200217264,5,,,,Asteroid.Trojan.11273
200217265,5,,,,Asteroid.Trojan.11273
200217266,5,,,,Asteroid.Trojan.11273
200217267,5,,,,Asteroid.Trojan.11273
200217268,5,,,,Asteroid.Trojan.11273
200217269,5,,,,Asteroid.Trojan.11273
200217270,5,,,,Asteroid.Trojan.11273
200217271,5,,,,Asteroid.Trojan.11273
200217272,5,,,,Asteroid.Trojan.11273
200217273,5,,,,Asteroid.Trojan.11273
200217274,5,,,,Asteroid.Trojan.11273
200217275,5,,,,Asteroid.Trojan.11273
200217276,5,,,,Asteroid.Trojan.11273
200217277,5,,,,Asteroid.Trojan.11273
200217278,5,,,,Asteroid.Trojan.11273
200217279,5,,,,Asteroid.Trojan.11273
200217280,5,,,,Asteroid.Trojan.11273
200217281,5,,,,Asteroid.Trojan.11273
200217282,5,,,,Asteroid.Trojan.11273
200217283,5,,,,Asteroid.Trojan.11273
200217284,5,,,,Asteroid.Trojan.11273
200217285,5,,,,Asteroid.Trojan.11273
200217286,5,,,,Asteroid.Trojan.11273
200217287,5,,,,Asteroid.Trojan.11273
200217288,5,,,,Asteroid.Trojan.11273
200217289,5,,,,Asteroid.Trojan.11273
200217290,5,,,,Asteroid.Trojan.11273
200217291,5,,,,Asteroid.Trojan.11273
200217292,5,,,,Asteroid.Trojan.11273
200217293,5,,,,Asteroid.Trojan.11273
200217294,5,,,,Asteroid.Trojan.11273
200217295,5,,,,Asteroid.Trojan.11273
200217296,5,,,,Asteroid.Trojan.11273
200217297,5,,,,Asteroid.Trojan.11273
200217298,5,,,,Asteroid.Trojan.11273
200217299,5,,,,Asteroid.Trojan.11273
200217300,5,,,,Asteroid.Trojan.11273
200217301,5,,,,Asteroid.Trojan.11273
200217302,5,,,,Asteroid.Trojan.11273
200217303,5,,,,Asteroid.Trojan.11273
200217304,5,,,,Asteroid.Trojan.11273
200217305,5,,,,Asteroid.Trojan.11273
200217306,5,,,,Asteroid.Trojan.11273
