EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
220492640, 18.1051083, 6.596961, 16.394, GO8056_LC
220492878, 11.4052916, 6.602334, 15.781, GO8056_LC|GO8031_LC
220492918, 22.190567, 6.6032009, 14.759, GO8056_LC|GO8032_LC|GO8042_LC
220492943, 14.1365337, 6.6036711, 15.467, GO8056_LC|GO8032_LC|GO8033_LC
220492951, 18.0638828, 6.603775, 15.137, GO8056_LC|GO8032_LC|GO8033_LC
220492975, 14.4801569, 6.6043372, 15.196, GO8056_LC
220493182, 13.9301863, 6.6092029, 15.146, GO8056_LC|GO8031_LC
220493389, 22.0647545, 6.6137309, 14.933, GO8056_LC|GO8032_LC
220493390, 20.1756153, 6.6137338, 15.09, GO8056_LC|GO8012_LC|GO8031_LC
220493591, 12.943737, 6.6185589, 15.193, GO8056_LC|GO8031_LC
220493606, 17.6869621, 6.618968, 16.245, GO8056_LC
220493736, 21.8002644, 6.621994, 14.443, GO8056_LC
220494473, 17.9777489, 6.6393251, 15.386, GO8056_LC|GO8031_LC
220494537, 13.0788288, 6.6407118, 16.473, GO8056_LC
220494815, 14.6273146, 6.6474509, 16.221, GO8056_LC
220495083, 18.9906273, 6.654314, 16.131, GO8056_LC
220495280, 17.7740479, 6.6593719, 15.709, GO8056_LC|GO8031_LC
220495345, 10.3907661, 6.6610031, 15.611, GO8056_LC|GO8031_LC
220495440, 12.1831999, 6.6627898, 16.31, GO8056_LC
220496036, 16.4175377, 6.6765652, 14.839, GO8056_LC|GO8032_LC|GO8033_LC
220496179, 13.8799553, 6.679584, 15.495, GO8056_LC|GO8032_LC|GO8033_LC
220496751, 22.4973068, 6.6927729, 14.678, GO8056_LC|GO8032_LC
220496843, 14.2447739, 6.6949601, 15.449, GO8056_LC|GO8032_LC|GO8033_LC
220496926, 19.2678719, 6.6970439, 15.557, GO8056_LC|GO8031_LC
220497196, 16.5540924, 6.7032018, 16.08, GO8056_LC
220497432, 23.0483074, 6.7089801, 14.481, GO8056_LC|GO8013_LC
220497625, 19.2129307, 6.7136221, 15.704, GO8056_LC|GO8031_LC
220497709, 13.984355, 6.7157092, 14.221, GO8056_LC|GO8031_LC
220497725, 18.4353333, 6.7160702, 16.452, GO8056_LC
220497853, 17.7531395, 6.7191639, 15.752, GO8056_LC|GO8031_LC
220497940, 19.7651005, 6.7208319, 14.762, GO8056_LC|GO8031_LC
220498026, 12.3430099, 6.7228179, 16.082, GO8056_LC
220498267, 16.6767998, 6.7294812, 15.358, GO8056_LC|GO8031_LC
220498268, 11.8307323, 6.7295098, 15.624, GO8056_LC|GO8031_LC
220498374, 11.8137741, 6.7320881, 16.455, GO8056_LC
220498474, 10.5945187, 6.734221, 14.86, GO8056_LC|GO8042_LC
220498576, 16.475172, 6.7362499, 14.055, GO8056_LC|GO8042_LC|GO8031_LC
220498928, 12.2034998, 6.7450399, 16.212, GO8056_LC
220499026, 19.7683372, 6.7469978, 14.455, GO8056_LC|GO8032_LC
220499481, 12.1902742, 6.7591929, 16.471, GO8056_LC
220499526, 12.3375683, 6.760469, 16.457, GO8056_LC
220499910, 15.2641163, 6.770164, 14.843, GO8056_LC|GO8031_LC
220500184, 12.5631838, 6.7773151, 14.786, GO8056_LC|GO8031_LC
220500319, 18.0202389, 6.7803502, 15.995, GO8056_LC
220501313, 13.039012, 6.8030062, 11.138, GO8056_LC|GO8066_LC|GO8042_LC|GO8008_LC|GO8049_LC
220502441, 19.8415241, 6.828239, 16.351, GO8056_LC
220502654, 19.829113, 6.832654, 16.207, GO8056_LC
220503587, 10.3902893, 6.8530531, 15.354, GO8056_LC|GO8031_LC
220504286, 14.2497158, 6.8678851, 15.646, GO8056_LC|GO8031_LC
220504607, 14.2621365, 6.8745332, 16.009, GO8056_LC
220504830, 11.9964027, 6.879231, 15.982, GO8056_LC|GO8031_LC
220504875, 17.4342613, 6.8801751, 13.496, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220505078, 22.8027096, 6.8846121, 14.901, GO8056_LC|GO8032_LC
220505496, 22.9956589, 6.8925281, 16.318, GO8056_LC
220506237, 17.3657188, 6.9088869, 16.212, GO8056_LC
220506642, 17.7226562, 6.9181609, 15.006, GO8056_LC|GO8031_LC
220506715, 17.3230438, 6.9198432, 16.334, GO8056_LC
220506795, 10.1396713, 6.9216762, 15.689, GO8056_LC|GO8031_LC
220506837, 19.8057156, 6.9226408, 16.303, GO8056_LC
220507824, 22.0181446, 6.944509, 13.354, GO8056_LC|GO8032_LC|GO8042_LC
220508065, 18.5439835, 6.9499998, 13.476, GO8056_LC|GO8042_LC|GO8031_LC
220508113, 12.0129261, 6.950902, 14.901, GO8056_LC|GO8031_LC
220508845, 22.8614025, 6.9675851, 14.96, GO8056_LC|GO8031_LC
220509282, 12.1570082, 6.9771371, 16.492, GO8056_LC
220509429, 15.7555876, 6.980382, 14.596, GO8056_LC|GO8042_LC
220509441, 12.9323797, 6.9805999, 16.377, GO8056_LC
220509768, 19.1465836, 6.9882979, 16.195, GO8056_LC
220510022, 19.6573544, 6.9941692, 13.659, GO8056_LC|GO8032_LC
220510421, 11.8841324, 7.0033002, 14.242, GO8056_LC|GO8031_LC
220510467, 12.3793278, 7.0042338, 15.951, GO8056_LC
220510493, 21.7209473, 7.0047851, 14.482, GO8056_LC|GO8032_LC|GO8042_LC
220510569, 18.2572098, 7.0063229, 14.549, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220511170, 19.7256966, 7.0199142, 15.772, GO8056_LC|GO8032_LC
220511225, 19.6219997, 7.021091, 15.499, GO8056_LC|GO8032_LC
220511481, 14.5574636, 7.027349, 15.79, GO8056_LC|GO8031_LC
220512417, 13.7560711, 7.050024, 16.464, GO8056_LC
220512791, 14.3487673, 7.0581889, 15.599, GO8056_LC|GO8031_LC
220513239, 11.936018, 7.0687079, 16.456, GO8056_LC
220513700, 22.6373463, 7.079864, 12.767, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC
220513761, 21.8177967, 7.0814409, 14.666, GO8056_LC|GO8032_LC|GO8042_LC
220513832, 18.1117287, 7.0830011, 16.358, GO8056_LC
220513898, 12.4356794, 7.0847392, 16.394, GO8056_LC
220514033, 19.6261864, 7.0882082, 15.501, GO8056_LC|GO8032_LC
220514315, 14.4223022, 7.0948071, 15.653, GO8056_LC|GO8031_LC
220514435, 15.3069077, 7.0974669, 14.57, GO8056_LC|GO8031_LC
220514472, 18.8641605, 7.0981169, 14.334, GO8056_LC|GO8031_LC
220514556, 19.1740513, 7.0997839, 16.093, GO8056_LC
220515216, 10.1183176, 7.1151962, 14.535, GO8056_LC|GO8031_LC
220515573, 19.4416065, 7.1239891, 14.993, GO8056_LC|GO8031_LC
220516443, 12.4884605, 7.1439691, 14.605, GO8056_LC|GO8042_LC
220516474, 23.0309372, 7.1448679, 16.409, GO8056_LC
220516690, 10.677577, 7.149786, 15.401, GO8056_LC|GO8031_LC
220516695, 19.3288078, 7.1499062, 15.281, GO8056_LC|GO8031_LC
220516794, 17.8917732, 7.1519599, 14.056, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220516844, 19.6405468, 7.1531758, 15.55, GO8056_LC
220516899, 14.9865551, 7.1542501, 14.314, GO8056_LC|GO8013_LC|GO8059_LC|GO8042_LC
220517070, 11.0080729, 7.1581602, 14.14, GO8056_LC|GO8042_LC
220517242, 14.9861975, 7.1615758, 13.855, GO8056_LC|GO8013_LC|GO8059_LC|GO8042_LC|GO8031_LC
220517255, 19.4183235, 7.1617651, 15.894, GO8056_LC
220517886, 12.2039967, 7.1762452, 14.869, GO8056_LC|GO8031_LC
220518116, 22.6210213, 7.1807051, 16.376, GO8056_LC
220518607, 17.4066792, 7.1918302, 15.562, GO8056_LC
220518608, 12.8052521, 7.1918421, 15.364, GO8056_LC
220518811, 17.4945431, 7.1959, 15.7, GO8056_LC
220519018, 23.2136803, 7.2006111, 16.472, GO8056_LC
220519042, 13.7440777, 7.2011671, 15.575, GO8056_LC|GO8032_LC
220519093, 17.8960476, 7.2023988, 15.365, GO8056_LC|GO8031_LC
220519144, 17.9654427, 7.2034369, 16.248, GO8056_LC
220519377, 14.285718, 7.2082429, 16.433, GO8056_LC
220519888, 15.5178003, 7.2189412, 15.678, GO8056_LC
220520611, 13.9631357, 7.234067, 14.741, GO8056_LC|GO8031_LC
220521314, 10.7653065, 7.2489429, 14.796, GO8056_LC|GO8032_LC
220521699, 14.7031174, 7.2575378, 15.666, GO8056_LC|GO8032_LC
220521826, 17.3116207, 7.2602811, 15.511, GO8056_LC
220522388, 15.0381947, 7.271811, 14.607, GO8056_LC|GO8031_LC
220522639, 17.840189, 7.276659, 16.447, GO8056_LC
220522660, 11.2067871, 7.2770228, 16.358, GO8056_LC
220522664, 9.8218994, 7.2771001, 13.787, GO8056_LC|GO8032_LC|GO8042_LC
220522679, 10.2750616, 7.2774882, 13.59, GO8056_LC|GO8032_LC|GO8042_LC
220522953, 14.5453281, 7.2832699, 16.227, GO8056_LC
220523018, 17.5195751, 7.2845821, 15.754, GO8056_LC|GO8031_LC
220523032, 22.4142494, 7.2848668, 16.379, GO8056_LC
220523649, 18.2211399, 7.2975898, 15.081, GO8056_LC|GO8031_LC
220524240, 16.0246391, 7.3102188, 15.433, GO8056_LC|GO8031_LC
220524392, 14.9437828, 7.313458, 15.589, GO8056_LC|GO8031_LC
220524511, 15.7481861, 7.3160362, 14.729, GO8056_LC|GO8032_LC|GO8033_LC
220524512, 15.6159925, 7.3160548, 16.458, GO8056_LC
220524750, 14.1180801, 7.321682, 15.929, GO8056_LC
220524945, 18.6932926, 7.3256712, 16.353, GO8056_LC
220525225, 14.0991611, 7.3312969, 16.403, GO8056_LC
220525616, 15.0131521, 7.3402619, 15.11, GO8056_LC|GO8032_LC|GO8033_LC
220525728, 14.1958542, 7.3425918, 16.186, GO8056_LC
220526666, 15.1353588, 7.3630762, 15.494, GO8056_LC|GO8031_LC
220526824, 15.6185436, 7.3658228, 14.953, GO8056_LC|GO8031_LC
220526883, 10.0935564, 7.3671951, 15.457, GO8056_LC|GO8031_LC
220527032, 12.6269417, 7.370594, 14.885, GO8056_LC|GO8032_LC
220527135, 19.1275902, 7.3727398, 16.317, GO8056_LC
220527208, 10.3417721, 7.3745742, 13.339, GO8056_LC|GO8032_LC|GO8042_LC
220527425, 13.4503994, 7.3793612, 16.025, GO8056_LC
220527471, 22.7901917, 7.3803282, 15.375, GO8056_LC|GO8031_LC
220528397, 9.8016558, 7.4011149, 15.143, GO8056_LC|GO8032_LC
220528530, 19.0396996, 7.40416, 16.199, GO8056_LC
220528770, 9.954339, 7.4092541, 16.398, GO8056_LC
220528787, 10.1054935, 7.409596, 14.256, GO8056_LC|GO8042_LC
220528857, 19.0571918, 7.4109721, 15.961, GO8056_LC|GO8031_LC
220528887, 10.0528107, 7.4116101, 16.017, GO8056_LC
220529024, 22.5825138, 7.4145398, 16.281, GO8056_LC
220529038, 14.7684813, 7.4147701, 16.457, GO8056_LC
220529093, 16.2250633, 7.4158068, 14.773, GO8056_LC
220529150, 13.396637, 7.4171772, 14.981, GO8056_LC|GO8031_LC
220529355, 10.2748041, 7.421834, 15.739, GO8056_LC|GO8031_LC
220529380, 9.9829588, 7.4222622, 14.745, GO8056_LC|GO8031_LC
220529442, 11.0263119, 7.4236369, 16.133, GO8056_LC
220529683, 19.3577061, 7.428721, 16.293, GO8056_LC
220529692, 18.6209545, 7.428926, 16.36, GO8056_LC
220530461, 15.0763597, 7.4467602, 16.269, GO8056_LC
220530554, 22.5827503, 7.449204, 16.128, GO8056_LC
220530788, 17.6748829, 7.45333, 15.353, GO8056_LC
220531829, 13.3969841, 7.4761019, 16.357, GO8056_LC
220531836, 10.3758078, 7.476346, 14.224, GO8056_LC|GO8013_LC|GO8032_LC|GO8042_LC
220531954, 22.6317101, 7.4792919, 16.325, GO8056_LC
220532003, 13.8214808, 7.4803329, 16.12, GO8056_LC
220532443, 13.8257217, 7.4904971, 16.164, GO8056_LC
220532992, 14.7481384, 7.5038562, 16.005, GO8056_LC
220533047, 11.1699724, 7.5056658, 16.347, GO8056_LC
220533131, 15.3249197, 7.5075121, 16.419, GO8056_LC
220533231, 15.7309618, 7.5100369, 16.386, GO8056_LC
220533376, 11.6544847, 7.5136662, 16.461, GO8056_LC
220533538, 10.9851589, 7.5173469, 16.192, GO8056_LC
220533916, 17.5941582, 7.526094, 15.437, GO8056_LC|GO8031_LC
220534518, 19.0717812, 7.5404401, 16.42, GO8056_LC
220534527, 17.7421379, 7.5406718, 16.481, GO8056_LC
220534699, 17.960598, 7.5446858, 15.439, GO8056_LC|GO8031_LC
220534922, 15.1870546, 7.5497422, 16.264, GO8056_LC
220534929, 13.7767715, 7.5499401, 14.994, GO8056_LC|GO8032_LC
220535453, 19.4247971, 7.5617471, 14.658, GO8056_LC|GO8070_LC
220535921, 18.0267315, 7.5726819, 14.678, GO8056_LC|GO8031_LC
220536204, 15.5505419, 7.5790458, 15.283, GO8056_LC|GO8031_LC
220536283, 10.1219397, 7.580667, 15.659, GO8056_LC|GO8032_LC
220536421, 22.7563324, 7.5834808, 13.801, GO8056_LC|GO8032_LC|GO8042_LC
220537859, 13.4123859, 7.6168208, 15.65, GO8056_LC|GO8031_LC
220538091, 15.1408854, 7.6221762, 15.294, GO8056_LC|GO8032_LC
220538099, 19.3487778, 7.6223149, 15.444, GO8056_LC|GO8031_LC
220538507, 15.8584862, 7.6322999, 14.968, GO8056_LC|GO8031_LC
220538732, 15.7415819, 7.6376209, 15.75, GO8056_LC|GO8031_LC
220538801, 15.8416834, 7.6393218, 15.618, GO8056_LC|GO8031_LC
220538839, 15.0863705, 7.6401782, 16.312, GO8056_LC
220539008, 18.4412136, 7.643867, 16.073, GO8056_LC
220539146, 13.7073498, 7.647099, 16.162, GO8056_LC
220539157, 15.7599277, 7.647296, 16.195, GO8056_LC
220539410, 15.9678345, 7.652988, 16.36, GO8056_LC
220539762, 17.7380829, 7.661365, 15.451, GO8056_LC|GO8031_LC
220539879, 18.0562782, 7.6640272, 15.454, GO8056_LC|GO8031_LC
220540588, 14.3591747, 7.6805229, 15.966, GO8056_LC|GO8031_LC
220540954, 22.7614365, 7.6881499, 16.15, GO8056_LC
220541600, 10.04636, 7.7023888, 14.828, GO8056_LC|GO8032_LC|GO8042_LC
220541816, 13.8291321, 7.707314, 16.5, GO8056_LC
220542079, 14.6248808, 7.7133298, 16.382, GO8056_LC
220542668, 9.7475271, 7.7256908, 16.345, GO8056_LC
220542745, 15.6411552, 7.7272801, 16.381, GO8056_LC
220543535, 15.2485027, 7.7449312, 15.593, GO8056_LC|GO8031_LC
220543648, 9.5468893, 7.7473001, 16.491, GO8056_LC
220544153, 19.5024719, 7.7578831, 14.378, GO8056_LC|GO8042_LC
220544690, 9.899642, 7.7696648, 16.472, GO8056_LC
220544692, 11.970108, 7.769681, 16.243, GO8056_LC
220545085, 13.0854292, 7.7783041, 16.248, GO8056_LC
220545113, 15.4152699, 7.778873, 14.772, GO8056_LC|GO8032_LC
220545586, 14.3860598, 7.789391, 16.328, GO8056_LC
220545732, 13.4708614, 7.7926569, 14.856, GO8056_LC|GO8031_LC
220545752, 15.4890804, 7.7931809, 14.681, GO8056_LC|GO8031_LC
220546545, 18.7407112, 7.8104992, 15.604, GO8056_LC|GO8031_LC
220546874, 11.213994, 7.817842, 16.154, GO8056_LC
220547032, 9.5073843, 7.8215699, 16.474, GO8056_LC
220547166, 13.6001616, 7.8245869, 14.449, GO8056_LC|GO8031_LC
220547603, 9.8699417, 7.834445, 15.901, GO8056_LC|GO8031_LC
220549063, 13.5732908, 7.8696241, 15.596, GO8056_LC|GO8032_LC
220549373, 18.6292629, 7.877346, 16.488, GO8056_LC
220549408, 9.4659252, 7.8780332, 15.526, GO8056_LC|GO8032_LC
220549753, 11.0835619, 7.886754, 16.447, GO8056_LC
220549786, 11.9896441, 7.8876929, 15.941, GO8056_LC|GO8031_LC
220550264, 11.7372475, 7.8988128, 15.775, GO8056_LC|GO8031_LC
220550489, 15.4324541, 7.9048252, 16.154, GO8056_LC
220550686, 11.5269957, 7.9098458, 15.824, GO8056_LC|GO8031_LC
220551141, 10.0306644, 7.921154, 14.981, GO8056_LC|GO8032_LC
220551252, 13.8937378, 7.9239478, 14.607, GO8056_LC|GO8031_LC
220551984, 13.5677891, 7.9410372, 15.462, GO8056_LC|GO8031_LC
220552322, 12.0361319, 7.949338, 15.428, GO8056_LC|GO8031_LC
220552625, 11.5250168, 7.9571052, 16.086, GO8056_LC
220552629, 15.7477751, 7.9571862, 15.019, GO8056_LC|GO8031_LC
220552664, 11.8224821, 7.9581232, 16.073, GO8056_LC
220552673, 11.171689, 7.9584508, 16.332, GO8056_LC
220552674, 14.0717831, 7.9584599, 15.926, GO8056_LC|GO8031_LC
220553139, 15.8709497, 7.9687018, 16.293, GO8056_LC
220553620, 9.9804134, 7.9806628, 16.4, GO8056_LC
220553772, 16.9170742, 7.984344, 15.52, GO8056_LC|GO8031_LC
220554153, 11.474328, 7.994266, 15.903, GO8056_LC|GO8031_LC
220554208, 18.9236431, 7.995286, 15.406, GO8056_LC|GO8031_LC
220554498, 11.7492189, 8.0019484, 16.228, GO8056_LC
220554726, 19.1192951, 8.007081, 16.404, GO8056_LC
220555296, 13.2727776, 8.0209846, 15.414, GO8056_LC|GO8032_LC
220555299, 11.7482042, 8.0210209, 13.653, GO8056_LC|GO8032_LC|GO8042_LC
220556827, 13.8306808, 8.057127, 15.408, GO8056_LC|GO8032_LC
220557226, 11.8969393, 8.0658951, 16.431, GO8056_LC
220557930, 12.0562897, 8.08286, 16.243, GO8056_LC
220557951, 18.3041172, 8.083334, 16.068, GO8056_LC
220558228, 16.6971302, 8.0898991, 14.708, GO8056_LC|GO8031_LC
220558529, 14.4452744, 8.0956669, 15.483, GO8056_LC|GO8031_LC
220558588, 14.4345341, 8.0971451, 13.84, GO8056_LC|GO8042_LC|GO8031_LC
220558868, 14.8166885, 8.1039572, 14.599, GO8056_LC|GO8031_LC
220558947, 10.6268492, 8.1054993, 16.131, GO8056_LC
220558965, 16.3895588, 8.1059465, 16.305, GO8056_LC
220559293, 10.5996571, 8.1133137, 13.373, GO8056_LC|GO8032_LC|GO8042_LC
220559514, 18.3898678, 8.1186762, 14.674, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220559579, 15.7155352, 8.1201849, 16.277, GO8056_LC
220559627, 14.2301321, 8.1210737, 15.906, GO8056_LC|GO8031_LC
220559769, 14.8250446, 8.1242399, 14.636, GO8056_LC|GO8031_LC
220560921, 9.9113398, 8.1494703, 16.48, GO8056_LC
220561487, 14.7946653, 8.1618147, 16.214, GO8056_LC
220561510, 17.3288574, 8.1621704, 15.257, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220561631, 14.7741346, 8.1649704, 14.287, GO8056_LC|GO8031_LC
220561656, 10.1119614, 8.1654263, 16.242, GO8056_LC
220561974, 18.6929951, 8.172389, 16.037, GO8056_LC
220562625, 12.1395903, 8.1881313, 14.483, GO8056_LC|GO8032_LC|GO8042_LC
220562666, 10.719841, 8.1892767, 16.063, GO8056_LC
220563254, 18.6096649, 8.2024965, 15.657, GO8056_LC|GO8032_LC|GO8033_LC
220564671, 18.5609493, 8.2353315, 13.56, GO8056_LC|GO8042_LC
220564834, 10.939291, 8.2393818, 15.503, GO8056_LC|GO8031_LC
220565290, 11.7166786, 8.250021, 16.054, GO8056_LC
220565515, 14.6305285, 8.2553463, 15.803, GO8056_LC|GO8031_LC
220566460, 12.0278521, 8.279191, 15.051, GO8056_LC|GO8031_LC
220566635, 18.8330364, 8.283494, 16.434, GO8056_LC
220566709, 12.0752096, 8.2852774, 16.131, GO8056_LC
220567222, 13.9205246, 8.2968264, 14.604, GO8056_LC|GO8032_LC|GO8042_LC
220568182, 17.2493114, 8.3206596, 16.383, GO8056_LC
220568238, 19.0700912, 8.3218985, 16.039, GO8056_LC
220568980, 13.9851198, 8.340373, 15.488, GO8056_LC|GO8031_LC
220569076, 16.6897488, 8.3430271, 15.467, GO8056_LC|GO8059_LC|GO8031_LC
220569187, 19.0285912, 8.3457661, 14.205, GO8056_LC|GO8042_LC|GO8031_LC
220569537, 14.8900595, 8.3542147, 16.044, GO8056_LC
220569588, 11.1973791, 8.3555517, 16.437, GO8056_LC
220569990, 16.3448277, 8.3653021, 15.408, GO8056_LC|GO8031_LC
220570048, 10.452961, 8.3668833, 15.379, GO8056_LC|GO8032_LC
220570241, 17.3323078, 8.3716698, 15.712, GO8056_LC|GO8031_LC
220570695, 18.6777821, 8.3834295, 16.164, GO8056_LC
220570785, 12.675005, 8.3855944, 15.29, GO8056_LC|GO8032_LC
220570852, 16.6402855, 8.387063, 16.337, GO8056_LC
220571575, 17.2329636, 8.4048119, 16.015, GO8056_LC
220571902, 10.4968424, 8.4126949, 16.315, GO8056_LC
220572030, 10.1546879, 8.4158907, 15.456, GO8056_LC|GO8031_LC
220572655, 16.4492855, 8.4302063, 15.202, GO8056_LC|GO8031_LC
220573017, 11.5299788, 8.4395332, 14.923, GO8056_LC|GO8031_LC
220573728, 16.2912464, 8.4565344, 14.097, GO8056_LC|GO8032_LC|GO8042_LC
220573905, 10.3239222, 8.460187, 12.628, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC
220574117, 16.3567886, 8.4647837, 15.893, GO8056_LC|GO8031_LC
220574273, 15.3248148, 8.4685259, 16.345, GO8056_LC
220574672, 17.8159885, 8.476964, 12.511, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC|GO8033_LC
220574755, 10.0346413, 8.4788961, 15.79, GO8056_LC|GO8031_LC
220574826, 12.7153311, 8.4804678, 16.445, GO8056_LC
220575646, 10.7174053, 8.4991245, 15.75, GO8056_LC|GO8031_LC
220575907, 17.5966835, 8.5052061, 15.581, GO8056_LC|GO8032_LC|GO8033_LC
220576047, 9.3511238, 8.508996, 16.079, GO8056_LC
220576165, 14.9672766, 8.5117702, 15.491, GO8056_LC|GO8031_LC
220576285, 17.9579411, 8.5142612, 15.4, GO8056_LC|GO8031_LC
220576317, 15.1958504, 8.515028, 15.546, GO8056_LC|GO8031_LC
220576337, 16.1343365, 8.5153904, 16.011, GO8056_LC
220576495, 14.7342424, 8.5191994, 14.471, GO8056_LC|GO8032_LC
220576500, 14.7716722, 8.51929, 14.052, GO8056_LC|GO8032_LC|GO8042_LC
220577605, 10.1596193, 8.5440369, 16.131, GO8056_LC
220578008, 14.7522449, 8.5521955, 12.721, GO8056_LC|GO8068_LC|GO8032_LC|GO8077_LC|GO8042_LC
220578093, 14.2071142, 8.5543833, 13.146, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220578257, 17.9428463, 8.5581303, 16.403, GO8056_LC
220578940, 15.1215172, 8.5728874, 16.312, GO8056_LC
220579282, 10.1216698, 8.5797291, 13.962, GO8056_LC|GO8032_LC|GO8042_LC
220579721, 10.4089003, 8.5892553, 15.923, GO8056_LC
220580867, 16.5109844, 8.614048, 11.729, GO8056_LC|GO8068_LC|GO8032_LC|GO8077_LC|GO8042_LC
220581121, 15.2766666, 8.619626, 14.054, GO8056_LC|GO8032_LC|GO8042_LC
220581136, 18.0825005, 8.6201658, 14.916, GO8056_LC|GO8031_LC
220581236, 11.5299997, 8.6219959, 16.172, GO8056_LC
220581451, 12.573, 8.6261692, 13.061, GO8056_LC|GO8042_LC|GO8008_LC
220581466, 10.694006, 8.6263924, 15.154, GO8056_LC|GO8032_LC
220581489, 17.5281868, 8.6268492, 14.868, GO8056_LC|GO8031_LC
220582228, 16.5045013, 8.6421881, 14.587, GO8056_LC|GO8032_LC|GO8042_LC
220582836, 16.4026108, 8.6555567, 16.333, GO8056_LC
220583125, 16.5267525, 8.6621284, 16.218, GO8056_LC
220583872, 14.5943174, 8.6778603, 14.834, GO8056_LC
220583954, 9.4788628, 8.6797714, 16.013, GO8056_LC
220583985, 9.7432947, 8.680213, 15.127, GO8056_LC
220584021, 12.9850168, 8.6807451, 16.193, GO8056_LC
220584120, 16.4961929, 8.6830454, 12.751, GO8056_LC|GO8068_LC|GO8032_LC
220584851, 16.5438271, 8.6990652, 16.435, GO8056_LC
220585243, 17.1135693, 8.7071333, 15.808, GO8056_LC|GO8031_LC
220585465, 14.2989817, 8.7118893, 16.443, GO8056_LC
220585706, 17.9013996, 8.716979, 15.264, GO8056_LC|GO8031_LC
220585889, 16.4125576, 8.7206964, 16.239, GO8056_LC
220586512, 16.9520626, 8.7338419, 13.112, GO8056_LC|GO8032_LC|GO8042_LC
220586523, 16.4186172, 8.7339211, 15.682, GO8056_LC|GO8031_LC
220587749, 14.5435419, 8.759964, 16.043, GO8056_LC
220588187, 10.2075672, 8.7687941, 14.53, GO8056_LC|GO8032_LC
220588397, 17.4396305, 8.7733984, 16.014, GO8056_LC
220588560, 10.7003212, 8.7767582, 15.128, GO8056_LC|GO8031_LC
220589439, 16.9002304, 8.7954044, 16.397, GO8056_LC
220589559, 10.4792824, 8.79778, 13.074, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220589831, 13.2465544, 8.8032694, 16.445, GO8056_LC
220590500, 17.1188793, 8.8186016, 13.045, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220591432, 16.9877014, 8.838851, 16.159, GO8056_LC
220591589, 16.9343719, 8.8422613, 15.549, GO8056_LC|GO8032_LC
220592291, 12.8694181, 8.8574257, 15.505, GO8056_LC|GO8031_LC
220592542, 14.5860987, 8.8633928, 14.0, GO8056_LC|GO8042_LC|GO8031_LC
220592588, 11.2646637, 8.864336, 15.733, GO8056_LC
220593100, 9.6188126, 8.8755951, 13.992, GO8056_LC|GO8032_LC|GO8042_LC
220593521, 9.825057, 8.8841162, 14.374, GO8056_LC|GO8032_LC|GO8042_LC
220593862, 17.8876705, 8.8905888, 16.484, GO8056_LC
220595578, 16.0147839, 8.9274158, 14.231, GO8056_LC|GO8032_LC|GO8042_LC
220595579, 13.4367685, 8.9274797, 16.199, GO8056_LC
220595597, 10.4715309, 8.9279928, 14.567, GO8056_LC|GO8032_LC
220595729, 16.7794209, 8.9304676, 16.145, GO8056_LC
220595829, 16.2283669, 8.9331398, 16.284, GO8056_LC
220596328, 14.5532198, 8.9435396, 16.254, GO8056_LC
220596741, 17.1165123, 8.9527311, 16.357, GO8056_LC
220597042, 14.6144428, 8.9591293, 16.319, GO8056_LC
220597828, 16.1708603, 8.9764433, 16.212, GO8056_LC
220598331, 18.3441753, 8.9875393, 14.847, GO8056_LC|GO8032_LC
220598432, 13.2405739, 8.9898701, 16.203, GO8056_LC
220598472, 12.903965, 8.99086, 15.479, GO8056_LC|GO8031_LC
220598549, 11.1742678, 8.992507, 16.059, GO8056_LC
220598739, 13.3308058, 8.9967537, 16.058, GO8056_LC
220598991, 12.4838886, 9.0024776, 15.956, GO8056_LC|GO8031_LC
220599364, 13.5483236, 9.0108461, 16.013, GO8056_LC
220599380, 10.2479715, 9.0113163, 15.606, GO8056_LC|GO8031_LC
220599616, 16.918808, 9.0166264, 16.335, GO8056_LC
220599647, 10.9794197, 9.0173178, 15.697, GO8056_LC
220599917, 17.0162525, 9.0230484, 16.121, GO8056_LC
220600373, 16.1153755, 9.0333366, 16.01, GO8056_LC
220600862, 11.4886637, 9.0447979, 16.147, GO8056_LC
220600880, 12.1631994, 9.045002, 16.247, GO8056_LC
220601972, 18.5761147, 9.0692453, 15.841, GO8056_LC|GO8032_LC
220601975, 12.7989378, 9.0692863, 15.159, GO8056_LC|GO8032_LC|GO8059_LC
220602250, 10.2446136, 9.0752344, 16.325, GO8056_LC
220602692, 18.3129311, 9.0847864, 15.605, GO8056_LC|GO8032_LC
