# Summary of K2 Program GO18022

Title: Phoenix From The Ashes: Coronal Activity In Old Dwarf Stars

PI: Whitehouse, Lewis (University College London)
CoIs: Jay Farihi (University College London), JJ Hermes (University of North Carolina)



# Targets requested by this program that have been observed (19)
EPIC,RA,Dec,Kp,InvestigationIDs
211552085,123.52802,13.87001,19.11700,GO18022_LC
211675588,132.76407,15.58515,18.46400,GO18017_LC|GO18022_LC
211752386,133.35670,16.64155,20.02500,GO18022_LC
211802212,134.35762,17.34775,16.54800,GO18017_LC|GO18022_LC
211899800,133.41100,18.72376,18.57400,GO18022_LC
211902714,130.88560,18.76674,19.44800,GO18022_LC
211916470,126.42169,18.97246,19.56300,GO18022_LC
211936590,125.05714,19.27370,19.12300,GO18017_LC|GO18022_LC
211963201,126.52271,19.67376,19.51200,GO18017_LC|GO18022_LC
212025211,127.61081,20.67315,19.72900,GO18022_LC
212146514,130.74918,22.95826,17.22000,GO18017_LC|GO18022_LC
251812042,133.14400,10.58493,19.80000,GO18017_LC|GO18022_LC
251812043,134.38464,20.66165,19.70000,GO18017_LC|GO18022_LC
251812044,123.55612,14.67016,20.20000,GO18017_LC|GO18022_LC
251812045,128.92325,11.82767,19.33200,GO18022_LC
251812046,130.10033,19.31536,20.04600,GO18022_LC
251812047,127.60796,19.78358,20.43200,GO18022_LC
251812048,127.50529,21.55603,20.56600,GO18022_LC
251812049,127.48238,18.59236,20.72400,GO18022_LC
