EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200195031, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195032, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195033, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195034, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195035, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195036, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195037, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195038, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195039, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195040, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195041, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195042, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195043, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195044, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195045, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195046, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195047, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195048, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195049, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195050, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195051, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195052, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195053, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195054, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195055, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195056, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195057, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195058, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195059, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195060, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195061, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195062, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195063, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195064, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195065, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195066, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195067, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
200195068, , , , GO16085_LC|2000_SS223-LC-SSO_TILE
