EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200004656, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004657, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004658, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004659, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004660, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004661, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004662, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004663, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004664, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004665, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004666, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004667, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004668, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004669, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004670, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004671, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004672, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004673, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004674, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004675, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004676, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004677, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004678, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004679, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004680, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004681, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004682, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004683, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004684, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004685, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004686, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004687, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004688, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004689, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004690, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004691, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004692, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004693, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004694, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004695, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004696, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004697, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004698, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004699, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004700, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004701, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004702, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004703, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004704, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004705, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004706, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004707, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004708, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004709, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004710, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004711, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004712, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004713, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004714, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004715, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004716, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004717, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004718, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004719, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004720, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004721, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004722, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004723, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004724, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004725, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004726, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004727, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004728, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004729, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004730, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004731, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004732, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004733, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004734, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004735, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004736, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004737, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004738, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004739, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004740, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004741, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004742, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004743, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004744, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004745, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004746, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004747, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004748, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004749, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004750, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004751, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004752, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004753, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004754, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004755, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004756, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004757, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004758, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004759, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004760, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004761, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004762, , , , GO3057_LC|GO3060_LC|GO3115_LC
200004763, , , , GO3057_SC|GO3060_SC
200004764, , , , GO3057_SC|GO3060_SC
200004765, , , , GO3057_SC|GO3060_SC
200004766, , , , GO3057_SC|GO3060_SC
200004767, , , , GO3057_SC|GO3060_SC
200004768, , , , GO3057_SC|GO3060_SC
200004769, , , , GO3057_SC|GO3060_SC
200004770, , , , GO3057_SC|GO3060_SC
200004771, , , , GO3057_SC|GO3060_SC
200004772, , , , GO3057_SC|GO3060_SC
200004773, , , , GO3057_SC|GO3060_SC
200004774, , , , GO3057_SC|GO3060_SC
200004775, , , , GO3057_SC|GO3060_SC
200004776, , , , GO3057_SC|GO3060_SC
200004777, , , , GO3057_SC|GO3060_SC
200004778, , , , GO3057_SC|GO3060_SC
200004779, , , , GO3057_SC|GO3060_SC
200004780, , , , GO3057_SC|GO3060_SC
200004781, , , , GO3057_SC|GO3060_SC
200004782, , , , GO3057_SC|GO3060_SC
200004783, , , , GO3057_SC|GO3060_SC
200004784, , , , GO3057_SC|GO3060_SC
200004785, , , , GO3057_SC|GO3060_SC
200004786, , , , GO3057_SC|GO3060_SC
200004787, , , , GO3057_SC|GO3060_SC
200004788, , , , GO3057_SC|GO3060_SC
200004789, , , , GO3057_SC|GO3060_SC
200004790, , , , GO3057_SC|GO3060_SC
200004791, , , , GO3057_SC|GO3060_SC
200004792, , , , GO3057_SC|GO3060_SC
200004793, , , , GO3057_SC|GO3060_SC
200004794, , , , GO3057_SC|GO3060_SC
200004795, , , , GO3057_SC|GO3060_SC
200004796, , , , GO3057_SC|GO3060_SC
200004797, , , , GO3057_SC|GO3060_SC
200004798, , , , GO3057_SC|GO3060_SC
200004799, , , , GO3057_SC|GO3060_SC
200004800, , , , GO3057_SC|GO3060_SC
200004801, , , , GO3057_SC|GO3060_SC
200004802, , , , GO3057_SC|GO3060_SC
200004803, , , , GO3057_SC|GO3060_SC
200004804, , , , GO3057_SC|GO3060_SC
200004805, , , , GO3057_SC|GO3060_SC
200004806, , , , GO3057_SC|GO3060_SC
200004807, , , , GO3057_SC|GO3060_SC
200004808, , , , GO3057_SC|GO3060_SC
200004809, , , , GO3057_SC|GO3060_SC
200004810, , , , GO3057_SC|GO3060_SC
200004811, , , , GO3057_SC|GO3060_SC
200004812, , , , GO3057_SC|GO3060_SC
200004813, , , , GO3057_SC|GO3060_SC
200004814, , , , GO3057_SC|GO3060_SC
200004815, , , , GO3057_SC|GO3060_SC
200004816, , , , GO3057_SC|GO3060_SC
200004817, , , , GO3057_SC|GO3060_SC
200004818, , , , GO3057_SC|GO3060_SC
200004819, , , , GO3057_SC|GO3060_SC
200004820, , , , GO3057_SC|GO3060_SC
200004821, , , , GO3057_SC|GO3060_SC
200004822, , , , GO3057_SC|GO3060_SC
200004823, , , , GO3057_SC|GO3060_SC
200004824, , , , GO3057_SC|GO3060_SC
200004825, , , , GO3057_SC|GO3060_SC
200004826, , , , GO3057_SC|GO3060_SC
200004827, , , , GO3057_SC|GO3060_SC
200004828, , , , GO3057_SC|GO3060_SC
200004829, , , , GO3057_SC|GO3060_SC
200004830, , , , GO3057_SC|GO3060_SC
200004831, , , , GO3057_SC|GO3060_SC
200004832, , , , GO3057_SC|GO3060_SC
200004833, , , , GO3057_SC|GO3060_SC
200004834, , , , GO3057_SC|GO3060_SC
200004835, , , , GO3057_SC|GO3060_SC
200004836, , , , GO3057_SC|GO3060_SC
200004837, , , , GO3057_SC|GO3060_SC
200004838, , , , GO3057_SC|GO3060_SC
200004839, , , , GO3057_SC|GO3060_SC
200004840, , , , GO3057_SC|GO3060_SC
200004841, , , , GO3057_SC|GO3060_SC
200004842, , , , GO3057_SC|GO3060_SC
200004843, , , , GO3057_SC|GO3060_SC
200004844, , , , GO3057_SC|GO3060_SC
200004845, , , , GO3057_SC|GO3060_SC
200004846, , , , GO3057_SC|GO3060_SC
200004847, , , , GO3057_SC|GO3060_SC
200004848, , , , GO3057_SC|GO3060_SC
200004849, , , , GO3057_SC|GO3060_SC
200004850, , , , GO3057_SC|GO3060_SC
200004851, , , , GO3057_SC|GO3060_SC
200004852, , , , GO3057_SC|GO3060_SC
200004853, , , , GO3057_SC|GO3060_SC
200004854, , , , GO3057_SC|GO3060_SC
200004855, , , , GO3057_SC|GO3060_SC
200004856, , , , GO3057_SC|GO3060_SC
200004857, , , , GO3057_SC|GO3060_SC
200004858, , , , GO3057_SC|GO3060_SC
200004859, , , , GO3057_SC|GO3060_SC
200004860, , , , GO3057_SC|GO3060_SC
200004861, , , , GO3057_SC|GO3060_SC
200004862, , , , GO3057_SC|GO3060_SC
200004863, , , , GO3057_SC|GO3060_SC
200004864, , , , GO3057_SC|GO3060_SC
200004865, , , , GO3057_SC|GO3060_SC
200004866, , , , GO3057_SC|GO3060_SC
200004867, , , , GO3057_SC|GO3060_SC
200004868, , , , GO3057_SC|GO3060_SC
200004869, , , , GO3057_SC|GO3060_SC
200004870, , , , GO3057_SC|GO3060_SC
200004871, , , , GO3057_SC|GO3060_SC
200004872, , , , GO3057_SC|GO3060_SC
200004873, , , , GO3057_SC|GO3060_SC
200004874, , , , GO3057_SC|GO3060_SC
200004875, , , , GO3057_SC|GO3060_SC
200004876, , , , GO3057_SC|GO3060_SC
200004877, , , , GO3057_SC|GO3060_SC
200004878, , , , GO3057_SC|GO3060_SC
200004879, , , , GO3057_SC|GO3060_SC
200004880, , , , GO3057_SC|GO3060_SC
200004881, , , , GO3057_SC|GO3060_SC
200004882, , , , GO3057_SC|GO3060_SC
200004883, , , , GO3057_SC|GO3060_SC
200004884, , , , GO3057_SC|GO3060_SC
200004885, , , , GO3057_SC|GO3060_SC
200004886, , , , GO3057_SC|GO3060_SC
200004887, , , , GO3057_SC|GO3060_SC
200004888, , , , GO3057_SC|GO3060_SC
200004889, , , , GO3057_SC|GO3060_SC
200004890, , , , GO3057_SC|GO3060_SC
200004891, , , , GO3057_SC|GO3060_SC
200004892, , , , GO3057_SC|GO3060_SC
200004893, , , , GO3057_SC|GO3060_SC
200004894, , , , GO3057_SC|GO3060_SC
200004895, , , , GO3057_SC|GO3060_SC
200004896, , , , GO3057_SC|GO3060_SC
200004897, , , , GO3057_SC|GO3060_SC
200004898, , , , GO3057_SC|GO3060_SC
200004899, , , , GO3057_SC|GO3060_SC
200004900, , , , GO3057_SC|GO3060_SC
200004901, , , , GO3057_SC|GO3060_SC
200004902, , , , GO3057_SC|GO3060_SC
200004903, , , , GO3057_SC|GO3060_SC
200004904, , , , GO3057_SC|GO3060_SC
200004905, , , , GO3057_SC|GO3060_SC
200004906, , , , GO3057_SC|GO3060_SC
200004907, , , , GO3057_SC|GO3060_SC
200004908, , , , GO3057_SC|GO3060_SC
200004909, , , , GO3057_SC|GO3060_SC
200004910, , , , GO3057_SC|GO3060_SC
200004911, , , , GO3057_SC|GO3060_SC
200004912, , , , GO3057_SC|GO3060_SC
200004913, , , , GO3057_SC|GO3060_SC
200004914, , , , GO3057_SC|GO3060_SC
200004915, , , , GO3057_SC|GO3060_SC
200004916, , , , GO3057_SC|GO3060_SC
200004917, , , , GO3057_SC|GO3060_SC
200004918, , , , GO3057_SC|GO3060_SC
200004919, , , , GO3057_SC|GO3060_SC
200004920, , , , GO3057_SC|GO3060_SC
200004921, , , , GO3057_SC|GO3060_SC
200004922, , , , GO3057_SC|GO3060_SC
200004923, , , , GO3057_SC|GO3060_SC
