EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
205934569, 334.842763, -16.892601, 10.721, GO3104_LC|GO3067_LC|GO3049_LC|GO3081_LC
205982900, 335.816376, -15.33228, 10.233, GO3064_SC|GO3104_LC|GO3054_LC|GO3067_LC|GO3049_LC|GO3081_LC
206202136, 333.017139, -9.72379, 12.82, GO3104_LC|GO3054_LC|GO3067_LC|GO3051_LC|GO3049_LC
206260730, 331.253506, -8.827763, 11.909, GO3104_LC|GO3054_LC|GO3067_LC|GO3049_LC|GO3086_LC
206532093, 335.577903, -4.206278, 11.561, GO3104_LC|GO3054_LC|GO3067_LC|GO3049_LC|GO3081_LC
