# Summary of K2 Program GO17063

Title: The K2 M Dwarf Project

PI: Dressing, Courtney (University of California, Berkeley)
CoIs: Ian Crossfield (MIT), Joshua Schlieder (NASA Goddard), Kevin Hardegree-Ullman(University of Toledo), Jessie Christiansen (NExScI/IPAC), Erik Petigura (Caltech)



# Targets requested by this program that have been observed (3210)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212616262, 199.2254181, -10.2207184, 15.693, GO17063_LC|GO17068_LC
212616560, 201.2275085, -10.2137537, 16.385, GO17063_LC
212616595, 207.9657288, -10.2127609, 16.694, GO17063_LC
212616681, 198.469574, -10.2108288, 15.41, GO17063_LC|GO17068_LC
212616721, 198.8045349, -10.209836, 14.698, GO17063_LC|GO17068_LC
212616934, 198.1215973, -10.2050829, 16.476, GO17063_LC
212617250, 207.3835754, -10.1979599, 13.171, GO17063_LC|GO17068_LC
212617577, 204.9607697, -10.1903381, 15.088, GO17063_LC|GO17068_LC
212617579, 202.5445251, -10.1902142, 17.361, GO17063_LC
212617582, 207.4845276, -10.1901712, 16.849, GO17063_LC
212617861, 207.033371, -10.1844072, 16.001, GO17063_LC|GO17068_LC
212617952, 200.0682831, -10.1822367, 14.468, GO17011_LC|GO17063_LC|GO17068_LC
212617991, 205.4348602, -10.1813154, 11.848, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212618032, 205.9817657, -10.1805229, 16.569, GO17063_LC
212618039, 206.1007385, -10.1804171, 16.807, GO17063_LC
212618261, 207.5065155, -10.176075, 16.134, GO17063_LC|GO17068_LC
212618343, 201.2796783, -10.1741543, 16.591, GO17063_LC
212618413, 208.7842407, -10.1726723, 15.599, GO17063_LC|GO17068_LC
212618711, 200.2136841, -10.1654959, 16.169, GO17063_LC|GO17068_LC
212619131, 208.1698608, -10.1565657, 14.975, GO17063_LC|GO17068_LC
212619206, 199.7673492, -10.1547346, 15.542, GO17063_LC|GO17064_LC|GO17068_LC
212619309, 201.5474091, -10.152421, 16.889, GO17063_LC
212619403, 205.6190491, -10.1502886, 17.054, GO17063_LC
212619558, 202.166748, -10.1468973, 15.418, GO17063_LC|GO17068_LC
212619746, 208.4372101, -10.1426048, 16.558, GO17063_LC
212619841, 200.1014557, -10.1406136, 15.403, GO17063_LC|GO17068_LC
212619899, 202.9473419, -10.1391039, 16.607, GO17063_LC
212619950, 198.6916656, -10.138011, 16.816, GO17063_LC
212620046, 204.5549469, -10.1361599, 17.171, GO17063_LC
212620235, 198.2828674, -10.1317577, 17.193, GO17063_LC
212620398, 202.6944885, -10.1283226, 17.127, GO17063_LC
212620567, 208.2920227, -10.1248446, 15.478, GO17063_LC|GO17068_LC
212620828, 198.0931244, -10.1184988, 9.964, GO17038_LC|GO17049_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212621342, 198.5782013, -10.1058884, 14.793, GO17011_LC|GO17063_LC|GO17068_LC
212621586, 207.048996, -10.1003599, 13.97, GO17063_LC|GO17068_LC
212621588, 199.9951477, -10.1003218, 14.361, GO17063_LC|GO17068_LC
212621608, 203.0159912, -10.0996752, 15.758, GO17063_LC|GO17068_LC
212621610, 201.8071136, -10.0996485, 16.679, GO17063_LC|GO17064_LC
212621924, 199.6155701, -10.0917082, 16.056, GO17063_LC|GO17068_LC
212621936, 206.0217743, -10.0915079, 13.241, GO17049_LC|GO17063_LC|GO17068_LC
212621953, 200.1399384, -10.0912714, 16.51, GO17063_LC
212622175, 200.3700409, -10.0857229, 15.171, GO17063_LC|GO17068_LC
212622223, 198.3427734, -10.084547, 15.445, GO17063_LC|GO17068_LC
212622268, 204.5417175, -10.0835533, 15.771, GO17063_LC
212622303, 205.0767975, -10.0826998, 16.957, GO17063_LC
212622371, 205.0789032, -10.0809937, 13.705, GO17049_LC|GO17063_LC|GO17068_LC
212622532, 207.7182922, -10.0775747, 15.275, GO17063_LC|GO17068_LC
212622611, 206.9741669, -10.0755272, 14.35, GO17063_LC|GO17068_LC
212622876, 203.45224, -10.0695486, 16.395, GO17063_LC
212623031, 203.3710327, -10.0661011, 13.564, GO17049_LC|GO17063_LC|GO17068_LC
212623061, 207.5723114, -10.0653439, 14.024, GO17049_LC|GO17063_LC|GO17068_LC
212623151, 205.3506165, -10.0633984, 16.87, GO17063_LC
212623358, 201.8283234, -10.0594873, 14.766, GO17063_LC|GO17068_LC
212623461, 202.6677704, -10.0575552, 17.038, GO17063_LC
212623465, 207.7641602, -10.0574369, 16.193, GO17063_LC|GO17068_LC
212623480, 205.2308044, -10.057127, 16.249, GO17063_LC
212623562, 202.4155273, -10.0550232, 16.678, GO17063_LC
212623571, 202.9277802, -10.0547934, 14.631, GO17063_LC|GO17068_LC
212623576, 201.5998993, -10.0546608, 16.031, GO17063_LC|GO17068_LC
212624072, 200.2221985, -10.0430498, 17.167, GO17063_LC
212624093, 202.4660187, -10.0427151, 15.349, GO17063_LC
212624138, 199.8659973, -10.0419712, 15.021, GO17063_LC|GO17068_LC
212624320, 198.1558533, -10.0378313, 16.959, GO17063_LC
212624437, 207.3142395, -10.0348692, 14.426, GO17063_LC|GO17068_LC
212624645, 200.2857208, -10.0299282, 14.483, GO17063_LC|GO17064_LC|GO17068_LC
212624675, 199.8138275, -10.0293016, 15.701, GO17063_LC|GO17068_LC
212624875, 205.4325256, -10.0252399, 14.209, GO17049_LC|GO17063_LC|GO17068_LC
212625015, 198.8560333, -10.0217848, 15.399, GO17063_LC|GO17068_LC
212625084, 207.0611115, -10.020359, 17.14, GO17063_LC
212625117, 202.423584, -10.0196047, 17.011, GO17063_LC
212625119, 205.8717346, -10.0195913, 15.313, GO17063_LC|GO17068_LC
212625411, 202.070694, -10.0122576, 15.672, GO17063_LC|GO17068_LC
212625441, 201.3682709, -10.0116377, 16.256, GO17063_LC
212625645, 199.2820892, -10.0072784, 15.59, GO17063_LC|GO17068_LC
212625660, 200.1064911, -10.0070496, 16.76, GO17063_LC
212625768, 207.3507843, -10.004631, 16.982, GO17063_LC
212625840, 203.3113556, -10.003274, 13.804, GO17040_LC|GO17049_LC|GO17063_LC|GO17068_LC
212625888, 201.4554596, -10.0021906, 15.717, GO17063_LC|GO17068_LC
212626284, 202.6860809, -9.9936066, 16.419, GO17063_LC
212626320, 205.4724121, -9.9927359, 17.186, GO17063_LC
212626484, 199.5358124, -9.9886122, 16.006, GO17063_LC|GO17068_LC
212626605, 199.1428223, -9.9851198, 12.66, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212627005, 203.0654144, -9.9759588, 17.056, GO17063_LC
212627174, 204.1517639, -9.9714069, 16.914, GO17063_LC
212627192, 204.5515594, -9.9708662, 15.852, GO17063_LC|GO17068_LC
212627224, 201.4608612, -9.9701786, 15.562, GO17063_LC|GO17068_LC
212627348, 198.888382, -9.9670677, 16.313, GO17063_LC
212627672, 201.6505585, -9.9592791, 15.949, GO17063_LC|GO17068_LC
212627785, 205.2546997, -9.956584, 15.98, GO17063_LC|GO17068_LC
212627931, 202.5776978, -9.9532003, 14.986, GO17011_LC|GO17063_LC|GO17068_LC
212628008, 206.348526, -9.9511347, 16.882, GO17063_LC
212628098, 200.2905579, -9.9491682, 13.259, GO17049_LC|GO17063_LC|GO17068_LC
212628138, 199.1412964, -9.9483604, 11.849, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212628208, 206.0875549, -9.94697, 17.004, GO17063_LC
212628574, 205.6852112, -9.938798, 14.917, GO17063_LC|GO17068_LC
212628621, 200.1582489, -9.9377346, 15.926, GO17063_LC|GO17068_LC
212628757, 200.3899994, -9.9344606, 16.03, GO17063_LC|GO17068_LC
212629208, 201.3569641, -9.9241943, 17.24, GO17063_LC
212629323, 198.555954, -9.9220791, 15.94, GO17063_LC|GO17068_LC
212629407, 199.0025635, -9.9202871, 17.12, GO17063_LC
212629699, 198.5996552, -9.913538, 17.259, GO17063_LC
212629729, 202.2180634, -9.9129419, 15.871, GO17063_LC|GO17068_LC
212629737, 202.2641449, -9.9127598, 15.839, GO17063_LC|GO17068_LC
212629786, 206.0433655, -9.9116669, 16.124, GO17063_LC|GO17068_LC
212630391, 198.8508606, -9.8987761, 16.202, GO17063_LC
212630470, 205.4775085, -9.8967304, 15.75, GO17063_LC|GO17068_LC
212630783, 202.8428497, -9.8900318, 16.749, GO17063_LC
212631010, 203.0214844, -9.8846073, 17.547, GO17063_LC
212631024, 199.9384766, -9.8842573, 15.347, GO17063_LC|GO17068_LC
212631154, 199.7324829, -9.8809509, 13.031, GO17063_LC|GO17068_LC
212631322, 199.830658, -9.8772659, 17.049, GO17063_LC
212631518, 201.4523315, -9.8723288, 16.202, GO17063_LC|GO17068_LC
212631580, 205.8598328, -9.8710737, 15.514, GO17063_LC|GO17068_LC
212631773, 200.2800903, -9.8667536, 17.403, GO17063_LC
212631887, 202.5900574, -9.8642225, 14.231, GO17011_LC|GO17063_LC|GO17068_LC
212631907, 202.933075, -9.863718, 16.981, GO17063_LC
212632101, 200.3922272, -9.8592653, 13.041, GO17049_LC|GO17063_LC|GO17068_LC
212632112, 201.5964813, -9.8590536, 13.362, GO17049_LC|GO17063_LC|GO17068_LC
212632596, 205.4635773, -9.8478041, 14.187, GO17049_LC|GO17063_LC|GO17068_LC
212632688, 199.6534119, -9.8458672, 16.646, GO17063_LC
212632720, 205.1205139, -9.8452702, 13.28, GO17049_LC|GO17063_LC|GO17068_LC
212632840, 202.584259, -9.8424892, 16.46, GO17063_LC
212632920, 199.9674683, -9.8403301, 11.379, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212633453, 199.4134064, -9.8274193, 15.554, GO17063_LC|GO17068_LC
212633958, 202.485321, -9.8158665, 15.268, GO17063_LC|GO17068_LC
212634127, 199.8395996, -9.8111258, 15.813, GO17063_LC|GO17068_LC
212634172, 202.390686, -9.810173, 14.831, GO17011_LC|GO17027_LC|GO17048_LC|GO17063_LC|GO17068_LC|GO17027_SC
212634384, 203.0913391, -9.805685, 16.68, GO17063_LC
212634511, 204.227066, -9.8032198, 15.488, GO17063_LC|GO17068_LC
212634670, 202.8314209, -9.7997541, 13.893, GO17063_LC|GO17068_LC
212634723, 199.5266113, -9.7984715, 17.167, GO17063_LC
212634823, 205.6164093, -9.7958279, 13.878, GO17063_LC|GO17068_LC
212634910, 202.4946136, -9.7936382, 15.028, GO17063_LC|GO17068_LC
212634974, 200.4667206, -9.7923756, 17.639, GO17063_LC
212635019, 202.7573242, -9.7914371, 15.084, GO17040_LC|GO17063_LC|GO17068_LC
212635351, 199.1657562, -9.7839317, 14.819, GO17063_LC|GO17068_LC
212635369, 202.0341187, -9.7835617, 17.527, GO17063_LC
212635682, 202.1592102, -9.7753296, 15.482, GO17063_LC|GO17068_LC
212635802, 199.6242523, -9.7724009, 16.888, GO17063_LC
212635944, 199.0505829, -9.7690849, 16.734, GO17063_LC
212636078, 202.0544586, -9.7662992, 12.099, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212636197, 199.8793335, -9.7632122, 16.645, GO17063_LC
212636411, 205.4080811, -9.7582989, 13.866, GO17049_LC|GO17063_LC|GO17068_LC
212636910, 202.0656433, -9.7473001, 14.724, GO17063_LC|GO17068_LC
212636961, 201.5892334, -9.7460432, 14.66, GO17063_LC|GO17068_LC
212636991, 198.2022858, -9.7453423, 14.58, GO17063_LC|GO17068_LC
212637022, 201.9490662, -9.7446661, 14.913, GO17063_LC|GO17068_LC
212637203, 199.2089539, -9.740159, 17.003, GO17063_LC
212637415, 209.0767059, -9.735117, 16.127, GO17063_LC|GO17068_LC
212637443, 204.2066345, -9.7345715, 15.207, GO17063_LC
212637476, 198.7148895, -9.7336597, 13.983, GO17049_LC|GO17063_LC|GO17068_LC
212637683, 202.0917358, -9.7290192, 16.331, GO17063_LC
212637921, 204.7826996, -9.7233744, 17.107, GO17063_LC
212638461, 204.8853455, -9.7111006, 14.402, GO17063_LC|GO17068_LC
212638704, 199.6793671, -9.7059126, 15.003, GO17063_LC|GO17068_LC
212639078, 201.1593628, -9.697443, 17.092, GO17063_LC
212639253, 209.0357819, -9.6933107, 15.655, GO17063_LC|GO17068_LC
212639647, 198.7491455, -9.6844664, 15.977, GO17063_LC|GO17068_LC
212639849, 199.9829254, -9.6797571, 14.961, GO17011_LC|GO17063_LC|GO17068_LC
212640111, 201.4886322, -9.6737642, 15.913, GO17063_LC|GO17068_LC
212640414, 199.1519775, -9.6673079, 16.058, GO17063_LC|GO17068_LC
212640711, 200.3644409, -9.6606846, 14.634, GO17011_LC|GO17063_LC|GO17068_LC
212640833, 199.166748, -9.6581783, 16.098, GO17063_LC|GO17068_LC
212641542, 199.8416748, -9.6411228, 13.571, GO17049_LC|GO17063_LC|GO17068_LC
212641635, 199.2247925, -9.6391659, 16.416, GO17063_LC
212641698, 200.0050812, -9.6370773, 16.534, GO17063_LC
212641756, 200.0659027, -9.6359396, 15.876, GO17063_LC|GO17068_LC
212642110, 201.7902679, -9.6277533, 17.481, GO17063_LC
212642527, 203.4317932, -9.6174803, 16.763, GO17063_LC
212642774, 209.0020142, -9.6117811, 15.845, GO17063_LC|GO17068_LC
212643079, 201.7305908, -9.6044197, 15.127, GO17063_LC|GO17068_LC
212643108, 208.9664917, -9.6036692, 16.574, GO17063_LC
212643116, 208.2335663, -9.6034861, 16.233, GO17063_LC
212643143, 203.1136169, -9.6028557, 15.167, GO17063_LC|GO17068_LC
212643206, 201.9408417, -9.6015358, 15.217, GO17063_LC|GO17068_LC
212643287, 198.6239471, -9.5996542, 16.13, GO17063_LC|GO17068_LC
212643668, 201.1069794, -9.5909977, 16.638, GO17063_LC
212643756, 201.8245697, -9.5886984, 12.095, GO17049_LC|GO17063_LC|GO17068_LC
212644021, 199.0702209, -9.5823231, 16.792, GO17063_LC
212644859, 198.3125763, -9.5630541, 15.588, GO17063_LC|GO17068_LC
212644876, 199.914856, -9.5628071, 16.797, GO17063_LC
212644930, 202.8681641, -9.5616989, 15.45, GO17063_LC|GO17068_LC
212645049, 208.2970581, -9.5588417, 15.662, GO17063_LC|GO17068_LC
212645183, 208.850647, -9.5559835, 10.719, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212645189, 202.6770325, -9.5558672, 16.704, GO17063_LC
212645362, 198.4417419, -9.5519199, 15.937, GO17063_LC|GO17068_LC
212645402, 199.1128235, -9.5509281, 16.69, GO17063_LC
212645609, 207.4380493, -9.5463467, 14.961, GO17011_LC|GO17063_LC|GO17068_LC
212645638, 202.2208862, -9.5456009, 16.739, GO17063_LC
212645705, 203.3527069, -9.5445366, 16.119, GO17063_LC|GO17068_LC
212645828, 201.4268951, -9.541646, 14.713, GO17063_LC|GO17068_LC
212646595, 207.1781616, -9.5235987, 14.68, GO17063_LC|GO17068_LC
212646612, 202.246933, -9.5232105, 14.961, GO17040_LC|GO17063_LC|GO17068_LC
212646710, 201.7540894, -9.5211153, 17.03, GO17063_LC
212646822, 208.3284149, -9.5181341, 17.044, GO17063_LC
212647088, 203.1048431, -9.5121059, 15.924, GO17063_LC|GO17068_LC
212647125, 199.9996338, -9.5114679, 16.336, GO17063_LC
212647211, 208.3860474, -9.5090961, 15.707, GO17063_LC|GO17068_LC
212647528, 198.4386597, -9.5013905, 17.349, GO17063_LC
212647631, 198.4425507, -9.4991789, 16.681, GO17063_LC
212647843, 207.7609863, -9.4943581, 14.288, GO17049_LC|GO17063_LC|GO17068_LC
212647852, 198.1865845, -9.4941664, 17.322, GO17063_LC
212647952, 201.8072357, -9.4921999, 15.619, GO17063_LC|GO17068_LC
212648645, 199.3238068, -9.4757366, 16.148, GO17063_LC|GO17068_LC
212648815, 208.0391235, -9.4722157, 15.261, GO17063_LC|GO17068_LC
212648818, 199.192215, -9.4721069, 16.668, GO17063_LC
212649142, 199.1878052, -9.4643946, 13.361, GO17063_LC|GO17068_LC
212649158, 202.2477264, -9.4639311, 16.63, GO17063_LC
212649502, 209.3185577, -9.4561071, 12.457, GO17049_LC|GO17063_LC|GO17068_LC
212649558, 199.9206085, -9.4549131, 15.122, GO17063_LC|GO17068_LC
212649850, 207.9938965, -9.4480658, 15.286, GO17063_LC|GO17068_LC
212649989, 207.8240509, -9.445323, 16.171, GO17063_LC
212650256, 208.37146, -9.4396992, 16.374, GO17063_LC
212650314, 202.3628235, -9.4386082, 15.16, GO17040_LC|GO17063_LC|GO17068_LC
212650657, 202.3917542, -9.4312, 16.532, GO17063_LC
212650812, 209.263443, -9.4276924, 15.835, GO17063_LC|GO17068_LC
212650840, 199.795639, -9.427103, 17.526, GO17063_LC
212651011, 200.3945618, -9.4232388, 15.992, GO17063_LC|GO17068_LC
212651627, 208.3258514, -9.4088869, 16.178, GO17063_LC|GO17068_LC
212651843, 207.452301, -9.4039278, 17.152, GO17063_LC
212651913, 198.6570587, -9.4023829, 12.456, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212651960, 200.5779877, -9.4014292, 17.175, GO17063_LC
212651993, 199.03302, -9.4006529, 16.568, GO17063_LC
212652019, 208.0631409, -9.3999176, 14.404, GO17063_LC|GO17068_LC
212652474, 206.3566589, -9.3895702, 11.998, GO17001_LC|GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
212652534, 209.223175, -9.3881044, 17.43, GO17063_LC
212652544, 198.3657379, -9.3877449, 16.771, GO17063_LC
212652817, 208.9352722, -9.3812637, 16.151, GO17063_LC|GO17068_LC
212653013, 198.2125092, -9.3773355, 16.408, GO17063_LC
212653329, 206.3558655, -9.3701992, 15.121, GO17063_LC|GO17068_LC
212653402, 200.0562897, -9.3684998, 16.293, GO17063_LC
212653460, 201.2399902, -9.3672686, 14.286, GO17049_LC|GO17063_LC|GO17068_LC
212653506, 200.3847351, -9.3663807, 16.715, GO17063_LC
212653608, 201.5483856, -9.3637104, 17.162, GO17063_LC
212653713, 200.4866486, -9.3611479, 16.282, GO17063_LC
212653795, 206.128006, -9.3590755, 16.303, GO17063_LC
212654315, 207.5374756, -9.3470316, 13.438, GO17049_LC|GO17063_LC|GO17068_LC
212654520, 198.8985901, -9.3422995, 15.501, GO17063_LC|GO17068_LC
212654843, 199.571228, -9.3345823, 16.752, GO17063_LC
212654948, 205.8387451, -9.332346, 16.968, GO17063_LC
212654955, 201.6101837, -9.332202, 17.658, GO17063_LC
212655114, 198.2736664, -9.3286858, 16.431, GO17063_LC
212655179, 199.2097778, -9.3271389, 16.147, GO17063_LC|GO17068_LC
212655831, 198.7492523, -9.3117323, 14.902, GO17063_LC|GO17068_LC
212656059, 208.536911, -9.3066473, 16.864, GO17063_LC
212656288, 208.2405396, -9.3013802, 14.81, GO17011_LC|GO17063_LC|GO17068_LC
212656299, 209.3021851, -9.3012304, 16.931, GO17063_LC
212656717, 201.2649384, -9.290431, 16.909, GO17063_LC
212656781, 207.2144318, -9.2887306, 17.066, GO17063_LC
212656968, 198.9304352, -9.2838707, 16.676, GO17063_LC
212657234, 207.6258392, -9.2777548, 16.899, GO17063_LC
212657357, 208.5576019, -9.2746744, 16.5, GO17063_LC
212657891, 198.7489624, -9.2622414, 16.291, GO17063_LC
212658181, 199.2143555, -9.2559338, 17.078, GO17063_LC
212658342, 207.0332031, -9.2524786, 16.115, GO17063_LC|GO17068_LC
212658476, 199.3369141, -9.2494574, 16.958, GO17063_LC
212658790, 205.1440125, -9.2414198, 15.666, GO17063_LC|GO17068_LC
212659090, 208.859024, -9.2342567, 16.376, GO17063_LC|GO17068_LC
212659507, 198.9806366, -9.2251196, 16.96, GO17063_LC
212659813, 207.7198639, -9.2173014, 15.346, GO17063_LC|GO17068_LC
212659850, 199.9212189, -9.2161932, 17.06, GO17063_LC
212660084, 207.7897644, -9.2109203, 14.984, GO17063_LC|GO17068_LC
212660102, 198.8408966, -9.2107382, 16.239, GO17063_LC
212660305, 199.339325, -9.205595, 16.307, GO17063_LC
212660506, 199.6284332, -9.2010889, 14.977, GO17063_LC|GO17068_LC
212660995, 207.6742554, -9.1907787, 14.662, GO17011_LC|GO17063_LC|GO17068_LC
212661053, 207.3573761, -9.1896982, 16.413, GO17063_LC
212661251, 208.0822754, -9.1850967, 11.484, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212661647, 199.2883911, -9.1756124, 15.871, GO17063_LC
212661803, 204.7980652, -9.1719446, 16.509, GO17063_LC
212661883, 199.4506989, -9.1701679, 17.209, GO17063_LC
212661884, 207.2567444, -9.1701431, 14.669, GO17063_LC|GO17068_LC
212662489, 205.8240509, -9.1552849, 14.29, GO17011_LC|GO17063_LC|GO17068_LC
212662668, 204.6056213, -9.1510153, 17.363, GO17063_LC
212662759, 204.8951416, -9.1492596, 16.394, GO17063_LC
212662886, 200.4073334, -9.1462994, 11.662, GO17001_LC|GO17043_LC|GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
212663285, 207.0416412, -9.1368942, 17.114, GO17063_LC
212663387, 205.900238, -9.134429, 17.481, GO17063_LC
212663784, 209.1054077, -9.1254282, 16.996, GO17063_LC|GO17068_LC
212663839, 205.7767487, -9.1239815, 15.648, GO17063_LC|GO17068_LC
212663959, 205.3384552, -9.1213942, 12.23, GO17001_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212664056, 208.4441681, -9.1192436, 16.387, GO17063_LC
212664287, 208.6872406, -9.1134291, 16.147, GO17063_LC|GO17068_LC
212664415, 205.3514404, -9.1105185, 16.986, GO17063_LC
212664559, 200.0740051, -9.1070919, 15.175, GO17063_LC|GO17068_LC
212664696, 207.0889893, -9.1040392, 16.215, GO17063_LC
212664703, 198.9374695, -9.1039734, 16.016, GO17063_LC|GO17068_LC
212664748, 205.7830048, -9.102788, 14.94, GO17011_LC|GO17063_LC|GO17068_LC
212664833, 205.3497925, -9.1009703, 13.137, GO17049_LC|GO17063_LC|GO17068_LC
212664834, 209.1999969, -9.1009512, 14.218, GO17063_LC|GO17068_LC
212664973, 198.6548309, -9.0975838, 16.375, GO17063_LC
212665224, 206.0164795, -9.0915699, 16.382, GO17063_LC
212665227, 204.682724, -9.0914841, 16.858, GO17063_LC
212665701, 208.9168549, -9.0807953, 18.464, GO17063_LC
212665800, 205.236618, -9.0785389, 16.934, GO17063_LC
212666015, 207.9773712, -9.074111, 14.262, GO17063_LC|GO17068_LC
212666167, 205.8223572, -9.0706863, 14.865, GO17063_LC|GO17068_LC
212666767, 207.5912933, -9.0554819, 16.321, GO17063_LC
212667375, 198.5587006, -9.0415287, 16.471, GO17063_LC
212667399, 207.6731415, -9.0409012, 15.391, GO17063_LC|GO17068_LC
212667406, 198.6902924, -9.0406647, 16.719, GO17063_LC
212667927, 198.9099884, -9.0288191, 15.11, GO17063_LC|GO17068_LC
212668007, 208.4516144, -9.0268888, 14.256, GO17063_LC|GO17068_LC
212668026, 198.3611145, -9.0264645, 15.271, GO17063_LC|GO17068_LC
212668417, 205.1055756, -9.0172606, 16.273, GO17063_LC
212668442, 207.2836609, -9.0167131, 17.43, GO17063_LC
212669072, 199.0954742, -9.0024509, 17.228, GO17063_LC
212669129, 207.2507629, -9.0011902, 14.373, GO17063_LC|GO17068_LC
212669565, 204.3252869, -8.9915428, 15.805, GO17063_LC|GO17068_LC
212670310, 199.1689301, -8.9737616, 13.316, GO17063_LC|GO17068_LC
212670469, 205.8984222, -8.969923, 16.793, GO17063_LC
212670477, 198.3966675, -8.9695625, 16.536, GO17063_LC
212670553, 198.7466125, -8.9679966, 16.933, GO17063_LC
212670623, 207.5108185, -8.9665384, 13.716, GO17011_LC|GO17063_LC|GO17068_LC
212670632, 199.1416168, -8.9663534, 16.658, GO17063_LC
212670786, 207.7622223, -8.9627552, 16.015, GO17063_LC|GO17068_LC
212670787, 209.0390167, -8.962698, 17.344, GO17063_LC
212670898, 204.6552277, -8.9598618, 15.668, GO17063_LC|GO17068_LC
212670942, 206.1536255, -8.9588985, 17.151, GO17063_LC
212671210, 199.1480103, -8.9525166, 15.187, GO17063_LC|GO17068_LC
212671265, 205.0048065, -8.9513664, 16.972, GO17063_LC
212671776, 208.3215027, -8.939621, 16.363, GO17063_LC
212671805, 208.3075867, -8.9390564, 16.923, GO17063_LC
212671845, 203.3149567, -8.9378309, 15.561, GO17063_LC|GO17068_LC
212672165, 207.7044983, -8.9300137, 16.49, GO17063_LC
212672185, 204.494873, -8.9295425, 16.517, GO17063_LC
212672378, 207.0823059, -8.9253283, 16.772, GO17063_LC
212672498, 207.238327, -8.9224815, 14.166, GO17049_LC|GO17063_LC|GO17068_LC
212672619, 208.1017456, -8.9195652, 15.375, GO17063_LC|GO17068_LC
212672620, 207.4366608, -8.9195337, 15.535, GO17063_LC
212672636, 206.1530304, -8.9192896, 16.119, GO17063_LC|GO17068_LC
212672692, 206.1195984, -8.9179506, 16.644, GO17063_LC
212672774, 207.7989655, -8.9160738, 11.76, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212672939, 204.6558838, -8.9118576, 14.859, GO17011_LC|GO17063_LC|GO17068_LC
