EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
205967173, 333.659249, -15.818531, 6.333, GO3023_SC|GO3104_LC|GO3106_LC|GO3054_LC|GO3110_LC|GO3050_LC
