EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212700993, 205.9101715, -8.2344065, 15.598, GO17007_LC|GO17013_LC|GO17034_LC|GO17007_SC|GO17013_SC
