# Summary of K2 Program GO18042

Title: K2’s Final Look Beyond Neptune

PI: Pal, Andras (Konkoly Observatory)
CoIs: Laszlo Molnar, Csaba Kiss, Otto Hanyecz (Konkoly Observatory), Thomas Muller (Max-Planck-Institut fur extraterrestrische Physik, Garching)



# Targets requested by this program that have been observed (2035)
EPIC,RA,Dec,Kp,InvestigationIDs
200219289,,,,GO18042|2014_YE50-LC-SSO_TILE
200219290,,,,GO18042|2014_YE50-LC-SSO_TILE
200219291,,,,GO18042|2014_YE50-LC-SSO_TILE
200219292,,,,GO18042|2014_YE50-LC-SSO_TILE
200219293,,,,GO18042|2014_YE50-LC-SSO_TILE
200219294,,,,GO18042|2014_YE50-LC-SSO_TILE
200219295,,,,GO18042|2014_YE50-LC-SSO_TILE
200219296,,,,GO18042|2014_YE50-LC-SSO_TILE
200219297,,,,GO18042|2014_YE50-LC-SSO_TILE
200219298,,,,GO18042|2014_YE50-LC-SSO_TILE
200219299,,,,GO18042|2014_YE50-LC-SSO_TILE
200219300,,,,GO18042|2014_YE50-LC-SSO_TILE
200219301,,,,GO18042|2014_YE50-LC-SSO_TILE
200219302,,,,GO18042|2014_YE50-LC-SSO_TILE
200219303,,,,GO18042|2014_YE50-LC-SSO_TILE
200219304,,,,GO18042|2014_YE50-LC-SSO_TILE
200219305,,,,GO18042|2014_YE50-LC-SSO_TILE
200219306,,,,GO18042|2014_YE50-LC-SSO_TILE
200219307,,,,GO18042|2014_YE50-LC-SSO_TILE
200219308,,,,GO18042|2014_YE50-LC-SSO_TILE
200219309,,,,GO18042|2014_YE50-LC-SSO_TILE
200219310,,,,GO18042|2014_YE50-LC-SSO_TILE
200219311,,,,GO18042|2014_YE50-LC-SSO_TILE
200219312,,,,GO18042|2014_YE50-LC-SSO_TILE
200219313,,,,GO18042|2014_YE50-LC-SSO_TILE
200219314,,,,GO18042|2014_YE50-LC-SSO_TILE
200219315,,,,GO18042|2014_YE50-LC-SSO_TILE
200219316,,,,GO18042|2014_YE50-LC-SSO_TILE
200219317,,,,GO18042|2014_YE50-LC-SSO_TILE
200219318,,,,GO18042|2014_YE50-LC-SSO_TILE
200219319,,,,GO18042|2014_YE50-LC-SSO_TILE
200219320,,,,GO18042|2014_YE50-LC-SSO_TILE
200219321,,,,GO18042|2014_YE50-LC-SSO_TILE
200219322,,,,GO18042|2014_YE50-LC-SSO_TILE
200219323,,,,GO18042|2014_YE50-LC-SSO_TILE
200219324,,,,GO18042|2014_YE50-LC-SSO_TILE
200219325,,,,GO18042|2014_YE50-LC-SSO_TILE
200219326,,,,GO18042|2014_YE50-LC-SSO_TILE
200219327,,,,GO18042|2014_YE50-LC-SSO_TILE
200219328,,,,GO18042|2014_YE50-LC-SSO_TILE
200219329,,,,GO18042|2014_YE50-LC-SSO_TILE
200219330,,,,GO18042|2014_YE50-LC-SSO_TILE
200219331,,,,GO18042|2014_YE50-LC-SSO_TILE
200219332,,,,GO18042|2014_YE50-LC-SSO_TILE
200219333,,,,GO18042|2014_YE50-LC-SSO_TILE
200219334,,,,GO18042|2014_YE50-LC-SSO_TILE
200219335,,,,GO18042|2014_YE50-LC-SSO_TILE
