# Summary of K2 Program GO8019

Title: Eclipses, transits and variability of white dwarf stars with the K2 Mission

PI: Burleigh, Matt R. (University of Leicester)
CoIs: Holberg, Jay B; Barstow, Martin Adrian; Braker, Ian Peter; Lawrie, Katherine Anne
220324732, 11.9952497, 3.165972, 18.903, GO8018_LC|GO8019_LC
220329764, 12.8220673, 3.2735341, 18.597, GO8018_LC|GO8019_LC
220331039, 13.325202, 3.2994101, 19.085, GO8019_LC
220340149, 10.3655634, 3.485229, 18.117, GO8018_LC|GO8019_LC|GO8006_LC
220341704, 17.0587444, 3.5185001, 19.203, GO8019_LC
220347759, 12.8510199, 3.651052, 17.714, GO8018_LC|GO8019_LC|GO8048_LC|GO8018_SC|GO8048_SC
220351520, 15.1131334, 3.7297649, 18.487, GO8018_LC|GO8019_LC|GO8048_LC
220362983, 8.9290476, 3.9627571, 18.701, GO8018_LC|GO8019_LC
220397782, 11.0527334, 4.672246, 17.815, GO8018_LC|GO8019_LC|GO8048_LC
220403421, 17.2206173, 4.7826672, 18.187, GO8018_LC|GO8019_LC|GO8048_LC
220411380, 12.7623358, 4.9377818, 17.697, GO8018_LC|GO8019_LC|GO8048_LC
220418494, 15.9588194, 5.0757012, 14.007, GO8019_LC|GO8006_LC|GO8048_LC|GO8011_LC
220424738, 16.8216782, 5.1963258, 18.749, GO8018_LC|GO8019_LC
220437541, 23.0549603, 5.4424119, 16.359, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC|GO8018_SC|GO8048_SC
220440023, 23.0953159, 5.4899182, 18.274, GO8018_LC|GO8019_LC|GO8006_LC|GO8018_SC
220446731, 10.4360323, 5.6170511, 18.865, GO8018_LC|GO8019_LC
220453225, 11.3881273, 5.7463779, 17.982, GO8018_LC|GO8019_LC|GO8048_LC|GO8018_SC|GO8048_SC
220455611, 21.7676849, 5.7942338, 18.049, GO8018_LC|GO8019_LC|GO8048_LC
220464825, 17.2116051, 5.9828048, 18.606, GO8018_LC|GO8019_LC
220465047, 19.0764847, 5.987514, 18.909, GO8018_LC|GO8019_LC|GO8006_LC
220468647, 18.3222103, 6.0594659, 18.525, GO8018_LC|GO8019_LC|GO8006_LC
220477306, 15.9537077, 6.2517109, 16.031, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220477963, 19.3399181, 6.2670522, 18.556, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220485670, 22.2105236, 6.4436011, 18.731, GO8018_LC|GO8019_LC|GO8006_LC
220488720, 12.3095942, 6.510509, 17.739, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC|GO8018_SC|GO8048_SC
220489294, 16.5351105, 6.5231152, 19.117, GO8019_LC
220491531, 17.8707676, 6.572185, 19.373, GO8019_LC
220491897, 12.8946838, 6.5799131, 18.586, GO8018_LC|GO8019_LC|GO8048_LC
220492214, 11.5234318, 6.5870662, 18.689, GO8019_LC|GO8006_LC
220492253, 19.8786907, 6.5877891, 19.474, GO8019_LC|GO8006_LC
220494994, 14.7141533, 6.6524639, 17.637, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220495298, 12.9634428, 6.6598692, 19.523, GO8019_LC
220497459, 16.3849926, 6.7094908, 19.139, GO8019_LC
220500374, 12.0831614, 6.7817292, 18.357, GO8019_LC|GO8006_LC
220515906, 18.3015709, 7.1311612, 18.247, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220518458, 13.7276888, 7.1885009, 19.292, GO8019_LC
220518824, 15.9090662, 7.1960821, 18.973, GO8018_LC|GO8019_LC|GO8006_LC
220524741, 13.4356518, 7.321517, 17.32, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC|GO8018_SC|GO8048_SC
220533642, 19.240942, 7.5199699, 17.536, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220534697, 13.206378, 7.544632, 18.764, GO8018_LC|GO8019_LC|GO8006_LC
220538141, 23.0435219, 7.6234198, 17.532, GO8018_LC|GO8019_LC|GO8006_LC
220551367, 18.5815716, 7.9266958, 18.528, GO8018_LC|GO8019_LC|GO8048_LC
220552441, 14.2400494, 7.9525628, 17.52, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC|GO8018_SC|GO8048_SC
220556372, 12.1578512, 8.0458088, 15.671, GO8019_LC|GO8006_LC|GO8048_LC|GO8048_SC
220556523, 18.4442444, 8.0496101, 18.683, GO8018_LC|GO8019_LC|GO8006_LC
220564309, 13.5734682, 8.2269211, 16.918, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220568971, 14.4298267, 8.3401546, 19.425, GO8019_LC
220578569, 17.2565651, 8.5651894, 18.923, GO8018_LC|GO8019_LC
220588182, 12.7084007, 8.7687178, 18.869, GO8018_LC|GO8019_LC
220594937, 13.3601866, 8.9131308, 17.301, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220602431, 11.2966337, 9.0792618, 17.938, GO8018_LC|GO8019_LC|GO8006_LC
220613835, 17.3729916, 9.331109, 17.471, GO8018_LC|GO8019_LC|GO8048_LC
220620324, 11.805397, 9.4836807, 18.015, GO8018_LC|GO8019_LC
220627017, 12.2145519, 9.6376038, 17.939, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220627155, 16.0450687, 9.6404266, 18.402, GO8018_LC|GO8019_LC|GO8048_LC
220635383, 16.1720963, 9.8284454, 14.528, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC|GO8011_LC
220640805, 12.3291254, 9.9571571, 18.361, GO8018_LC|GO8019_LC
220641805, 12.850729, 9.9803677, 18.608, GO8018_LC|GO8019_LC|GO8006_LC
220642436, 19.0924873, 9.9957914, 18.933, GO8018_LC|GO8019_LC
220651498, 19.1395321, 10.2157812, 16.473, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC
220653774, 13.0056763, 10.2710009, 17.632, GO8018_LC|GO8019_LC|GO8048_LC
220656985, 17.4980755, 10.3523912, 19.158, GO8019_LC
220660560, 12.9631853, 10.4409037, 19.103, GO8019_LC
220661033, 15.4884281, 10.4541502, 18.44, GO8018_LC|GO8019_LC|GO8048_LC
220670150, 20.9359455, 10.6771593, 17.638, GO8018_LC|GO8019_LC|GO8018_SC
220670436, 18.6568947, 10.6846724, 15.498, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC|GO8011_LC|GO8018_SC|GO8048_SC|GO8011_SC
220673042, 19.7915211, 10.7482262, 17.225, GO8018_LC|GO8019_LC
220684126, 16.3610783, 11.0367098, 18.713, GO8018_LC|GO8019_LC
220688744, 15.5555649, 11.1618366, 18.637, GO8018_LC|GO8019_LC|GO8006_LC
220695260, 19.8957634, 11.3421774, 18.142, GO8018_LC|GO8019_LC
220697032, 19.0775967, 11.3908358, 18.822, GO8018_LC|GO8019_LC
220697132, 18.0960903, 11.3934078, 15.49, GO8018_LC|GO8019_LC|GO8006_LC|GO8011_LC
220704038, 13.8926153, 11.5835218, 16.768, GO8018_LC|GO8019_LC
220711638, 13.8633947, 11.803894, 17.677, GO8018_LC|GO8019_LC|GO8006_LC|GO8048_LC|GO8011_LC
220714767, 19.6481323, 11.8955631, 17.36, GO8019_LC|GO8006_LC
220718392, 19.3995991, 12.004921, 18.602, GO8018_LC|GO8019_LC
220745037, 15.4216347, 12.8958549, 18.281, GO8018_LC|GO8019_LC
229228510, , , , GO8019_LC
229228511, , , , GO8019_LC
229228512, , , , GO8019_LC
229228513, , , , GO8019_LC
229228514, , , , GO8019_LC
229228515, , , , GO8019_LC
229228516, , , , GO8019_LC
229228517, , , , GO8019_LC
229228518, , , , GO8019_LC
229228519, , , , GO8019_LC
229228520, , , , GO8019_LC
229228521, , , , GO8019_LC
229228522, , , , GO8019_LC
229228523, , , , GO8019_LC
229228524, , , , GO8019_LC
229228525, , , , GO8019_LC
229228526, , , , GO8019_LC
229228527, , , , GO8019_LC
229228528, , , , GO8019_LC
229228529, , , , GO8019_LC
229228530, , , , GO8019_LC
229228531, , , , GO8019_LC
229228532, , , , GO8019_LC
229228533, , , , GO8019_LC
229228534, , , , GO8019_LC
229228535, , , , GO8019_LC
229228536, , , , GO8019_LC
229228537, , , , GO8019_LC
229228538, , , , GO8019_LC
229228539, , , , GO8019_LC
229228540, , , , GO8019_LC
229228541, , , , GO8019_LC
229228542, , , , GO8019_LC
229228543, , , , GO8019_LC
229228544, , , , GO8019_LC
229228545, , , , GO8019_LC
229228546, , , , GO8019_LC
229228547, , , , GO8019_LC
229228548, , , , GO8019_LC
229228549, , , , GO8019_LC
229228550, , , , GO8019_LC
229228551, , , , GO8019_LC
229228552, , , , GO8019_LC
229228553, , , , GO8019_LC
229228554, , , , GO8019_LC
229228555, , , , GO8019_LC
229228556, , , , GO8019_LC
229228557, , , , GO8019_LC
229228558, , , , GO8019_LC
229228559, , , , GO8019_LC
229228560, , , , GO8019_LC
