EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
216449698, 281.9855347, -22.3271523, 13.789, GO7083_LC|GO7001_LC|GO7045_LC|GO7003_LC|GO7050_LC|GO7063_LC|GO7045_SC
