EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
247164195, 71.45274, 19.282263, 9.327, GO13113_LC|GO13122_LC|GO13101_LC|GO13077_LC|GO13052_LC|GO13127_LC
