EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
214539533, 289.2045898, -26.2426949, 14.351, GO7059_LC|GO7040_LC|GO7038_LC|GO7048_LC|GO7059_SC|GO7048_SC
216631947, 285.2889404, -22.0017357, 17.886, GO7007_LC|GO7059_LC|GO7040_LC|GO7038_LC|GO7059_SC
217321042, 286.841095, -20.7807064, 14.238, GO7059_LC|GO7040_LC|GO7038_LC|GO7032_LC|GO7059_SC
