 EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
201730811, 174.229821, 4.164668, 17.146, GO1007_LC|GO1068_LC|GO1012_LC|GO1065_LC|GO1061_LC|GO1015_SC
