EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs
201503438,173.19008,0.57433,17.995,GO1022_LC|GO1020_LC|GO1025_LC|GO1035_LC|GO1072_LC
