 EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
201488365, 168.187896, 0.348009, 8.814, GO1068_LC|GO1054_LC|GO1073_LC|GO1026_LC|GO1034_SC
