# Summary of K2 Program GO16073

Title: Evolution of Spin States in Transneptunian Binaries

PI: Grundy, Will (Lowell Observatory)
CoIs: Ragozzine, Darin A; Thirouin, Audrey; Ryan, Erin Lee; Porter, Simon Bernard

We propose K2 observations of 22 transneptunian objects to constrain their spin states and learn about their formation environment in the protoplanetary nebula.  We are especially targeting binaries and potential binaries.  Their spin states preserve observable and interpretable signatures of their formation circumstances.  They are also subject to subsequent dynamical evolution, notably tidal despinning, offering opportunities to learn about those processes as well.  Disentangling these influences calls for a large sample of well-characterized systems to enable statistical comparison of ensemble properties across the various sub-populations.  This proposal contributes toward the goal of assembling that sample.  We will observe all known transneptunian binary systems on silicon during C14-C16, as well as a number of potential binaries.  K2s ability to observe continuously is key to teasing apart the rotational modulations of unresolved multi-body systems if they are different, or being able to determine that they are not, in cases where they have become tidally locked like Pluto and Charon.

We have assembled a team with all necessary expertise to fully capitalize on the data.  We have experience working with K2 data and have a proven processing pipeline.  We have a strong track record in both observational and theoretical Kuiper belt studies, including analysis of photometric lightcurve data, orbit determination, and dynamical modeling.

This project would be impractical from the ground.  The targets are faint, and weeks or even months of observing time would be needed to confidently extract the weak modulation from a fainter secondary not tidally locked to its primary.  K2 is ideally suited for this work.  Long cadence exposures provide adequate temporal resolution.

One of NASA's key strategic goals in planetary science is advancing knowledge of the origin and history of the Solar System.  This proposal is aimed squarely at that goal, specifically for the transneptunian region where our targets formed.  We aim to shed light on how the Sun's inventory of planets and minor bodies originated and subsequently evolved to its current dynamical configuration and compositional state.  Observations of the Cold Classical sub-population of transneptunian objects also provide valuable context for NASA's upcoming flyby and detailed study of one such object, 2014 MU69, along with the more distant observations of a larger sample of them that New Horizons is doing as it cruises through that region of the Kuiper belt.

# Targets requested by this program that have been observed (3388)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200195523, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195524, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195525, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195526, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195527, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195528, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195529, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195530, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195531, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195532, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195533, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195534, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195535, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195536, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195537, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195538, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195539, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195540, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195541, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195542, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195543, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195544, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195545, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195546, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195547, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195548, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195549, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195550, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195551, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195552, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195553, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195554, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195555, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195556, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195557, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195558, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195559, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195560, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195561, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195562, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195563, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195564, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195565, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195566, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195567, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195568, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195569, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195570, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195571, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195572, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195573, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195574, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195575, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195576, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195577, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195578, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195579, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195580, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195581, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195582, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195583, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
200195584, , , , GO16073_LC|2001_XP254-LC-SSO_TILE
