# Summary of K2 Program GO18040

Title: Searching For Exoplanets In Transit Visibility Zones Of The Solar System

PI: Wells, Robert (Queen’s University Belfast)
CoIs: Katja Poppenhaeger, Christopher A. Watson, Rene Heller



# Targets requested by this program that have been observed (204)
EPIC,RA,Dec,Kp,InvestigationIDs
211779418,134.33281,17.02470,13.30500,GO18040_LC|GO18049_LC
211779981,134.31400,17.03249,15.41900,GO18040_LC|GO18068_LC
211789789,133.87236,17.17094,15.45200,GO18040_LC|GO18068_LC
211794626,134.02435,17.24031,15.26700,GO18040_LC|GO18068_LC
211806817,132.66070,17.41342,15.18900,GO18040_LC|GO18068_LC
211807380,134.34113,17.42131,15.46200,GO18040_LC|GO18068_LC
211808511,132.96890,17.43638,15.33200,GO18040_LC|GO18068_LC
211808627,133.48033,17.43828,15.10000,GO18040_LC
211810166,133.62196,17.46064,15.35600,GO18040_LC|GO18068_LC
211811735,132.61102,17.48329,15.16300,GO18040_LC|GO18068_LC
211812098,134.32216,17.48815,14.91900,GO18040_LC|GO18068_LC
211813403,133.28282,17.50690,15.06600,GO18040_LC|GO18068_LC
211822746,132.51744,17.63929,15.03400,GO18040_LC|GO18068_LC
211824058,133.57814,17.65773,15.27800,GO18040_LC|GO18068_LC
211824943,132.36096,17.67052,15.04200,GO18040_LC|GO18068_LC
211825846,133.52747,17.68358,14.94200,GO18040_LC|GO18068_LC
211826204,132.48924,17.68852,15.27100,GO18040_LC
211827307,132.00993,17.70447,15.34100,GO18040_LC|GO18068_LC
211828915,133.52705,17.72758,13.59600,GO18040_LC
211830704,132.68787,17.75254,15.11200,GO18040_LC|GO18068_LC
211831719,132.11250,17.76649,15.17300,GO18040_LC|GO18068_LC
211831883,132.22180,17.76866,15.32700,GO18040_LC|GO18068_LC
211832309,132.83699,17.77471,14.75500,GO18040_LC|GO18068_LC
211833246,132.75508,17.78762,15.25200,GO18040_LC|GO18068_LC
211834206,132.69547,17.80129,15.20800,GO18040_LC|GO18068_LC
211837169,131.16278,17.84312,15.39300,GO18040_LC|GO18068_LC
211839997,132.61394,17.88178,14.69500,GO18040_LC|GO18068_LC
211841883,130.81450,17.90686,15.19500,GO18040_LC|GO18068_LC
211842476,131.25594,17.91531,15.37100,GO18040_LC
211842916,132.02293,17.92147,15.21700,GO18040_LC|GO18068_LC
211845332,132.35237,17.95419,8.78000,GO18040_LC
211846612,132.12518,17.97126,15.03800,GO18040_LC|GO18068_LC
211887598,128.25404,18.54549,15.31800,GO18040_LC|GO18068_LC
211889399,129.05916,18.57105,14.16200,GO18040_LC
211889853,129.03503,18.57769,15.12200,GO18040_LC|GO18068_LC
211890206,129.15053,18.58293,15.06700,GO18040_LC
211891803,129.38820,18.60594,15.19500,GO18040_LC|GO18068_LC
211891820,129.06633,18.60622,15.01000,GO18040_LC
211892343,129.72480,18.61393,14.35400,GO18040_LC
211892625,128.40714,18.61821,14.44700,GO18040_LC|GO18068_LC
211892742,129.62004,18.61983,14.82000,GO18040_LC|GO18068_LC
211893591,129.77612,18.63240,15.51800,GO18040_LC|GO18068_LC
211895195,129.78470,18.65586,15.16800,GO18040_LC|GO18068_LC
211896190,128.94775,18.67070,14.92300,GO18040_LC|GO18068_LC
211896415,129.89261,18.67441,15.06000,GO18040_LC|GO18068_LC
211897488,129.67120,18.68986,14.80500,GO18040_LC|GO18068_LC
211898145,129.60920,18.69946,15.24100,GO18040_LC|GO18068_LC
211899418,128.32162,18.71802,15.12100,GO18040_LC
211900513,128.17639,18.73414,14.83300,GO18040_LC|GO18068_LC
211901452,128.98947,18.74828,15.05500,GO18040_LC|GO18068_LC
211902337,127.74018,18.76106,14.96600,GO18040_LC|GO18068_LC
211903740,131.04318,18.78184,14.72900,GO18040_LC|GO18068_LC
211903993,128.27899,18.78557,14.96300,GO18040_LC|GO18068_LC
211904450,128.12755,18.79240,14.86100,GO18040_LC|GO18068_LC
211904931,127.88195,18.79955,14.86800,GO18040_LC|GO18068_LC
211905072,129.25696,18.80164,15.14900,GO18040_LC|GO18068_LC
211907125,129.12802,18.83281,14.31000,GO18040_LC
211907310,129.01172,18.83554,15.07700,GO18040_LC|GO18068_LC
211909423,127.44191,18.86699,14.79800,GO18040_LC
211909980,128.41547,18.87529,14.12000,GO18040_LC|GO18068_LC
211911134,128.11066,18.89265,14.90800,GO18040_LC|GO18068_LC
211911877,130.36879,18.90374,14.47100,GO18040_LC
211912809,127.90789,18.91720,13.54300,GO18040_LC|GO18049_LC
211913069,127.63687,18.92090,15.21800,GO18040_LC|GO18068_LC
211913270,127.37621,18.92357,15.09200,GO18040_LC|GO18068_LC
211914021,126.66359,18.93465,14.78700,GO18040_LC
211914553,127.62923,18.94297,8.42700,GO18040_LC
211914614,126.61208,18.94376,13.88100,GO18040_LC
211915716,127.12704,18.96073,13.62600,GO18040_LC|GO18049_LC|GO18068_LC
211916082,127.71499,18.96697,15.00100,GO18005_LC|GO18040_LC|GO18068_LC
211916836,129.99463,18.97788,15.31200,GO18040_LC|GO18068_LC
211917208,127.56163,18.98351,15.04000,GO18040_LC|GO18068_LC
211917634,128.13504,18.98982,15.16000,GO18040_LC|GO18068_LC
211917702,126.86954,18.99108,15.18500,GO18040_LC
211917798,127.23329,18.99228,14.67600,GO18040_LC|GO18068_LC
211918703,126.69070,19.00530,15.03500,GO18040_LC|GO18068_LC
211918737,126.55580,19.00586,15.21600,GO18040_LC|GO18068_LC
211918975,128.01439,19.00957,15.18900,GO18040_LC|GO18068_LC
211920250,127.51539,19.02892,15.08400,GO18040_LC|GO18068_LC
211920867,128.41019,19.03769,14.42300,GO18040_LC
211920962,126.73537,19.03911,15.18800,GO18040_LC|GO18068_LC
211921039,127.80416,19.04020,14.03700,GO18040_LC
211921144,126.59434,19.04177,15.21100,GO18040_LC|GO18068_LC
211921422,126.45521,19.04605,15.25300,GO18040_LC|GO18068_LC
211921850,126.13999,19.05232,15.34100,GO18040_LC
211922875,126.86559,19.06664,14.96200,GO18040_LC|GO18068_LC
211923737,126.68365,19.07927,14.97300,GO18040_LC|GO18068_LC
211924223,127.38480,19.08617,15.13900,GO18040_LC
211924522,126.70224,19.09067,15.10500,GO18040_LC
211926450,129.43310,19.12091,15.28600,GO18040_LC
211926483,126.26378,19.12137,15.38300,GO18040_LC|GO18068_LC
211926530,127.59999,19.12206,14.88000,GO18040_LC
211926832,129.55983,19.12693,15.14900,GO18040_LC|GO18068_LC
211927482,126.82594,19.13665,15.34500,GO18040_LC|GO18068_LC
211928940,129.41013,19.15872,13.78900,GO18040_LC|GO18068_LC
211930195,126.84708,19.17755,14.96600,GO18040_LC|GO18068_LC
211931693,127.02091,19.20085,15.11500,GO18040_LC|GO18068_LC
211933210,126.40428,19.22366,15.28200,GO18040_LC|GO18068_LC
211933273,127.09705,19.22468,14.89600,GO18040_LC|GO18068_LC
211933955,127.27303,19.23459,15.47400,GO18040_LC|GO18068_LC
211934692,126.13149,19.24569,15.18900,GO18040_LC|GO18068_LC
211934812,125.15244,19.24771,15.21200,GO18040_LC|GO18068_LC
211935022,125.12441,19.25086,8.47800,GO18040_LC
211935448,126.95293,19.25652,15.06700,GO18040_LC|GO18068_LC
211936791,126.04755,19.27640,15.05300,GO18040_LC|GO18068_LC
211937021,127.39327,19.27985,15.01200,GO18040_LC|GO18068_LC
211937380,127.26614,19.28515,15.24400,GO18040_LC|GO18068_LC
211937678,125.97716,19.28937,15.34400,GO18040_LC|GO18068_LC
211938210,126.36395,19.29731,14.75400,GO18040_LC
211939660,126.08253,19.31972,15.27000,GO18040_LC|GO18068_LC
211940227,125.33392,19.32851,14.69200,GO18040_LC
211940524,126.47369,19.33330,15.26400,GO18040_LC|GO18068_LC
211941359,127.11159,19.34575,14.84400,GO18040_LC|GO18068_LC
211941908,126.65654,19.35389,15.14800,GO18040_LC|GO18068_LC
211942483,126.54632,19.36211,14.80000,GO18040_LC|GO18068_LC
211942565,124.86024,19.36325,14.08400,GO18040_LC
211942772,128.12874,19.36642,13.87500,GO18040_LC
211943274,126.58742,19.37375,15.06100,GO18040_LC|GO18068_LC
211944014,124.93063,19.38421,15.04800,GO18040_LC
211944177,125.24224,19.38655,14.64100,GO18040_LC|GO18068_LC
211944602,125.16304,19.39303,14.93800,GO18040_LC
211945062,126.14310,19.40016,15.10700,GO18040_LC|GO18068_LC
211945375,128.30856,19.40505,15.10300,GO18040_LC
211947099,125.04797,19.42985,15.00800,GO18040_LC
211948170,126.02911,19.44556,14.85800,GO18040_LC|GO18068_LC
211949305,124.90453,19.46244,15.38200,GO18040_LC
211951839,124.64176,19.50055,15.19800,GO18040_LC|GO18068_LC
211952765,124.81979,19.51490,15.35300,GO18040_LC
211952946,124.86282,19.51750,14.69200,GO18040_LC
211953068,124.64906,19.51914,15.35100,GO18040_LC|GO18068_LC
