EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
206019387, 343.319723, -14.2637, 9.131, GO3011_SC|GO3013_SC|GO3031_LC|GO3110_LC|GO3049_LC|GO3092_LC|GO3094_LC|GO3113_LC|GO3073_LC
