EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs
201585290,174.342806,1.816241,18.61,GO1045_SC|GO1076_SC|GO1009_SC|GO1024_LC|GO1068_LC|GO1061_LC
