EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
220163853, 17.0502453, -1.419813, 10.12, GO8068_LC|GO8051_LC|GO8032_LC|GO8077_LC|GO8066_LC
220164077, 18.3178635, -1.411761, 13.528, GO8077_LC
220164181, 18.7067051, -1.408669, 12.815, GO8068_LC|GO8077_LC|GO8042_LC
220164285, 16.3557892, -1.40535, 12.694, GO8068_LC|GO8077_LC
220164317, 13.2969713, -1.404343, 13.766, GO8077_LC
220164323, 13.5076036, -1.404205, 12.22, GO8068_LC|GO8032_LC|GO8077_LC
220164534, 13.8721704, -1.39704, 13.392, GO8077_LC
220164667, 13.3197737, -1.393497, 13.514, GO8032_LC|GO8077_LC|GO8042_LC
220164796, 16.4658585, -1.389457, 13.439, GO8077_LC|GO8042_LC
220164883, 12.8477659, -1.3865139, 9.714, GO8068_LC|GO8051_LC|GO8032_LC|GO8077_LC
220164920, 12.944891, -1.385024, 10.987, GO8068_LC|GO8051_LC|GO8077_LC|GO8066_LC
220165256, 16.9795666, -1.375603, 13.365, GO8077_LC
220165317, 17.8519821, -1.37352, 13.563, GO8077_LC
220165591, 13.1522923, -1.3649499, 12.735, GO8068_LC|GO8077_LC
220165709, 12.6499939, -1.360906, 11.358, GO8068_LC|GO8051_LC|GO8032_LC|GO8077_LC
220165784, 13.3111267, -1.358349, 12.28, GO8068_LC|GO8012_LC|GO8032_LC|GO8077_LC|GO8042_LC
220165970, 17.8082619, -1.351982, 13.75, GO8077_LC
220166294, 17.5073013, -1.341723, 13.675, GO8077_LC|GO8042_LC
220166347, 16.2005253, -1.340225, 11.949, GO8068_LC|GO8032_LC|GO8077_LC
220166407, 16.3070202, -1.3386281, 13.236, GO8077_LC
220166506, 17.8737221, -1.335467, 13.567, GO8077_LC
220166549, 12.9830751, -1.333948, 13.433, GO8077_LC
220166580, 18.4157066, -1.3331079, 12.817, GO8068_LC|GO8077_LC
220166675, 17.2378788, -1.329983, 12.817, GO8068_LC|GO8077_LC
220166765, 18.2474403, -1.326696, 12.351, GO8068_LC|GO8012_LC|GO8032_LC|GO8077_LC|GO8042_LC
220166778, 13.5021009, -1.326152, 12.784, GO8068_LC|GO8077_LC
220166875, 17.4424362, -1.322736, 13.495, GO8077_LC|GO8042_LC
220166898, 12.9278307, -1.3220789, 11.798, GO8077_LC|GO8042_LC
220166902, 18.1989326, -1.321907, 13.068, GO8077_LC
220167080, 18.7117023, -1.315455, 11.844, GO8068_LC|GO8032_LC|GO8077_LC
220167083, 13.1838169, -1.315389, 13.701, GO8077_LC
220167377, 13.3914251, -1.307142, 13.334, GO8077_LC
220167392, 13.5355463, -1.3067729, 13.853, GO8077_LC|GO8042_LC
220167440, 13.5823669, -1.305233, 13.302, GO8032_LC|GO8077_LC|GO8059_LC|GO8042_LC
