# Summary of K2 Program GO15073

Title: Evolution of Spin States in Transneptunian Binaries

PI: Grundy, Will (Lowell Observatory)
CoIs: Ragozzine, Darin A; Thirouin, Audrey; Ryan, Erin Lee; Porter, Simon Bernard

We propose K2 observations of 22 transneptunian objects to constrain their spin states and learn about their formation environment in the protoplanetary nebula.  We are especially targeting binaries and potential binaries.  Their spin states preserve observable and interpretable signatures of their formation circumstances.  They are also subject to subsequent dynamical evolution, notably tidal despinning, offering opportunities to learn about those processes as well.  Disentangling these influences calls for a large sample of well-characterized systems to enable statistical comparison of ensemble properties across the various sub-populations.  This proposal contributes toward the goal of assembling that sample.  We will observe all known transneptunian binary systems on silicon during C14-C16, as well as a number of potential binaries.  K2s ability to observe continuously is key to teasing apart the rotational modulations of unresolved multi-body systems if they are different, or being able to determine that they are not, in cases where they have become tidally locked like Pluto and Charon.

We have assembled a team with all necessary expertise to fully capitalize on the data.  We have experience working with K2 data and have a proven processing pipeline.  We have a strong track record in both observational and theoretical Kuiper belt studies, including analysis of photometric lightcurve data, orbit determination, and dynamical modeling.

This project would be impractical from the ground.  The targets are faint, and weeks or even months of observing time would be needed to confidently extract the weak modulation from a fainter secondary not tidally locked to its primary.  K2 is ideally suited for this work.  Long cadence exposures provide adequate temporal resolution.

One of NASA's key strategic goals in planetary science is advancing knowledge of the origin and history of the Solar System.  This proposal is aimed squarely at that goal, specifically for the transneptunian region where our targets formed.  We aim to shed light on how the Sun's inventory of planets and minor bodies originated and subsequently evolved to its current dynamical configuration and compositional state.  Observations of the Cold Classical sub-population of transneptunian objects also provide valuable context for NASA's upcoming flyby and detailed study of one such object, 2014 MU69, along with the more distant observations of a larger sample of them that New Horizons is doing as it cruises through that region of the Kuiper belt.

# Targets requested by this program that have been observed (4177)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200183931, , , , GO15073_LC|160147-LC-SSO_TILE
200183932, , , , GO15073_LC|160147-LC-SSO_TILE
200183933, , , , GO15073_LC|160147-LC-SSO_TILE
200183934, , , , GO15073_LC|160147-LC-SSO_TILE
200183935, , , , GO15073_LC|160147-LC-SSO_TILE
200183936, , , , GO15073_LC|160147-LC-SSO_TILE
200183937, , , , GO15073_LC|160147-LC-SSO_TILE
200183938, , , , GO15073_LC|160147-LC-SSO_TILE
200183939, , , , GO15073_LC|160147-LC-SSO_TILE
200183940, , , , GO15073_LC|160147-LC-SSO_TILE
200183941, , , , GO15073_LC|160147-LC-SSO_TILE
200183942, , , , GO15073_LC|160147-LC-SSO_TILE
200183943, , , , GO15073_LC|160147-LC-SSO_TILE
200183944, , , , GO15073_LC|160147-LC-SSO_TILE
200183945, , , , GO15073_LC|160147-LC-SSO_TILE
200183946, , , , GO15073_LC|160147-LC-SSO_TILE
200183947, , , , GO15073_LC|160147-LC-SSO_TILE
200183948, , , , GO15073_LC|160147-LC-SSO_TILE
200183949, , , , GO15073_LC|160147-LC-SSO_TILE
200183950, , , , GO15073_LC|160147-LC-SSO_TILE
200183951, , , , GO15073_LC|160147-LC-SSO_TILE
200183952, , , , GO15073_LC|160147-LC-SSO_TILE
200183953, , , , GO15073_LC|160147-LC-SSO_TILE
200183954, , , , GO15073_LC|160147-LC-SSO_TILE
200183955, , , , GO15073_LC|160147-LC-SSO_TILE
200183956, , , , GO15073_LC|160147-LC-SSO_TILE
200183957, , , , GO15073_LC|160147-LC-SSO_TILE
200183958, , , , GO15073_LC|160147-LC-SSO_TILE
200183959, , , , GO15073_LC|160147-LC-SSO_TILE
200183960, , , , GO15073_LC|160147-LC-SSO_TILE
200183961, , , , GO15073_LC|160147-LC-SSO_TILE
200183962, , , , GO15073_LC|160147-LC-SSO_TILE
200183963, , , , GO15073_LC|160147-LC-SSO_TILE
200183964, , , , GO15073_LC|160147-LC-SSO_TILE
200183965, , , , GO15073_LC|160147-LC-SSO_TILE
200183966, , , , GO15073_LC|160147-LC-SSO_TILE
200183967, , , , GO15073_LC|160147-LC-SSO_TILE
200183968, , , , GO15073_LC|160147-LC-SSO_TILE
200183969, , , , GO15073_LC|160147-LC-SSO_TILE
200183970, , , , GO15073_LC|160147-LC-SSO_TILE
200183971, , , , GO15073_LC|160147-LC-SSO_TILE
200183972, , , , GO15073_LC|160147-LC-SSO_TILE
200183973, , , , GO15073_LC|160147-LC-SSO_TILE
200183974, , , , GO15073_LC|160147-LC-SSO_TILE
200183975, , , , GO15073_LC|160147-LC-SSO_TILE
200183976, , , , GO15073_LC|160147-LC-SSO_TILE
200183977, , , , GO15073_LC|160147-LC-SSO_TILE
200183978, , , , GO15073_LC|160147-LC-SSO_TILE
200183979, , , , GO15073_LC|160147-LC-SSO_TILE
200183980, , , , GO15073_LC|160147-LC-SSO_TILE
200183981, , , , GO15073_LC|160147-LC-SSO_TILE
200183982, , , , GO15073_LC|160147-LC-SSO_TILE
200183983, , , , GO15073_LC|160147-LC-SSO_TILE
200183984, , , , GO15073_LC|160147-LC-SSO_TILE
200183985, , , , GO15073_LC|160147-LC-SSO_TILE
200183986, , , , GO15073_LC|160147-LC-SSO_TILE
200183987, , , , GO15073_LC|160147-LC-SSO_TILE
200183988, , , , GO15073_LC|160147-LC-SSO_TILE
200183989, , , , GO15073_LC|160147-LC-SSO_TILE
200183990, , , , GO15073_LC|160147-LC-SSO_TILE
200183991, , , , GO15073_LC|160147-LC-SSO_TILE
200183992, , , , GO15073_LC|160147-LC-SSO_TILE
200183993, , , , GO15073_LC|160147-LC-SSO_TILE
200183994, , , , GO15073_LC|160147-LC-SSO_TILE
200183995, , , , GO15073_LC|160147-LC-SSO_TILE
200183996, , , , GO15073_LC|160147-LC-SSO_TILE
200183997, , , , GO15073_LC|160147-LC-SSO_TILE
200183998, , , , GO15073_LC|160147-LC-SSO_TILE
200183999, , , , GO15073_LC|160147-LC-SSO_TILE
200184000, , , , GO15073_LC|160147-LC-SSO_TILE
200184001, , , , GO15073_LC|160147-LC-SSO_TILE
