EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200206959, , , , GO17031|223-LC-SSO_TILE
200206960, , , , GO17031|223-LC-SSO_TILE
200206961, , , , GO17031|223-LC-SSO_TILE
200206962, , , , GO17031|223-LC-SSO_TILE
200206963, , , , GO17031|223-LC-SSO_TILE
200206964, , , , GO17031|223-LC-SSO_TILE
200206965, , , , GO17031|223-LC-SSO_TILE
200206966, , , , GO17031|223-LC-SSO_TILE
200206967, , , , GO17031|223-LC-SSO_TILE
200206968, , , , GO17031|223-LC-SSO_TILE
200206969, , , , GO17031|223-LC-SSO_TILE
200206970, , , , GO17031|223-LC-SSO_TILE
200206971, , , , GO17031|223-LC-SSO_TILE
200206972, , , , GO17031|223-LC-SSO_TILE
200206973, , , , GO17031|223-LC-SSO_TILE
200206974, , , , GO17031|223-LC-SSO_TILE
200206975, , , , GO17031|223-LC-SSO_TILE
200206976, , , , GO17031|223-LC-SSO_TILE
200206977, , , , GO17031|223-LC-SSO_TILE
200206978, , , , GO17031|223-LC-SSO_TILE
200206979, , , , GO17031|223-LC-SSO_TILE
200206980, , , , GO17031|223-LC-SSO_TILE
200206981, , , , GO17031|223-LC-SSO_TILE
200206982, , , , GO17031|223-LC-SSO_TILE
200206983, , , , GO17031|223-LC-SSO_TILE
200206984, , , , GO17031|223-LC-SSO_TILE
200206985, , , , GO17031|223-LC-SSO_TILE
200206986, , , , GO17031|223-LC-SSO_TILE
200206987, , , , GO17031|223-LC-SSO_TILE
200206988, , , , GO17031|223-LC-SSO_TILE
200206989, , , , GO17031|223-LC-SSO_TILE
200206990, , , , GO17031|223-LC-SSO_TILE
200206991, , , , GO17031|223-LC-SSO_TILE
200206992, , , , GO17031|223-LC-SSO_TILE
200206993, , , , GO17031|223-LC-SSO_TILE
200206994, , , , GO17031|223-LC-SSO_TILE
200206995, , , , GO17031|223-LC-SSO_TILE
200206996, , , , GO17031|223-LC-SSO_TILE
200206997, , , , GO17031|223-LC-SSO_TILE
200206998, , , , GO17031|223-LC-SSO_TILE
200206999, , , , GO17031|223-LC-SSO_TILE
200207000, , , , GO17031|223-LC-SSO_TILE
200207001, , , , GO17031|223-LC-SSO_TILE
200210286, , , , GO17031|422-LC-SSO_TILE
200210287, , , , GO17031|422-LC-SSO_TILE
200210288, , , , GO17031|422-LC-SSO_TILE
200210289, , , , GO17031|422-LC-SSO_TILE
200210290, , , , GO17031|422-LC-SSO_TILE
200210291, , , , GO17031|422-LC-SSO_TILE
200210292, , , , GO17031|422-LC-SSO_TILE
200210293, , , , GO17031|422-LC-SSO_TILE
200210294, , , , GO17031|422-LC-SSO_TILE
200210295, , , , GO17031|422-LC-SSO_TILE
200210296, , , , GO17031|422-LC-SSO_TILE
200210297, , , , GO17031|422-LC-SSO_TILE
200210298, , , , GO17031|422-LC-SSO_TILE
200210299, , , , GO17031|422-LC-SSO_TILE
200210300, , , , GO17031|422-LC-SSO_TILE
200210301, , , , GO17031|422-LC-SSO_TILE
200210302, , , , GO17031|422-LC-SSO_TILE
200210303, , , , GO17031|422-LC-SSO_TILE
200210304, , , , GO17031|422-LC-SSO_TILE
200210305, , , , GO17031|422-LC-SSO_TILE
200210306, , , , GO17031|422-LC-SSO_TILE
200210307, , , , GO17031|422-LC-SSO_TILE
200210308, , , , GO17031|422-LC-SSO_TILE
200210309, , , , GO17031|422-LC-SSO_TILE
200210310, , , , GO17031|422-LC-SSO_TILE
200210311, , , , GO17031|422-LC-SSO_TILE
200210312, , , , GO17031|422-LC-SSO_TILE
200210313, , , , GO17031|422-LC-SSO_TILE
200210314, , , , GO17031|422-LC-SSO_TILE
200210315, , , , GO17031|422-LC-SSO_TILE
200210316, , , , GO17031|422-LC-SSO_TILE
200210317, , , , GO17031|422-LC-SSO_TILE
200210318, , , , GO17031|422-LC-SSO_TILE
200210319, , , , GO17031|422-LC-SSO_TILE
200210320, , , , GO17031|422-LC-SSO_TILE
200210321, , , , GO17031|422-LC-SSO_TILE
200210322, , , , GO17031|422-LC-SSO_TILE
200210323, , , , GO17031|422-LC-SSO_TILE
200210324, , , , GO17031|422-LC-SSO_TILE
200210325, , , , GO17031|422-LC-SSO_TILE
200210326, , , , GO17031|422-LC-SSO_TILE
200210327, , , , GO17031|422-LC-SSO_TILE
200210328, , , , GO17031|422-LC-SSO_TILE
200210329, , , , GO17031|422-LC-SSO_TILE
200210330, , , , GO17031|422-LC-SSO_TILE
200210331, , , , GO17031|422-LC-SSO_TILE
200210332, , , , GO17031|422-LC-SSO_TILE
200210333, , , , GO17031|422-LC-SSO_TILE
200210334, , , , GO17031|422-LC-SSO_TILE
200210335, , , , GO17031|422-LC-SSO_TILE
200210336, , , , GO17031|422-LC-SSO_TILE
200210337, , , , GO17031|422-LC-SSO_TILE
200210338, , , , GO17031|422-LC-SSO_TILE
200210339, , , , GO17031|422-LC-SSO_TILE
200210340, , , , GO17031|422-LC-SSO_TILE
200210341, , , , GO17031|422-LC-SSO_TILE
200210342, , , , GO17031|422-LC-SSO_TILE
200210343, , , , GO17031|422-LC-SSO_TILE
200210344, , , , GO17031|422-LC-SSO_TILE
200210345, , , , GO17031|422-LC-SSO_TILE
200210346, , , , GO17031|422-LC-SSO_TILE
200210347, , , , GO17031|422-LC-SSO_TILE
200210348, , , , GO17031|422-LC-SSO_TILE
200210349, , , , GO17031|422-LC-SSO_TILE
200210350, , , , GO17031|422-LC-SSO_TILE
200210351, , , , GO17031|422-LC-SSO_TILE
200210352, , , , GO17031|422-LC-SSO_TILE
200210353, , , , GO17031|422-LC-SSO_TILE
200210354, , , , GO17031|422-LC-SSO_TILE
200210355, , , , GO17031|422-LC-SSO_TILE
200210356, , , , GO17031|422-LC-SSO_TILE
200210357, , , , GO17031|422-LC-SSO_TILE
200210358, , , , GO17031|422-LC-SSO_TILE
200210359, , , , GO17031|422-LC-SSO_TILE
200210360, , , , GO17031|422-LC-SSO_TILE
200210361, , , , GO17031|422-LC-SSO_TILE
200210362, , , , GO17031|422-LC-SSO_TILE
200210363, , , , GO17031|422-LC-SSO_TILE
200210364, , , , GO17031|422-LC-SSO_TILE
200210365, , , , GO17031|422-LC-SSO_TILE
200210366, , , , GO17031|422-LC-SSO_TILE
200210367, , , , GO17031|422-LC-SSO_TILE
200210368, , , , GO17031|422-LC-SSO_TILE
200210369, , , , GO17031|422-LC-SSO_TILE
200210370, , , , GO17031|422-LC-SSO_TILE
200210371, , , , GO17031|422-LC-SSO_TILE
200210372, , , , GO17031|422-LC-SSO_TILE
200210373, , , , GO17031|422-LC-SSO_TILE
200210374, , , , GO17031|422-LC-SSO_TILE
200210375, , , , GO17031|422-LC-SSO_TILE
200210376, , , , GO17031|422-LC-SSO_TILE
200210377, , , , GO17031|422-LC-SSO_TILE
200210378, , , , GO17031|422-LC-SSO_TILE
200210379, , , , GO17031|422-LC-SSO_TILE
200210380, , , , GO17031|422-LC-SSO_TILE
