EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212474143, 203.5184479, -13.2900429, 14.945, GO6016_LC
212474853, 201.877594, -13.273982, 14.644, GO6016_LC|GO6032_LC
212475978, 198.5447845, -13.2510214, 14.297, GO6016_LC
212476062, 203.5070648, -13.2493153, 13.848, GO6016_LC|GO6030_LC
212476224, 204.9273529, -13.2461576, 11.446, GO6016_LC|GO6078_LC
212476423, 205.7115326, -13.2422438, 14.945, GO6008_LC|GO6016_LC
212476720, 199.6390839, -13.2361202, 14.282, GO6016_LC|GO6032_LC
212477441, 203.6728516, -13.2203388, 12.866, GO6016_LC|GO6030_LC|GO6040_LC
212477514, 203.6730652, -13.2187958, 14.404, GO6016_LC
212477735, 203.6685486, -13.214325, 6.042, GO6016_LC|GO6030_LC|GO6078_LC
212477780, 201.7281799, -13.2133904, 12.782, GO6016_LC|GO6030_LC
212478287, 204.2589417, -13.2028856, 14.988, GO6016_LC
212479007, 198.3763733, -13.1872168, 14.323, GO6008_LC|GO6016_LC|GO6032_LC
212479216, 200.6860504, -13.1829557, 10.874, GO6016_LC|GO6030_LC
212480300, 199.2435303, -13.1588392, 7.601, GO6016_LC|GO6078_LC
212481234, 199.6521301, -13.1393938, 14.859, GO6016_LC
212481866, 197.6283722, -13.1259508, 14.94, GO6016_LC
212483873, 201.1485138, -13.0844784, 14.914, GO6016_LC
212484860, 202.4844055, -13.0624056, 14.55, GO6016_LC
212485293, 202.6729584, -13.0514441, 14.295, GO6016_LC
212486415, 201.6354065, -13.0268898, 14.954, GO6016_LC
212487185, 201.1263428, -13.0103331, 14.928, GO6016_LC
212487350, 199.0546265, -13.0069427, 14.716, GO6016_LC
212487422, 202.883194, -13.0052986, 14.897, GO6016_LC
212491676, 198.6286011, -12.9120903, 14.953, GO6016_LC
212491981, 198.9547424, -12.9053297, 14.904, GO6016_LC
212494888, 199.90625, -12.8420525, 13.516, GO6016_LC|GO6030_LC
212495039, 199.9017181, -12.8387537, 13.896, GO6016_LC|GO6030_LC
212498378, 201.8051147, -12.7685127, 9.814, GO6016_LC|GO6069_LC
212498380, 201.80513, -12.7685061, 9.296, GO6016_LC|GO6032_LC
212498859, 201.73349, -12.7579451, 14.85, GO6016_LC
212499123, 208.1703949, -12.7525644, 14.0, GO6016_LC
212499236, 208.1662445, -12.7501278, 13.968, GO6016_LC|GO6032_LC
212499283, 198.3177795, -12.7493811, 14.929, GO6008_LC|GO6016_LC
212500992, 201.2533569, -12.7128706, 13.312, GO6016_LC|GO6030_LC
212501598, 202.1048584, -12.6998892, 13.905, GO6008_LC|GO6016_LC|GO6030_LC|GO6032_LC
212503350, 201.5473175, -12.6629868, 14.91, GO6016_LC
212503378, 199.8805084, -12.6623869, 14.832, GO6016_LC
212503451, 201.5436401, -12.6608028, 14.498, GO6016_LC
212504061, 199.7443237, -12.6480894, 7.315, GO6016_LC|GO6030_LC|GO6039_LC|GO6039_SC
212505176, 208.1754456, -12.6238909, 14.271, GO6016_LC
212505283, 199.0570526, -12.6212339, 7.934, GO6016_LC|GO6084_LC
212505327, 208.1809235, -12.620389, 10.482, GO6016_LC|GO6030_LC|GO6085_LC|GO6086_LC
212505935, 198.5804749, -12.6087227, 14.858, GO6008_LC|GO6016_LC
212507267, 200.5343781, -12.5795431, 6.576, GO6016_LC
212507743, 206.8838501, -12.5696974, 14.31, GO6016_LC
212507926, 200.5383301, -12.5653419, 14.879, GO6016_LC
212508095, 207.8446655, -12.5618286, 14.909, GO6016_LC
212508966, 199.8010406, -12.5433435, 14.194, GO6016_LC
212509132, 199.8023987, -12.5399752, 14.279, GO6016_LC
212509842, 198.9137268, -12.5237818, 14.112, GO6016_LC|GO6032_LC|GO6071_LC
212510521, 199.3525543, -12.5094042, 14.617, GO6016_LC|GO6032_LC
212510707, 199.0570679, -12.5050812, 14.522, GO6008_LC|GO6016_LC|GO6032_LC
212511780, 200.6053772, -12.4825764, 13.105, GO6016_LC|GO6030_LC
212513026, 205.7038879, -12.4564114, 13.239, GO6016_LC|GO6030_LC
212513458, 207.7677917, -12.4473515, 14.458, GO6016_LC
212513696, 205.8764648, -12.4425764, 14.989, GO6008_LC|GO6016_LC
212515603, 198.0075378, -12.4026632, 8.468, GO6016_LC|GO6030_LC|GO6078_LC|GO6086_LC|GO6087_LC
212516170, 207.894577, -12.3906231, 13.877, GO6016_LC
212516394, 208.2063599, -12.385766, 12.205, GO6016_LC|GO6030_LC
212516415, 208.2094879, -12.3854246, 12.36, GO6016_LC|GO6032_LC
212516935, 208.447937, -12.3749247, 14.029, GO6016_LC
212517398, 198.9867554, -12.3651934, 14.679, GO6016_LC
212518069, 198.974884, -12.3501396, 7.042, GO6016_LC
212519221, 205.6382751, -12.326479, 14.78, GO6016_LC
212521433, 205.4026337, -12.2785578, 14.949, GO6016_LC
212523972, 198.3683777, -12.2257481, 14.612, GO6016_LC
212524536, 204.3063812, -12.2136908, 14.516, GO6008_LC|GO6016_LC|GO6032_LC
212524875, 205.5935364, -12.206851, 14.914, GO6008_LC|GO6016_LC|GO6071_LC
212525398, 208.1816101, -12.1964016, 13.497, GO6016_LC|GO6030_LC
212526979, 203.6455231, -12.1621284, 14.975, GO6016_LC
212527794, 208.2333832, -12.1447954, 14.873, GO6016_LC
212529292, 202.9584198, -12.1136856, 14.185, GO6008_LC|GO6016_LC|GO6032_LC
212530124, 198.3008728, -12.0950232, 14.897, GO6016_LC
212530169, 202.74823, -12.0939379, 14.992, GO6008_LC|GO6016_LC
212531068, 203.8061829, -12.0723219, 14.933, GO6016_LC
212532978, 206.6854095, -12.0310669, 14.893, GO6016_LC
212533051, 206.6892395, -12.0295763, 14.216, GO6016_LC
212534002, 208.3375702, -12.0091925, 14.339, GO6016_LC
212534147, 208.3385925, -12.005827, 13.973, GO6016_LC|GO6030_LC|GO6054_LC
212535254, 201.4356537, -11.983449, 13.476, GO6016_LC|GO6032_LC
212535620, 202.9369049, -11.9757442, 14.893, GO6008_LC|GO6016_LC
212536662, 200.7119751, -11.9544582, 13.955, GO6016_LC|GO6030_LC|GO6032_LC
212537295, 202.5013123, -11.941617, 14.389, GO6008_LC|GO6016_LC|GO6032_LC
212538896, 205.9403687, -11.909152, 8.462, GO6016_LC
212542695, 202.7738647, -11.8318825, 13.324, GO6016_LC|GO6030_LC
212542825, 199.9777374, -11.8293791, 14.571, GO6016_LC
212544722, 201.3843842, -11.7876234, 14.883, GO6016_LC
212545392, 202.5467987, -11.7720556, 14.877, GO6008_LC|GO6016_LC
212545711, 199.8049927, -11.7650547, 14.706, GO6008_LC|GO6016_LC|GO6032_LC
212547727, 206.702179, -11.7226753, 14.972, GO6016_LC
212548060, 202.8862152, -11.7151413, 13.708, GO6016_LC|GO6071_LC
212548699, 199.2951202, -11.7016096, 13.303, GO6016_LC|GO6030_LC
212548979, 208.5330048, -11.6953707, 7.086, GO6016_LC
212549269, 206.5990143, -11.6891594, 13.335, GO6016_LC|GO6030_LC
212549556, 208.5417328, -11.6828842, 14.72, GO6016_LC
212549988, 199.9326172, -11.6729259, 8.598, GO6016_LC|GO6030_LC
212550644, 202.0208435, -11.6597786, 14.722, GO6016_LC
212551801, 201.8190765, -11.6350241, 13.421, GO6016_LC|GO6030_LC
212551925, 199.2292328, -11.6326036, 14.419, GO6016_LC
212552025, 199.2260132, -11.6301088, 14.665, GO6016_LC
212553012, 208.1830597, -11.6095791, 13.634, GO6016_LC|GO6030_LC|GO6032_LC
212553686, 202.2120972, -11.5959415, 14.556, GO6008_LC|GO6016_LC|GO6032_LC|GO6054_LC|GO6071_LC
212554351, 198.1720428, -11.5814686, 8.227, GO6016_LC
212555289, 208.2560577, -11.5624065, 14.694, GO6016_LC|GO6032_LC
212555462, 206.5849762, -11.5591011, 14.883, GO6016_LC
212556304, 202.8625336, -11.5415163, 14.67, GO6016_LC|GO6032_LC
212557497, 207.9674377, -11.5152588, 14.266, GO6016_LC
212558788, 200.7467804, -11.4866104, 14.617, GO6016_LC|GO6032_LC
212558932, 199.341568, -11.4835281, 6.616, GO6016_LC|GO6030_LC|GO6055_LC
212559917, 198.16922, -11.4617481, 9.518, GO6016_LC|GO6030_LC
212560096, 205.4337006, -11.4578953, 14.764, GO6008_LC|GO6016_LC
212560979, 205.0398407, -11.4380598, 13.932, GO6016_LC|GO6032_LC
212561011, 204.8381805, -11.4371777, 13.123, GO6016_LC|GO6030_LC
212562145, 208.7689056, -11.4123116, 14.856, GO6008_LC|GO6016_LC
212562179, 201.7132416, -11.4117279, 14.496, GO6016_LC|GO6032_LC
212563039, 200.7924805, -11.3924122, 9.457, GO6016_LC|GO6030_LC|GO6032_LC|GO6087_LC
212563954, 200.8477478, -11.3722439, 14.601, GO6016_LC|GO6032_LC
212565976, 202.5624847, -11.3287754, 13.846, GO6008_LC|GO6016_LC|GO6030_LC|GO6032_LC
212566302, 201.2625275, -11.3219337, 14.731, GO6016_LC
212566447, 204.3005371, -11.3187342, 14.841, GO6016_LC|GO6032_LC
212567163, 207.9757843, -11.3043633, 13.734, GO6016_LC|GO6030_LC
212567272, 205.740387, -11.3022184, 8.175, GO6016_LC|GO6030_LC
212567326, 207.9794159, -11.3011484, 14.124, GO6016_LC|GO6032_LC
212567442, 200.0776215, -11.2987776, 14.702, GO6016_LC
212567966, 202.3487701, -11.2869577, 13.932, GO6016_LC|GO6030_LC|GO6032_LC
212568564, 205.3566895, -11.2744532, 13.188, GO6016_LC|GO6030_LC|GO6085_LC
212568718, 205.3538971, -11.2715797, 14.017, GO6016_LC|GO6032_LC
212569440, 203.0196228, -11.2563858, 8.83, GO6016_LC|GO6030_LC|GO6054_LC|GO6078_LC|GO6086_LC|GO6087_LC
212569930, 201.3900146, -11.2461367, 14.731, GO6016_LC
212570193, 201.4109039, -11.2403479, 14.231, GO6016_LC
212570254, 201.3742371, -11.2391682, 14.555, GO6016_LC
212571053, 197.9189758, -11.2216511, 6.647, GO6016_LC
212571282, 201.246048, -11.2170229, 14.102, GO6016_LC
212571483, 200.7368927, -11.2129889, 13.661, GO6016_LC|GO6030_LC|GO6032_LC
212571648, 200.7344818, -11.2095919, 13.812, GO6016_LC|GO6032_LC
212571720, 206.7926788, -11.2079945, 13.03, GO6016_LC|GO6030_LC|GO6032_LC|GO6071_LC
212571785, 201.3352356, -11.2065029, 13.362, GO6016_LC|GO6030_LC
212572350, 202.9005432, -11.1946001, 14.679, GO6008_LC|GO6016_LC|GO6032_LC
212572452, 204.4417572, -11.1922235, 14.769, GO6016_LC|GO6071_LC
212573146, 202.199234, -11.1772575, 14.708, GO6008_LC|GO6016_LC
212573348, 206.082016, -11.1724138, 9.019, GO6016_LC|GO6032_LC|GO6084_LC
212573751, 200.0724792, -11.1630802, 13.283, GO6016_LC|GO6030_LC
212574421, 201.8486023, -11.1486168, 13.594, GO6016_LC|GO6030_LC
212574459, 200.938736, -11.1477728, 14.188, GO6016_LC
212575008, 198.2909088, -11.1357241, 14.028, GO6008_LC|GO6016_LC|GO6032_LC
212575929, 198.2783813, -11.115118, 14.814, GO6008_LC|GO6016_LC
212576383, 197.8225403, -11.1059008, 9.066, GO6016_LC|GO6030_LC|GO6033_LC|GO6074_LC|GO6033_SC
212576433, 208.1763458, -11.1050558, 14.408, GO6016_LC|GO6032_LC
212576493, 204.3926239, -11.1039009, 14.162, GO6008_LC|GO6016_LC|GO6032_LC
212576861, 199.9659424, -11.0965204, 14.44, GO6008_LC|GO6016_LC|GO6032_LC
212576955, 202.4143829, -11.0944319, 14.604, GO6008_LC|GO6016_LC|GO6032_LC
212577954, 204.9266052, -11.0738964, 14.162, GO6008_LC|GO6016_LC|GO6032_LC|GO6085_LC|GO6086_LC
212577959, 204.9302063, -11.0738106, 14.352, GO6016_LC
212579488, 200.8276367, -11.0413523, 8.729, GO6016_LC|GO6030_LC|GO6086_LC|GO6087_LC
212580567, 203.0021362, -11.0162888, 9.733, GO6016_LC|GO6032_LC
212581147, 201.4585419, -11.0032721, 14.87, GO6016_LC
212581224, 203.1361389, -11.0015411, 10.266, GO6016_LC|GO6030_LC
212582607, 201.4491425, -10.9713974, 14.789, GO6016_LC
212582946, 200.7993622, -10.9641266, 12.716, GO6016_LC
212583132, 198.9304352, -10.9598703, 14.976, GO6008_LC|GO6016_LC
212583788, 201.8891754, -10.9456234, 14.958, GO6008_LC|GO6016_LC
212585489, 198.7521515, -10.9088612, 14.377, GO6016_LC
212585493, 198.7487946, -10.9087658, 14.853, GO6016_LC
212585952, 205.6273346, -10.8984938, 14.755, GO6016_LC|GO6032_LC|GO6085_LC
212586268, 208.5704346, -10.8916159, 9.523, GO6016_LC|GO6032_LC
212587150, 204.7404327, -10.8742247, 13.396, GO6016_LC|GO6071_LC
212587267, 208.5590057, -10.8714628, 14.894, GO6008_LC|GO6016_LC
212588019, 204.7372742, -10.8551216, 13.254, GO6016_LC|GO6030_LC|GO6085_LC
212588084, 204.7413177, -10.8538771, 14.837, GO6008_LC|GO6016_LC|GO6032_LC|GO6085_LC|GO6086_LC
212588357, 199.577652, -10.8487349, 12.209, GO6016_LC
212588899, 209.0228271, -10.8370914, 14.91, GO6016_LC
212588920, 204.4803925, -10.8368349, 14.751, GO6016_LC
212589297, 199.5150452, -10.8282051, 14.865, GO6016_LC
212589564, 205.0640564, -10.8224459, 14.947, GO6016_LC
212590313, 197.8770599, -10.8063269, 14.576, GO6016_LC
212590447, 197.8805695, -10.8037643, 14.657, GO6016_LC
212590465, 204.3986511, -10.8033533, 9.674, GO6016_LC|GO6028_LC|GO6030_LC|GO6071_LC|GO6078_LC|GO6085_LC|GO6086_LC|GO6087_LC
212590471, 202.1974487, -10.8031101, 14.552, GO6016_LC|GO6032_LC
212590665, 199.2184906, -10.7986526, 14.527, GO6016_LC
212590805, 202.4616241, -10.7959089, 14.935, GO6016_LC
212590986, 202.4582977, -10.7919226, 14.511, GO6016_LC
212591483, 204.4073792, -10.7812166, 12.234, GO6016_LC
212592273, 202.9085541, -10.7646503, 14.636, GO6016_LC
212595113, 198.4803619, -10.6998186, 14.336, GO6008_LC|GO6016_LC|GO6032_LC
212595519, 204.808609, -10.6907034, 14.442, GO6016_LC
212596472, 203.014389, -10.6690302, 14.332, GO6016_LC
212597728, 208.9997711, -10.6408834, 14.261, GO6016_LC|GO6032_LC
212597861, 209.002121, -10.6376276, 12.889, GO6016_LC|GO6030_LC
212598102, 202.5075073, -10.6312218, 14.639, GO6016_LC
212598549, 208.9009247, -10.6212416, 14.928, GO6016_LC|GO6032_LC
212598907, 203.985733, -10.6132689, 13.342, GO6016_LC
212599799, 202.6916046, -10.5934458, 14.955, GO6016_LC
212599875, 201.7353516, -10.5917082, 13.93, GO6016_LC|GO6030_LC
212600259, 202.6884155, -10.5829353, 14.922, GO6016_LC
212600856, 208.5340118, -10.5701809, 11.565, GO6016_LC|GO6030_LC
212601233, 204.8380127, -10.5616655, 14.997, GO6008_LC|GO6016_LC
212604199, 203.8883057, -10.4938078, 14.938, GO6016_LC
212607796, 202.3349457, -10.413475, 12.337, GO6016_LC|GO6032_LC
212607938, 202.3379364, -10.4102755, 13.983, GO6016_LC|GO6030_LC
212609042, 204.779541, -10.3853493, 11.301, GO6016_LC|GO6030_LC
212609698, 198.687973, -10.3703833, 6.651, GO6016_LC|GO6069_LC
212609777, 198.3232117, -10.3684692, 14.771, GO6016_LC
212609794, 204.59729, -10.3680964, 14.471, GO6016_LC
212609826, 199.6733246, -10.3673992, 14.978, GO6016_LC
212610063, 207.1204529, -10.3622961, 14.355, GO6016_LC|GO6032_LC
212610226, 207.1209412, -10.358737, 14.054, GO6016_LC|GO6032_LC
212610620, 202.6504364, -10.3496675, 14.307, GO6016_LC|GO6032_LC
212610883, 206.8825684, -10.3433733, 14.924, GO6016_LC
212611444, 205.7572327, -10.3303766, 14.917, GO6008_LC|GO6016_LC
212611748, 211.8710175, -10.3236408, 7.885, GO6016_LC
212612021, 201.7322693, -10.3168612, 13.951, GO6016_LC|GO6030_LC
212612192, 200.2110748, -10.3134861, 14.478, GO6016_LC|GO6043_LC|GO6071_LC
212612224, 201.7352905, -10.3126726, 14.988, GO6016_LC
212612266, 198.6417389, -10.3117514, 14.301, GO6008_LC|GO6016_LC|GO6032_LC
212612605, 204.8536072, -10.3041801, 14.556, GO6008_LC|GO6016_LC|GO6032_LC
212612729, 204.5494385, -10.3013706, 14.534, GO6008_LC|GO6016_LC|GO6032_LC
212613974, 201.4279633, -10.273428, 13.398, GO6016_LC|GO6030_LC
212614025, 201.4317474, -10.2723866, 12.558, GO6016_LC|GO6032_LC
212614437, 199.3404388, -10.2629776, 14.586, GO6016_LC
212614618, 202.95224, -10.2587204, 7.85, GO6016_LC
212614925, 211.8170776, -10.2520638, 13.974, GO6016_LC
212615023, 202.957489, -10.2498436, 14.904, GO6016_LC
212615760, 198.0489655, -10.2325516, 14.724, GO6008_LC|GO6016_LC
212616051, 199.9345551, -10.2257109, 14.774, GO6008_LC|GO6016_LC
212616417, 198.7348785, -10.217104, 13.935, GO6016_LC|GO6030_LC
212617037, 203.1496124, -10.20259, 8.72, GO6016_LC|GO6030_LC|GO6039_LC|GO6039_SC
212617166, 204.2239532, -10.1999426, 14.785, GO6016_LC
212617571, 200.1168976, -10.1904249, 7.912, GO6016_LC
212617774, 202.332428, -10.186265, 14.511, GO6016_LC|GO6032_LC
212617952, 200.0682831, -10.1822367, 14.468, GO6008_LC|GO6016_LC|GO6032_LC
212621342, 198.5782013, -10.1058884, 14.793, GO6016_LC
212621423, 203.0252533, -10.1038055, 14.951, GO6016_LC
212621513, 198.5823517, -10.1020269, 14.331, GO6016_LC|GO6032_LC
212622601, 210.1285553, -10.0756912, 14.919, GO6016_LC
212622674, 211.4261322, -10.0742178, 13.517, GO6016_LC|GO6030_LC
212622690, 211.4228973, -10.0738516, 14.089, GO6016_LC
212622707, 211.6933289, -10.0735083, 14.265, GO6016_LC
212623630, 211.7442322, -10.0532913, 14.84, GO6016_LC
212624743, 198.046814, -10.0281277, 14.129, GO6016_LC
212625033, 198.3924255, -10.0213833, 14.837, GO6016_LC
212625252, 203.1569519, -10.0165081, 14.291, GO6016_LC|GO6085_LC
212626084, 199.1179962, -9.9984579, 14.466, GO6016_LC|GO6032_LC
212626332, 209.0176086, -9.9925117, 14.455, GO6016_LC|GO6032_LC|GO6054_LC
212626994, 211.8391876, -9.976202, 14.439, GO6016_LC|GO6032_LC
212627651, 211.1272583, -9.9598398, 14.758, GO6016_LC
212627931, 202.5776978, -9.9532003, 14.986, GO6008_LC|GO6016_LC
212628518, 210.4096375, -9.9401064, 8.613, GO6016_LC|GO6030_LC|GO6055_LC
212628859, 197.9956665, -9.9324732, 14.537, GO6016_LC|GO6032_LC
212629237, 211.2176666, -9.9237633, 14.215, GO6016_LC|GO6032_LC
212631286, 198.7493744, -9.8780918, 13.236, GO6016_LC|GO6030_LC
212631414, 198.7496338, -9.8748398, 13.022, GO6016_LC|GO6032_LC
212631887, 202.5900574, -9.8642225, 14.231, GO6008_LC|GO6016_LC|GO6032_LC
212632094, 211.5193481, -9.8594227, 14.517, GO6016_LC
212632352, 210.3040314, -9.8534365, 13.189, GO6016_LC|GO6030_LC
212632685, 210.1651001, -9.8459272, 14.775, GO6008_LC|GO6016_LC
212632941, 198.1206055, -9.8399467, 13.233, GO6016_LC
212634172, 202.390686, -9.810173, 14.831, GO6008_LC|GO6016_LC
212635844, 208.2845154, -9.7713985, 14.688, GO6016_LC
212636441, 208.9703217, -9.7575111, 11.864, GO6016_LC
212636554, 208.9713287, -9.7552834, 6.785, GO6016_LC|GO6030_LC|GO6039_LC|GO6078_LC|GO6039_SC
212639327, 210.5596619, -9.6917334, 14.221, GO6016_LC
212639849, 199.9829254, -9.6797571, 14.961, GO6008_LC|GO6016_LC
212640711, 200.3644409, -9.6606846, 14.634, GO6008_LC|GO6016_LC|GO6032_LC
212641430, 209.9306793, -9.6441669, 9.036, GO6016_LC|GO6032_LC
212641754, 205.2371979, -9.635994, 14.981, GO6016_LC
212641931, 207.4316406, -9.6320496, 13.98, GO6016_LC|GO6030_LC
212641982, 207.8693085, -9.6306381, 14.947, GO6016_LC
212642154, 206.0435028, -9.6267309, 14.524, GO6016_LC
212642239, 199.6765137, -9.6245956, 14.112, GO6016_LC|GO6032_LC
212642281, 211.3389893, -9.6235437, 14.444, GO6016_LC|GO6032_LC
212642287, 205.5780792, -9.6232958, 14.761, GO6008_LC|GO6016_LC
212642803, 211.2960968, -9.611084, 14.126, GO6016_LC|GO6032_LC
212642814, 211.2931976, -9.6108456, 14.235, GO6016_LC|GO6032_LC
212643433, 201.0582275, -9.5969076, 14.476, GO6016_LC|GO6032_LC
212643434, 205.2480927, -9.5968981, 14.557, GO6016_LC|GO6032_LC
212643647, 211.8783112, -9.5916824, 13.899, GO6016_LC
212644085, 208.78125, -9.5806913, 14.216, GO6016_LC
212644316, 210.3802643, -9.5757952, 14.113, GO6016_LC
212645003, 208.9498138, -9.5599089, 6.349, GO6016_LC
212645609, 207.4380493, -9.5463467, 14.961, GO6008_LC|GO6016_LC
212646511, 208.8839874, -9.5257788, 10.354, GO6016_LC|GO6030_LC|GO6071_LC
212647206, 210.7562866, -9.5092831, 14.967, GO6016_LC
212648140, 200.4087982, -9.4877949, 14.801, GO6016_LC
212648374, 210.3040771, -9.4819012, 14.316, GO6016_LC
212648534, 199.8794098, -9.4785309, 14.641, GO6016_LC
212648732, 208.5727386, -9.4739761, 13.347, GO6016_LC|GO6030_LC
212648756, 208.0421448, -9.4736462, 14.99, GO6016_LC
212649252, 198.9611511, -9.4616108, 14.993, GO6016_LC
212649435, 204.0553589, -9.457408, 14.163, GO6008_LC|GO6016_LC|GO6032_LC
212650706, 206.3105621, -9.4301214, 14.927, GO6008_LC|GO6016_LC
212651213, 208.9311066, -9.4183102, 10.796, GO6016_LC|GO6030_LC|GO6078_LC|GO6086_LC|GO6087_LC
212651234, 208.9281769, -9.4177828, 11.139, GO6016_LC|GO6086_LC
212651438, 198.6987457, -9.4132433, 14.973, GO6016_LC
212651849, 208.4360962, -9.4038191, 14.266, GO6016_LC
212652663, 198.6311493, -9.3849573, 14.819, GO6016_LC
212653016, 198.1020966, -9.3772478, 14.09, GO6008_LC|GO6016_LC|GO6032_LC
212653071, 205.9621429, -9.375905, 13.727, GO6016_LC|GO6030_LC
212653120, 205.9655609, -9.3747644, 13.442, GO6016_LC|GO6030_LC
212653399, 209.985672, -9.3686247, 14.028, GO6016_LC
212654375, 204.84375, -9.3454247, 7.964, GO6016_LC
212655747, 209.1816254, -9.3135586, 14.365, GO6016_LC|GO6032_LC
212655762, 211.686676, -9.3133583, 13.747, GO6016_LC
212656048, 205.5246429, -9.3068972, 11.94, GO6016_LC|GO6030_LC
212656288, 208.2405396, -9.3013802, 14.81, GO6008_LC|GO6016_LC
212656373, 205.0836334, -9.2989559, 11.378, GO6016_LC
212657191, 205.4610291, -9.2787094, 13.051, GO6016_LC|GO6032_LC|GO6084_LC
212657440, 207.0605011, -9.2728863, 14.918, GO6016_LC
212657998, 206.3358765, -9.2601414, 14.968, GO6016_LC
212658101, 211.0894623, -9.2576809, 6.753, GO6016_LC|GO6030_LC
212658635, 211.081192, -9.2455988, 14.994, GO6016_LC
212660416, 203.2876434, -9.203167, 14.872, GO6008_LC|GO6016_LC
212660609, 207.4033508, -9.1989126, 8.777, GO6016_LC|GO6040_LC
212660660, 211.5381927, -9.1979694, 14.963, GO6008_LC|GO6016_LC
212660736, 211.2276764, -9.1964159, 14.309, GO6016_LC
212660800, 207.3980713, -9.1946383, 12.616, GO6016_LC
212660826, 205.3153076, -9.1941214, 14.885, GO6016_LC
212660894, 201.8735809, -9.1927071, 9.295, GO6016_LC|GO6030_LC|GO6085_LC|GO6086_LC|GO6087_LC
212660995, 207.6742554, -9.1907787, 14.662, GO6008_LC|GO6016_LC|GO6032_LC
212661553, 210.4273987, -9.1782207, 14.966, GO6016_LC
212661669, 210.4281769, -9.1749649, 14.921, GO6016_LC
212662143, 204.6411896, -9.1638641, 13.377, GO6016_LC
212662241, 207.2430573, -9.1615849, 13.251, GO6016_LC|GO6030_LC
212662489, 205.8240509, -9.1552849, 14.29, GO6008_LC|GO6016_LC|GO6032_LC
212662985, 207.1472015, -9.1439161, 14.728, GO6016_LC|GO6032_LC
212663506, 201.2624969, -9.1319246, 14.7, GO6016_LC
212664748, 205.7830048, -9.102788, 14.94, GO6008_LC|GO6016_LC
212665222, 204.5825195, -9.0915852, 8.812, GO6016_LC|GO6032_LC
212665335, 202.0022278, -9.0889111, 14.44, GO6016_LC|GO6032_LC
212665489, 204.5785828, -9.0851822, 13.557, GO6016_LC|GO6030_LC
212665789, 211.927948, -9.0788527, 14.981, GO6016_LC
212666258, 211.2495422, -9.0686016, 14.886, GO6008_LC|GO6016_LC
212666492, 210.914093, -9.061944, 14.235, GO6016_LC
212668222, 204.4090118, -9.0218916, 14.781, GO6016_LC
212668319, 201.5768585, -9.019866, 13.635, GO6016_LC
212670623, 207.5108185, -8.9665384, 13.716, GO6008_LC|GO6016_LC|GO6030_LC|GO6032_LC
212670721, 207.5062256, -8.9641209, 13.383, GO6016_LC|GO6030_LC
212672275, 212.0590057, -8.9276714, 14.757, GO6008_LC|GO6016_LC
212672939, 204.6558838, -8.9118576, 14.859, GO6008_LC|GO6016_LC
212674262, 207.731308, -8.8791447, 13.621, GO6016_LC|GO6030_LC
212674402, 207.7321014, -8.8759279, 12.958, GO6016_LC|GO6030_LC
212674713, 211.4139099, -8.8682766, 14.164, GO6016_LC|GO6032_LC
212674962, 207.9273682, -8.8622389, 14.823, GO6008_LC|GO6016_LC
212675448, 202.5460815, -8.8501673, 14.713, GO6008_LC|GO6016_LC
212675986, 205.5570221, -8.8379555, 14.44, GO6016_LC
212676551, 199.0750427, -8.8238859, 14.054, GO6016_LC
212677774, 205.2475128, -8.7962828, 14.458, GO6008_LC|GO6016_LC|GO6032_LC
212678177, 201.3118286, -8.7858543, 8.109, GO6016_LC|GO6030_LC
212679653, 210.2846985, -8.7521935, 14.639, GO6008_LC|GO6016_LC|GO6032_LC
212679798, 202.4856262, -8.7496386, 14.846, GO6016_LC
212679972, 208.1245117, -8.7455244, 13.309, GO6016_LC|GO6030_LC|GO6032_LC
212680433, 204.1195526, -8.7345104, 10.052, GO6016_LC|GO6021_LC|GO6030_LC
212681198, 209.943222, -8.7158356, 14.819, GO6016_LC
212681564, 202.5115662, -8.7071047, 11.824, GO6002_LC|GO6008_LC|GO6016_LC|GO6028_LC|GO6032_LC|GO6052_LC|GO6060_LC|GO6065_LC|GO6052_SC
212682691, 199.7943726, -8.679759, 14.851, GO6008_LC|GO6016_LC
212682859, 206.0037842, -8.6759663, 14.932, GO6016_LC
212683209, 204.6883087, -8.6677752, 14.996, GO6016_LC
212683392, 204.6856384, -8.6640358, 14.947, GO6016_LC
212684557, 201.8661041, -8.6373539, 9.913, GO6016_LC|GO6030_LC|GO6032_LC|GO6085_LC|GO6086_LC|GO6087_LC
212685104, 208.7783508, -8.6241169, 12.837, GO6016_LC|GO6071_LC
212685348, 204.5493011, -8.6176233, 14.747, GO6016_LC
212685482, 204.5502319, -8.6141243, 14.565, GO6016_LC|GO6032_LC
212685575, 211.2605438, -8.6120977, 13.135, GO6016_LC|GO6030_LC
212685623, 203.4636383, -8.6111708, 11.911, GO6016_LC|GO6032_LC|GO6084_LC
212686357, 199.4355774, -8.5933933, 14.451, GO6008_LC|GO6016_LC|GO6032_LC
212686992, 206.9456329, -8.5786285, 14.758, GO6016_LC
212688775, 201.5157318, -8.5347567, 9.567, GO6016_LC|GO6028_LC|GO6030_LC|GO6085_LC|GO6086_LC|GO6087_LC
212688834, 200.20578, -8.533288, 14.345, GO6016_LC|GO6032_LC
