EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212756297, 207.6558685, -6.8040042, 13.009, GO6018_LC|GO6030_LC|GO6032_LC|GO6034_LC|GO6041_LC|GO6086_LC|GO6018_SC|GO6034_SC|GO6041_SC
