EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
213196496, 287.6510925, -30.3421288, 12.007, GO7074_LC|GO7033_LC|GO7016_LC|GO7040_LC|GO7033_SC
215365782, 293.6811523, -24.3706703, 11.578, GO7030_LC|GO7033_LC|GO7040_LC|GO7087_LC|GO7033_SC
218796935, 288.1818237, -18.1366673, 11.515, GO7030_LC|GO7074_LC|GO7033_LC|GO7040_LC|GO7033_SC
