EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
204964091, 245.022886, -20.056397, 7.443, GO2020_LC|GO2049_LC|GO2052_LC|GO2080_LC|GO2090_LC|GO2092_LC|GO2098_LC|GO2104_LC
