EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
203092367, 249.881499, -27.285606, 8.728, GO2049_LC|GO2080_LC|GO2098_LC|GO2104_LC|GO2079_SC
