# Summary of K2 Program GO19027

Title: Re-observing   Known   Exoplanets   and   Candidates   from   Previous   K2   Campaigns

PI: Vanderburg, Andrew (UT Austin)
CoIs: Mark Omohundro (Citizen Scientist), Juliette Becker (UMichigan), Martti H. Kristiansen (DTU Space), Al Schmitt (Citizen Scientist), Hans Schwengeler (Citizen Scientist), Ivan Terentev (Citizen Scientist), Alexander Venner (Citizen Scientist)



# Targets requested by this program that have been observed (54)
EPIC,rafloat,decfloat,Kp,InvestigationIDs
245950175,348.94904,-10.84970,12.06900,GO19026_LC|GO19027_LC|GO19049_LC|GO19065_LC|GO19027_SC
245955351,347.50700,-10.68838,12.97100,GO19027_LC|GO19049_LC|GO19065_LC
246009928,346.12613,-9.23050,17.52700,GO19027_LC|GO19027_SC
246020606,351.11304,-8.96052,15.69700,GO19027_LC|GO19047_LC|GO19068_LC|GO19047_SC
246028803,351.35724,-8.75061,15.29300,GO19027_LC|GO19058_LC|GO19068_LC
246042088,350.01960,-8.43433,15.18000,GO19027_LC|GO19068_LC
246061904,346.04230,-7.98242,13.79900,GO19011_LC|GO19027_LC|GO19068_LC|GO19027_SC
246063952,351.42307,-7.93475,12.31500,GO19027_LC|GO19049_LC|GO19065_LC
246067459,347.70435,-7.85750,13.55200,GO19027_LC|GO19049_LC|GO19027_SC
246074965,353.91693,-7.68656,16.27800,GO19027_LC|GO19063_LC|GO19068_LC|GO19063_SC
246078343,353.41760,-7.61194,14.55700,GO19027_LC|GO19068_LC|GO19027_SC
246088339,353.72030,-7.39412,13.46500,GO19027_LC|GO19049_LC
246089931,354.45215,-7.36032,14.79500,GO19027_LC|GO19068_LC
246090964,349.57767,-7.33806,15.50600,GO19027_LC|GO19068_LC
246101544,349.07532,-7.10833,15.37200,GO19027_LC|GO19068_LC
246114190,350.23032,-6.82981,13.76800,GO19027_LC|GO19068_LC|GO19027_SC
246116001,344.88336,-6.79146,13.66500,GO19027_LC|GO19047_LC|GO19049_LC
246120070,350.00476,-6.70218,10.47000,GO19003_LC|GO19011_LC|GO19027_LC|GO19049_LC|GO19065_LC
246120353,352.97680,-6.69573,14.73100,GO19027_LC|GO19063_LC|GO19068_LC
246130778,349.81216,-6.47209,13.17500,GO19027_LC|GO19049_LC|GO19063_LC|GO19068_LC
246138429,353.26038,-6.30857,15.63000,GO19027_LC|GO19068_LC
246158738,349.43317,-5.87744,13.62900,GO19027_LC|GO19049_LC
246168225,351.27243,-5.67748,12.65000,GO19027_LC|GO19049_LC|GO19063_LC|GO19065_LC|GO19068_LC|GO19027_SC
246178445,347.45374,-5.46645,12.88600,GO19027_LC|GO19049_LC|GO19065_LC|GO19068_LC
246191232,352.79626,-5.20117,10.93900,GO19027_LC|GO19036_LC|GO19049_LC|GO19058_LC|GO19065_LC|GO19036_SC
246193072,351.13530,-5.16409,12.46300,GO19027_LC|GO19049_LC|GO19065_LC|GO19068_LC|GO19027_SC
246199087,346.62200,-5.04127,12.91700,GO19006_LC|GO19021_LC|GO19025_LC|GO19027_LC|GO19038_LC|GO19052_LC|GO19057_LC|GO19063_LC|GO19068_LC|GO19901_LC|GO19006_SC|GO19021_SC|GO19027_SC|GO19052_SC|GO19057_SC
246205281,345.63678,-4.91462,14.84600,GO19027_LC|GO19068_LC|GO19027_SC
246208962,352.19687,-4.84138,13.22900,GO19027_LC|GO19049_LC|GO19063_LC|GO19068_LC|GO19027_SC|GO19063_SC
246220254,350.35648,-4.61421,13.56300,GO19011_LC|GO19027_LC|GO19049_LC
246220667,351.63623,-4.60658,13.97700,GO19027_LC|GO19068_LC
246253528,346.78995,-3.97923,15.50700,GO19027_LC|GO19068_LC
246261316,353.70767,-3.83490,13.59400,GO19027_LC|GO19068_LC
246276996,354.72473,-3.52449,14.18900,GO19027_LC|GO19068_LC
246290342,354.16235,-3.26106,14.73800,GO19027_LC|GO19068_LC
246295073,354.93057,-3.16661,14.18700,GO19027_LC|GO19027_SC
246310303,349.65080,-2.85911,14.04700,GO19027_LC|GO19068_LC
246313886,353.78308,-2.78449,14.48100,GO19027_LC|GO19068_LC
