EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
246938594, 68.982005, 17.127734, 14.647, GO13009_LC
246942563, 73.598672, 17.164851, 13.468, GO13117_LC|GO13123_LC|GO13009_LC|GO13082_LC|GO13119_LC|GO13118_LC
246942684, 71.801987, 17.166091, 14.902, GO13009_LC
246962637, 71.120471, 17.35992, 13.792, GO13009_LC
246965578, 73.41089, 17.389066, 11.927, GO13009_LC|GO13048_LC
246966664, 75.125222, 17.399758, 11.494, GO13009_LC|GO13048_LC|GO13082_LC|GO13118_LC
246969828, 68.804885, 17.4305, 14.451, GO13117_LC|GO13009_LC|GO13016_LC
246972498, 72.922698, 17.456382, 9.528, GO13009_LC
246977631, 73.128147, 17.50714, 11.749, GO13117_LC|GO13123_LC|GO13009_LC|GO13048_LC|GO13016_LC|GO13082_LC|GO13118_LC
246982660, 73.961429, 17.555941, 13.215, GO13009_LC
246983144, 68.746792, 17.560595, 13.058, GO13009_LC
246984367, 74.321211, 17.572086, 12.772, GO13123_LC|GO13009_LC
246988269, 69.646642, 17.609533, 18.065, GO13009_LC
247003291, 74.240781, 17.755001, 11.827, GO13123_LC|GO13009_LC
247007846, 69.774013, 17.796954, 16.28, GO13009_LC
247017059, 71.832553, 17.883325, 10.329, GO13009_LC
247026458, 73.956666, 17.970698, 11.278, GO13123_LC|GO13009_LC
247026868, 72.976036, 17.974425, 13.138, GO13117_LC|GO13123_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13118_LC
247032616, 68.066001, 18.027437, 11.259, GO13117_LC|GO13009_LC|GO13016_LC|GO13086_LC|GO13119_LC
247034775, 68.182246, 18.048977, 12.444, GO13117_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13086_LC|GO13082_LC|GO13118_LC
247035595, 68.7045, 18.056504, 10.095, GO13009_LC
247036117, 74.853802, 18.061541, 10.979, GO13123_LC|GO13009_LC
247039017, 71.403267, 18.089145, 12.239, GO13009_LC
247044786, 71.120739, 18.144715, 11.195, GO13009_LC
247046059, 68.171164, 18.156672, 13.836, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247047380, 68.45305, 18.169436, 13.223, GO13117_LC|GO13009_LC|GO13016_LC|GO13062_LC|GO13086_LC|GO13082_LC|GO13058_LC|GO13119_LC|GO13118_LC
247051861, 68.066961, 18.212874, 12.687, GO13117_LC|GO13029_LC|GO13123_LC|GO13022_LC|GO13009_LC|GO13016_LC|GO13042_LC|GO13086_LC|GO13082_LC|GO13118_LC|GO13042_SC
247066206, 68.329093, 18.347653, 12.63, GO13009_LC
247066764, 74.352784, 18.35301, 11.332, GO13123_LC|GO13009_LC
247076294, 73.790093, 18.441975, 9.149, GO13117_LC|GO13071_LC|GO13009_LC|GO13122_LC|GO13016_LC|GO13002_LC|GO13024_LC|GO13082_LC|GO13118_LC|GO13903_LC
247078342, 68.092122, 18.461845, 15.6, GO13117_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13118_LC
247078637, 68.109492, 18.464497, 13.601, GO13117_LC|GO13123_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247082570, 73.943506, 18.501154, 10.986, GO13009_LC
247088811, 68.315235, 18.560736, 12.19, GO13009_LC
247089285, 73.937344, 18.565482, 13.576, GO13009_LC
247095640, 79.02443, 18.628125, 11.787, GO13009_LC
247097293, 68.481156, 18.644174, 13.668, GO13117_LC|GO13009_LC|GO13016_LC|GO13118_LC
247097552, 69.367109, 18.64645, 10.603, GO13009_LC
247098906, 74.583965, 18.6597, 12.48, GO13123_LC|GO13009_LC
247103315, 69.411397, 18.702383, 14.659, GO13009_LC
247103541, 69.128425, 18.704259, 9.78, GO13117_LC|GO13009_LC|GO13082_LC|GO13052_LC|GO13118_LC|GO13903_LC
247116745, 69.590777, 18.829189, 11.393, GO13123_LC|GO13009_LC|GO13048_LC
247119725, 69.361968, 18.857411, 11.119, GO13117_LC|GO13071_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13118_LC
247122185, 80.158165, 18.881086, 12.108, GO13009_LC
247124901, 79.715657, 18.906931, 14.101, GO13009_LC
247126197, 68.176799, 18.91952, 10.63, GO13117_LC|GO13049_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13118_LC|GO13903_LC
247136595, 79.002388, 19.019134, 9.936, GO13009_LC|GO13048_LC
247139505, 68.157667, 19.046705, 13.9, GO13008_LC|GO13064_LC|GO13009_LC|GO13018_LC|GO13023_LC|GO13077_LC|GO13073_LC|GO13090_LC
247156167, 70.042632, 19.206605, 10.356, GO13123_LC|GO13009_LC
247159284, 80.708337, 19.236152, 13.951, GO13009_LC|GO13082_LC|GO13019_LC
247165618, 79.073089, 19.295243, 9.267, GO13071_LC|GO13009_LC|GO13122_LC|GO13024_LC|GO13052_LC
247179825, 78.868383, 19.431151, 9.444, GO13049_LC|GO13071_LC|GO13009_LC|GO13122_LC|GO13098_LC
247182519, 80.126376, 19.457639, 10.548, GO13123_LC|GO13009_LC
247201064, 78.372218, 19.634339, 11.47, GO13009_LC
247208136, 71.060692, 19.701627, 11.638, GO13009_LC
247210486, 72.191137, 19.723962, 9.364, GO13071_LC|GO13009_LC|GO13122_LC|GO13052_LC
247230237, 70.813072, 19.911283, 11.571, GO13123_LC|GO13009_LC
247232926, 78.370341, 19.936379, 12.191, GO13009_LC
247233210, 80.268352, 19.939221, 11.868, GO13123_LC|GO13009_LC
247234998, 80.176042, 19.956373, 9.541, GO13049_LC|GO13071_LC|GO13009_LC|GO13122_LC|GO13019_LC
247241734, 71.079562, 20.019029, 14.079, GO13009_LC
247242690, 78.733987, 20.028141, 12.71, GO13123_LC|GO13009_LC|GO13048_LC
247260652, 69.309296, 20.193663, 11.676, GO13123_LC|GO13009_LC
247278817, 80.359581, 20.360716, 11.565, GO13123_LC|GO13009_LC
247280905, 69.554369, 20.379727, 11.858, GO13117_LC|GO13123_LC|GO13009_LC|GO13048_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13118_LC
247283386, 78.105365, 20.402476, 13.384, GO13009_LC
247291857, 68.928531, 20.478223, 9.838, GO13009_LC
247295191, 71.754786, 20.508649, 12.763, GO13009_LC
247312553, 71.942717, 20.661841, 11.883, GO13123_LC|GO13009_LC
247318677, 78.672936, 20.716272, 10.362, GO13009_LC|GO13098_LC
247322746, 75.965067, 20.752238, 12.582, GO13009_LC
247341724, 78.923831, 20.914894, 11.48, GO13009_LC|GO13048_LC
247352220, 68.134143, 21.003299, 13.069, GO13009_LC
247356149, 75.619533, 21.037131, 10.936, GO13123_LC|GO13009_LC
247360583, 76.694283, 21.0749, 14.518, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247361881, 76.476152, 21.085595, 12.954, GO13123_LC|GO13009_LC
247369087, 77.08192, 21.145686, 11.549, GO13049_LC|GO13009_LC|GO13048_LC
247369928, 76.62897, 21.152717, 13.099, GO13009_LC
247375215, 73.847592, 21.195088, 14.555, GO13009_LC
247389830, 73.792888, 21.31415, 10.45, GO13049_LC|GO13071_LC|GO13009_LC|GO13122_LC|GO13024_LC|GO13052_LC
247418888, 72.329497, 21.549489, 15.331, GO13123_LC|GO13009_LC
247420766, 69.961386, 21.565651, 15.814, GO13009_LC|GO13118_LC
247431982, 72.723261, 21.656531, 13.711, GO13117_LC|GO13123_LC|GO13009_LC|GO13016_LC|GO13086_LC
247434050, 76.1692, 21.673388, 11.422, GO13009_LC
247454835, 67.820243, 21.84035, 10.503, GO13117_LC|GO13049_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13050_LC|GO13070_LC|GO13118_LC|GO13903_LC
247483597, 73.123651, 22.067909, 10.22, GO13009_LC
247495998, 67.713523, 22.164357, 12.611, GO13009_LC
247520207, 69.824111, 22.350905, 11.488, GO13117_LC|GO13009_LC|GO13016_LC|GO13062_LC|GO13103_LC|GO13082_LC|GO13058_LC|GO13119_LC|GO13118_LC|GO13103_SC|GO13082_SC
247528272, 71.163235, 22.411602, 14.784, GO13009_LC
247533173, 74.126763, 22.449552, 10.584, GO13009_LC
247534022, 68.41273, 22.455774, 16.701, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247539775, 72.500799, 22.499278, 11.71, GO13117_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13118_LC|GO13903_LC
247548866, 68.924331, 22.569885, 15.459, GO13117_LC|GO13009_LC|GO13011_LC
247558369, 68.995533, 22.643145, 11.774, GO13117_LC|GO13123_LC|GO13009_LC|GO13016_LC
247559785, 67.375442, 22.65429, 13.644, GO13009_LC
247561466, 71.334524, 22.667142, 13.284, GO13123_LC|GO13009_LC
247573157, 68.359223, 22.75815, 13.277, GO13117_LC|GO13009_LC|GO13011_LC
247575425, 68.329484, 22.776155, 12.714, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC
247575958, 68.289405, 22.780195, 14.482, GO13117_LC|GO13009_LC|GO13011_LC
247581233, 68.964299, 22.819986, 16.933, GO13029_LC|GO13022_LC|GO13009_LC|GO13011_LC|GO13042_LC
247583818, 68.947223, 22.839368, 11.474, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13119_LC|GO13118_LC
247584113, 68.466732, 22.841696, 12.126, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13058_LC|GO13119_LC|GO13118_LC
247584146, 68.563634, 22.841932, 15.074, GO13117_LC|GO13009_LC
247585120, 68.970276, 22.849605, 12.621, GO13117_LC|GO13009_LC|GO13016_LC
247585465, 68.100646, 22.852333, 17.698, GO13117_LC|GO13009_LC|GO13011_LC|GO13016_LC|GO13082_LC
247586788, 68.54583, 22.862342, 13.43, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247588169, 68.925159, 22.872963, 12.835, GO13117_LC|GO13009_LC|GO13011_LC|GO13016_LC|GO13082_LC|GO13118_LC
247588785, 68.962908, 22.8778, 12.88, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247589612, 68.204657, 22.884134, 11.927, GO13117_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13118_LC
247590222, 68.318754, 22.889, 16.077, GO13117_LC|GO13009_LC|GO13001_LC|GO13002_LC|GO13118_LC
247591534, 68.990035, 22.899303, 16.646, GO13117_LC|GO13009_LC|GO13011_LC|GO13118_LC
247591948, 68.972906, 22.902501, 11.707, GO13117_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13119_LC|GO13118_LC
247592103, 68.975635, 22.90377, 10.509, GO13117_LC|GO13123_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13058_LC|GO13119_LC|GO13118_LC|GO13903_LC
247592463, 68.969916, 22.906439, 11.249, GO13117_LC|GO13009_LC|GO13016_LC|GO13121_LC|GO13082_LC
247592507, 68.83709, 22.906737, 12.945, GO13117_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13121_LC|GO13004_LC|GO13004_SC
247592919, 68.986864, 22.909994, 12.746, GO13117_LC|GO13009_LC|GO13011_LC|GO13016_LC|GO13002_LC|GO13082_LC|GO13119_LC|GO13118_LC
247593952, 68.967064, 22.91777, 12.881, GO13117_LC|GO13009_LC|GO13016_LC
247596240, 69.958651, 22.935556, 11.373, GO13009_LC|GO13048_LC
247596872, 68.468915, 22.940814, 12.957, GO13117_LC|GO13009_LC
247599080, 68.133562, 22.957409, 16.301, GO13117_LC|GO13009_LC|GO13118_LC
247600777, 69.16224, 22.969973, 15.057, GO13117_LC|GO13009_LC|GO13011_LC|GO13118_LC
247601658, 68.737217, 22.976598, 13.775, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247603230, 68.804893, 22.989045, 13.438, GO13008_LC|GO13064_LC|GO13123_LC|GO13009_LC|GO13018_LC|GO13023_LC|GO13004_LC|GO13077_LC|GO13073_LC|GO13004_SC
247604448, 69.043281, 22.998896, 15.088, GO13117_LC|GO13009_LC|GO13011_LC|GO13118_LC
247604953, 67.709572, 23.002479, 10.478, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247609913, 69.565047, 23.040998, 12.966, GO13117_LC|GO13123_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13004_LC|GO13118_LC|GO13004_SC
247613259, 72.114697, 23.066283, 11.691, GO13123_LC|GO13009_LC
247619795, 76.084302, 23.116076, 12.067, GO13009_LC
247622186, 68.689355, 23.134085, 17.459, GO13117_LC|GO13009_LC
247623969, 74.236819, 23.147622, 13.171, GO13009_LC
247624310, 72.096426, 23.150311, 12.528, GO13123_LC|GO13009_LC
247624511, 76.469548, 23.151873, 11.666, GO13123_LC|GO13009_LC
247624926, 74.000408, 23.154873, 11.446, GO13009_LC
247630187, 68.78545, 23.194407, 16.985, GO13117_LC|GO13009_LC|GO13011_LC|GO13016_LC|GO13118_LC
247636861, 70.85964, 23.243795, 10.27, GO13009_LC|GO13052_LC
247651177, 69.411571, 23.349716, 10.854, GO13009_LC
247654955, 68.342733, 23.378332, 11.438, GO13009_LC
247657780, 69.74464, 23.399878, 14.862, GO13117_LC|GO13009_LC|GO13016_LC|GO13118_LC
247663697, 69.567732, 23.444542, 14.016, GO13117_LC|GO13009_LC|GO13016_LC|GO13082_LC|GO13118_LC
247664986, 69.500303, 23.454639, 17.175, GO13009_LC|GO13118_LC
247673511, 69.404377, 23.518908, 18.994, GO13117_LC|GO13009_LC
247732254, 70.852695, 23.937701, 12.036, GO13123_LC|GO13009_LC
247735103, 66.939085, 23.956757, 16.348, GO13009_LC|GO13011_LC
247738463, 67.124986, 23.98008, 17.621, GO13009_LC
247739445, 67.598562, 23.986942, 16.377, GO13009_LC|GO13011_LC
247748412, 68.097078, 24.050383, 13.726, GO13117_LC|GO13009_LC|GO13011_LC|GO13016_LC
247762666, 67.930127, 24.150991, 13.955, GO13123_LC|GO13009_LC
247763883, 68.275902, 24.159423, 12.267, GO13117_LC|GO13009_LC|GO13002_LC|GO13121_LC|GO13082_LC|GO13058_LC|GO13119_LC
247764745, 68.277621, 24.165277, 10.678, GO13117_LC|GO13009_LC|GO13016_LC|GO13002_LC|GO13121_LC|GO13082_LC|GO13058_LC|GO13119_LC
247766950, 71.914722, 24.180983, 12.826, GO13123_LC|GO13009_LC
247766994, 67.849228, 24.181384, 13.212, GO13117_LC|GO13123_LC|GO13009_LC|GO13011_LC|GO13016_LC|GO13002_LC|GO13121_LC|GO13004_LC|GO13119_LC|GO13004_SC
247781879, 71.37207, 24.283745, 13.043, GO13009_LC|GO13048_LC
247783283, 75.155594, 24.293451, 12.256, GO13123_LC|GO13009_LC
