EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
245975831, 350.387289, -10.119259, 15.777, GO12019_LC|GO12123_LC
245976588, 355.075411, -10.098733, 15.695, GO12019_LC|GO12123_LC
245977034, 347.804698, -10.087387, 10.252, GO12019_LC|GO12123_LC
245978782, 349.416726, -10.041124, 15.397, GO12019_LC|GO12123_LC
245978819, 349.310459, -10.040124, 14.254, GO12019_LC|GO12123_LC
245979082, 347.894745, -10.033576, 15.496, GO12019_LC|GO12123_LC
245979902, 355.86403, -10.010693, 15.579, GO12019_LC|GO12123_LC
245981503, 350.778999, -9.970608, 13.547, GO12019_LC|GO12122_LC
245982248, 351.23049, -9.948633, 10.814, GO12019_LC|GO12024_LC|GO12122_LC|GO12049_LC
245982977, 348.373213, -9.9295, 8.735, GO12019_LC|GO12123_LC
245983150, 348.38002, -9.92452, 14.402, GO12019_LC|GO12123_LC
245983267, 346.807236, -9.920926, 14.588, GO12019_LC|GO12006_LC|GO12018_LC|GO12123_LC|GO12014_LC
245984589, 350.56681, -9.883851, 13.238, GO12019_LC|GO12123_LC
245984590, 353.064264, -9.883836, 9.849, GO12019_LC|GO12052_LC|GO12028_LC|GO12122_LC
245985248, 351.609075, -9.866028, 14.028, GO12019_LC|GO12018_LC|GO12123_LC
245985339, 356.217543, -9.863319, 13.927, GO12019_LC|GO12123_LC
245985383, 350.332549, -9.862238, 11.962, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
245986045, 353.071315, -9.844617, 11.956, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
245986093, 350.44517, -9.843226, 13.693, GO12019_LC|GO12122_LC
245986527, 348.122212, -9.831431, 10.467, GO12019_LC|GO12052_LC|GO12024_LC|GO12122_LC
245986837, 354.530704, -9.82256, 13.794, GO12019_LC|GO12123_LC
245986848, 355.927421, -9.821994, 15.284, GO12019_LC|GO12123_LC
245986855, 350.368727, -9.821855, 14.136, GO12019_LC|GO12123_LC
245987061, 350.223578, -9.815938, 13.85, GO12019_LC|GO12122_LC
245988406, 351.075614, -9.781609, 14.167, GO12019_LC|GO12123_LC
245988444, 353.033793, -9.780612, 12.213, GO12019_LC|GO12123_LC
245988499, 356.043945, -9.779184, 14.623, GO12019_LC|GO12123_LC
245988505, 348.276681, -9.778854, 10.163, GO12019_LC|GO12052_LC|GO12028_LC|GO12024_LC|GO12122_LC
245988562, 356.075936, -9.777444, 11.201, GO12019_LC|GO12123_LC
245988603, 351.85462, -9.776641, 9.398, GO12019_LC|GO12123_LC
245988738, 353.013894, -9.773165, 14.109, GO12019_LC|GO12123_LC
245988750, 353.036472, -9.772917, 12.911, GO12019_LC|GO12122_LC|GO12071_LC|GO12123_LC
245989196, 350.461899, -9.761393, 7.847, GO12127_LC|GO12019_LC|GO12052_LC
245989482, 347.078504, -9.753979, 13.405, GO12019_LC|GO12122_LC
245989805, 355.605579, -9.745532, 15.651, GO12019_LC|GO12123_LC
245989817, 347.189464, -9.745207, 14.043, GO12019_LC|GO12048_LC|GO12123_LC
245989878, 350.536273, -9.74365, 11.627, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
245989908, 347.062295, -9.742938, 13.23, GO12019_LC|GO12122_LC|GO12123_LC
245990193, 347.226737, -9.735137, 14.532, GO12019_LC|GO12123_LC
245990241, 353.957497, -9.734017, 14.535, GO12019_LC|GO12123_LC
245990635, 355.923594, -9.723472, 13.546, GO12019_LC|GO12122_LC
245991277, 353.897916, -9.707094, 14.505, GO12019_LC|GO12123_LC
245991287, 348.371521, -9.706821, 12.322, GO12019_LC|GO12071_LC
245991350, 350.368627, -9.705457, 13.546, GO12019_LC|GO12122_LC
245991643, 347.106271, -9.697875, 13.547, GO12019_LC|GO12122_LC
245991806, 353.636351, -9.693547, 14.308, GO12019_LC|GO12123_LC
245991808, 350.341539, -9.693408, 13.898, GO12019_LC|GO12123_LC
245991994, 348.674808, -9.688438, 7.542, GO12019_LC|GO12052_LC|GO12002_LC|GO12122_LC|GO12904_LC
245992502, 354.471192, -9.675758, 9.721, GO12019_LC|GO12052_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245992576, 350.064097, -9.67423, 13.026, GO12019_LC|GO12122_LC|GO12123_LC
245992586, 355.902158, -9.673979, 9.222, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC|GO12904_LC
245992608, 350.529457, -9.673436, 13.4, GO12019_LC|GO12122_LC|GO12123_LC
245992815, 347.236937, -9.668018, 13.819, GO12019_LC|GO12122_LC
245992840, 346.925436, -9.667241, 8.287, GO12019_LC|GO12052_LC|GO12024_LC|GO12002_LC|GO12122_LC|GO12904_LC
245993003, 353.782286, -9.663378, 10.556, GO12019_LC|GO12024_LC|GO12098_LC|GO12122_LC|GO12049_LC
245993144, 353.875656, -9.659807, 14.916, GO12019_LC|GO12040_LC
245993151, 346.60178, -9.659533, 14.043, GO12019_LC|GO12122_LC|GO12123_LC
245993260, 351.49661, -9.657221, 10.251, GO12019_LC|GO12123_LC
245993370, 355.980709, -9.654021, 15.186, GO12019_LC|GO12123_LC
245993430, 355.83445, -9.652352, 15.38, GO12019_LC|GO12123_LC
245993668, 350.114812, -9.645798, 13.941, GO12019_LC|GO12123_LC
245993724, 351.227498, -9.64455, 15.798, GO12019_LC|GO12111_LC
245993886, 349.279778, -9.640507, 13.854, GO12019_LC|GO12122_LC
245993979, 351.992465, -9.638458, 13.465, GO12019_LC|GO12122_LC|GO12123_LC
245994191, 351.121307, -9.633297, 9.496, GO12019_LC|GO12123_LC
245994210, 355.972806, -9.632985, 13.219, GO12019_LC|GO12122_LC
245994289, 352.064941, -9.630788, 13.775, GO12019_LC|GO12122_LC
245994362, 350.533478, -9.628812, 14.324, GO12019_LC|GO12123_LC
245994369, 356.225236, -9.628658, 13.434, GO12019_LC|GO12122_LC
245994498, 352.139907, -9.625401, 12.356, GO12019_LC|GO12015_LC|GO12122_LC|GO12071_LC|GO12123_LC
245994562, 356.224025, -9.624022, 13.889, GO12019_LC|GO12122_LC
245994611, 354.946032, -9.622961, 10.158, GO12019_LC|GO12123_LC
245994656, 346.696076, -9.621929, 12.978, GO12019_LC|GO12122_LC|GO12071_LC
245994718, 355.95554, -9.620576, 12.983, GO12019_LC|GO12122_LC|GO12071_LC
245994828, 356.007686, -9.618072, 13.251, GO12019_LC|GO12122_LC
245994873, 354.987984, -9.616788, 12.19, GO12019_LC|GO12071_LC|GO12049_LC
245995136, 356.055537, -9.609939, 10.792, GO12019_LC|GO12024_LC|GO12122_LC|GO12049_LC
245995252, 356.228181, -9.607085, 15.879, GO12019_LC|GO12123_LC
245995260, 351.882887, -9.606798, 12.979, GO12019_LC|GO12122_LC
245995301, 346.571754, -9.606139, 6.942, GO12019_LC|GO12035_LC|GO12002_LC
245995399, 350.646333, -9.60333, 14.264, GO12019_LC|GO12123_LC
245995405, 350.813195, -9.603201, 14.261, GO12019_LC|GO12123_LC
245995436, 352.047535, -9.602793, 12.583, GO12019_LC|GO12122_LC|GO12071_LC
245995881, 350.610841, -9.590833, 10.965, GO12019_LC|GO12098_LC|GO12122_LC|GO12049_LC
245995938, 355.999587, -9.589511, 12.526, GO12019_LC|GO12048_LC|GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
245996000, 350.794913, -9.588252, 10.603, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
245996309, 348.924207, -9.580245, 12.785, GO12019_LC|GO12122_LC|GO12071_LC|GO12123_LC
245996320, 352.010907, -9.579805, 14.056, GO12019_LC|GO12122_LC|GO12123_LC
245996434, 351.933768, -9.576926, 14.443, GO12019_LC|GO12123_LC
245996474, 355.975081, -9.575926, 13.293, GO12019_LC|GO12122_LC|GO12123_LC|GO12049_LC
245996533, 348.970644, -9.574364, 12.484, GO12019_LC|GO12123_LC
245996579, 351.710224, -9.573142, 13.608, GO12019_LC|GO12122_LC
245996667, 357.23809, -9.571263, 13.585, GO12019_LC|GO12122_LC
245996836, 348.984268, -9.567017, 13.767, GO12019_LC|GO12122_LC
245997189, 346.920977, -9.558659, 9.571, GO12019_LC|GO12024_LC|GO12122_LC|GO12049_LC
245997290, 347.316235, -9.555721, 9.943, GO12019_LC|GO12024_LC|GO12122_LC|GO12049_LC
245997656, 350.652102, -9.546076, 10.731, GO12019_LC|GO12024_LC|GO12098_LC|GO12122_LC|GO12049_LC
245997804, 349.08465, -9.542604, 9.092, GO12019_LC|GO12052_LC|GO12024_LC|GO12122_LC
245998124, 354.18617, -9.533755, 14.553, GO12019_LC|GO12123_LC
245998307, 355.855089, -9.528761, 10.032, GO12019_LC|GO12024_LC|GO12122_LC
245998534, 357.095349, -9.523224, 13.205, GO12019_LC|GO12122_LC
245998801, 352.025647, -9.516366, 13.857, GO12019_LC|GO12122_LC
246000593, 353.452708, -9.469725, 13.072, GO12019_LC|GO12122_LC
246000735, 350.688087, -9.465828, 13.011, GO12019_LC|GO12048_LC|GO12123_LC
246000787, 356.094679, -9.464461, 12.035, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
246001432, 357.302473, -9.44787, 12.312, GO12019_LC|GO12122_LC|GO12071_LC
246001726, 355.305124, -9.440416, 10.042, GO12019_LC|GO12048_LC|GO12123_LC
246001757, 348.487165, -9.439688, 10.4, GO12019_LC|GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC
246001974, 347.280976, -9.434272, 15.482, GO12019_LC|GO12123_LC
246002146, 355.902415, -9.430124, 15.841, GO12019_LC|GO12123_LC
246002247, 356.200649, -9.427454, 13.244, GO12019_LC|GO12122_LC
246002290, 356.120918, -9.426346, 13.665, GO12019_LC|GO12122_LC
246002687, 356.328472, -9.41672, 13.886, GO12019_LC|GO12122_LC
246002912, 356.982213, -9.410815, 13.41, GO12019_LC|GO12122_LC|GO12123_LC
246002942, 356.050284, -9.40994, 13.56, GO12019_LC|GO12123_LC
246003164, 351.855539, -9.403975, 9.782, GO12019_LC|GO12123_LC
246003681, 352.509071, -9.391612, 10.206, GO12019_LC|GO12052_LC|GO12024_LC|GO12122_LC
246003817, 356.344222, -9.388251, 10.965, GO12019_LC|GO12123_LC
246003891, 346.540864, -9.386407, 9.225, GO12019_LC|GO12052_LC|GO12122_LC
246003951, 350.823042, -9.384975, 7.826, GO12019_LC|GO12052_LC|GO12024_LC|GO12122_LC|GO12012_LC|GO12904_LC|GO12012_SC
246004760, 357.475005, -9.363674, 11.938, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
246005337, 356.181439, -9.348737, 9.395, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC
246006265, 354.149437, -9.324838, 10.367, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC
246006935, 355.789618, -9.308065, 10.565, GO12019_LC|GO12122_LC|GO12049_LC
246007538, 356.903885, -9.291904, 13.944, GO12019_LC|GO12122_LC|GO12123_LC
246007958, 356.130624, -9.281171, 11.997, GO12019_LC|GO12122_LC|GO12071_LC|GO12123_LC|GO12049_LC
246008509, 356.877359, -9.267616, 13.071, GO12019_LC|GO12122_LC
246009033, 357.06627, -9.253274, 13.436, GO12019_LC|GO12122_LC|GO12123_LC
246009098, 357.102703, -9.251705, 9.068, GO12019_LC|GO12024_LC|GO12065_LC|GO12122_LC|GO12071_LC|GO12049_LC|GO12904_LC
246009488, 357.052631, -9.241701, 12.565, GO12019_LC|GO12122_LC|GO12018_LC|GO12071_LC|GO12123_LC
246009529, 352.58046, -9.240464, 14.534, GO12019_LC|GO12123_LC
246010185, 357.196263, -9.224295, 14.129, GO12019_LC|GO12123_LC
246010420, 357.487372, -9.218396, 14.032, GO12019_LC|GO12122_LC|GO12123_LC
246010509, 357.220834, -9.216206, 11.845, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
246010703, 357.183729, -9.211429, 13.923, GO12019_LC|GO12122_LC|GO12123_LC
246011032, 357.126758, -9.202812, 13.84, GO12019_LC|GO12122_LC
246011103, 356.050219, -9.200858, 14.387, GO12019_LC|GO12018_LC|GO12123_LC
246011466, 355.14027, -9.191277, 15.699, GO12019_LC|GO12123_LC
246011565, 356.877477, -9.188902, 13.49, GO12019_LC|GO12123_LC
246011640, 347.328851, -9.187237, 9.165, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC|GO12049_LC|GO12012_LC|GO12904_LC|GO12012_SC
246011959, 357.651759, -9.178619, 11.452, GO12019_LC|GO12122_LC|GO12071_LC|GO12049_LC
246011965, 352.046731, -9.178384, 14.767, GO12019_LC|GO12123_LC
246012773, 357.601394, -9.157191, 13.736, GO12019_LC|GO12122_LC|GO12123_LC
246012914, 357.72386, -9.153994, 11.929, GO12019_LC|GO12122_LC|GO12071_LC
246014919, 357.266776, -9.102479, 12.176, GO12019_LC|GO12122_LC|GO12018_LC|GO12071_LC|GO12123_LC
246015028, 357.64373, -9.098782, 13.367, GO12019_LC|GO12122_LC
246015367, 357.033279, -9.09047, 12.817, GO12019_LC|GO12122_LC|GO12071_LC|GO12123_LC
246015423, 357.003736, -9.089058, 12.818, GO12019_LC|GO12122_LC|GO12071_LC
246015588, 357.606774, -9.085045, 14.514, GO12019_LC|GO12123_LC
246015938, 356.070437, -9.075504, 13.39, GO12019_LC|GO12122_LC
246015977, 356.729453, -9.074583, 12.757, GO12019_LC|GO12123_LC
246016049, 357.426734, -9.072372, 14.224, GO12019_LC|GO12122_LC|GO12123_LC
246016214, 356.806772, -9.068277, 13.663, GO12019_LC|GO12122_LC
246016317, 357.756246, -9.065681, 14.495, GO12019_LC|GO12123_LC
246016338, 357.147204, -9.065017, 12.729, GO12019_LC|GO12122_LC
246016443, 357.391093, -9.062474, 14.497, GO12019_LC|GO12123_LC
246016685, 357.586592, -9.056195, 13.855, GO12019_LC|GO12015_LC|GO12122_LC
246016761, 357.779609, -9.054057, 14.511, GO12019_LC|GO12123_LC
246016996, 356.785483, -9.048078, 13.741, GO12019_LC|GO12122_LC|GO12123_LC
246017052, 357.10084, -9.047, 12.83, GO12019_LC|GO12122_LC
246017583, 357.441539, -9.033497, 13.094, GO12019_LC|GO12122_LC|GO12123_LC
246017760, 357.470808, -9.029613, 10.732, GO12019_LC|GO12024_LC|GO12122_LC|GO12071_LC
246017959, 357.978045, -9.0241, 12.195, GO12019_LC|GO12122_LC|GO12071_LC
246017993, 357.758341, -9.023206, 13.877, GO12019_LC|GO12122_LC|GO12123_LC
246018042, 347.978584, -9.02222, 8.5, GO12019_LC|GO12052_LC|GO12039_LC|GO12024_LC|GO12122_LC|GO12049_LC|GO12012_LC|GO12012_SC
246018490, 356.723426, -9.01106, 13.499, GO12019_LC|GO12122_LC
