EPIC,rafloat,decfloat,Kp,InvestigationIDs
245953906,348.25156,-10.73170,18.87000,GO19044_LC
245955715,349.89493,-10.67692,18.14000,GO19044_LC
245959677,347.13544,-10.56600,18.65000,GO19044_LC
245959743,349.29922,-10.56389,17.62000,GO19044_LC
245962853,347.77310,-10.47705,18.41000,GO19044_LC
245964033,349.53592,-10.44354,20.03000,GO19044_LC
245974133,347.96940,-10.16473,19.14000,GO19044_LC
245974293,350.75623,-10.16069,19.31000,GO19044_LC
245982092,351.03530,-9.95343,18.90000,GO19044_LC
245987709,350.63663,-9.79963,18.82000,GO19044_LC
245988677,351.31372,-9.77473,17.80000,GO19044_LC
245989862,350.64860,-9.74392,17.19000,GO19044_LC
245991308,349.18400,-9.70652,19.20000,GO19044_LC
245992652,350.49167,-9.67220,18.83000,GO19044_LC
245994247,351.22180,-9.63199,17.98000,GO19044_LC
245997390,346.45132,-9.55316,18.08000,GO19044_LC
246001122,348.92096,-9.45578,19.24000,GO19044_LC
246008256,351.89870,-9.27378,18.62000,GO19044_LC
246008292,350.60470,-9.27279,19.53000,GO19044_LC
246009307,351.77777,-9.24642,18.90000,GO19044_LC
246011520,347.19003,-9.18994,17.26000,GO19044_LC|GO19059_LC
246012096,350.07648,-9.17491,18.35000,GO19044_LC
246013540,349.76297,-9.13903,19.17000,GO19044_LC
246013811,351.58337,-9.13171,19.85000,GO19044_LC
246015404,352.05374,-9.08959,17.42000,GO19044_LC
246015751,350.50323,-9.08091,18.33000,GO19044_LC
246016605,350.72960,-9.05841,19.13000,GO19044_LC
246017646,350.87463,-9.03201,19.37000,GO19044_LC
246019683,350.97385,-8.98279,19.46000,GO19044_LC
246019696,351.80026,-8.98258,18.25000,GO19044_LC
246022701,350.08224,-8.90868,18.11000,GO19044_LC
246023524,352.17084,-8.88772,18.92000,GO19044_LC
246023907,351.63794,-8.87858,17.84000,GO19044_LC
246025782,351.18420,-8.83016,19.22000,GO19044_LC
246026800,349.57780,-8.80239,19.26000,GO19044_LC
246029071,350.65420,-8.74385,19.14000,GO19044_LC
246033604,350.08618,-8.63387,19.39000,GO19044_LC
246036021,347.52335,-8.57657,19.43000,GO19044_LC
246038082,348.14917,-8.52734,19.11000,GO19044_LC
246038494,346.45734,-8.51726,19.07000,GO19044_LC
246040797,350.72928,-8.46362,18.88000,GO19044_LC
246044131,345.73285,-8.38686,18.95000,GO19044_LC
246045124,345.60623,-8.36502,18.75000,GO19044_LC
246046722,347.54233,-8.32935,17.99000,GO19044_LC
246280814,347.13467,-3.44676,19.75000,GO19044_LC
246280998,354.23077,-3.44258,19.06000,GO19044_LC
246281764,350.06793,-3.42780,19.75000,GO19044_LC
246283030,349.80420,-3.40371,18.59000,GO19044_LC
246285936,348.89496,-3.34828,19.52000,GO19044_LC
246288758,352.96912,-3.29360,19.92000,GO19044_LC
246291627,354.99118,-3.23617,20.02000,GO19044_LC
246292097,354.37540,-3.22607,19.48000,GO19044_LC
246295309,349.94025,-3.16121,19.79000,GO19044_LC
246297835,347.53310,-3.10881,19.50000,GO19044_LC
246308096,346.08610,-2.90388,19.31000,GO19044_LC
246308856,352.90650,-2.88779,19.90000,GO19044_LC
246309704,350.04370,-2.87210,19.21000,GO19044_LC
246311261,353.96368,-2.83826,20.02000,GO19044_LC
246314392,345.91174,-2.77443,19.85000,GO19044_LC
246315499,350.79996,-2.75209,19.82000,GO19044_LC
246316399,350.60080,-2.73433,19.73000,GO19044_LC
246318475,351.08417,-2.69284,19.74000,GO19044_LC
246320189,353.91293,-2.65903,18.76000,GO19044_LC
246320723,354.06183,-2.64835,20.09000,GO19044_LC
246321797,353.95260,-2.62621,19.21000,GO19044_LC
246322892,346.12060,-2.60509,19.42000,GO19044_LC
246322977,350.63100,-2.60346,19.96000,GO19044_LC
246323322,354.13480,-2.59694,19.70000,GO19044_LC
246327456,354.48892,-2.51602,18.31800,GO19010_LC|GO19020_LC|GO19044_LC
246328568,350.60150,-2.49450,19.67000,GO19044_LC
246328835,348.71722,-2.48969,19.79000,GO19044_LC
246336886,348.95932,-2.32942,19.75000,GO19044_LC
246338951,353.54358,-2.28870,19.65000,GO19044_LC
246339089,345.53696,-2.28600,19.94000,GO19044_LC
246340109,349.45477,-2.26614,19.97000,GO19044_LC
246340175,344.78330,-2.26480,18.95000,GO19044_LC
246340803,354.35092,-2.25214,19.91000,GO19044_LC
246342237,344.92940,-2.22405,19.58000,GO19044_LC
246343456,345.25537,-2.20001,18.75000,GO19044_LC
246343549,351.84366,-2.19846,19.95000,GO19044_LC
246345544,346.59668,-2.16027,19.98000,GO19044_LC
246355328,346.61346,-1.96839,19.73000,GO19044_LC
246355357,345.28323,-1.96796,19.02400,GO19020_LC|GO19044_LC|GO19903_LC
246357898,351.64670,-1.91678,19.44000,GO19044_LC
246358779,349.49902,-1.89901,19.36000,GO19044_LC
246360209,350.37384,-1.87157,19.27000,GO19044_LC
246360385,349.76750,-1.86821,19.94000,GO19044_LC
246361358,345.22630,-1.84935,20.01000,GO19044_LC
246361989,349.86334,-1.83677,21.95000,GO19044_LC
246362572,352.27182,-1.82547,19.82000,GO19044_LC
246363371,346.75150,-1.80994,19.62000,GO19044_LC
246374000,345.80814,-1.60548,19.69000,GO19044_LC
246376110,351.36072,-1.56345,18.73000,GO19044_LC
246376364,347.63700,-1.55821,19.97000,GO19044_LC
246378489,351.09802,-1.51526,19.81000,GO19044_LC
246379804,346.55550,-1.48895,20.42000,GO19044_LC
246381161,345.22253,-1.46136,19.36000,GO19044_LC
246385972,346.49160,-1.36314,19.16000,GO19044_LC
246386745,352.72678,-1.34810,19.10000,GO19044_LC
246390279,347.93890,-1.27703,18.97000,GO19044_LC
246390745,353.17032,-1.26610,21.01000,GO19044_LC
246391545,351.25230,-1.24585,19.69000,GO19044_LC
246393549,347.47873,-1.18696,19.57000,GO19044_LC
246396131,345.48150,-1.11358,16.99000,GO19044_LC
246396623,353.24542,-1.09909,20.02000,GO19044_LC
246399239,347.63452,-1.02089,18.05000,GO19044_LC
246399475,346.20425,-1.01421,17.60000,GO19044_LC
246399652,345.81340,-1.00864,20.00000,GO19044_LC
246400628,353.07760,-0.97853,19.22000,GO19044_LC
246401188,348.83368,-0.96170,20.04000,GO19044_LC
246401643,353.22546,-0.94671,20.08000,GO19044_LC
246401665,351.07100,-0.94579,19.88000,GO19044_LC
246403140,350.75000,-0.89978,17.23000,GO19044_LC|GO19059_LC
246404088,345.88850,-0.86839,21.62000,GO19044_LC
246404547,351.22092,-0.85372,20.16000,GO19044_LC
246404843,351.58740,-0.84361,19.77000,GO19044_LC
246408444,347.04240,-0.73633,20.02000,GO19044_LC
246409885,352.35614,-0.69064,19.47000,GO19044_LC
246410686,347.17584,-0.66551,19.03000,GO19044_LC
246412710,349.29907,-0.60103,18.18000,GO19044_LC
246415136,352.60275,-0.52732,20.07000,GO19044_LC
246415876,346.96628,-0.50447,19.54000,GO19044_LC
246416718,347.88016,-0.47835,18.57000,GO19044_LC
246416720,349.14580,-0.47833,17.36000,GO19044_LC
246418097,351.42017,-0.43502,21.91000,GO19044_LC
246418898,352.91238,-0.40811,19.51000,GO19044_LC
246420012,349.10583,-0.37368,18.73000,GO19044_LC|GO19059_LC
246420241,351.46150,-0.36677,18.16000,GO19044_LC
246424667,347.97043,-0.22646,18.16000,GO19044_LC
246424701,352.86224,-0.22534,20.14000,GO19044_LC
246425891,352.36438,-0.18774,19.95000,GO19044_LC
246426246,348.11966,-0.17577,19.93000,GO19044_LC
246430666,347.01263,-0.02916,19.54000,GO19044_LC|GO19059_LC
246430848,347.05756,-0.02366,21.70000,GO19044_LC|GO19068_LC
246432359,348.89600,0.02438,20.01000,GO19044_LC
246434272,352.19020,0.08370,19.53000,GO19044_LC
246436565,348.30200,0.15350,19.91000,GO19044_LC
246437254,348.78888,0.17396,17.57000,GO19044_LC
246439143,348.90080,0.23283,19.06000,GO19044_LC
246440888,348.21204,0.28870,17.97000,GO19044_LC
246442658,349.80350,0.34630,19.78000,GO19044_LC
246442901,348.10764,0.35516,19.99000,GO19044_LC
246445303,349.71164,0.43127,19.23000,GO19044_LC
246445704,348.29053,0.44270,19.38000,GO19044_LC
246446549,347.75827,0.46929,19.19000,GO19044_LC
246449323,347.88608,0.55590,19.32000,GO19044_LC
246450073,348.35187,0.57910,16.28000,GO19044_LC
246454837,350.85342,0.73785,17.21000,GO19044_LC
246458314,348.46066,0.85504,19.23000,GO19044_LC
246459145,350.27045,0.88342,19.68000,GO19044_LC
246461347,350.85678,0.95775,19.12000,GO19044_LC
246466444,351.22647,1.13821,19.54000,GO19044_LC
246467880,350.78020,1.18921,18.33000,GO19044_LC
246469501,351.79825,1.24639,17.85000,GO19044_LC
246469890,351.33194,1.25979,19.38000,GO19044_LC
246477730,351.19046,1.46286,19.60000,GO19044_LC
246482831,350.31130,1.59834,19.09000,GO19044_LC
246483610,349.52478,1.62010,19.96000,GO19044_LC
246490193,349.61170,1.80480,19.46000,GO19044_LC
246492102,350.47180,1.85800,20.03000,GO19044_LC
246496371,350.14346,1.97932,19.76000,GO19044_LC
246505005,350.70886,2.24300,19.60000,GO19044_LC
246518150,350.71640,2.67012,19.87000,GO19044_LC
251455484,351.74677,-0.39662,17.58000,GO19016_LC|GO19029_LC|GO19037_LC|GO19044_LC|GO19037_SC
251455498,352.54556,-0.49764,18.57000,GO19044_LC
251455499,350.03134,0.49566,18.63000,GO19044_LC
251455500,352.54760,-0.30005,18.84000,GO19044_LC
251455501,351.70755,-0.39592,18.90000,GO19044_LC
251455503,352.89743,-1.04377,19.03000,GO19044_LC|GO19059_LC
251455504,352.97775,-0.37156,19.20000,GO19044_LC
251455505,351.99146,-0.34972,19.26000,GO19044_LC
251455507,352.88782,-0.93587,19.38000,GO19044_LC
251455508,353.05790,-0.90898,19.38000,GO19044_LC
251455510,352.33182,-0.55099,19.48000,GO19044_LC
251455512,352.59787,0.13664,19.50000,GO19044_LC
251455513,351.70728,-0.94813,19.56000,GO19044_LC
251455514,352.19998,-0.45360,19.58000,GO19044_LC
251455515,352.87433,-0.82590,19.61000,GO19044_LC
251455516,352.67325,-0.20485,19.64000,GO19044_LC
251455517,351.72067,-0.50351,19.65000,GO19044_LC
251455518,352.88450,-0.82914,19.69000,GO19044_LC
251455521,353.00595,-0.94868,19.87000,GO19044_LC
