EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,cadence [min],Investigation IDs
202060091,95.86891,20.392120000000002,9.072000000000001,30,GO0015_LC|GO0036_LC|GO0047_LC|GO0100_LC
202060092,95.74264000000001,22.8628,9.3,30,GO0015_LC|GO0019_LC|GO0036_LC|GO0047_LC|GO0111_LC
202060093,94.92353,23.28896,9.399,30,GO0015_LC|GO0019_LC|GO0036_LC|GO0047_LC|GO0082_LC|GO0100_LC
202060097,92.13333,20.656670000000002,13.7,30,GO0015_LC|GO0036_LC|GO0047_LC
202060098,96.249167,26.822046999999998,15.18,30,GO0015_LC|GO0047_LC|GO0069_LC|GO0078_LC
202060174,93.09214,18.01608,9.846,30,GO0017_LC|GO0036_LC|GO0044_LC|GO0047_LC|GO0093_LC
202062120,94.05555,22.76354,10.7,30,GO0036_LC|GO0044_LC|GO0047_LC|GO0111_LC
202062466,95.26921,22.16945,11.2,30,GO0045_LC|GO0047_LC|GO0111_LC
202062487,92.86725,23.008760000000002,10.26,30,GO0047_LC
202062488,91.20989,24.03133,10.66,30,GO0047_LC
202062176,92.46929,20.50456,11.0,30,GO0036_LC|GO0047_LC|GO0111_LC
202062495,92.60104,23.9796,11.9,30,GO0047_LC|GO0102_LC
202062496,93.06289,22.32443,11.4,30,GO0047_LC|GO0111_LC
202062172,93.26756,17.97818,11.7,30,GO0036_LC|GO0047_LC|GO0111_LC
202062150,95.33888,16.128829999999997,11.4,30,GO0036_LC|GO0047_LC|GO0111_LC
202062511,92.40125,23.213420000000003,12.2,30,GO0047_LC
202062512,92.5865,22.87847,12.2,30,GO0047_LC
202062514,90.55136999999999,23.83853,12.3,30,GO0047_LC
202062517,90.56045999999999,22.938779999999998,12.5,30,GO0047_LC
202062521,96.10871,18.53419,12.5,30,GO0047_LC
202062523,92.63251,23.1757,12.61,30,GO0047_LC
202062525,91.46600000000001,24.06919,13.0,30,GO0047_LC
202062527,92.96136,25.490070000000003,13.16,30,GO0047_LC
202062529,92.70897,20.46817,12.6,30,GO0047_LC|GO0111_LC
