EPIC,rafloat,decfloat,Kp,InvestigationIDs
200262473,,,,GO19038|GO19050|GO19051|GO19067|GO19068|5_PISCIUM-LC-BRIGHT_STAR_DISC
200262474,,,,GO19038|GO19051|GO19067|2_PISCIUM-LC-BRIGHT_STAR_DISC
200262478,,,,GO19051|GO19067|1_PISCIUM-LC-BRIGHT_STAR_DISC
245922798,348.02588,-12.08673,15.95200,GO19067_LC|GO19068_LC
245923096,348.07187,-12.06916,16.05000,GO19067_LC|GO19068_LC
245923200,347.96890,-12.06234,14.46900,GO19067_LC|GO19068_LC
245923832,347.95575,-12.02131,13.41900,GO19049_LC|GO19067_LC
245924453,348.16110,-11.98867,12.97000,GO19049_LC|GO19065_LC|GO19067_LC
245924577,348.02133,-11.98277,11.91000,GO19049_LC|GO19065_LC|GO19067_LC
245924999,348.10907,-11.96222,12.47900,GO19049_LC|GO19065_LC|GO19067_LC|GO19068_LC
245925092,348.15680,-11.95737,13.13700,GO19049_LC|GO19067_LC|GO19068_LC
245925137,348.19670,-11.95514,16.12900,GO19067_LC|GO19068_LC
245925406,348.30402,-11.94268,16.50200,GO19067_LC|GO19068_LC
245925487,348.13382,-11.93805,14.82900,GO19067_LC|GO19068_LC
245925567,348.23227,-11.93390,14.85500,GO19067_LC|GO19068_LC
245925582,347.99820,-11.93355,7.65900,GO19051_LC|GO19067_LC
245925615,348.28690,-11.93207,12.93400,GO19049_LC|GO19065_LC|GO19067_LC|GO19068_LC
245925841,347.87073,-11.92040,16.19600,GO19067_LC|GO19068_LC
245925902,348.32065,-11.91760,12.33900,GO19067_LC|GO19068_LC
245925916,347.89660,-11.91661,12.16400,GO19049_LC|GO19065_LC|GO19067_LC
245926035,347.94525,-11.91068,15.78600,GO19067_LC|GO19068_LC
245926206,348.17840,-11.90260,16.51900,GO19067_LC|GO19068_LC
245926246,348.04565,-11.90021,13.73200,GO19049_LC|GO19067_LC|GO19068_LC
245926259,348.15897,-11.89926,11.13300,GO19067_LC|GO19068_LC
245926296,347.91055,-11.89764,15.94900,GO19067_LC|GO19068_LC
245926318,348.15863,-11.89638,14.72000,GO19053_LC|GO19059_LC|GO19067_LC
245926489,348.05862,-11.88772,13.79400,GO19049_LC|GO19067_LC
245926498,347.89807,-11.88755,16.15100,GO19067_LC|GO19068_LC
245926600,347.87448,-11.88230,12.99900,GO19067_LC|GO19068_LC
245927125,348.39572,-11.85848,15.31800,GO19067_LC|GO19068_LC
245927215,348.24887,-11.85455,15.66800,GO19011_LC|GO19067_LC
245927226,348.26602,-11.85427,16.29000,GO19053_LC|GO19059_LC|GO19067_LC
