EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs
201611969,172.886855,2.228572,11.546,GO1008_SC|GO1008_SC|GO1006_LC|GO1050_LC|GO1052_LC|GO1062_LC|GO1075_LC|GO1059_LC|G
