EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,cadence [min],Investigation IDs
202060169,92.30121,23.8901,9.3,30,GO0017_LC|GO0036_LC|GO0044_LC|GO0102_LC
202062495,92.60104,23.9796,11.9,30,GO0047_LC|GO0102_LC
202064247,92.57267,23.9567,12.7,30,GO0050_LC|GO0102_LC
202060437,92.1162,23.9275,9.7,30,GO0017_LC|GO0049_LC|GO0102_LC
202060476,92.50575,23.8972,10.2,30,GO0017_LC|GO0049_LC|GO0102_LC
202060527,92.09629,23.9201,10.1,30,GO0017_LC|GO0049_LC|GO0100_LC|GO0102_LC
202060532,92.40720999999999,23.8717,10.2,30,GO0017_LC|GO0049_LC|GO0102_LC
202073441,92.30091,23.88383,15.0,30,GO0101_LC|GO0102_LC|GO0118_LC
202073442,92.53766999999999,23.93611,13.7,30,GO0101_LC|GO0102_LC|GO0111_LC
202073443,92.38892,23.93325,13.9,30,GO0101_LC|GO0102_LC|GO0111_LC
202073445,92.4275,23.96817,14.5,30,GO0101_LC|GO0102_LC|GO0111_LC
202061819,92.43829000000001,23.97867,15.6,30,GO0034_LC|GO0101_LC|GO0102_LC
202073446,92.19592,23.949579999999997,15.7,30,GO0101_LC|GO0102_LC
202073447,92.01012,23.91647,14.9,30,GO0101_LC|GO0102_LC
202061814,91.76612,24.22436,13.4,30,GO0034_LC|GO0101_LC|GO0102_LC|GO0111_LC
202073469,91.76825,24.30092,15.4,30,GO0101_LC|GO0102_LC
202073479,91.78096,24.47186,13.9,30,GO0101_LC|GO0102_LC
202059697,91.85875,24.43995,14.6,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059720,91.87813,24.40822,15.4,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059766,91.90175,24.47028,15.0,30,GO0012_LC|GO0082_LC|GO0102_LC
202059635,92.00220999999999,23.91978,14.9,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059600,92.25986999999999,23.92136,15.2,30,GO0012_LC|GO0082_LC|GO0102_LC
202059638,92.34446,23.969,15.7,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059586,92.36891999999999,23.97958,14.6,30,GO0012_LC|GO0082_LC|GO0102_LC
202059606,92.44196,24.00558,15.5,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059653,92.51708,23.98517,15.7,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202059645,92.4848,23.99308,16.5,30,GO0012_LC|GO0034_LC|GO0082_LC|GO0102_LC
202073528,92.50429,24.0103,11.5,30,GO0102_LC|GO0111_LC
