EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,cadence [min],Investigation IDs
202061353,92.22216999999999,23.80779,9.8,30,GO0026_LC|GO0046_LC|GO0050_LC
202059291,90.53921,23.9298,9.0,30,GO0003_LC|GO0026_LC|GO0050_LC
202061333,90.86505,23.810579999999998,10.4,30,GO0026_LC|GO0050_LC
202061336,91.1452,24.006629999999998,10.3,30,GO0026_LC|GO0050_LC
202061338,91.20655,23.31802,10.6,30,GO0026_LC|GO0050_LC|GO0100_LC
202061349,91.94895,23.19987,11.2,30,GO0026_LC|GO0048_LC|GO0050_LC
202059336,94.37084,20.80744,8.9,30,GO0003_LC|GO0026_LC|GO0050_LC
202059501,99.43364,19.94866,9.2,30,GO0004_LC|GO0048_LC|GO0050_LC
202063282,93.30064,17.796870000000002,9.4,30,GO0050_LC|GO0093_LC|GO0100_LC
202059299,91.1417,22.12879,11.3,30,GO0003_LC|GO0050_LC
202059312,92.23268,22.1478,10.3,30,GO0003_LC|GO0050_LC|GO0100_LC
202059330,93.74127,16.81958,8.6,30,GO0003_LC|GO0050_LC
202059348,95.16584,18.535629999999998,9.3,30,GO0003_LC|GO0050_LC
202059355,95.59104,25.2246,9.7,30,GO0003_LC|GO0050_LC
202059360,96.23357,14.406889999999999,9.0,30,GO0003_LC|GO0050_LC
202059377,99.18429,21.65157,8.7,30,GO0003_LC|GO0050_LC
202059388,100.11238,25.07739,9.2,30,GO0003_LC|GO0050_LC|GO0111_LC
202059430,104.41518,19.58449,9.6,30,GO0003_LC|GO0050_LC
202059432,104.60126,24.72276,9.2,30,GO0003_LC|GO0050_LC|GO0100_LC
202064026,96.25542,17.97021,11.2,30,GO0050_LC|GO0101_LC|GO0109_LC
202063828,102.66519,21.36553,10.6,30,GO0050_LC|GO0101_LC|GO0109_LC
202064072,95.9596,14.51542,11.3,30,GO0050_LC
202064080,92.8172,22.58563,11.4,30,GO0050_LC
202064086,90.88719,22.58224,11.3,30,GO0050_LC|GO0111_LC
202064088,92.4806,23.424120000000002,11.4,30,GO0050_LC
202064095,91.9629,23.456889999999998,11.5,30,GO0050_LC
202064101,90.99325,23.925620000000002,11.5,30,GO0050_LC
202064107,92.98808000000001,26.095,11.5,30,GO0050_LC
202064110,92.03475,23.8382,11.5,30,GO0050_LC
202064111,91.08381999999999,22.68038,11.4,30,GO0050_LC|GO0111_LC
202064114,95.15472,25.79235,11.1,30,GO0050_LC|GO0111_LC
202064115,95.34011,15.29328,11.5,30,GO0050_LC
202064124,91.34577,22.301029999999997,11.6,30,GO0050_LC
202064133,90.84156,22.55973,11.7,30,GO0050_LC|GO0111_LC
202064135,92.44678,22.701929999999997,11.6,30,GO0050_LC
202064139,91.02938,23.757839999999998,11.6,30,GO0050_LC
202064140,95.7255,15.11767,11.6,30,GO0050_LC
202064142,91.88382,23.85986,11.6,30,GO0050_LC
202064143,91.35364,23.08618,11.6,30,GO0050_LC
202064148,92.27755,22.92681,11.7,30,GO0050_LC
202064152,92.63571,23.32311,11.7,30,GO0050_LC
202064153,96.4739,14.407789999999999,11.7,30,GO0050_LC
202064154,92.46008,22.588720000000002,11.7,30,GO0050_LC
202064157,90.88171,23.43965,11.4,30,GO0050_LC|GO0111_LC
202064158,91.29118000000001,23.60539,11.7,30,GO0050_LC
202064161,92.23769,23.48982,11.8,30,GO0050_LC|GO0122_LC
202064164,96.13156,14.51781,11.8,30,GO0050_LC
202064165,90.59217,23.40409,11.8,30,GO0050_LC
202064169,92.07275,22.70797,11.8,30,GO0050_LC
202064179,92.90465,25.71886,11.8,30,GO0050_LC
202064188,91.49553,22.660439999999998,12.0,30,GO0050_LC|GO0111_LC
202064200,91.11904,22.72328,12.0,30,GO0050_LC
202064206,92.67545,22.55471,12.0,30,GO0050_LC
202064207,91.17919,22.41891,12.0,30,GO0050_LC
202064212,92.60191,20.2487,12.1,30,GO0050_LC
202064214,91.86546,22.60614,12.1,30,GO0050_LC
202064218,92.05946999999999,23.77696,12.1,30,GO0050_LC
202064219,90.70577,23.6794,12.1,30,GO0050_LC
202064221,91.35209,23.2534,12.2,30,GO0050_LC
202064235,92.10594,23.517979999999998,12.2,30,GO0050_LC
202064247,92.57267,23.9567,12.7,30,GO0050_LC|GO0102_LC
202064251,90.81754000000001,22.99661,12.3,30,GO0050_LC
202064253,91.50423,22.89176,12.3,30,GO0050_LC
202064262,92.44516999999999,22.786920000000002,12.4,30,GO0050_LC
202064269,92.14693,20.656879999999997,12.4,30,GO0050_LC
202064293,92.69158,22.87619,12.6,30,GO0050_LC
202064298,90.92254,22.418779999999998,12.6,30,GO0050_LC
202064316,93.00216999999999,25.61883,12.7,30,GO0050_LC
202064331,91.00971,22.07597,12.8,30,GO0050_LC
202064353,91.1942,24.0651,13.0,30,GO0050_LC
202064364,90.5175,23.07289,13.0,30,GO0050_LC
202062473,104.01737,20.13816,9.5,30,GO0046_LC|GO0050_LC
202062559,91.22993000000001,23.72966,10.2,30,GO0048_LC|GO0050_LC
202062563,95.74008,23.27384,10.3,30,GO0048_LC|GO0050_LC
202063611,95.80193,27.698809999999998,10.1,30,GO0050_LC|GO0100_LC
202063661,91.32001,20.46635,10.2,30,GO0050_LC|GO0100_LC
202063662,100.66032,21.08302,10.2,30,GO0050_LC|GO0100_LC
202063654,95.63557,18.881629999999998,10.2,30,GO0050_LC|GO0100_LC
202063509,92.83039000000001,22.396079999999998,9.9,30,GO0050_LC|GO0100_LC
202063710,104.24689000000001,19.64443,10.3,30,GO0050_LC|GO0100_LC
202063678,92.59769,22.30528,10.3,30,GO0050_LC|GO0100_LC
202063740,92.41677,23.8295,10.4,30,GO0050_LC|GO0100_LC
202063784,96.7986,17.972929999999998,10.5,30,GO0050_LC|GO0100_LC
202063833,98.03586999999999,22.24836,10.6,30,GO0050_LC|GO0100_LC
202063922,101.26767,24.34467,10.8,30,GO0050_LC|GO0100_LC
202063862,101.73651,22.771279999999997,10.7,30,GO0050_LC|GO0100_LC
202063327,102.23581999999999,21.43287,9.5,30,GO0050_LC|GO0100_LC
202063779,102.29536999999999,22.004620000000003,10.5,30,GO0050_LC|GO0100_LC
202063042,99.48608,17.09179,9.0,30,GO0050_LC|GO0100_LC
202062782,98.34683000000001,18.79116,9.1,30,GO0050_LC|GO0100_LC
202063098,95.32733,24.41429,9.2,30,GO0050_LC|GO0100_LC
202062769,91.6828,20.73004,9.0,30,GO0050_LC|GO0100_LC
202063160,96.69498,16.45886,9.3,30,GO0050_LC|GO0100_LC
202063174,93.8163,26.66498,9.3,30,GO0050_LC|GO0100_LC
202063066,96.75237,14.77925,9.1,30,GO0050_LC|GO0100_LC
202063178,93.2974,19.436970000000002,9.3,30,GO0050_LC|GO0100_LC
202063210,101.4156,22.59814,9.3,30,GO0050_LC|GO0100_LC
202063053,96.39106,18.639979999999998,9.1,30,GO0050_LC|GO0100_LC
202063186,102.96176,25.22147,9.3,30,GO0050_LC|GO0100_LC
202063158,100.10587,28.402509999999996,9.3,30,GO0050_LC|GO0100_LC
202063217,95.65828,15.565579999999999,9.3,30,GO0050_LC|GO0100_LC
202063189,98.96029,17.89733,9.3,30,GO0050_LC|GO0100_LC
202063090,98.19398000000001,16.66668,9.1,30,GO0050_LC|GO0100_LC
202063120,98.90876,14.984960000000001,9.2,30,GO0050_LC|GO0100_LC
202063171,94.61095,21.834989999999998,9.3,30,GO0050_LC|GO0100_LC
202063271,94.03525,24.21045,9.4,30,GO0050_LC|GO0100_LC
202063298,100.37507,26.77245,9.5,30,GO0050_LC|GO0100_LC
202063326,95.54889,21.00541,9.5,30,GO0050_LC|GO0100_LC
202063201,93.35601,17.33854,9.3,30,GO0050_LC|GO0100_LC
202063319,98.53139,24.31471,9.5,30,GO0050_LC|GO0100_LC
202063266,93.26835,20.40038,9.4,30,GO0050_LC|GO0100_LC
202063256,94.57816,27.3395,9.4,30,GO0050_LC|GO0100_LC
202063308,94.07098,23.61009,9.5,30,GO0050_LC|GO0100_LC
202063312,97.73173,25.42485,9.5,30,GO0050_LC|GO0100_LC
202063265,95.81361,20.00008,9.4,30,GO0050_LC|GO0100_LC
202063384,91.80848,22.77317,9.6,30,GO0050_LC|GO0100_LC
202063357,102.73204,15.7991,9.6,30,GO0050_LC|GO0100_LC
202063351,103.92676999999999,24.53396,9.6,30,GO0050_LC|GO0100_LC
202063421,98.05748,16.85567,9.7,30,GO0050_LC|GO0100_LC
202063410,98.05993000000001,23.80835,9.7,30,GO0050_LC|GO0100_LC
202063347,93.37888000000001,17.16496,9.6,30,GO0050_LC|GO0100_LC
202063557,92.96446,22.63629,10.0,30,GO0050_LC|GO0100_LC
202063561,91.66431999999999,24.28539,10.0,30,GO0050_LC|GO0100_LC
202063550,91.63942,23.7742,10.0,30,GO0050_LC|GO0100_LC
202063527,92.54788,17.7773,9.9,30,GO0050_LC|GO0100_LC
202063508,97.46072,24.872020000000003,9.9,30,GO0050_LC|GO0100_LC
202062078,96.80814000000001,17.93863,9.913,30,GO0036_LC|GO0050_LC|GO0100_LC
202063546,96.48017,16.30706,10.0,30,GO0050_LC|GO0100_LC
202063511,91.6099,20.72291,9.9,30,GO0050_LC|GO0100_LC
202063530,95.94883,14.746139999999999,9.9,30,GO0050_LC|GO0100_LC
202063755,92.38891,22.26238,10.4,30,GO0050_LC|GO0100_LC
202063765,92.75659,22.39892,10.4,30,GO0050_LC|GO0100_LC
202063894,92.74446999999999,22.81765,10.8,30,GO0050_LC|GO0100_LC
202063838,96.94119,27.61076,10.6,30,GO0050_LC|GO0100_LC
202063858,94.1542,25.731070000000003,10.7,30,GO0050_LC|GO0100_LC
202063769,98.15135,28.09593,10.5,30,GO0050_LC|GO0100_LC
202063920,93.07225,22.43169,10.8,30,GO0050_LC|GO0100_LC
202063913,91.31371999999999,22.62404,10.8,30,GO0050_LC|GO0100_LC
202063947,92.22847,23.626279999999998,10.9,30,GO0050_LC|GO0100_LC
202063859,91.92611,23.52121,10.7,30,GO0050_LC|GO0100_LC
202063890,93.96668000000001,25.56715,10.8,30,GO0050_LC|GO0100_LC
202063916,92.90038,26.12125,10.8,30,GO0050_LC|GO0100_LC
202063927,90.72686,23.97577,10.8,30,GO0050_LC|GO0100_LC
