EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
205982900, 335.816376, -15.33228, 10.233, GO3064_SC|GO3104_LC|GO3054_LC|GO3067_LC|GO3049_LC|GO3081_LC
