EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
206292760, 334.480759, -8.351047, 13.442, GO3055_SC|GO3058_SC|GO3014_SC|GO3105_SC|GO3017_LC|GO3049_LC|GO3092_LC
