EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
211633018, 138.507841, 14.999607, 16.294, GO16079_LC|GO16095_LC|GO16102_LC
211633224, 129.40391, 15.002722, 16.595, GO16079_LC|GO16102_LC
211633415, 132.486286, 15.005335, 16.839, GO16079_LC|GO16102_LC
211633538, 134.434732, 15.007181, 17.737, GO16079_LC|GO16102_LC
211633544, 131.682006, 15.007332, 17.162, GO16079_LC|GO16102_LC
211633572, 134.155202, 15.007735, 17.689, GO16102_LC
211633683, 135.542696, 15.009323, 17.3, GO16102_LC
211634149, 132.489822, 15.01589, 17.054, GO16102_LC
211634284, 136.829914, 15.017831, 17.479, GO16079_LC|GO16102_LC
211634404, 132.883489, 15.0191, 17.469, GO16079_LC|GO16102_LC
211634451, 132.591559, 15.019903, 16.913, GO16079_LC|GO16095_LC|GO16102_LC
211634545, 135.976979, 15.021144, 15.833, GO16079_LC|GO16095_LC|GO16102_LC
211634885, 132.827537, 15.025974, 17.177, GO16079_LC|GO16102_LC
211634938, 133.623678, 15.026699, 16.351, GO16079_LC|GO16095_LC|GO16102_LC
211635045, 134.362144, 15.028072, 15.891, GO16079_LC|GO16102_LC
211635117, 131.493483, 15.029122, 17.492, GO16102_LC
211635236, 129.628836, 15.030499, 15.035, GO16079_LC|GO16095_LC|GO16102_LC
211635291, 133.472118, 15.031244, 17.479, GO16102_LC
211635846, 134.59254, 15.039707, 17.889, GO16079_LC|GO16102_LC
211635868, 133.453624, 15.040007, 17.643, GO16102_LC
211635998, 135.845661, 15.041738, 16.258, GO16079_LC|GO16095_LC|GO16102_LC
211636122, 134.388943, 15.043606, 15.998, GO16079_LC|GO16102_LC
211636131, 129.521049, 15.043767, 17.971, GO16079_LC|GO16102_LC
211636138, 132.365478, 15.043814, 16.233, GO16079_LC|GO16095_LC|GO16102_LC
211636181, 134.29755, 15.044391, 17.503, GO16079_LC|GO16102_LC
211636498, 132.376041, 15.049082, 17.728, GO16102_LC
211636563, 132.356108, 15.049989, 16.914, GO16079_LC|GO16102_LC
211636656, 134.392508, 15.051234, 17.548, GO16079_LC|GO16102_LC
211636657, 133.927474, 15.051244, 17.301, GO16079_LC|GO16102_LC
211636675, 134.02965, 15.051474, 17.359, GO16079_LC|GO16102_LC
211637001, 129.62918, 15.055833, 17.46, GO16079_LC|GO16102_LC
211637129, 135.602002, 15.057568, 17.77, GO16079_LC|GO16102_LC
211637325, 130.792763, 15.060523, 17.572, GO16079_LC|GO16102_LC
211637388, 138.677378, 15.061305, 19.042, GO16079_LC|GO16102_LC
211637420, 133.492269, 15.061738, 17.924, GO16079_LC|GO16102_LC
211637447, 132.780664, 15.062135, 16.733, GO16102_LC
211637655, 131.415395, 15.064973, 17.905, GO16102_LC
211637719, 133.930469, 15.066129, 17.278, GO16079_LC|GO16102_LC
211637722, 132.335867, 15.066177, 16.27, GO16079_LC|GO16102_LC
211637750, 131.090184, 15.066532, 18.253, GO16079_LC|GO16102_LC
211638029, 130.05944, 15.070353, 17.625, GO16079_LC|GO16102_LC
211638206, 138.67731, 15.072914, 18.415, GO16079_LC|GO16102_LC
211638263, 134.202716, 15.073592, 17.185, GO16079_LC|GO16102_LC
211638449, 129.583466, 15.076019, 16.116, GO16079_LC|GO16095_LC|GO16102_LC
211638522, 131.128907, 15.077153, 16.975, GO16079_LC|GO16102_LC
211638594, 137.284433, 15.078147, 17.776, GO16102_LC
211638722, 131.581913, 15.079974, 18.02, GO16102_LC
211638837, 133.401333, 15.081519, 16.578, GO16079_LC|GO16095_LC|GO16102_LC
211638846, 135.480276, 15.081659, 17.607, GO16079_LC|GO16102_LC
211639183, 135.661505, 15.08659, 15.801, GO16079_LC|GO16102_LC
211639356, 135.717414, 15.089076, 15.979, GO16079_LC|GO16095_LC|GO16102_LC
211639399, 131.402264, 15.089773, 15.597, GO16079_LC|GO16095_LC|GO16102_LC
211639750, 135.681293, 15.094432, 17.619, GO16102_LC
211639877, 132.456108, 15.095996, 16.702, GO16079_LC|GO16102_LC
211639904, 133.525006, 15.096213, 17.678, GO16095_LC|GO16102_LC
211639970, 131.388081, 15.097003, 17.666, GO16079_LC|GO16102_LC
211639992, 134.34687, 15.097278, 17.137, GO16079_LC|GO16102_LC
211640161, 131.561061, 15.099542, 17.31, GO16079_LC|GO16102_LC
211640266, 132.402239, 15.101345, 16.301, GO16079_LC|GO16095_LC|GO16102_LC
211640397, 132.766556, 15.103363, 16.646, GO16079_LC|GO16095_LC|GO16102_LC
211640471, 137.476151, 15.104203, 17.259, GO16079_LC|GO16102_LC
211640557, 134.2068, 15.105359, 16.84, GO16079_LC|GO16095_LC|GO16102_LC
211640904, 132.452358, 15.110231, 17.104, GO16079_LC|GO16102_LC
211640987, 134.119404, 15.111339, 16.819, GO16079_LC|GO16102_LC
211641257, 138.98265, 15.114851, 18.56, GO16102_LC
211641348, 136.041171, 15.116104, 17.614, GO16079_LC|GO16102_LC
211641479, 132.695786, 15.117809, 17.843, GO16102_LC
211641599, 132.543952, 15.119538, 18.452, GO16079_LC|GO16102_LC
211641884, 133.4549, 15.12354, 16.315, GO16079_LC|GO16095_LC|GO16102_LC
211642271, 135.432776, 15.128978, 17.391, GO16079_LC|GO16102_LC
211642582, 132.772809, 15.133112, 17.574, GO16079_LC|GO16095_LC|GO16102_LC
211642681, 133.433859, 15.134731, 15.743, GO16079_LC|GO16095_LC|GO16102_LC
211642733, 134.11611, 15.135531, 17.486, GO16079_LC|GO16102_LC
211642907, 136.782793, 15.137968, 17.784, GO16102_LC
211642990, 129.398098, 15.139017, 15.993, GO16071_LC|GO16079_LC|GO16095_LC|GO16102_LC
211643064, 134.001728, 15.139925, 17.602, GO16079_LC|GO16102_LC
211643075, 134.090828, 15.140048, 17.693, GO16079_LC|GO16102_LC
211643077, 133.551084, 15.140076, 16.773, GO16102_LC
211643183, 132.751691, 15.141271, 17.241, GO16079_LC|GO16095_LC|GO16102_LC
211643440, 134.009278, 15.144629, 16.263, GO16079_LC|GO16102_LC
211643451, 136.467459, 15.144767, 17.273, GO16079_LC|GO16102_LC
211643557, 135.479978, 15.146164, 15.457, GO16079_LC|GO16095_LC|GO16102_LC
211643660, 137.017359, 15.147439, 17.648, GO16102_LC
211643672, 134.164851, 15.147621, 18.311, GO16102_LC
211643761, 138.899203, 15.148738, 16.614, GO16102_LC
211643805, 134.215018, 15.149411, 17.607, GO16102_LC
211643963, 133.297954, 15.151582, 17.079, GO16079_LC|GO16102_LC
211644012, 134.244854, 15.152253, 17.504, GO16079_LC|GO16102_LC
211644103, 138.897488, 15.153353, 16.927, GO16079_LC|GO16102_LC
211644493, 134.22336, 15.158729, 17.198, GO16079_LC|GO16102_LC
211644591, 132.483836, 15.160144, 17.303, GO16079_LC|GO16102_LC
211644605, 130.191092, 15.160349, 16.97, GO16079_LC|GO16095_LC|GO16102_LC
211644670, 132.738639, 15.161425, 16.455, GO16079_LC|GO16102_LC
211645132, 136.929245, 15.167051, 17.68, GO16102_LC
211645513, 138.920351, 15.172167, 17.497, GO16102_LC
211645672, 134.185907, 15.174324, 17.335, GO16102_LC
211645911, 134.253251, 15.17788, 18.357, GO16079_LC|GO16102_LC
211645978, 132.442072, 15.178756, 15.936, GO16079_LC|GO16102_LC
211646274, 138.374793, 15.183101, 17.836, GO16079_LC|GO16102_LC
211646409, 129.603237, 15.184966, 16.712, GO16079_LC|GO16102_LC
211646499, 130.985309, 15.186037, 17.534, GO16102_LC
211646675, 134.59428, 15.188525, 17.672, GO16079_LC|GO16102_LC
211646686, 132.907673, 15.188682, 18.66, GO16102_LC
211646771, 136.459294, 15.19019, 19.146, GO16102_LC
211646816, 138.92693, 15.190955, 16.407, GO16079_LC|GO16102_LC
211646871, 138.777761, 15.191687, 17.178, GO16079_LC|GO16095_LC|GO16102_LC
211646994, 136.79053, 15.193336, 17.138, GO16079_LC|GO16102_LC
211647022, 138.887742, 15.193627, 16.431, GO16079_LC|GO16095_LC|GO16102_LC
211647079, 135.943996, 15.194617, 18.2, GO16102_LC
211647110, 135.897518, 15.195026, 17.679, GO16079_LC|GO16095_LC|GO16102_LC
211647206, 138.677915, 15.196183, 17.56, GO16102_LC
211647325, 130.294108, 15.197745, 18.622, GO16079_LC|GO16102_LC
211647421, 133.97422, 15.19904, 16.953, GO16079_LC|GO16102_LC
211647486, 138.662682, 15.199775, 17.238, GO16079_LC|GO16102_LC
211647532, 135.593489, 15.200412, 17.145, GO16079_LC|GO16095_LC|GO16102_LC
211647559, 135.448279, 15.200863, 16.363, GO16079_LC|GO16102_LC
211647574, 133.57898, 15.201031, 17.157, GO16079_LC|GO16102_LC
211647664, 134.312945, 15.20246, 16.141, GO16079_LC|GO16102_LC
211647888, 138.394495, 15.205326, 17.61, GO16079_LC|GO16102_LC
211647896, 135.432246, 15.205386, 17.139, GO16079_LC|GO16102_LC
211648110, 138.355431, 15.208269, 18.193, GO16079_LC|GO16102_LC
211648188, 131.695723, 15.209098, 17.328, GO16079_LC|GO16095_LC|GO16102_LC
211648197, 136.323957, 15.2092, 16.21, GO16079_LC|GO16095_LC|GO16102_LC
211648221, 131.58727, 15.209641, 17.85, GO16079_LC|GO16102_LC
211648266, 133.931272, 15.210181, 16.813, GO16102_LC
211648661, 133.967954, 15.215515, 16.207, GO16102_LC
211648673, 130.244752, 15.215742, 17.495, GO16079_LC|GO16102_LC
211648854, 130.476372, 15.218329, 17.355, GO16102_LC
211648981, 138.580546, 15.220257, 17.621, GO16102_LC
211649137, 133.88048, 15.222413, 18.362, GO16079_LC|GO16102_LC
211649147, 134.833428, 15.222624, 17.655, GO16079_LC|GO16102_LC
211649221, 134.807772, 15.223614, 17.203, GO16079_LC|GO16095_LC|GO16102_LC
211649240, 133.64503, 15.223813, 17.595, GO16079_LC|GO16102_LC
211649493, 138.832971, 15.227386, 17.499, GO16102_LC
211649739, 138.379607, 15.230669, 17.336, GO16079_LC|GO16102_LC
211649763, 137.733308, 15.230986, 17.553, GO16102_LC
211649802, 136.73339, 15.231563, 17.669, GO16079_LC|GO16102_LC
211649977, 131.057478, 15.233751, 17.118, GO16102_LC
211650092, 133.80349, 15.235416, 17.045, GO16079_LC|GO16102_LC
211650170, 137.389593, 15.236559, 17.244, GO16079_LC|GO16102_LC
211650188, 138.865429, 15.236823, 17.765, GO16079_LC|GO16102_LC
211650369, 135.574301, 15.239606, 16.431, GO16079_LC|GO16095_LC|GO16102_LC
211650520, 135.962333, 15.241597, 17.616, GO16079_LC|GO16102_LC
211650576, 137.145285, 15.242415, 17.73, GO16102_LC
211650862, 138.491027, 15.246642, 16.83, GO16102_LC
211650875, 130.441653, 15.246794, 17.656, GO16079_LC|GO16102_LC
211650931, 131.582087, 15.247479, 17.007, GO16095_LC|GO16102_LC
211650950, 131.763817, 15.247744, 18.492, GO16079_LC|GO16102_LC
211651006, 129.573427, 15.248561, 16.813, GO16079_LC|GO16095_LC|GO16102_LC
211651192, 136.759853, 15.250916, 17.184, GO16079_LC|GO16102_LC
211651506, 134.097435, 15.254996, 16.83, GO16079_LC|GO16102_LC
211651579, 132.916911, 15.256096, 16.917, GO16102_LC
211652066, 132.579575, 15.263029, 17.276, GO16079_LC|GO16102_LC
211652237, 134.234838, 15.265019, 17.092, GO16079_LC|GO16102_LC
211652300, 132.554192, 15.265828, 17.403, GO16079_LC|GO16095_LC|GO16102_LC
211652348, 129.587838, 15.26649, 17.009, GO16079_LC|GO16095_LC|GO16102_LC
211652545, 133.780786, 15.269041, 16.087, GO16079_LC|GO16102_LC
211652555, 130.302641, 15.269195, 16.985, GO16079_LC|GO16102_LC
211652702, 130.611373, 15.271019, 17.686, GO16102_LC
211653013, 136.864917, 15.274933, 17.471, GO16102_LC
211653079, 133.459992, 15.275745, 18.638, GO16079_LC|GO16102_LC
211653691, 132.788346, 15.283747, 18.095, GO16102_LC
211653880, 136.034229, 15.286239, 16.549, GO16079_LC|GO16102_LC
211653980, 138.367211, 15.287676, 17.706, GO16079_LC|GO16102_LC
211654153, 138.957056, 15.290226, 18.16, GO16102_LC
211654443, 131.093536, 15.294013, 17.517, GO16079_LC|GO16102_LC
211654529, 130.752807, 15.295204, 17.833, GO16079_LC|GO16102_LC
211654711, 134.444244, 15.297579, 17.217, GO16102_LC
211654996, 129.416696, 15.301513, 17.802, GO16079_LC|GO16102_LC
211655117, 135.775464, 15.303266, 17.012, GO16079_LC|GO16102_LC
211655413, 130.29155, 15.307314, 17.66, GO16102_LC
211655420, 133.977789, 15.307584, 17.728, GO16102_LC
211655441, 136.712325, 15.307901, 17.521, GO16079_LC|GO16102_LC
211655564, 129.806319, 15.309552, 15.562, GO16079_LC|GO16095_LC|GO16102_LC
211655795, 138.901052, 15.312772, 16.795, GO16079_LC|GO16102_LC
211655916, 138.870436, 15.314441, 15.282, GO16079_LC|GO16095_LC|GO16102_LC
211655990, 138.46175, 15.315742, 17.47, GO16079_LC|GO16102_LC
211656109, 130.274224, 15.31756, 17.229, GO16102_LC
211656216, 135.526012, 15.318864, 17.234, GO16102_LC
211656243, 133.05119, 15.319211, 18.741, GO16102_LC
211656590, 134.006033, 15.32353, 17.528, GO16079_LC|GO16102_LC
211656605, 135.713865, 15.32382, 16.251, GO16079_LC|GO16095_LC|GO16102_LC
211656626, 131.034689, 15.324119, 17.573, GO16079_LC|GO16102_LC
211657009, 131.355824, 15.329484, 18.113, GO16079_LC|GO16095_LC|GO16102_LC
211657067, 137.469256, 15.33042, 18.343, GO16079_LC|GO16102_LC
211657113, 133.182333, 15.330979, 16.851, GO16079_LC|GO16102_LC
211657265, 130.341167, 15.333044, 16.572, GO16102_LC
211657434, 138.674196, 15.335472, 17.695, GO16102_LC
211657470, 130.30811, 15.33595, 16.63, GO16079_LC|GO16102_LC
211657761, 130.059997, 15.34043, 17.729, GO16079_LC|GO16102_LC
211657903, 131.74592, 15.342396, 17.724, GO16102_LC
211658029, 134.755158, 15.344081, 16.915, GO16102_LC
211658031, 130.314268, 15.344106, 17.427, GO16102_LC
211658195, 137.417045, 15.346369, 17.446, GO16079_LC|GO16102_LC
211658323, 129.637966, 15.348275, 16.416, GO16079_LC|GO16095_LC|GO16102_LC
211658371, 133.206821, 15.349029, 18.019, GO16102_LC
211658459, 129.98215, 15.350379, 17.308, GO16079_LC|GO16102_LC
211658509, 131.381516, 15.351173, 17.896, GO16102_LC
211658555, 136.458344, 15.351954, 17.36, GO16079_LC|GO16102_LC
211658763, 131.631518, 15.354692, 16.832, GO16079_LC|GO16095_LC|GO16102_LC
211658865, 134.083368, 15.356026, 16.644, GO16079_LC|GO16102_LC
211658909, 136.782336, 15.35665, 18.273, GO16095_LC|GO16102_LC
211658951, 130.31577, 15.357278, 17.072, GO16079_LC|GO16102_LC
211659062, 132.351186, 15.358725, 18.786, GO16079_LC|GO16102_LC
211659072, 130.199629, 15.35896, 17.464, GO16079_LC|GO16102_LC
211659339, 130.276751, 15.362663, 17.665, GO16079_LC|GO16102_LC
211659460, 129.826524, 15.364565, 17.395, GO16079_LC|GO16102_LC
211659589, 134.05706, 15.366251, 17.509, GO16079_LC|GO16102_LC
211659848, 129.623204, 15.369802, 16.631, GO16079_LC|GO16102_LC
211659891, 138.73252, 15.37038, 17.531, GO16102_LC
211659927, 138.672944, 15.370924, 17.601, GO16102_LC
211660008, 136.503828, 15.371939, 17.351, GO16079_LC|GO16102_LC
211660597, 138.705803, 15.379829, 17.15, GO16102_LC
211660620, 134.065034, 15.380057, 17.102, GO16079_LC|GO16102_LC
211660759, 132.909533, 15.381904, 17.046, GO16079_LC|GO16102_LC
211660764, 133.342827, 15.38198, 17.525, GO16079_LC|GO16102_LC
211660955, 134.457203, 15.384561, 17.054, GO16079_LC|GO16102_LC
211661158, 133.73667, 15.387297, 17.154, GO16102_LC
211661415, 136.732561, 15.390824, 18.24, GO16102_LC
211661421, 132.934918, 15.390903, 17.346, GO16102_LC
211661501, 134.114437, 15.391997, 17.68, GO16102_LC
211661510, 130.324232, 15.392135, 17.422, GO16079_LC|GO16102_LC
211661536, 138.684728, 15.392551, 17.306, GO16079_LC|GO16102_LC
211661568, 138.673198, 15.393044, 18.418, GO16102_LC
211661717, 133.388769, 15.395386, 16.839, GO16071_LC|GO16079_LC|GO16102_LC
211661847, 134.322527, 15.396928, 17.226, GO16079_LC|GO16095_LC|GO16102_LC
211661884, 135.548186, 15.397324, 17.009, GO16095_LC|GO16102_LC
211661945, 131.569288, 15.398209, 18.468, GO16079_LC|GO16102_LC
211662239, 134.325323, 15.402286, 16.927, GO16095_LC|GO16102_LC
211662287, 132.683146, 15.40289, 17.03, GO16079_LC|GO16102_LC
211662410, 136.727005, 15.404575, 17.517, GO16079_LC|GO16102_LC
211662850, 134.158986, 15.410945, 17.597, GO16079_LC|GO16102_LC
211662917, 134.062615, 15.411972, 17.197, GO16079_LC|GO16102_LC
211663006, 132.49662, 15.413211, 17.7, GO16079_LC|GO16102_LC
211663082, 138.635349, 15.414348, 16.998, GO16102_LC
211663196, 136.325234, 15.415894, 15.661, GO16079_LC|GO16095_LC|GO16102_LC
211663215, 132.849227, 15.416103, 17.441, GO16079_LC|GO16102_LC
211663343, 134.162877, 15.418042, 18.107, GO16102_LC
211663420, 134.069031, 15.419147, 17.544, GO16079_LC|GO16102_LC
211663428, 134.009133, 15.419251, 17.678, GO16079_LC|GO16102_LC
211663583, 134.106061, 15.421487, 19.064, GO16102_LC
211663965, 138.485009, 15.426527, 17.525, GO16102_LC
211663970, 132.829218, 15.426605, 17.865, GO16079_LC|GO16102_LC
211664505, 133.129377, 15.434647, 17.096, GO16079_LC|GO16102_LC
211664711, 129.421583, 15.437587, 17.62, GO16079_LC|GO16102_LC
211665017, 133.876917, 15.441364, 17.454, GO16079_LC|GO16102_LC
211665076, 138.350651, 15.442276, 16.559, GO16079_LC|GO16102_LC
211665195, 130.952072, 15.443897, 17.728, GO16079_LC|GO16102_LC
211665287, 134.073493, 15.444992, 16.398, GO16079_LC|GO16102_LC
211665417, 136.676687, 15.446995, 16.734, GO16102_LC
211665694, 136.1829, 15.450731, 18.043, GO16102_LC
211665795, 132.576265, 15.452161, 16.322, GO16102_LC
211665842, 135.983405, 15.452853, 16.004, GO16079_LC|GO16095_LC|GO16102_LC
211666027, 133.647728, 15.455182, 18.449, GO16079_LC|GO16102_LC
211666194, 136.771016, 15.457429, 17.159, GO16079_LC|GO16102_LC
211666276, 134.018796, 15.458449, 16.989, GO16102_LC
211666379, 134.176374, 15.459677, 18.017, GO16102_LC
211666532, 136.289004, 15.461719, 17.365, GO16079_LC|GO16102_LC
211666736, 138.931145, 15.464432, 17.273, GO16095_LC|GO16102_LC
211666818, 133.516698, 15.465624, 18.129, GO16102_LC
211667163, 134.133142, 15.470099, 16.683, GO16079_LC|GO16102_LC
211667285, 134.168576, 15.471865, 16.482, GO16079_LC|GO16102_LC
211667422, 129.619226, 15.473669, 18.62, GO16079_LC|GO16102_LC
211667496, 133.464059, 15.474581, 16.31, GO16079_LC|GO16102_LC
211667882, 133.843222, 15.479572, 18.378, GO16079_LC|GO16102_LC
211667902, 135.905401, 15.479821, 16.407, GO16079_LC|GO16095_LC|GO16102_LC
211668166, 133.230843, 15.483647, 17.107, GO16079_LC|GO16095_LC|GO16102_LC
211668328, 137.295502, 15.485778, 16.949, GO16079_LC|GO16102_LC
211668366, 129.632943, 15.486388, 16.724, GO16079_LC|GO16102_LC
211668541, 136.483934, 15.48858, 16.277, GO16079_LC|GO16102_LC
211668690, 129.991631, 15.490379, 18.354, GO16079_LC|GO16102_LC
211668976, 134.248509, 15.494218, 17.463, GO16079_LC|GO16102_LC
211668977, 135.751749, 15.494225, 17.712, GO16102_LC
211669073, 136.746793, 15.495547, 16.875, GO16102_LC
211669416, 132.495202, 15.500336, 17.413, GO16079_LC|GO16102_LC
211669459, 129.995796, 15.500943, 17.081, GO16079_LC|GO16102_LC
211669460, 138.643039, 15.500944, 17.982, GO16102_LC
211669539, 136.373513, 15.502067, 17.415, GO16102_LC
211669585, 135.9585, 15.502744, 17.319, GO16079_LC|GO16095_LC|GO16102_LC
211669608, 134.270927, 15.503039, 17.897, GO16079_LC|GO16102_LC
211669853, 134.18387, 15.50622, 16.588, GO16079_LC|GO16102_LC
211670026, 134.826675, 15.508714, 17.688, GO16079_LC|GO16102_LC
211670323, 136.099062, 15.513071, 17.317, GO16079_LC|GO16102_LC
211670326, 133.625042, 15.513137, 17.626, GO16079_LC|GO16102_LC
211670361, 133.125688, 15.513598, 18.63, GO16079_LC|GO16102_LC
211670467, 132.856271, 15.5148, 18.101, GO16102_LC
211670971, 136.762687, 15.521739, 17.336, GO16095_LC|GO16102_LC
211671613, 135.846066, 15.530716, 16.354, GO16079_LC|GO16095_LC|GO16102_LC
211671655, 135.677831, 15.531336, 16.812, GO16079_LC|GO16102_LC
211672303, 134.796754, 15.539981, 18.154, GO16079_LC|GO16102_LC
211672510, 131.771565, 15.542743, 16.923, GO16079_LC|GO16102_LC
211672751, 133.487336, 15.546011, 14.942, GO16079_LC|GO16102_LC
211672809, 133.47293, 15.546727, 17.819, GO16079_LC|GO16102_LC
211672940, 138.475188, 15.548559, 16.789, GO16079_LC|GO16102_LC
211673281, 129.424787, 15.553523, 17.184, GO16102_LC
211673364, 133.875197, 15.554615, 17.164, GO16079_LC|GO16102_LC
211673544, 131.714701, 15.557202, 17.376, GO16079_LC|GO16102_LC
211673637, 131.182978, 15.558471, 17.34, GO16079_LC|GO16102_LC
211673772, 138.417366, 15.560046, 17.174, GO16079_LC|GO16102_LC
211673785, 137.341931, 15.560289, 17.436, GO16079_LC|GO16095_LC|GO16102_LC
211673939, 134.771153, 15.562507, 17.545, GO16079_LC|GO16102_LC
211673967, 131.817845, 15.562857, 17.758, GO16079_LC|GO16102_LC
211674068, 137.272108, 15.564215, 17.367, GO16095_LC|GO16102_LC
211674143, 130.804204, 15.565091, 17.908, GO16079_LC|GO16102_LC
211674284, 131.199328, 15.567074, 17.106, GO16079_LC|GO16102_LC
211674410, 133.422562, 15.568771, 17.707, GO16079_LC|GO16102_LC
211674547, 133.15222, 15.570541, 17.415, GO16079_LC|GO16102_LC
211674888, 132.506804, 15.575142, 17.359, GO16079_LC|GO16102_LC
211674896, 133.884829, 15.575225, 15.596, GO16079_LC|GO16095_LC|GO16102_LC
211674917, 132.956536, 15.575551, 17.484, GO16102_LC
211674936, 138.364283, 15.575824, 17.585, GO16102_LC
211675016, 133.964237, 15.57686, 17.395, GO16079_LC|GO16102_LC
211675483, 131.30703, 15.583706, 17.66, GO16102_LC
211675528, 133.4026, 15.584477, 16.262, GO16079_LC|GO16102_LC
211675772, 130.79846, 15.587231, 17.163, GO16102_LC
211675849, 136.295796, 15.588386, 17.281, GO16079_LC|GO16102_LC
211675855, 136.214377, 15.588497, 18.154, GO16079_LC|GO16102_LC
211675916, 137.691407, 15.589405, 17.859, GO16102_LC
211675936, 132.798724, 15.589786, 18.554, GO16079_LC|GO16102_LC
211676014, 130.82043, 15.590761, 17.444, GO16079_LC|GO16102_LC
211676235, 133.50773, 15.593676, 18.758, GO16102_LC
211676744, 136.16821, 15.60034, 17.107, GO16102_LC
211676753, 138.642891, 15.60043, 18.141, GO16102_LC
211676780, 137.362706, 15.600867, 17.679, GO16102_LC
211676947, 135.731269, 15.60328, 17.293, GO16079_LC|GO16102_LC
211677234, 133.824845, 15.607079, 17.261, GO16079_LC|GO16095_LC|GO16102_LC
211677382, 129.593425, 15.609061, 16.39, GO16079_LC|GO16102_LC
211677460, 132.744474, 15.610316, 16.846, GO16079_LC|GO16102_LC
211677613, 133.345758, 15.612408, 17.515, GO16079_LC|GO16102_LC
211677745, 138.59429, 15.614318, 16.472, GO16079_LC|GO16102_LC
211677783, 131.481627, 15.614826, 17.517, GO16102_LC
211678101, 138.392771, 15.619324, 16.41, GO16095_LC|GO16102_LC
211678567, 138.790181, 15.626202, 16.969, GO16079_LC|GO16102_LC
211678953, 138.808727, 15.631817, 17.528, GO16079_LC|GO16095_LC|GO16102_LC
211678981, 136.301129, 15.632308, 16.801, GO16079_LC|GO16102_LC
211678997, 131.74343, 15.63257, 17.194, GO16079_LC|GO16102_LC
211679029, 139.059584, 15.632916, 17.145, GO16079_LC|GO16095_LC|GO16102_LC
211679085, 136.493568, 15.633631, 17.721, GO16079_LC|GO16102_LC
211679134, 131.617384, 15.634365, 17.45, GO16079_LC|GO16102_LC
211679254, 131.362659, 15.636141, 18.467, GO16102_LC
211679411, 130.036, 15.638636, 15.849, GO16079_LC|GO16095_LC|GO16102_LC
211679776, 130.791293, 15.643906, 17.784, GO16079_LC|GO16102_LC
211679824, 135.859298, 15.644683, 17.112, GO16079_LC|GO16095_LC|GO16102_LC
211679845, 132.743568, 15.645022, 16.642, GO16102_LC
211679907, 136.4665, 15.645861, 18.895, GO16079_LC|GO16102_LC
211679910, 130.055093, 15.645881, 17.273, GO16079_LC|GO16102_LC
211680024, 138.768861, 15.647396, 17.453, GO16079_LC|GO16102_LC
211680066, 130.912512, 15.64788, 17.072, GO16102_LC
211680336, 135.953531, 15.651257, 17.851, GO16079_LC|GO16102_LC
211680541, 137.051645, 15.653879, 16.726, GO16079_LC|GO16102_LC
211681051, 129.408761, 15.660663, 16.811, GO16079_LC|GO16102_LC
211681258, 136.837681, 15.66335, 17.138, GO16079_LC|GO16102_LC
211681614, 137.104436, 15.668292, 17.302, GO16079_LC|GO16102_LC
211681629, 131.24436, 15.668482, 15.842, GO16079_LC|GO16095_LC|GO16102_LC
211682224, 136.460778, 15.676582, 17.014, GO16079_LC|GO16102_LC
211682310, 129.397688, 15.6776, 17.83, GO16102_LC
211682575, 136.113424, 15.681053, 17.355, GO16079_LC|GO16102_LC
211682994, 136.297796, 15.686702, 18.247, GO16079_LC|GO16102_LC
211683257, 130.097106, 15.689955, 16.599, GO16102_LC
211683301, 138.68211, 15.690573, 17.458, GO16079_LC|GO16102_LC
211683323, 138.726976, 15.69087, 15.265, GO16079_LC|GO16095_LC|GO16102_LC
211683821, 134.607979, 15.697198, 16.915, GO16079_LC|GO16102_LC
211684113, 138.795675, 15.701126, 16.101, GO16079_LC|GO16102_LC
211684198, 136.127054, 15.702202, 17.567, GO16079_LC|GO16102_LC
211684431, 138.722215, 15.705556, 16.8, GO16079_LC|GO16102_LC
211684553, 129.668735, 15.707443, 18.056, GO16079_LC|GO16102_LC
211684686, 134.596018, 15.709134, 16.936, GO16079_LC|GO16102_LC
211684942, 134.254245, 15.712366, 16.986, GO16079_LC|GO16102_LC
211685011, 134.564572, 15.713297, 18.068, GO16102_LC
211685053, 130.064116, 15.713829, 18.365, GO16102_LC
211685143, 135.8724, 15.715238, 17.157, GO16102_LC
211685251, 133.705497, 15.716638, 17.062, GO16102_LC
211685287, 138.808157, 15.717207, 17.112, GO16102_LC
211685612, 137.411135, 15.721422, 16.57, GO16079_LC|GO16102_LC
211685638, 137.216368, 15.721784, 17.101, GO16079_LC|GO16102_LC
211685770, 135.459114, 15.723499, 17.197, GO16079_LC|GO16102_LC
211686300, 135.580499, 15.730046, 19.025, GO16079_LC|GO16095_LC|GO16102_LC
211686430, 138.933334, 15.731797, 19.137, GO16102_LC
211686703, 137.389305, 15.735362, 17.415, GO16102_LC
211687226, 133.915274, 15.743085, 18.081, GO16079_LC|GO16102_LC
211687344, 138.713844, 15.744726, 15.977, GO16102_LC
211687392, 133.173098, 15.745397, 17.373, GO16079_LC|GO16102_LC
211687497, 138.632713, 15.746651, 17.17, GO16079_LC|GO16102_LC
211687674, 138.550352, 15.749288, 17.685, GO16102_LC
211687745, 134.303698, 15.750071, 17.82, GO16079_LC|GO16102_LC
211687838, 134.701145, 15.751245, 18.364, GO16079_LC|GO16102_LC
211687851, 134.421916, 15.751479, 16.654, GO16079_LC|GO16102_LC
