EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212194952, 133.303462, 24.141218, 16.224, GO16079_LC|GO16095_LC|GO16102_LC
212195104, 133.242635, 24.145596, 17.384, GO16079_LC|GO16102_LC
212195160, 129.955235, 24.147158, 17.566, GO16079_LC|GO16102_LC
212195199, 134.07234, 24.148361, 15.543, GO16079_LC|GO16095_LC|GO16102_LC
212195211, 131.143223, 24.148588, 17.041, GO16079_LC|GO16102_LC
212195242, 135.038406, 24.149227, 17.855, GO16079_LC|GO16102_LC
212195607, 134.135377, 24.159914, 17.646, GO16079_LC|GO16102_LC
212195688, 133.641103, 24.162306, 16.806, GO16079_LC|GO16102_LC
212195711, 129.959673, 24.16308, 17.936, GO16079_LC|GO16102_LC
212195732, 129.774545, 24.163628, 16.831, GO16079_LC|GO16102_LC
212195933, 131.358444, 24.169695, 18.229, GO16102_LC
212196005, 130.795998, 24.171186, 17.601, GO16079_LC|GO16095_LC|GO16102_LC
212196177, 131.015198, 24.176241, 18.161, GO16102_LC
212196195, 129.588345, 24.176802, 15.793, GO16008_LC|GO16079_LC|GO16095_LC|GO16102_LC
212196268, 134.190553, 24.178467, 16.806, GO16079_LC|GO16102_LC
212196471, 129.857393, 24.183666, 19.126, GO16102_LC
212196662, 131.186537, 24.188839, 16.922, GO16079_LC|GO16102_LC
212196865, 133.844543, 24.195238, 17.352, GO16079_LC|GO16102_LC
212196882, 131.874107, 24.195642, 17.582, GO16079_LC|GO16102_LC
212197028, 129.732719, 24.19997, 17.476, GO16102_LC
212197110, 131.518205, 24.202658, 17.749, GO16079_LC|GO16102_LC
212197249, 131.806833, 24.206666, 17.715, GO16102_LC
212197266, 129.737602, 24.207258, 16.832, GO16079_LC|GO16102_LC
212197320, 130.649044, 24.208714, 15.992, GO16079_LC|GO16095_LC|GO16102_LC
212197369, 130.975161, 24.209909, 16.458, GO16079_LC|GO16102_LC
212197640, 130.91351, 24.217485, 16.955, GO16079_LC|GO16102_LC
212198135, 130.511898, 24.232815, 17.922, GO16079_LC|GO16102_LC
212198588, 131.419847, 24.246374, 17.158, GO16079_LC|GO16102_LC
212198712, 135.054986, 24.250315, 17.629, GO16102_LC
212198857, 130.778903, 24.254253, 16.807, GO16079_LC|GO16095_LC|GO16102_LC
212199016, 129.544818, 24.259188, 16.417, GO16079_LC|GO16102_LC
212199217, 134.834029, 24.265318, 17.017, GO16079_LC|GO16102_LC
212199260, 135.088109, 24.266466, 17.265, GO16079_LC|GO16102_LC
212199273, 134.88736, 24.266949, 17.624, GO16079_LC|GO16102_LC
212200538, 135.022751, 24.304964, 17.488, GO16102_LC
212200707, 134.023447, 24.310137, 16.094, GO16102_LC
212201035, 133.597117, 24.318848, 17.012, GO16079_LC|GO16095_LC|GO16102_LC
212201254, 135.002961, 24.325632, 17.95, GO16079_LC|GO16095_LC|GO16102_LC
212201558, 133.924003, 24.334955, 17.025, GO16079_LC|GO16102_LC
212201898, 133.83235, 24.344658, 17.555, GO16079_LC|GO16102_LC
212202176, 133.923191, 24.353519, 17.488, GO16079_LC|GO16102_LC
212202313, 134.950999, 24.35811, 17.693, GO16079_LC|GO16102_LC
212202432, 134.0751, 24.361868, 17.242, GO16079_LC|GO16102_LC
212202448, 133.753502, 24.362446, 17.751, GO16079_LC|GO16102_LC
212202549, 135.066543, 24.365023, 17.506, GO16079_LC|GO16095_LC|GO16102_LC
212202584, 133.461283, 24.366074, 18.212, GO16102_LC
212202791, 134.160748, 24.372814, 17.764, GO16102_LC
212202882, 133.795321, 24.376219, 17.877, GO16079_LC|GO16102_LC
212202911, 132.706978, 24.377106, 17.003, GO16079_LC|GO16102_LC
212203113, 133.296319, 24.383459, 16.743, GO16079_LC|GO16095_LC|GO16102_LC
212203235, 133.727697, 24.387335, 16.785, GO16079_LC|GO16102_LC
212203321, 131.434113, 24.390203, 18.312, GO16102_LC
212203491, 131.105071, 24.395245, 16.975, GO16079_LC|GO16102_LC
212203592, 133.543313, 24.398149, 16.521, GO16079_LC|GO16102_LC
212203888, 130.370126, 24.406775, 16.491, GO16095_LC|GO16102_LC
212204128, 134.680683, 24.41457, 18.675, GO16079_LC|GO16102_LC
212204708, 134.282778, 24.433039, 15.785, GO16079_LC|GO16095_LC|GO16102_LC
212204726, 129.707558, 24.433695, 17.711, GO16102_LC
212204740, 129.843915, 24.434006, 18.265, GO16079_LC|GO16102_LC
212205269, 131.163023, 24.451332, 16.306, GO16079_LC|GO16095_LC|GO16102_LC
212205844, 134.857967, 24.4692, 17.541, GO16102_LC
212206098, 131.175758, 24.477036, 18.318, GO16102_LC
212206155, 130.219307, 24.478834, 18.859, GO16079_LC|GO16102_LC
212206248, 130.143719, 24.481916, 17.371, GO16079_LC|GO16102_LC
212206315, 129.500275, 24.483997, 17.805, GO16079_LC|GO16102_LC
212206355, 130.16034, 24.485004, 17.638, GO16079_LC|GO16102_LC
212206394, 133.213445, 24.486544, 16.978, GO16102_LC
212206467, 133.546323, 24.488729, 16.237, GO16079_LC|GO16102_LC
212206497, 130.350739, 24.489836, 17.142, GO16079_LC|GO16095_LC|GO16102_LC
212206532, 134.113746, 24.490829, 16.783, GO16079_LC|GO16095_LC|GO16102_LC
212206619, 131.920991, 24.493469, 17.628, GO16079_LC|GO16102_LC
212206655, 130.221284, 24.494268, 18.275, GO16102_LC
212206681, 130.350908, 24.495083, 16.308, GO16079_LC|GO16095_LC|GO16102_LC
212206890, 132.073008, 24.502814, 17.3, GO16095_LC|GO16102_LC
212207045, 133.089689, 24.50791, 18.358, GO16079_LC|GO16102_LC
212207052, 130.900068, 24.508011, 18.07, GO16102_LC
212207136, 132.644201, 24.510502, 16.801, GO16095_LC|GO16102_LC
212207137, 131.448072, 24.51055, 16.928, GO16079_LC|GO16102_LC
212207208, 133.35138, 24.512424, 17.999, GO16079_LC|GO16102_LC
212207279, 130.966403, 24.515074, 17.115, GO16095_LC|GO16102_LC
212207309, 133.32546, 24.515982, 17.842, GO16079_LC|GO16102_LC
212207700, 130.775807, 24.527124, 16.624, GO16079_LC|GO16102_LC
212207723, 133.481976, 24.52776, 16.938, GO16079_LC|GO16102_LC
212207787, 130.861183, 24.529282, 18.313, GO16102_LC
212208058, 131.076013, 24.53896, 17.161, GO16102_LC
212208506, 130.298518, 24.553675, 17.373, GO16102_LC
212208510, 130.196992, 24.553749, 17.453, GO16079_LC|GO16102_LC
212208550, 132.750896, 24.555313, 17.117, GO16079_LC|GO16102_LC
212208729, 132.692926, 24.562023, 17.252, GO16079_LC|GO16102_LC
212208879, 133.412716, 24.566973, 17.159, GO16079_LC|GO16102_LC
212208961, 134.000674, 24.569502, 17.131, GO16079_LC|GO16102_LC
212208973, 131.45902, 24.5697, 17.328, GO16079_LC|GO16102_LC
212208996, 132.132668, 24.570372, 16.332, GO16079_LC|GO16102_LC
212209002, 133.402814, 24.570498, 17.653, GO16079_LC|GO16102_LC
212209631, 132.627136, 24.592287, 17.66, GO16095_LC|GO16102_LC
212209641, 132.659032, 24.592596, 15.498, GO16079_LC|GO16095_LC|GO16102_LC
212209799, 133.082681, 24.598034, 17.072, GO16079_LC|GO16102_LC
212209910, 134.210345, 24.601738, 17.51, GO16102_LC
212210106, 134.080303, 24.608072, 16.691, GO16079_LC|GO16102_LC
212210274, 133.524576, 24.613148, 17.386, GO16079_LC|GO16102_LC
212210498, 133.548919, 24.62079, 17.016, GO16079_LC|GO16102_LC
212210601, 133.41675, 24.624756, 17.171, GO16079_LC|GO16102_LC
212210863, 130.726648, 24.632996, 17.693, GO16079_LC|GO16102_LC
212210867, 131.465754, 24.633047, 17.257, GO16079_LC|GO16102_LC
212211222, 131.993877, 24.644823, 18.155, GO16079_LC|GO16102_LC
212211295, 132.111915, 24.647383, 17.361, GO16102_LC
212211333, 132.66497, 24.648941, 17.381, GO16079_LC|GO16102_LC
212211482, 132.094802, 24.65361, 16.275, GO16079_LC|GO16102_LC
212211654, 133.550276, 24.658697, 15.628, GO16079_LC|GO16102_LC
212211892, 131.451975, 24.666746, 16.807, GO16079_LC|GO16102_LC
212211901, 134.135828, 24.66708, 17.591, GO16102_LC
212212191, 133.914238, 24.677107, 17.643, GO16079_LC|GO16102_LC
212212316, 133.521348, 24.680832, 17.301, GO16079_LC|GO16102_LC
212212343, 133.460054, 24.681894, 15.792, GO16079_LC|GO16102_LC
212212375, 131.479084, 24.68301, 17.81, GO16079_LC|GO16102_LC
212212528, 131.393122, 24.688576, 16.778, GO16079_LC|GO16102_LC
212212544, 129.752254, 24.689005, 17.957, GO16102_LC
212212936, 131.969092, 24.701708, 15.89, GO16079_LC|GO16102_LC
212213076, 131.116029, 24.706472, 16.723, GO16079_LC|GO16102_LC
212213276, 129.57571, 24.713406, 18.741, GO16102_LC
212213400, 131.916206, 24.717728, 16.545, GO16079_LC|GO16102_LC
212213426, 130.940086, 24.718351, 17.015, GO16102_LC
212213585, 131.238989, 24.723778, 17.995, GO16079_LC|GO16102_LC
212213663, 133.418725, 24.726624, 17.793, GO16079_LC|GO16102_LC
212213739, 132.646492, 24.728827, 16.44, GO16079_LC|GO16102_LC
212213775, 129.853915, 24.730024, 18.41, GO16102_LC
212213819, 130.247227, 24.731474, 17.014, GO16079_LC|GO16102_LC
212213985, 134.299746, 24.737066, 17.383, GO16079_LC|GO16102_LC
212214030, 130.067965, 24.738428, 17.314, GO16079_LC|GO16102_LC
212214038, 132.750393, 24.738697, 17.137, GO16102_LC
212214139, 133.659765, 24.741812, 17.613, GO16102_LC
212214223, 132.008671, 24.744308, 17.413, GO16079_LC|GO16102_LC
212214494, 131.916145, 24.753336, 17.775, GO16079_LC|GO16102_LC
212214622, 131.44011, 24.757807, 17.395, GO16102_LC
212214633, 129.525958, 24.758167, 17.328, GO16079_LC|GO16102_LC
212214831, 133.820036, 24.764475, 15.387, GO16079_LC|GO16102_LC
212214986, 129.771442, 24.769627, 17.876, GO16079_LC|GO16102_LC
212215176, 133.542107, 24.776747, 16.093, GO16079_LC|GO16102_LC
212215469, 130.388897, 24.786308, 16.325, GO16079_LC|GO16102_LC
212215552, 132.111407, 24.789204, 17.554, GO16079_LC|GO16102_LC
212215751, 130.61109, 24.796104, 16.241, GO16079_LC|GO16102_LC
212216030, 130.936347, 24.805372, 18.751, GO16102_LC
212216105, 131.244606, 24.807669, 17.1, GO16102_LC
212216255, 130.377779, 24.812868, 16.004, GO16079_LC|GO16102_LC
212216355, 132.120917, 24.816437, 17.466, GO16079_LC|GO16102_LC
212216413, 131.560887, 24.818674, 17.561, GO16079_LC|GO16102_LC
212216502, 130.375069, 24.821997, 17.084, GO16079_LC|GO16102_LC
212216644, 130.323578, 24.826447, 16.912, GO16079_LC|GO16102_LC
212216656, 133.816623, 24.826878, 16.198, GO16079_LC|GO16102_LC
212216738, 134.002127, 24.830027, 17.598, GO16079_LC|GO16102_LC
212216744, 131.017452, 24.830425, 16.995, GO16079_LC|GO16102_LC
212217004, 130.394385, 24.838547, 17.702, GO16079_LC|GO16102_LC
212217020, 131.699249, 24.839147, 16.391, GO16079_LC|GO16102_LC
212217126, 132.039176, 24.842722, 17.073, GO16079_LC|GO16102_LC
212217132, 130.625031, 24.842947, 17.786, GO16079_LC|GO16102_LC
212217161, 133.571711, 24.843969, 17.676, GO16079_LC|GO16102_LC
212217169, 132.159816, 24.844215, 17.368, GO16102_LC
212217197, 132.11409, 24.845034, 17.11, GO16079_LC|GO16102_LC
212217359, 130.162478, 24.850453, 16.895, GO16079_LC|GO16102_LC
212217368, 133.819098, 24.850773, 17.197, GO16079_LC|GO16102_LC
212217395, 131.346305, 24.85173, 16.584, GO16079_LC|GO16102_LC
212217452, 131.926091, 24.853708, 16.916, GO16079_LC|GO16102_LC
212217615, 131.465977, 24.858944, 16.81, GO16079_LC|GO16102_LC
212217818, 131.230093, 24.866213, 16.356, GO16079_LC|GO16102_LC
212217884, 129.550675, 24.868361, 17.676, GO16102_LC
212217950, 129.693221, 24.870541, 17.301, GO16102_LC
212217975, 129.52639, 24.87114, 17.429, GO16079_LC|GO16102_LC
212218037, 131.974294, 24.87372, 17.635, GO16079_LC|GO16102_LC
212218240, 132.77486, 24.880724, 17.243, GO16079_LC|GO16102_LC
212218274, 130.031967, 24.882195, 18.01, GO16079_LC|GO16102_LC
212218352, 129.529676, 24.884537, 15.24, GO16079_LC|GO16102_LC
212218369, 129.671833, 24.885019, 17.707, GO16079_LC|GO16102_LC
212218517, 129.520765, 24.890713, 15.83, GO16079_LC|GO16102_LC
212218703, 131.952982, 24.89707, 16.576, GO16079_LC|GO16102_LC
212218744, 129.634676, 24.898718, 18.16, GO16079_LC|GO16102_LC
212218772, 131.093104, 24.900026, 17.235, GO16102_LC
212218814, 130.606336, 24.901911, 17.352, GO16079_LC|GO16102_LC
212218830, 133.452344, 24.902477, 17.33, GO16079_LC|GO16102_LC
212218915, 130.101534, 24.90546, 16.47, GO16079_LC|GO16102_LC
212218955, 130.144037, 24.907106, 16.99, GO16079_LC|GO16102_LC
212219118, 131.944222, 24.912823, 16.605, GO16079_LC|GO16102_LC
212219152, 131.942551, 24.914286, 16.183, GO16079_LC|GO16102_LC
212219534, 132.830521, 24.927965, 16.116, GO16079_LC|GO16095_LC|GO16102_LC
212219729, 131.028416, 24.934019, 17.544, GO16102_LC
212219821, 131.804783, 24.936987, 18.233, GO16079_LC|GO16102_LC
212219926, 131.944483, 24.94117, 17.301, GO16079_LC|GO16102_LC
212220298, 133.789411, 24.954556, 17.428, GO16102_LC
212220560, 129.638235, 24.96419, 16.418, GO16079_LC|GO16095_LC|GO16102_LC
212220572, 132.890663, 24.96464, 16.037, GO16079_LC|GO16102_LC
212220577, 130.322797, 24.96479, 17.751, GO16079_LC|GO16102_LC
212220734, 131.975589, 24.971058, 17.278, GO16079_LC|GO16102_LC
212220789, 133.306351, 24.973301, 17.921, GO16102_LC
212221106, 133.314376, 24.987532, 16.326, GO16079_LC|GO16102_LC
212221177, 131.982391, 24.990078, 17.169, GO16079_LC|GO16102_LC
212221208, 130.020339, 24.991146, 16.223, GO16079_LC|GO16102_LC
212221281, 129.914295, 24.99424, 15.691, GO16079_LC|GO16102_LC
212221477, 131.495316, 25.001305, 17.318, GO16102_LC
212221526, 130.892676, 25.002932, 17.262, GO16079_LC|GO16102_LC
212221562, 133.918964, 25.004253, 17.67, GO16079_LC|GO16102_LC
212221569, 130.898133, 25.004511, 18.592, GO16079_LC|GO16102_LC
212221671, 130.017855, 25.008039, 15.94, GO16079_LC|GO16102_LC
212221710, 130.02258, 25.009556, 15.428, GO16079_LC|GO16102_LC
212221813, 131.523113, 25.013861, 16.305, GO16079_LC|GO16102_LC
212221817, 129.896028, 25.014025, 17.25, GO16079_LC|GO16102_LC
212221839, 130.019749, 25.014965, 15.736, GO16079_LC|GO16102_LC
212221936, 131.577333, 25.018675, 17.425, GO16102_LC
212222129, 129.962575, 25.026754, 17.693, GO16102_LC
212222147, 130.924371, 25.027378, 17.094, GO16079_LC|GO16102_LC
212222174, 129.951119, 25.02849, 16.445, GO16079_LC|GO16102_LC
212222269, 129.828019, 25.03256, 16.08, GO16079_LC|GO16102_LC
212222419, 131.008755, 25.039951, 18.282, GO16079_LC|GO16102_LC
212222486, 129.579133, 25.042472, 15.539, GO16079_LC|GO16102_LC
212222538, 130.063316, 25.044519, 16.723, GO16079_LC|GO16102_LC
212222622, 129.894971, 25.047533, 17.644, GO16102_LC
212222755, 130.219513, 25.053398, 17.571, GO16079_LC|GO16102_LC
212222766, 129.810485, 25.053903, 17.673, GO16079_LC|GO16095_LC|GO16102_LC
212222817, 129.616656, 25.056112, 17.099, GO16079_LC|GO16095_LC|GO16102_LC
212222850, 131.800368, 25.057451, 17.084, GO16079_LC|GO16102_LC
212222937, 130.045547, 25.061398, 16.628, GO16079_LC|GO16102_LC
212223048, 129.784921, 25.066182, 17.53, GO16079_LC|GO16095_LC|GO16102_LC
212223158, 129.606699, 25.070587, 17.307, GO16095_LC|GO16102_LC
212223190, 130.221661, 25.071836, 17.207, GO16079_LC|GO16102_LC
212223261, 133.313146, 25.073973, 18.078, GO16079_LC|GO16102_LC
212223329, 129.702281, 25.076567, 15.333, GO16079_LC|GO16095_LC|GO16102_LC
212223470, 129.955189, 25.082926, 18.393, GO16079_LC|GO16102_LC
212223501, 130.088207, 25.084013, 17.186, GO16079_LC|GO16102_LC
212223520, 129.540327, 25.08481, 17.324, GO16079_LC|GO16095_LC|GO16102_LC
212223591, 131.284015, 25.088118, 16.745, GO16079_LC|GO16102_LC
212223656, 131.274565, 25.09115, 16.961, GO16079_LC|GO16102_LC
212223919, 131.761143, 25.102724, 17.164, GO16079_LC|GO16102_LC
212223956, 131.80781, 25.104038, 17.531, GO16102_LC
212224013, 132.64959, 25.106205, 17.163, GO16079_LC|GO16102_LC
212224029, 132.926637, 25.106932, 16.188, GO16079_LC|GO16102_LC
212224388, 131.08519, 25.121386, 16.474, GO16079_LC|GO16102_LC
212224501, 129.523787, 25.126307, 17.675, GO16079_LC|GO16095_LC|GO16102_LC
212224534, 130.820336, 25.128052, 17.695, GO16079_LC|GO16102_LC
212225241, 129.617346, 25.158886, 16.572, GO16079_LC|GO16102_LC
212225261, 130.095421, 25.159683, 17.807, GO16102_LC
212225296, 131.681115, 25.161205, 16.589, GO16102_LC
212225399, 130.323704, 25.165155, 17.809, GO16079_LC|GO16102_LC
212225405, 130.290679, 25.165461, 17.721, GO16079_LC|GO16102_LC
212225600, 129.529199, 25.173704, 17.212, GO16095_LC|GO16102_LC
212225977, 129.551135, 25.190571, 17.303, GO16079_LC|GO16102_LC
212226018, 131.630883, 25.192425, 16.138, GO16079_LC|GO16102_LC
212226362, 131.510438, 25.208143, 17.603, GO16079_LC|GO16102_LC
212226428, 131.574335, 25.211674, 17.37, GO16079_LC|GO16102_LC
212226459, 129.948221, 25.213328, 17.715, GO16079_LC|GO16102_LC
212226516, 133.252498, 25.216076, 17.411, GO16079_LC|GO16102_LC
212226543, 131.197593, 25.217258, 17.64, GO16102_LC
212226548, 131.545217, 25.217349, 17.643, GO16079_LC|GO16102_LC
212226551, 131.386006, 25.217405, 17.196, GO16079_LC|GO16102_LC
212226566, 131.458335, 25.218132, 17.721, GO16102_LC
212226644, 133.316192, 25.221767, 16.889, GO16079_LC|GO16102_LC
212226800, 131.529565, 25.229462, 17.78, GO16079_LC|GO16102_LC
212226920, 131.08615, 25.234953, 18.61, GO16079_LC|GO16102_LC
212226953, 129.690513, 25.236464, 14.954, GO16079_LC|GO16095_LC|GO16102_LC
212226989, 133.199835, 25.238562, 17.697, GO16079_LC|GO16102_LC
212226992, 131.144669, 25.238754, 18.051, GO16102_LC
212227033, 132.966685, 25.240339, 17.395, GO16079_LC|GO16102_LC
212227381, 131.707059, 25.257595, 18.294, GO16079_LC|GO16102_LC
212227462, 131.63259, 25.261494, 17.725, GO16079_LC|GO16102_LC
212227533, 133.253673, 25.264778, 16.709, GO16079_LC|GO16102_LC
212227618, 131.655038, 25.268888, 17.682, GO16102_LC
212227686, 129.528091, 25.272594, 14.362, GO16079_LC|GO16095_LC|GO16102_LC
212227952, 130.194986, 25.286236, 17.049, GO16079_LC|GO16102_LC
212227955, 131.759775, 25.286383, 18.09, GO16102_LC
212228029, 129.53781, 25.289625, 15.762, GO16079_LC|GO16095_LC|GO16102_LC
212228037, 131.143532, 25.289759, 16.906, GO16079_LC|GO16102_LC
212228054, 132.732007, 25.290659, 17.219, GO16079_LC|GO16102_LC
212228246, 130.509, 25.30048, 18.339, GO16102_LC
212228288, 131.911541, 25.302601, 17.541, GO16079_LC|GO16102_LC
212228536, 130.813357, 25.316065, 17.487, GO16079_LC|GO16102_LC
212228621, 131.115657, 25.319466, 17.936, GO16079_LC|GO16102_LC
212228773, 132.911185, 25.326405, 16.85, GO16079_LC|GO16102_LC
212228792, 129.505737, 25.327479, 15.044, GO16079_LC|GO16095_LC|GO16102_LC
212228821, 129.520698, 25.329418, 14.221, GO16079_LC|GO16095_LC|GO16102_LC
212228834, 131.812329, 25.329901, 17.726, GO16079_LC|GO16102_LC
212228900, 130.343734, 25.333008, 17.952, GO16079_LC|GO16102_LC
212229054, 130.303664, 25.339981, 17.921, GO16102_LC
212229232, 131.083134, 25.349459, 17.164, GO16079_LC|GO16102_LC
212229256, 130.007118, 25.350546, 17.247, GO16079_LC|GO16102_LC
212229266, 130.280872, 25.351131, 16.686, GO16079_LC|GO16102_LC
212229311, 132.808896, 25.353121, 16.627, GO16079_LC|GO16102_LC
212229357, 129.723568, 25.355932, 17.001, GO16079_LC|GO16102_LC
212229358, 131.39438, 25.355947, 17.47, GO16079_LC|GO16102_LC
212229398, 130.280264, 25.357578, 17.42, GO16079_LC|GO16102_LC
212229487, 132.983932, 25.361533, 17.568, GO16079_LC|GO16102_LC
212229810, 131.023723, 25.37969, 18.125, GO16102_LC
212230033, 130.124976, 25.392639, 17.827, GO16079_LC|GO16102_LC
212230185, 132.018252, 25.401127, 17.949, GO16079_LC|GO16102_LC
212230368, 131.791246, 25.41017, 17.538, GO16079_LC|GO16102_LC
212230538, 130.121663, 25.419468, 17.075, GO16079_LC|GO16102_LC
212230626, 131.385363, 25.424604, 17.596, GO16079_LC|GO16102_LC
212230838, 130.792985, 25.436218, 17.199, GO16102_LC
212230895, 130.785424, 25.439423, 16.507, GO16079_LC|GO16102_LC
212230981, 131.826425, 25.444212, 18.692, GO16079_LC|GO16102_LC
212231081, 131.366448, 25.449385, 16.669, GO16079_LC|GO16102_LC
212231154, 129.966703, 25.452744, 15.766, GO16079_LC|GO16102_LC
212231168, 130.020578, 25.453239, 16.627, GO16079_LC|GO16102_LC
212231179, 130.831944, 25.453821, 17.324, GO16079_LC|GO16102_LC
212231239, 130.489911, 25.457472, 15.711, GO16079_LC|GO16102_LC
212231352, 131.375636, 25.464651, 17.45, GO16102_LC
212231369, 130.456717, 25.465331, 17.778, GO16079_LC|GO16102_LC
228682548, 136.6641998, 19.3379078, 15.1, GO16079_LC|GO16102_LC
228682550, 130.5948639, 17.6584778, 17.8, GO16079_LC|GO16102_LC
228682575, 133.2214508, 21.7259693, 16.9, GO16079_LC|GO16095_LC|GO16102_LC
228682577, 136.4420471, 18.5978718, 16.5, GO16079_LC|GO16095_LC|GO16102_LC
228682580, 137.0954285, 19.2758026, 17.4, GO16079_LC|GO16095_LC|GO16102_LC
228682583, 135.6220551, 13.6797171, 16.8, GO16079_LC|GO16095_LC|GO16102_LC
228682584, 129.6066437, 19.5854263, 15.2, GO16079_LC|GO16095_LC|GO16102_LC
228682587, 133.2815704, 20.479557, 16.7, GO16095_LC|GO16102_LC
228682600, 137.5224152, 20.2126694, 17.1, GO16079_LC|GO16095_LC|GO16102_LC
228682601, 127.1129837, 21.8990078, 16.8, GO16095_LC|GO16102_LC
228682602, 127.4882126, 20.6262779, 17.2, GO16095_LC|GO16102_LC
228682603, 136.8973236, 20.4142857, 15.2, GO16079_LC|GO16095_LC|GO16102_LC
228682604, 133.0493011, 22.3303261, 17.0, GO16079_LC|GO16095_LC|GO16102_LC
228682612, 133.3126984, 23.4044018, 17.5, GO16102_LC
228682614, 133.8898468, 20.511158, 16.6, GO16095_LC|GO16102_LC
228682623, 133.550354, 18.9510956, 17.4, GO16079_LC|GO16095_LC|GO16102_LC
228682625, 136.9067078, 13.4384432, 17.7, GO16079_LC|GO16102_LC
228682647, 133.5555573, 19.5379543, 16.0, GO16079_LC|GO16102_LC
228682666, 126.5253448, 20.416151, 17.2, GO16079_LC|GO16095_LC|GO16102_LC
228682675, 128.4264984, 22.2441864, 16.4, GO16079_LC|GO16102_LC
228682688, 134.2462769, 20.3247013, 16.7, GO16079_LC|GO16102_LC
228682716, 134.3097687, 17.5594692, 17.2, GO16079_LC|GO16095_LC|GO16102_LC
228682722, 127.042366, 20.3053474, 17.0, GO16079_LC|GO16102_LC
228682742, 136.2511139, 13.8384485, 16.3, GO16079_LC|GO16095_LC|GO16102_LC
228682747, 133.660141, 16.2253494, 17.3, GO16102_LC
228682767, 126.5957108, 20.6252575, 16.9, GO16079_LC|GO16095_LC|GO16102_LC
228682769, 136.7990265, 20.6011086, 16.7, GO16102_LC
228682776, 136.2323151, 14.7053118, 17.0, GO16079_LC|GO16102_LC
228682784, 132.6016235, 12.2262497, 17.6, GO16079_LC|GO16102_LC
228682785, 126.6112518, 20.7983322, 14.6, GO16079_LC|GO16095_LC|GO16102_LC
228682802, 135.6554871, 20.2075329, 17.1, GO16079_LC|GO16095_LC|GO16102_LC
228682805, 136.6858521, 13.6618118, 17.5, GO16079_LC|GO16102_LC
228682811, 129.6013489, 14.0556612, 17.5, GO16079_LC|GO16102_LC
228682819, 132.4605103, 12.0837774, 17.3, GO16102_LC
228682824, 136.6429138, 19.3097229, 15.0, GO16079_LC|GO16095_LC|GO16102_LC
228682834, 129.9378662, 13.2666483, 17.2, GO16102_LC
228682838, 135.8116455, 13.8355913, 17.8, GO16079_LC|GO16095_LC|GO16102_LC
228682839, 136.6580505, 14.3873072, 17.7, GO16079_LC|GO16102_LC
228682851, 137.247757, 20.3224354, 17.0, GO16102_LC
228682858, 133.3375244, 20.3980789, 17.3, GO16079_LC|GO16102_LC
228682860, 134.0186005, 20.4709682, 17.7, GO16079_LC|GO16095_LC|GO16102_LC
228682864, 132.5948944, 20.5879116, 16.2, GO16079_LC|GO16102_LC
228682886, 136.6178436, 14.7528267, 17.2, GO16102_LC
228682918, 137.4744873, 19.3327713, 17.8, GO16079_LC|GO16102_LC
228682937, 131.3102875, 16.2898235, 17.7, GO16102_LC
228682941, 130.018158, 23.3678741, 17.0, GO16079_LC|GO16095_LC|GO16102_LC
228682948, 130.8937073, 18.9016209, 17.6, GO16079_LC|GO16095_LC|GO16102_LC
228682956, 129.9901428, 15.9989376, 17.5, GO16102_LC
228682971, 127.933197, 22.4899654, 17.6, GO16102_LC
228682984, 135.7755585, 13.8357477, 17.7, GO16079_LC|GO16095_LC|GO16102_LC
228682992, 130.7888489, 15.0015221, 17.6, GO16079_LC|GO16102_LC
228683013, 135.9041748, 14.6194286, 17.4, GO16079_LC|GO16095_LC|GO16102_LC
228683020, 134.0166168, 20.7458515, 17.8, GO16079_LC|GO16095_LC|GO16102_LC
228683027, 136.5841827, 20.1622715, 17.9, GO16079_LC|GO16102_LC
228683031, 131.1902008, 23.4227886, 16.9, GO16102_LC
228683032, 137.0990448, 19.3910236, 17.9, GO16095_LC|GO16102_LC
228683059, 130.6173248, 23.2414246, 17.6, GO16102_LC
228683075, 129.9814148, 17.6988297, 17.1, GO16102_LC
228683077, 127.1277008, 22.1255589, 17.8, GO16079_LC|GO16095_LC|GO16102_LC
228683096, 127.9456863, 22.6780128, 17.1, GO16079_LC|GO16102_LC
228683099, 130.3855743, 23.3030052, 16.8, GO16102_LC
228683120, 130.2352448, 16.448204, 17.3, GO16102_LC
228683140, 136.6508484, 20.3153954, 17.5, GO16102_LC
228683141, 134.130188, 19.2745514, 16.9, GO16079_LC|GO16102_LC
228683146, 129.5011749, 17.5769634, 17.4, GO16102_LC
228683153, 130.3243713, 14.9850588, 16.8, GO16102_LC
228683194, 134.3909454, 19.2677879, 17.4, GO16102_LC
228683195, 128.1941223, 20.9066963, 17.4, GO16102_LC
228683197, 131.0323639, 14.9705544, 17.4, GO16102_LC
228683198, 134.0963287, 15.8392925, 17.4, GO16102_LC
228683204, 129.5063782, 18.720108, 17.7, GO16079_LC|GO16095_LC|GO16102_LC
228683210, 134.053772, 17.4742584, 17.7, GO16079_LC|GO16095_LC|GO16102_LC
228683212, 129.6941833, 16.622963, 17.2, GO16102_LC
228683221, 135.5207977, 13.0898647, 17.0, GO16102_LC
228683258, 131.3544464, 14.7609434, 17.5, GO16102_LC
