EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,cadence [min],Investigation IDs
202059522,102.69375,25.05,15.8,30,GO0009_LC|GO0035_LC|GO0061_LC|GO0074_LC|GO0103_LC|GO0106_LC
202064566,94.3729,22.7481,15.8,30,GO0061_LC
202064574,93.0275,18.0597,16.3,30,GO0061_LC
202064584,101.3162,21.4139,17.1,30,GO0061_LC
202064619,98.9237,27.9006,17.8,30,GO0061_LC
202064620,94.1183,24.7217,17.8,30,GO0061_LC
202064622,90.9513,22.6069,17.8,30,GO0061_LC
202064623,90.9237,23.7408,17.8,30,GO0061_LC
202064624,90.8821,24.0811,17.8,30,GO0061_LC
202064633,94.3337,23.8431,17.9,30,GO0061_LC
202064638,90.8783,22.7142,17.9,30,GO0061_LC
202064641,90.5692,23.2997,17.9,30,GO0061_LC
202064656,91.8337,23.1586,18.0,30,GO0061_LC
202064659,90.98,23.6017,18.0,30,GO0061_LC
202064683,90.8487,22.7267,18.1,30,GO0061_LC
202064700,94.2358,24.6472,18.2,30,GO0061_LC
202064729,90.7967,22.8833,18.3,30,GO0061_LC
202064732,90.5225,23.2678,18.3,30,GO0061_LC
202064759,98.1854,27.9022,18.4,30,GO0061_LC
202064761,101.395,28.8364,18.4,30,GO0061_LC
202064763,92.8396,22.9825,18.4,30,GO0061_LC
202064787,97.0787,25.4114,18.5,30,GO0061_LC
202064788,96.5162,25.1842,18.5,30,GO0061_LC
202064825,97.505,16.4264,18.6,30,GO0061_LC
202064842,90.885,23.4647,18.6,30,GO0061_LC
202064867,99.7871,27.4075,18.7,30,GO0061_LC
202064872,96.3129,26.4617,18.7,30,GO0061_LC
202064880,93.1933,24.6111,18.7,30,GO0061_LC
202064883,92.3642,22.93,18.7,30,GO0061_LC
202064894,90.635,22.5853,18.7,30,GO0061_LC
202064898,90.6046,23.9728,18.7,30,GO0061_LC
202064932,103.74,24.1011,18.8,30,GO0061_LC
202064938,98.0033,26.7303,18.8,30,GO0061_LC
202064941,99.0879,28.0328,18.8,30,GO0061_LC
202064942,100.0558,28.3078,18.8,30,GO0061_LC
202064943,94.2192,22.7114,18.8,30,GO0061_LC
202064947,94.5567,24.8708,18.8,30,GO0061_LC
202064966,90.9821,22.1594,18.8,30,GO0061_LC
202065012,97.5071,25.2339,18.9,30,GO0061_LC
202065014,96.5279,24.5553,18.9,30,GO0061_LC
202065018,99.1083,27.3522,18.9,30,GO0061_LC
202065020,95.4704,24.8564,18.9,30,GO0061_LC
202065021,94.5546,23.7014,18.9,30,GO0061_LC
202065024,97.2104,27.5569,18.9,30,GO0061_LC
202065025,95.4313,26.2689,18.9,30,GO0061_LC
202065026,96.1342,26.9542,18.9,30,GO0061_LC
202065027,95.2908,26.3306,18.9,30,GO0061_LC
202065033,92.6587,24.0169,18.9,30,GO0061_LC
202065039,91.9592,19.5658,18.9,30,GO0061_LC
