EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
206208968, 338.344414, -9.614927, 10.776, GO3114_LC|GO3069_LC|GO3031_LC|GO3011_LC|GO3051_LC|GO3016_LC|GO3092_LC|GO3001_LC|GO3107_LC|GO3089_LC|GO3073_LC|GO3070_LC
