EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200064048, , , , GO8010_LC|1999TS40_TILE
200064049, , , , GO8010_LC|1999TS40_TILE
200064050, , , , GO8010_LC|1999TS40_TILE
200064051, , , , GO8010_LC|1999TS40_TILE
200064052, , , , GO8010_LC|1999TS40_TILE
200064053, , , , GO8010_LC|1999TS40_TILE
200064054, , , , GO8010_LC|1999TS40_TILE
200064055, , , , GO8010_LC|1999TS40_TILE
200064056, , , , GO8010_LC|1999TS40_TILE
200064057, , , , GO8010_LC|1999TS40_TILE
200064058, , , , GO8010_LC|1999TS40_TILE
200064059, , , , GO8010_LC|1999TS40_TILE
200064060, , , , GO8010_LC|1999TS40_TILE
200064061, , , , GO8010_LC|1999TS40_TILE
200064062, , , , GO8010_LC|1999TS40_TILE
200064063, , , , GO8010_LC|1999TS40_TILE
200064064, , , , GO8010_LC|1999TS40_TILE
200064065, , , , GO8010_LC|1999TS40_TILE
200064066, , , , GO8010_LC|1999TS40_TILE
200064067, , , , GO8010_LC|1999TS40_TILE
200064068, , , , GO8010_LC|1999TS40_TILE
200064069, , , , GO8010_LC|1999TS40_TILE
200064070, , , , GO8010_LC|1999TS40_TILE
200064071, , , , GO8010_LC|1999TS40_TILE
200064072, , , , GO8010_LC|1999TS40_TILE
200064073, , , , GO8010_LC|1999TS40_TILE
200064074, , , , GO8010_LC|1999TS40_TILE
200064075, , , , GO8010_LC|1999TS40_TILE
200064076, , , , GO8010_LC|1999TS40_TILE
200064077, , , , GO8010_LC|1999TS40_TILE
200064078, , , , GO8010_LC|1999TS40_TILE
200064079, , , , GO8010_LC|1999TS40_TILE
200064080, , , , GO8010_LC|1999TS40_TILE
200064081, , , , GO8010_LC|1999TS40_TILE
200064082, , , , GO8010_LC|1999TS40_TILE
200064083, , , , GO8010_LC|1999TS40_TILE
200064084, , , , GO8010_LC|1999TS40_TILE
200064085, , , , GO8010_LC|1999TS40_TILE
200064086, , , , GO8010_LC|1999TS40_TILE
200064087, , , , GO8010_LC|1999TS40_TILE
200064088, , , , GO8010_LC|1999TS40_TILE
200064089, , , , GO8010_LC|1999TS40_TILE
200064090, , , , GO8010_LC|1999TS40_TILE
200064091, , , , GO8010_LC|1999TS40_TILE
200064092, , , , GO8010_LC|1999TS40_TILE
200064093, , , , GO8010_LC|1999TS40_TILE
200064094, , , , GO8010_LC|1999TS40_TILE
200064095, , , , GO8010_LC|1999TS40_TILE
200064096, , , , GO8010_LC|1999TS40_TILE
200064097, , , , GO8010_LC|1999TS40_TILE
200064098, , , , GO8010_LC|1999TS40_TILE
200064099, , , , GO8010_LC|1999TS40_TILE
200064100, , , , GO8010_LC|1999TS40_TILE
200064101, , , , GO8010_LC|1999TS40_TILE
200064102, , , , GO8010_LC|1999TS40_TILE
200064103, , , , GO8010_LC|1999TS40_TILE
200064104, , , , GO8010_LC|1999TS40_TILE
200064105, , , , GO8010_LC|1999TS40_TILE
200064106, , , , GO8010_LC|1999TS40_TILE
200064107, , , , GO8010_LC|1999TS40_TILE
200064108, , , , GO8010_LC|1999TS40_TILE
200064109, , , , GO8010_LC|1999TS40_TILE
200064110, , , , GO8010_LC|1999TS40_TILE
200064111, , , , GO8010_LC|1999TS40_TILE
200064112, , , , GO8010_LC|1999TS40_TILE
200064113, , , , GO8010_LC|1999TS40_TILE
200064114, , , , GO8010_LC|1999TS40_TILE
200064115, , , , GO8010_LC|1999TS40_TILE
200064116, , , , GO8010_LC|1999TS40_TILE
200064117, , , , GO8010_LC|1999TS40_TILE
200064118, , , , GO8010_LC|1999TS40_TILE
200064119, , , , GO8010_LC|1999TS40_TILE
200064120, , , , GO8010_LC|1999TS40_TILE
200064121, , , , GO8010_LC|1999TS40_TILE
200064122, , , , GO8010_LC|1999TS40_TILE
200064123, , , , GO8010_LC|1999TS40_TILE
200064124, , , , GO8010_LC|1999TS40_TILE
200064125, , , , GO8010_LC|1999TS40_TILE
200064126, , , , GO8010_LC|1999TS40_TILE
200064127, , , , GO8010_LC|1999TS40_TILE
200064128, , , , GO8010_LC|1999TS40_TILE
200064129, , , , GO8010_LC|1999TS40_TILE
200064130, , , , GO8010_LC|1999TS40_TILE
200064131, , , , GO8010_LC|1999TS40_TILE
200064132, , , , GO8010_LC|1999TS40_TILE
200064133, , , , GO8010_LC|1999TS40_TILE
200064134, , , , GO8010_LC|1999TS40_TILE
200064135, , , , GO8010_LC|1999TS40_TILE
200064136, , , , GO8010_LC|1999TS40_TILE
200064137, , , , GO8010_LC|1999TS40_TILE
200064138, , , , GO8010_LC|1999TS40_TILE
200064139, , , , GO8010_LC|1999TS40_TILE
200064140, , , , GO8010_LC|1999TS40_TILE
200064141, , , , GO8010_LC|1999TS40_TILE
200064142, , , , GO8010_LC|1999TS40_TILE
200064143, , , , GO8010_LC|1999TS40_TILE
200064144, , , , GO8010_LC|1999TS40_TILE
200064145, , , , GO8010_LC|1999TS40_TILE
200064146, , , , GO8010_LC|1999TS40_TILE
200064147, , , , GO8010_LC|1999TS40_TILE
200064148, , , , GO8010_LC|1999TS40_TILE
200064149, , , , GO8010_LC|1999TS40_TILE
200064150, , , , GO8010_LC|1999TS40_TILE
200064151, , , , GO8010_LC|1999TS40_TILE
200064152, , , , GO8010_LC|1999TS40_TILE
200064153, , , , GO8010_LC|1999TS40_TILE
200064154, , , , GO8010_LC|1999TS40_TILE
200064155, , , , GO8010_LC|1999TS40_TILE
200064156, , , , GO8010_LC|1999TS40_TILE
200064157, , , , GO8010_LC|1999TS40_TILE
200064158, , , , GO8010_LC|1999TS40_TILE
200064159, , , , GO8010_LC|1999TS40_TILE
200064160, , , , GO8010_LC|1999TS40_TILE
200064161, , , , GO8010_LC|1999TS40_TILE
200064162, , , , GO8010_LC|1999TS40_TILE
200064163, , , , GO8010_LC|1999TS40_TILE
200064164, , , , GO8010_LC|1999TS40_TILE
200064165, , , , GO8010_LC|1999TS40_TILE
200064166, , , , GO8010_LC|1999TS40_TILE
200064167, , , , GO8010_LC|1999TS40_TILE
200064168, , , , GO8010_LC|1999TS40_TILE
200064169, , , , GO8010_LC|1999TS40_TILE
200064170, , , , GO8010_LC|1999TS40_TILE
200064171, , , , GO8010_LC|1999TS40_TILE
200064172, , , , GO8010_LC|1999TS40_TILE
200064173, , , , GO8010_LC|1999TS40_TILE
200064174, , , , GO8010_LC|1999TS40_TILE
200064175, , , , GO8010_LC|1999TS40_TILE
200064176, , , , GO8010_LC|1999TS40_TILE
200064177, , , , GO8010_LC|1999TS40_TILE
200064178, , , , GO8010_LC|1999TS40_TILE
200064179, , , , GO8010_LC|1999TS40_TILE
200064180, , , , GO8010_LC|1999TS40_TILE
200064181, , , , GO8010_LC|1999TS40_TILE
200064182, , , , GO8010_LC|1999TS40_TILE
200064183, , , , GO8010_LC|1999TS40_TILE
200064184, , , , GO8010_LC|1999TS40_TILE
200064185, , , , GO8010_LC|1999TS40_TILE
200064186, , , , GO8010_LC|1999TS40_TILE
200064187, , , , GO8010_LC|1999TS40_TILE
200064188, , , , GO8010_LC|1999TS40_TILE
200064189, , , , GO8010_LC|1999TS40_TILE
200064190, , , , GO8010_LC|1999TS40_TILE
200064191, , , , GO8010_LC|1999TS40_TILE
200064192, , , , GO8010_LC|1999TS40_TILE
200064193, , , , GO8010_LC|1999TS40_TILE
200064194, , , , GO8010_LC|1999TS40_TILE
200064195, , , , GO8010_LC|1999TS40_TILE
200064196, , , , GO8010_LC|1999TS40_TILE
200064197, , , , GO8010_LC|1999TS40_TILE
200064198, , , , GO8010_LC|1999TS40_TILE
200064199, , , , GO8010_LC|1999TS40_TILE
200064200, , , , GO8010_LC|1999TS40_TILE
200064201, , , , GO8010_LC|1999TS40_TILE
200064202, , , , GO8010_LC|1999TS40_TILE
200064203, , , , GO8010_LC|1999TS40_TILE
200064204, , , , GO8010_LC|1999TS40_TILE
200064205, , , , GO8010_LC|1999TS40_TILE
200064206, , , , GO8010_LC|1999TS40_TILE
200064207, , , , GO8010_LC|1999TS40_TILE
200064208, , , , GO8010_LC|1999TS40_TILE
200064209, , , , GO8010_LC|1999TS40_TILE
200064210, , , , GO8010_LC|1999TS40_TILE
200064211, , , , GO8010_LC|1999TS40_TILE
200064212, , , , GO8010_LC|1999TS40_TILE
200064213, , , , GO8010_LC|1999TS40_TILE
200064214, , , , GO8010_LC|1999TS40_TILE
200064215, , , , GO8010_LC|1999TS40_TILE
200064216, , , , GO8010_LC|1999TS40_TILE
200064217, , , , GO8010_LC|1999TS40_TILE
200064218, , , , GO8010_LC|1999TS40_TILE
200064219, , , , GO8010_LC|1999TS40_TILE
200064220, , , , GO8010_LC|1999TS40_TILE
200064221, , , , GO8010_LC|1999TS40_TILE
200064222, , , , GO8010_LC|1999TS40_TILE
200064223, , , , GO8010_LC|1999TS40_TILE
200064224, , , , GO8010_LC|1999TS40_TILE
200064225, , , , GO8010_LC|1999TS40_TILE
200064226, , , , GO8010_LC|1999TS40_TILE
200064227, , , , GO8010_LC|1999TS40_TILE
200064228, , , , GO8010_LC|1999TS40_TILE
200064229, , , , GO8010_LC|1999TS40_TILE
200064230, , , , GO8010_LC|1999TS40_TILE
200064231, , , , GO8010_LC|1999TS40_TILE
200064232, , , , GO8010_LC|1999TS40_TILE
200064233, , , , GO8010_LC|1999TS40_TILE
200064234, , , , GO8010_LC|1999TS40_TILE
200064235, , , , GO8010_LC|1999TS40_TILE
200064236, , , , GO8010_LC|1999TS40_TILE
200064237, , , , GO8010_LC|1999TS40_TILE
200064238, , , , GO8010_LC|1999TS40_TILE
200064239, , , , GO8010_LC|1999TS40_TILE
200064240, , , , GO8010_LC|1999TS40_TILE
200064241, , , , GO8010_LC|1999TS40_TILE
200064242, , , , GO8010_LC|1999TS40_TILE
200064243, , , , GO8010_LC|1999TS40_TILE
200064244, , , , GO8010_LC|1999TS40_TILE
200064245, , , , GO8010_LC|1999TS40_TILE
200064246, , , , GO8010_LC|1999TS40_TILE
200064247, , , , GO8010_LC|1999TS40_TILE
200064248, , , , GO8010_LC|1999TS40_TILE
200064249, , , , GO8010_LC|1999TS40_TILE
200064250, , , , GO8010_LC|1999TS40_TILE
200064251, , , , GO8010_LC|1999TS40_TILE
200064252, , , , GO8010_LC|1999TS40_TILE
200064253, , , , GO8010_LC|1999TS40_TILE
200064254, , , , GO8010_LC|1999TS40_TILE
200064255, , , , GO8010_LC|1999TS40_TILE
200064256, , , , GO8010_LC|1999TS40_TILE
200064257, , , , GO8010_LC|1999TS40_TILE
200064258, , , , GO8010_LC|1999TS40_TILE
200064259, , , , GO8010_LC|1999TS40_TILE
200064260, , , , GO8010_LC|1999TS40_TILE
200064261, , , , GO8010_LC|1999TS40_TILE
200064262, , , , GO8010_LC|1999TS40_TILE
200064263, , , , GO8010_LC|1999TS40_TILE
200064264, , , , GO8010_LC|1999TS40_TILE
200064265, , , , GO8010_LC|1999TS40_TILE
200064266, , , , GO8010_LC|1999TS40_TILE
200064267, , , , GO8010_LC|1999TS40_TILE
200064268, , , , GO8010_LC|1999TS40_TILE
200064269, , , , GO8010_LC|1999TS40_TILE
200064270, , , , GO8010_LC|1999TS40_TILE
200064271, , , , GO8010_LC|1999TS40_TILE
200064272, , , , GO8010_LC|1999TS40_TILE
200064273, , , , GO8010_LC|1999TS40_TILE
200064274, , , , GO8010_LC|1999TS40_TILE
200064275, , , , GO8010_LC|1999TS40_TILE
200064276, , , , GO8010_LC|1999TS40_TILE
200064277, , , , GO8010_LC|1999TS40_TILE
200064278, , , , GO8010_LC|1999TS40_TILE
200064279, , , , GO8010_LC|1999TS40_TILE
200064280, , , , GO8010_LC|1999TS40_TILE
200064281, , , , GO8010_LC|1999TS40_TILE
200064282, , , , GO8010_LC|1999TS40_TILE
200064283, , , , GO8010_LC|1999TS40_TILE
200064284, , , , GO8010_LC|1999TS40_TILE
200064285, , , , GO8010_LC|1999TS40_TILE
200064286, , , , GO8010_LC|1999TS40_TILE
200064287, , , , GO8010_LC|1999TS40_TILE
200064288, , , , GO8010_LC|1999TS40_TILE
200064289, , , , GO8010_LC|1999TS40_TILE
200064290, , , , GO8010_LC|1999TS40_TILE
200064291, , , , GO8010_LC|1999TS40_TILE
200064292, , , , GO8010_LC|1999TS40_TILE
200064293, , , , GO8010_LC|1999TS40_TILE
200064294, , , , GO8010_LC|1999TS40_TILE
200064295, , , , GO8010_LC|1999TS40_TILE
200064296, , , , GO8010_LC|1999TS40_TILE
200064297, , , , GO8010_LC|1999TS40_TILE
200064298, , , , GO8010_LC|1999TS40_TILE
200064299, , , , GO8010_LC|1999TS40_TILE
200064300, , , , GO8010_LC|1999TS40_TILE
200064301, , , , GO8010_LC|1999TS40_TILE
200064302, , , , GO8010_LC|1999TS40_TILE
200064303, , , , GO8010_LC|1999TS40_TILE
200064304, , , , GO8010_LC|1999TS40_TILE
200064305, , , , GO8010_LC|1999TS40_TILE
200064306, , , , GO8010_LC|1999TS40_TILE
200064307, , , , GO8010_LC|1999TS40_TILE
200064308, , , , GO8010_LC|1999TS40_TILE
200064309, , , , GO8010_LC|1999TS40_TILE
200064310, , , , GO8010_LC|1999TS40_TILE
200064311, , , , GO8010_LC|1999TS40_TILE
200064312, , , , GO8010_LC|1999TS40_TILE
200064313, , , , GO8010_LC|1999TS40_TILE
200064314, , , , GO8010_LC|1999TS40_TILE
200064315, , , , GO8010_LC|1999TS40_TILE
200064316, , , , GO8010_LC|1999TS40_TILE
200064317, , , , GO8010_LC|1999TS40_TILE
200064318, , , , GO8010_LC|1999TS40_TILE
200064319, , , , GO8010_LC|1999TS40_TILE
200064320, , , , GO8010_LC|1999TS40_TILE
200064321, , , , GO8010_LC|1999TS40_TILE
200064322, , , , GO8010_LC|1999TS40_TILE
200064323, , , , GO8010_LC|1999TS40_TILE
200064324, , , , GO8010_LC|1999TS40_TILE
200064325, , , , GO8010_LC|1999TS40_TILE
200064326, , , , GO8010_LC|1999TS40_TILE
200064327, , , , GO8010_LC|1999TS40_TILE
200064328, , , , GO8010_LC|1999TS40_TILE
200064329, , , , GO8010_LC|1999TS40_TILE
200064330, , , , GO8010_LC|1999TS40_TILE
200064331, , , , GO8010_LC|1999TS40_TILE
200064332, , , , GO8010_LC|1999TS40_TILE
200064333, , , , GO8010_LC|1999TS40_TILE
200064334, , , , GO8010_LC|1999TS40_TILE
200064335, , , , GO8010_LC|1999TS40_TILE
200064336, , , , GO8010_LC|1999TS40_TILE
200064337, , , , GO8010_LC|1999TS40_TILE
200064338, , , , GO8010_LC|1999TS40_TILE
200064339, , , , GO8010_LC|1999TS40_TILE
200064340, , , , GO8010_LC|1999TS40_TILE
200064341, , , , GO8010_LC|1999TS40_TILE
200064342, , , , GO8010_LC|1999TS40_TILE
200064343, , , , GO8010_LC|1999TS40_TILE
200064344, , , , GO8010_LC|1999TS40_TILE
200064345, , , , GO8010_LC|1999TS40_TILE
200064346, , , , GO8010_LC|1999TS40_TILE
200064347, , , , GO8010_LC|1999TS40_TILE
200064348, , , , GO8010_LC|1999TS40_TILE
200064349, , , , GO8010_LC|1999TS40_TILE
200064350, , , , GO8010_LC|1999TS40_TILE
200064351, , , , GO8010_LC|1999TS40_TILE
200064352, , , , GO8010_LC|1999TS40_TILE
200064353, , , , GO8010_LC|1999TS40_TILE
200064354, , , , GO8010_LC|1999TS40_TILE
200064355, , , , GO8010_LC|1999TS40_TILE
200064356, , , , GO8010_LC|1999TS40_TILE
200064357, , , , GO8010_LC|1999TS40_TILE
200064358, , , , GO8010_LC|1999TS40_TILE
200064359, , , , GO8010_LC|1999TS40_TILE
200064360, , , , GO8010_LC|1999TS40_TILE
200064361, , , , GO8010_LC|1999TS40_TILE
200064362, , , , GO8010_LC|1999TS40_TILE
200064363, , , , GO8010_LC|1999TS40_TILE
200064364, , , , GO8010_LC|1999TS40_TILE
200064365, , , , GO8010_LC|1999TS40_TILE
200064366, , , , GO8010_LC|1999TS40_TILE
200064367, , , , GO8010_LC|1999TS40_TILE
200064368, , , , GO8010_LC|1999TS40_TILE
200064369, , , , GO8010_LC|1999TS40_TILE
200064370, , , , GO8010_LC|1999TS40_TILE
200064371, , , , GO8010_LC|1999TS40_TILE
200064372, , , , GO8010_LC|1999TS40_TILE
200064373, , , , GO8010_LC|1999TS40_TILE
200064374, , , , GO8010_LC|1999TS40_TILE
200064375, , , , GO8010_LC|1999TS40_TILE
200064376, , , , GO8010_LC|1999TS40_TILE
200064377, , , , GO8010_LC|1999TS40_TILE
200064378, , , , GO8010_LC|1999TS40_TILE
200064379, , , , GO8010_LC|1999TS40_TILE
200064380, , , , GO8010_LC|1999TS40_TILE
200064381, , , , GO8010_LC|1999TS40_TILE
200064382, , , , GO8010_LC|1999TS40_TILE
200064383, , , , GO8010_LC|1999TS40_TILE
200064384, , , , GO8010_LC|1999TS40_TILE
200064385, , , , GO8010_LC|1999TS40_TILE
200064386, , , , GO8010_LC|1999TS40_TILE
200064387, , , , GO8010_LC|1999TS40_TILE
200064388, , , , GO8010_LC|1999TS40_TILE
200064389, , , , GO8010_LC|1999TS40_TILE
200064390, , , , GO8010_LC|1999TS40_TILE
200064391, , , , GO8010_LC|1999TS40_TILE
200064392, , , , GO8010_LC|1999TS40_TILE
200064393, , , , GO8010_LC|1999TS40_TILE
200064394, , , , GO8010_LC|1999TS40_TILE
200064395, , , , GO8010_LC|1999TS40_TILE
200064396, , , , GO8010_LC|1999TS40_TILE
200064397, , , , GO8010_LC|1999TS40_TILE
200064398, , , , GO8010_LC|1999TS40_TILE
200064399, , , , GO8010_LC|1999TS40_TILE
200064400, , , , GO8010_LC|1999TS40_TILE
200064401, , , , GO8010_LC|1999TS40_TILE
200064402, , , , GO8010_LC|1999TS40_TILE
200064403, , , , GO8010_LC|1999TS40_TILE
200064404, , , , GO8010_LC|1999TS40_TILE
200064405, , , , GO8010_LC|1999TS40_TILE
200064406, , , , GO8010_LC|1999TS40_TILE
200064407, , , , GO8010_LC|1999TS40_TILE
200064408, , , , GO8010_LC|1999TS40_TILE
200064409, , , , GO8010_LC|1999TS40_TILE
200064410, , , , GO8010_LC|1999TS40_TILE
200064411, , , , GO8010_LC|1999TS40_TILE
200064412, , , , GO8010_LC|1999TS40_TILE
200064413, , , , GO8010_LC|1999TS40_TILE
200064414, , , , GO8010_LC|1999TS40_TILE
200064415, , , , GO8010_LC|1999TS40_TILE
200064416, , , , GO8010_LC|1999TS40_TILE
200064417, , , , GO8010_LC|1999TS40_TILE
200064418, , , , GO8010_LC|1999TS40_TILE
200064419, , , , GO8010_LC|1999TS40_TILE
200064420, , , , GO8010_LC|1999TS40_TILE
200064421, , , , GO8010_LC|1999TS40_TILE
200064422, , , , GO8010_LC|1999TS40_TILE
200064423, , , , GO8010_LC|1999TS40_TILE
200064424, , , , GO8010_LC|1999TS40_TILE
200064425, , , , GO8010_LC|1999TS40_TILE
200064426, , , , GO8010_LC|1999TS40_TILE
200064427, , , , GO8010_LC|1999TS40_TILE
200064428, , , , GO8010_LC|1999TS40_TILE
200064429, , , , GO8010_LC|1999TS40_TILE
200064430, , , , GO8010_LC|1999TS40_TILE
200064431, , , , GO8010_LC|1999TS40_TILE
200064432, , , , GO8010_LC|1999TS40_TILE
200064433, , , , GO8010_LC|1999TS40_TILE
200064434, , , , GO8010_LC|1999TS40_TILE
200064435, , , , GO8010_LC|1999TS40_TILE
200064436, , , , GO8010_LC|1999TS40_TILE
200064437, , , , GO8010_LC|1999TS40_TILE
200064438, , , , GO8010_LC|1999TS40_TILE
200064439, , , , GO8010_LC|1999TS40_TILE
200064440, , , , GO8010_LC|1999TS40_TILE
200064441, , , , GO8010_LC|1999TS40_TILE
200064442, , , , GO8010_LC|1999TS40_TILE
200064443, , , , GO8010_LC|1999TS40_TILE
200064444, , , , GO8010_LC|1999TS40_TILE
200064445, , , , GO8010_LC|1999TS40_TILE
200064446, , , , GO8010_LC|1999TS40_TILE
200064447, , , , GO8010_LC|1999TS40_TILE
200064448, , , , GO8010_LC|1999TS40_TILE
200064449, , , , GO8010_LC|1999TS40_TILE
200064450, , , , GO8010_LC|1999TS40_TILE
200064451, , , , GO8010_LC|1999TS40_TILE
200064452, , , , GO8010_LC|1999TS40_TILE
200064453, , , , GO8010_LC|1999TS40_TILE
200064454, , , , GO8010_LC|1999TS40_TILE
200064455, , , , GO8010_LC|1999TS40_TILE
200064456, , , , GO8010_LC|1999TS40_TILE
200064457, , , , GO8010_LC|1999TS40_TILE
200064458, , , , GO8010_LC|1999TS40_TILE
200064459, , , , GO8010_LC|1999TS40_TILE
200064460, , , , GO8010_LC|1999TS40_TILE
200064461, , , , GO8010_LC|1999TS40_TILE
200064462, , , , GO8010_LC|1999TS40_TILE
200064463, , , , GO8010_LC|1999TS40_TILE
200064464, , , , GO8010_LC|1999TS40_TILE
200064465, , , , GO8010_LC|1999TS40_TILE
200064466, , , , GO8010_LC|1999TS40_TILE
200064467, , , , GO8010_LC|1999TS40_TILE
200064468, , , , GO8010_LC|1999TS40_TILE
200064469, , , , GO8010_LC|1999TS40_TILE
200064470, , , , GO8010_LC|1999TS40_TILE
200064471, , , , GO8010_LC|1999TS40_TILE
200064472, , , , GO8010_LC|1999TS40_TILE
200064473, , , , GO8010_LC|1999TS40_TILE
200064474, , , , GO8010_LC|1999TS40_TILE
200064475, , , , GO8010_LC|1999TS40_TILE
200064476, , , , GO8010_LC|1999TS40_TILE
200064477, , , , GO8010_LC|1999TS40_TILE
200064478, , , , GO8010_LC|1999TS40_TILE
200064479, , , , GO8010_LC|1999TS40_TILE
200064480, , , , GO8010_LC|1999TS40_TILE
200064481, , , , GO8010_LC|1999TS40_TILE
200064482, , , , GO8010_LC|1999TS40_TILE
200064483, , , , GO8010_LC|1999TS40_TILE
200064484, , , , GO8010_LC|1999TS40_TILE
200064485, , , , GO8010_LC|1999TS40_TILE
200064486, , , , GO8010_LC|1999TS40_TILE
200064487, , , , GO8010_LC|1999TS40_TILE
200064488, , , , GO8010_LC|1999TS40_TILE
200064489, , , , GO8010_LC|1999TS40_TILE
200064490, , , , GO8010_LC|1999TS40_TILE
200064491, , , , GO8010_LC|1999TS40_TILE
200064492, , , , GO8010_LC|1999TS40_TILE
200064493, , , , GO8010_LC|1999TS40_TILE
200064494, , , , GO8010_LC|1999TS40_TILE
200064495, , , , GO8010_LC|1999TS40_TILE
200064496, , , , GO8010_LC|1999TS40_TILE
200064497, , , , GO8010_LC|1999TS40_TILE
200064498, , , , GO8010_LC|1999TS40_TILE
200064499, , , , GO8010_LC|1999TS40_TILE
200064500, , , , GO8010_LC|1999TS40_TILE
200064501, , , , GO8010_LC|1999TS40_TILE
200064502, , , , GO8010_LC|1999TS40_TILE
200064503, , , , GO8010_LC|1999TS40_TILE
200064504, , , , GO8010_LC|1999TS40_TILE
200064505, , , , GO8010_LC|1999TS40_TILE
200064506, , , , GO8010_LC|1999TS40_TILE
200064507, , , , GO8010_LC|1999VG135_TILE
200064508, , , , GO8010_LC|1999VG135_TILE
200064509, , , , GO8010_LC|1999VG135_TILE
200064510, , , , GO8010_LC|1999VG135_TILE
200064511, , , , GO8010_LC|1999VG135_TILE
200064512, , , , GO8010_LC|1999VG135_TILE
200064513, , , , GO8010_LC|1999VG135_TILE
200064514, , , , GO8010_LC|1999VG135_TILE
200064515, , , , GO8010_LC|1999VG135_TILE
200064516, , , , GO8010_LC|1999VG135_TILE
200064517, , , , GO8010_LC|1999VG135_TILE
200064518, , , , GO8010_LC|1999VG135_TILE
200064519, , , , GO8010_LC|1999VG135_TILE
200064520, , , , GO8010_LC|1999VG135_TILE
200064521, , , , GO8010_LC|1999VG135_TILE
200064522, , , , GO8010_LC|1999VG135_TILE
200064523, , , , GO8010_LC|1999VG135_TILE
200064524, , , , GO8010_LC|1999VG135_TILE
200064525, , , , GO8010_LC|1999VG135_TILE
200064526, , , , GO8010_LC|1999VG135_TILE
200064527, , , , GO8010_LC|1999VG135_TILE
200064528, , , , GO8010_LC|1999VG135_TILE
200064529, , , , GO8010_LC|1999VG135_TILE
200064530, , , , GO8010_LC|1999VG135_TILE
200064531, , , , GO8010_LC|1999VG135_TILE
200064532, , , , GO8010_LC|1999VG135_TILE
200064533, , , , GO8010_LC|1999VG135_TILE
200064534, , , , GO8010_LC|1999VG135_TILE
200064535, , , , GO8010_LC|1999VG135_TILE
200064536, , , , GO8010_LC|1999VG135_TILE
200064537, , , , GO8010_LC|1999VG135_TILE
200064538, , , , GO8010_LC|1999VG135_TILE
200064539, , , , GO8010_LC|1999VG135_TILE
200064540, , , , GO8010_LC|1999VG135_TILE
200064541, , , , GO8010_LC|1999VG135_TILE
200064542, , , , GO8010_LC|1999VG135_TILE
200064543, , , , GO8010_LC|1999VG135_TILE
200064544, , , , GO8010_LC|1999VG135_TILE
200064545, , , , GO8010_LC|1999VG135_TILE
200064546, , , , GO8010_LC|1999VG135_TILE
200064547, , , , GO8010_LC|1999VG135_TILE
200064548, , , , GO8010_LC|1999VG135_TILE
200064549, , , , GO8010_LC|1999VG135_TILE
200064550, , , , GO8010_LC|1999VG135_TILE
200064551, , , , GO8010_LC|1999VG135_TILE
200064552, , , , GO8010_LC|1999VG135_TILE
200064553, , , , GO8010_LC|1999VG135_TILE
200064554, , , , GO8010_LC|1999VG135_TILE
200064555, , , , GO8010_LC|1999VG135_TILE
200064556, , , , GO8010_LC|1999VG135_TILE
200064557, , , , GO8010_LC|1999VG135_TILE
200064558, , , , GO8010_LC|1999VG135_TILE
200064559, , , , GO8010_LC|1999VG135_TILE
200064560, , , , GO8010_LC|1999VG135_TILE
200064561, , , , GO8010_LC|1999VG135_TILE
200064562, , , , GO8010_LC|1999VG135_TILE
200064563, , , , GO8010_LC|1999VG135_TILE
200064564, , , , GO8010_LC|1999VG135_TILE
200064565, , , , GO8010_LC|1999VG135_TILE
200064566, , , , GO8010_LC|1999VG135_TILE
200064567, , , , GO8010_LC|1999VG135_TILE
200064568, , , , GO8010_LC|1999VG135_TILE
200064569, , , , GO8010_LC|1999VG135_TILE
200064570, , , , GO8010_LC|1999VG135_TILE
200064571, , , , GO8010_LC|1999VG135_TILE
200064572, , , , GO8010_LC|1999VG135_TILE
200064573, , , , GO8010_LC|1999VG135_TILE
200064574, , , , GO8010_LC|1999VG135_TILE
200064575, , , , GO8010_LC|1999VG135_TILE
200064576, , , , GO8010_LC|1999VG135_TILE
200064577, , , , GO8010_LC|1999VG135_TILE
200064578, , , , GO8010_LC|1999VG135_TILE
200064579, , , , GO8010_LC|1999VG135_TILE
200064580, , , , GO8010_LC|1999VG135_TILE
200064581, , , , GO8010_LC|1999VG135_TILE
200064582, , , , GO8010_LC|1999VG135_TILE
200064583, , , , GO8010_LC|1999VG135_TILE
200064584, , , , GO8010_LC|1999VG135_TILE
200064585, , , , GO8010_LC|1999VG135_TILE
200064586, , , , GO8010_LC|1999VG135_TILE
200064587, , , , GO8010_LC|1999VG135_TILE
200064588, , , , GO8010_LC|1999VG135_TILE
200064589, , , , GO8010_LC|1999VG135_TILE
200064590, , , , GO8010_LC|1999VG135_TILE
200064591, , , , GO8010_LC|1999VG135_TILE
200064592, , , , GO8010_LC|1999VG135_TILE
200064593, , , , GO8010_LC|1999VG135_TILE
200064594, , , , GO8010_LC|1999VG135_TILE
200064595, , , , GO8010_LC|1999VG135_TILE
200064596, , , , GO8010_LC|1999VG135_TILE
200064597, , , , GO8010_LC|1999VG135_TILE
200064598, , , , GO8010_LC|1999VG135_TILE
200064599, , , , GO8010_LC|1999VG135_TILE
200064600, , , , GO8010_LC|1999VG135_TILE
200064601, , , , GO8010_LC|1999VG135_TILE
200064602, , , , GO8010_LC|1999VG135_TILE
200064603, , , , GO8010_LC|1999VG135_TILE
200064604, , , , GO8010_LC|1999VG135_TILE
200064605, , , , GO8010_LC|1999VG135_TILE
