EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,cadence [min],Investigation IDs
202059195,94.64504000000001,25.05035,14.7,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0098_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059197,95.0637,17.10689,12.3,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059203,96.1556,26.14248,14.1,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0098_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059207,97.02798,18.93965,12.3,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059208,97.12827,24.393929999999997,12.2,30,GO0002_LC|GO0066_LC|GO0079_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0098_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059210,97.28965,28.36168,11.9,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059215,99.27476,27.193659999999998,13.0,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059222,100.21651,15.721779999999999,14.2,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0098_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059223,100.36764000000001,15.761970000000002,14.3,30,GO0002_LC|GO0021_LC|GO0066_LC|GO0079_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0098_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059224,100.38805,21.18395,13.4,30,GO0002_LC|GO0066_LC|GO0079_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059231,102.22991,21.13419,13.5,30,GO0002_LC|GO0066_LC|GO0079_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0098_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202059243,105.19223000000001,19.99905,12.3,30,GO0002_LC|GO0066_LC|GO0084_LC|GO0087_LC|GO0089_LC|GO0094_LC|GO0104_LC|GO0107_LC|GO0111_LC|GO0120_LC
202065271,99.24964,15.2531,14.0,30,GO0066_LC|GO0084_LC|GO0098_LC|GO0107_LC|GO0111_LC|GO0120_LC
202065297,101.16264,28.92403,13.5,30,GO0066_LC|GO0084_LC|GO0107_LC|GO0111_LC|GO0120_LC
202065298,101.19839,16.4711,14.3,30,GO0066_LC|GO0079_LC|GO0084_LC|GO0107_LC|GO0111_LC|GO0118_LC|GO0119_LC|GO0120_LC
202065323,103.12576999999999,24.18854,10.4,30,GO0066_LC|GO0084_LC|GO0098_LC|GO0107_LC|GO0111_LC|GO0118_LC
202067730,95.34047,25.160510000000002,13.0,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202067804,96.67518000000001,23.112029999999997,14.5,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202067891,97.75312,21.58427,14.6,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202067946,98.31305,26.58251,14.6,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202068014,98.94898,23.457710000000002,14.4,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0119_LC|GO0120_LC
202068057,99.3372,18.483810000000002,13.7,30,GO0079_LC|GO0084_LC|GO0120_LC
202068131,99.84944,24.45265,14.5,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202068169,100.09393,22.43114,14.6,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202068250,100.60895,25.28881,13.4,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202068332,101.09427,27.41195,14.2,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202068354,101.18819,24.78592,14.9,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202068390,101.39235,17.0064,14.2,30,GO0079_LC|GO0084_LC|GO0111_LC|GO0120_LC
202068580,103.06158,24.50304,13.6,30,GO0079_LC|GO0084_LC|GO0118_LC|GO0120_LC
202070321,105.61421999999999,20.782529999999998,13.1,30,GO0084_LC|GO0111_LC|GO0120_LC
202070325,103.54772,16.00163,13.3,30,GO0084_LC|GO0111_LC|GO0120_LC
202070328,95.42012,19.06176,13.2,30,GO0084_LC|GO0111_LC|GO0118_LC|GO0120_LC
202070332,99.79720999999999,28.73507,13.3,30,GO0084_LC|GO0120_LC
202070335,98.42226,26.248170000000002,13.7,30,GO0084_LC|GO0111_LC|GO0120_LC
